UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
320,12.57793,66,Female,None,High,Immediate,Low,0.8403361,2.5,2.375,2.5,32
305,12.77851,41,Female,WheelChair,Medium,Immediate,Low,0.8455945,2.75,2.416667,2.25,33
302,17.01993,49,Male,None,High,Immediate,Low,0.7936508,2.5,2.088236,2,35
212,17.52514,20,Male,None,Medium,Immediate,Low,0.6666667,2.25,2.029412,2,34
215,18.23907,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2.055556,2,36
162,20.87163,20,Male,WheelChair,High,Immediate,Low,0.7407407,2.25,2.1375,2,34
316,20.9217,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.65,2.25,36
315,22.30003,37,Male,None,Low,Immediate,Low,0.7575758,2.75,2.375,2.5,36
169,22.30003,34,Female,None,High,Lagging,Low,0.7215007,2.75,2.318182,2.25,33
353,22.30003,38,Female,None,High,Immediate,Low,0.7204611,2.25,2.034091,2.25,35
38,22.5005,59,Female,None,Low,Immediate,Medium,0.8223684,2.25,2.136364,2,35
49,23.06113,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.630435,2.25,33
278,23.2109,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.358696,2.5,35
45,23.56096,27,Male,None,High,Immediate,Low,0.7042254,2.75,2.630435,2.25,33
354,24.1918,32,Female,None,High,Immediate,Low,0.7158197,2.25,1.927083,1.75,36
277,24.6917,46,Female,None,Medium,Immediate,Low,0.7794232,2.75,2.239584,2.25,32
31,26.83049,20,Female,None,Low,Lagging,Low,0.6993007,2.5,2.230769,2,34
234,27.10178,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,2.333333,2.25,34
220,28.62104,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.223214,2,34
322,28.92091,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.375,1.75,31
314,29.62991,43,Female,None,Medium,Lagging,Low,0.7727975,2.5,2.344827,2.25,35
46,29.67858,58,Female,None,High,Lagging,Low,0.8156607,2.75,2.637931,2.25,34
361,29.77951,26,Female,None,Medium,Immediate,High,0.7042254,2.5,1.672414,1.5,34
137,30.25529,65,Male,None,High,Immediate,Low,0.8333333,2.75,2.241667,1.75,34
133,30.80667,26,Male,None,High,Immediate,Low,0.6968641,2.75,2.316667,2,34
272,31.79198,20,Female,None,High,Immediate,Low,0.6993007,3,2.548387,2.75,35
308,32.31853,25,Female,None,Medium,Lagging,High,0.7017544,2,1.890625,1.75,34
95,32.37054,24,Male,None,High,Immediate,Low,0.6944444,3,2.445313,3,34
299,32.91949,25,Female,None,High,Lagging,Low,0.7017544,3,2.484375,2.75,34
229,33.12544,20,Male,None,High,Lagging,Medium,0.6666667,2.5,2.181818,2.25,35
332,33.12544,65,Female,None,Low,Lagging,Low,0.8354219,2.75,2.219697,2,36
283,34.02904,31,Male,None,Medium,Immediate,Low,0.7220216,2.5,2.161765,2.5,33
250,34.19733,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.102941,1.75,36
40,34.49672,20,Female,None,High,Lagging,Low,0.6993007,2.5,2.323529,2,35
165,34.74326,47,Female,None,High,Lagging,High,0.78125,2.25,1.933823,1.5,34
87,34.74326,20,Female,None,Medium,Immediate,Low,0.6993007,3,2.404412,2.5,34
325,34.74326,22,Male,None,High,Lagging,Low,0.6802721,2.75,2.367647,2.25,34
235,34.84325,39,Male,None,High,Lagging,Low,0.7751938,2.25,2.205882,2,33
347,35.05124,20,Female,None,Medium,Lagging,Low,0.6993007,2.5,2.228571,2,34
132,35.14926,44,Male,None,Medium,Lagging,Low,0.7782102,2.5,2.164286,2,33
303,35.49887,20,Male,None,High,Lagging,High,0.6666667,2.25,1.9,2.25,35
345,35.90067,39,Female,None,Medium,Lagging,Medium,0.7407407,2.5,2.035714,1.75,33
108,36.76579,80,Male,None,Low,Lagging,Low,0.952381,2.75,2.263889,2.25,33
232,36.96433,56,Female,None,High,Lagging,Medium,0.8064516,2.25,1.993055,2,35
131,37.323,30,Male,None,Medium,Lagging,Low,0.7142857,3,2.385135,2,35
311,37.72332,20,Female,None,High,Lagging,Low,0.6993007,2.5,2.263514,2.5,34
10,37.92448,20,Female,None,High,Immediate,Low,0.6993007,2.75,2.331081,2,35
319,38.18396,40,Female,None,Medium,Lagging,Low,0.7621951,2.25,2.131579,1.75,35
327,38.53079,20,Female,None,High,Lagging,Low,0.6993007,2.25,2.190789,2,34
350,39.03085,74,Female,None,High,Lagging,Low,0.90009,2.5,2.083333,1.75,33
329,39.33635,20,Female,None,High,Lagging,Medium,0.6993007,2.75,2.538461,2.75,35
362,40.20854,20,Male,WalkingStick,High,Lagging,Medium,0.7843137,2.5,1.84375,1.25,35
293,40.3575,20,Male,None,High,Lagging,Medium,0.6666667,2.75,2.3,2.25,32
36,40.55635,20,Male,None,High,Lagging,Low,0.6666667,2.5,2.36875,2,33
306,40.7079,20,Female,None,High,Lagging,Medium,0.6993007,2.75,2.4,2.5,33
287,41.01684,35,Female,WheelChair,Medium,Immediate,Low,0.8039878,3,2.52439,2.5,35
167,41.63456,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,2.20122,1.75,33
