UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
315,8.252766,35,Female,None,Low,Immediate,Low,0.723589,2.5,2.0625,2,34
38,13.12058,29,Female,None,Medium,Lagging,Low,0.7168459,3,2.730769,2.5,35
237,14.32466,20,Female,None,Medium,Immediate,Low,0.6993007,3,2.464286,2.25,32
301,14.4128,46,Male,None,Low,Immediate,Low,0.7751938,2.5,2.333333,2.25,35
98,14.91819,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.2,2,33
233,15.16815,20,Male,None,High,Lagging,Low,0.6666667,3,2.666667,2.5,36
304,16.29927,20,Female,None,Low,Immediate,Medium,0.6993007,2.25,1.90625,2,35
230,17.04391,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.588236,2.5,34
146,17.55041,20,Male,None,Low,Immediate,Low,0.6666667,2.5,1.972222,2,35
311,18.51993,22,Male,None,High,Immediate,Low,0.6802721,2.5,2.144737,1.75,35
338,18.60623,20,Male,None,High,Immediate,Medium,0.6666667,2,1.723684,1.5,32
8,20.02137,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.425,2.25,35
297,20.34683,44,Male,None,Medium,Immediate,Low,0.7782102,2.75,2.071429,2,31
82,21.31671,20,Male,None,High,Immediate,Medium,0.6666667,2.5,2.02381,2,33
340,22.57912,55,Male,None,High,Immediate,High,0.8,2.25,1.934783,2,36
171,23.49623,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.354167,2,35
140,24.2748,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.354167,2.5,33
280,25.02416,32,Female,None,High,Immediate,Low,0.7158197,2.5,1.99,2,34
355,25.19713,20,Male,None,High,Immediate,Medium,0.6666667,2,1.94,2,35
47,26.03039,37,Female,WheelChair,High,Immediate,Low,0.798212,2.5,1.980769,1.5,34
290,26.03039,20,Female,None,Medium,Immediate,Low,0.6993007,2.75,2.173077,2.25,34
306,26.03039,20,Male,None,Low,Lagging,Low,0.6666667,3,2.865385,2.75,32
