UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
142,47.64884,54,Male,None,Low,Lagging,Medium,0.8097166,2.25,1.9375,2,32
117,47.64884,89,Female,None,High,Lagging,Low,1.02459,2.75,2.208333,2.5,32
20,48.09774,43,Female,None,High,Lagging,Low,0.7727975,3,2.442709,2.5,32
297,48.46974,78,Male,None,High,Lagging,Low,0.9345794,2.75,2.46875,2.75,32
326,49.54798,31,Male,None,High,Lagging,Medium,0.7220216,2.5,2.153061,2,33
123,49.54798,37,Female,None,High,Lagging,Low,0.7183908,2.75,2.17347,2,33
257,50.3646,72,Female,None,Low,Lagging,Low,0.8833923,2.75,2.285,2.5,33
240,50.47968,62,Male,None,Medium,Lagging,Medium,0.8264462,2.75,2.25,2.25,32
245,51.61625,33,Male,None,Medium,Lagging,Low,0.7380074,2.75,2.401961,2.25,33
86,51.61625,46,Female,None,High,Lagging,Medium,0.7794232,2.75,2.240196,2.25,33
261,51.86058,29,Male,None,Medium,Lagging,Medium,0.7194245,2.5,2.057692,2.25,33
1,51.86058,52,Male,None,High,Lagging,Low,0.7968128,2.75,2.322116,2.25,34
238,52.4689,24,Female,None,High,Lagging,Low,0.7062147,2.75,2.259616,1.75,31
128,52.664,37,Male,None,High,Lagging,Low,0.7575758,2.75,2.226415,2.25,32
102,52.80655,77,Male,None,High,Lagging,High,0.9259259,2.5,1.90566,1.5,32
243,53.26264,43,Female,None,Medium,Lagging,High,0.7727975,2.5,1.966981,1.5,34
122,53.41376,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.169811,2.5,34
302,54.03107,88,Female,None,High,Lagging,Medium,1.01833,2.5,2.194444,2.25,30
67,54.37544,57,Female,None,Low,Lagging,Medium,0.8116883,2.25,2.009259,2,31
140,54.67031,76,Female,None,Medium,Lagging,Low,0.9149131,2.5,2.036364,1.5,33
81,55.8506,99,Female,None,High,Lagging,Low,1.785714,2.5,1.892857,2,32
147,56.4748,97,Male,None,Medium,Lagging,Low,1.282051,3,2.334822,1.5,32
217,56.91076,31,Male,None,High,Lagging,Low,0.7220216,2.5,2.070175,2.25,34
260,57.3732,84,Female,None,Low,Immediate,Low,0.9587728,2.75,2.333333,2.75,32
313,57.3732,79,Female,None,Medium,Lagging,Low,0.9328358,2.5,2.20614,2.25,34
265,57.3732,64,Female,None,High,Lagging,Low,0.8368201,2.75,2.201755,2.25,34
97,58.44941,36,Male,None,Medium,Immediate,Low,0.7490637,3,2.547414,1.75,33
263,58.7439,24,Male,None,Low,Lagging,Low,0.6944444,2.5,2.266949,2.25,33
270,59.0596,96,Female,None,High,Lagging,Low,1.388889,2.5,1.906779,2.25,34
316,59.21187,33,Male,None,Low,Lagging,Low,0.7380074,2.25,2.101695,2.25,32
64,59.96115,88,Male,None,Low,Immediate,Low,1.030928,3,2.004167,2.25,30
27,60.11362,84,Male,None,Low,Lagging,Low,0.990099,3,2.754166,2.5,30
262,60.75359,30,Female,None,Low,Lagging,Low,0.7117438,2.75,2.213115,1.75,33
250,61.83685,27,Male,None,Low,Lagging,Low,0.7042254,2.5,2.177419,2.25,32
11,61.83685,89,Female,None,Medium,Lagging,Low,1.02459,3,2.233871,2,31
103,61.83685,84,Male,None,Low,Immediate,Low,0.990099,3,2.512097,2.75,31
221,61.83685,22,Female,None,Low,Immediate,Medium,0.7042254,2.5,2.112903,2,32
9,62.50017,69,Female,None,Low,Lagging,Low,0.8605852,2.75,2.209678,2,31
118,62.50017,22,Female,None,Low,Lagging,Low,0.7042254,2.75,2.362904,2.5,32
312,62.65251,96,Female,None,Medium,Immediate,Low,1.388889,2.25,1.805555,2,32
77,62.95221,81,Male,None,High,Lagging,Medium,0.9615385,2.75,2.079365,2.25,30
112,63.10332,63,Female,None,Low,Lagging,Low,0.8319467,3,2.484127,2.5,32
281,63.24911,56,Male,None,Low,Immediate,Low,0.8064516,2.5,2.15873,2.25,33
98,63.4009,30,Male,WheelChair,High,Lagging,Medium,0.7936508,2.5,1.837302,1.25,33
337,63.4009,33,Female,None,Low,Lagging,Medium,0.7204611,2.25,1.93254,2,33
93,64.32249,82,Female,None,Medium,Lagging,Medium,0.9487666,2.5,2.007813,2.25,32
51,65.22168,68,Female,None,Low,Immediate,Low,0.8547009,2.5,2.226923,2.5,33
47,65.52275,63,Male,None,Low,Immediate,Low,0.8333333,2.75,2.161538,2.25,33
127,65.96983,50,Female,None,High,Lagging,Medium,0.7874016,2.5,2.113636,2.5,32
78,66.47133,32,Male,None,Medium,Lagging,Medium,0.729927,2.5,2.102273,2.5,27
214,66.47133,41,Female,None,Medium,Lagging,Low,0.761035,3,2.35606,2.5,29
55,67.06882,29,Male,None,High,Lagging,Low,0.7194245,2.75,2.160447,2.25,31
323,67.36739,43,Male,None,Medium,Lagging,Low,0.7722008,2.75,2.33209,2.25,30
159,67.7896,27,Female,None,High,Immediate,Low,0.7072136,2.75,2.191176,2.25,33
10,68.45026,43,Female,None,Medium,Lagging,Low,0.7727975,2.75,2.279411,2,32
61,68.74683,21,Female,None,Medium,Lagging,Low,0.7012623,2.5,2.134058,2.5,33
105,69.35192,62,Male,None,Low,Lagging,Low,0.8264462,2.75,1.996377,1.75,33
48,70.39874,73,Male,None,High,Immediate,Low,0.8928571,3,2.410714,2.25,30
273,70.69772,56,Male,None,Medium,Lagging,Low,0.8064516,2.75,2.235916,2,31
271,71.80676,65,Male,None,High,Immediate,Low,0.8333333,2.5,2.138889,1.75,33
62,72.1254,61,Male,None,Low,Immediate,Low,0.8196721,3,2.388889,2.75,34
134,72.56205,48,Female,None,Low,Immediate,Medium,0.7849293,2.5,2.041667,2,33
65,74.65923,52,Male,None,High,Lagging,Low,0.7968128,3,2.52,2.5,32
325,75.1073,90,Male,None,High,Lagging,Medium,1.111111,2.25,1.94,2,30
138,76.30518,29,Female,None,Low,Lagging,Low,0.7168459,2.5,2.042763,1.75,33
266,76.87167,53,Female,None,Medium,Lagging,Low,0.8038585,2.75,2.444805,1.75,30
304,76.87167,96,Female,None,Low,Lagging,Low,1.388889,2.75,2.185065,2.5,32
107,77.05043,39,Male,None,Low,Immediate,High,0.7751938,2.25,1.519481,1.5,32
116,77.50078,89,Male,None,Low,Lagging,Low,1.041667,3,2.266234,2,31
137,77.65243,47,Male,None,Medium,Lagging,High,0.78125,2.25,1.663462,1.25,34
76,78.56632,49,Female,None,Medium,Lagging,Low,0.7905138,2.5,2.192308,2.25,33
219,79.47104,41,Male,None,Medium,Immediate,Medium,0.7604563,2.5,2.107595,2,30
165,79.89017,66,Female,None,Low,Lagging,High,0.8403361,2.25,1.825,1.5,33
305,80.34523,61,Male,None,Low,Lagging,Low,0.8196721,2.75,2.321875,2.25,30
82,80.49497,31,Female,None,Low,Immediate,Low,0.7107321,2.75,2.384376,2.75,31
340,81.82951,36,Female,None,High,Lagging,Low,0.7194245,2.75,2.445122,2.5,34
156,81.82951,39,Male,None,High,Lagging,Medium,0.7751938,2.5,1.996952,2,33
139,81.82951,77,Female,None,Low,Lagging,Medium,0.9225093,2.5,2.015244,1.25,32
225,82.42799,78,Male,None,Medium,Lagging,Low,0.9345794,2.75,2.393292,2.75,32
256,82.57835,49,Female,None,Low,Lagging,Low,0.7905138,2.75,2.381098,2.75,33
104,83.17395,61,Female,None,High,Lagging,Low,0.8223684,3,2.397591,2.25,34
115,83.17395,81,Male,None,High,Lagging,Low,0.9615385,3,2.563254,2.5,32
269,83.77652,99,Male,None,High,Lagging,Low,1.315789,2.5,2.142858,2,34
131,84.48762,33,Male,None,Low,Lagging,High,0.7380074,2.25,1.880953,2,32
57,85.08989,75,Male,None,High,Lagging,Medium,0.9090909,2.5,2.105883,2.25,33
79,85.79758,42,Male,None,High,Lagging,Low,0.7662836,2.75,2.40407,2.75,33
154,86.39687,67,Male,None,High,Lagging,Low,0.8474576,3,2.601744,2.5,33
85,86.39687,32,Female,None,Medium,Immediate,High,0.7158197,2.5,1.802326,1.5,33
129,86.99962,49,Male,None,Low,Lagging,Low,0.7936508,2.75,2.270115,2,31
73,87.74583,45,Male,None,High,Lagging,Low,0.7692308,3,2.357955,2.25,30
341,88.33464,37,Male,None,High,Lagging,Low,0.7575758,3,2.610796,2.25,33
303,88.33464,81,Female,None,Low,Lagging,Low,0.9433963,3,2.468749,2,34
132,88.78135,70,Male,None,Medium,Immediate,Low,0.8695652,2.75,2.146067,2.75,34
161,88.88332,25,Female,None,High,Lagging,Low,0.7017544,3,2.564606,2.5,32
151,89.38466,65,Female,None,Medium,Immediate,Medium,0.8354219,2.25,1.648877,1.75,33
284,89.38466,41,Male,None,High,Lagging,Low,0.7604563,3,2.446629,2.75,32
141,89.98578,26,Male,None,Medium,Lagging,Low,0.6968641,3,2.322222,2.25,34
244,90.134,48,Female,None,Low,Lagging,High,0.7849293,2.25,1.813889,1.75,31
75,90.67685,47,Female,None,Low,Lagging,Low,0.78125,3,2.346153,2.25,30
109,91.49037,62,Female,None,Medium,Lagging,Low,0.8237233,3,2.362637,2,33
280,91.49037,27,Female,None,High,Immediate,Low,0.7072136,3,2.3489,2.25,32
121,92.55328,80,Male,None,Medium,Lagging,Low,0.952381,2.75,2.274456,2,33
80,92.70727,87,Male,None,Low,Immediate,Medium,1.020408,2.75,2.16129,1.75,32
133,93.15552,58,Male,None,High,Lagging,Low,0.8196721,2.75,2.228495,2.5,29
148,94.29715,89,Male,None,High,Lagging,Medium,1.041667,2.75,2.433511,2,33
111,94.29715,90,Male,None,Low,Lagging,Low,1.111111,3,2.444149,2.75,33
150,94.44592,82,Male,None,Medium,Lagging,Medium,0.9708738,2.5,1.946808,1.75,32
235,94.44592,41,Male,None,High,Immediate,Low,0.7604563,2.75,2.289894,1.75,33
69,95.19386,88,Female,None,Medium,Immediate,Low,1.01833,3,2.276316,2,34
229,95.6501,49,Female,None,Medium,Immediate,Low,0.7905138,2.75,2.432291,2.5,33
49,95.94682,29,Male,None,Low,Lagging,Low,0.7194245,2.75,2.385417,2.5,31
178,96.46866,49,Female,None,Low,Lagging,Low,0.7905138,2.5,2.143229,2,31
44,96.61623,26,Male,None,Low,Lagging,Medium,0.6968641,2.25,1.638021,2,32
46,96.77108,77,Male,None,Low,Lagging,Low,0.9259259,2.25,2.064433,2.25,33
181,97.51889,55,Female,None,High,Lagging,Medium,0.8,2.5,2.126289,2.5,34
328,97.81731,94,Female,None,Medium,Lagging,Medium,1.176471,2.25,1.829082,2.25,34
39,98.35854,88,Male,None,Low,Lagging,Low,1.030928,3,2.405612,2.75,33
143,99.80745,94,Male,WakingStick,Low,Lagging,Low,1.367989,3,2.6075,2.75,33
268,100.2222,30,Male,None,Medium,Lagging,Low,0.7142857,2.75,2.3575,2,33
172,100.3718,79,Male,None,Medium,Immediate,Medium,0.9433963,2.75,2.0625,2.25,31
160,101.3509,29,Female,None,Low,Lagging,Low,0.7168459,2.25,2.081683,2,33
295,101.7965,53,Female,None,Low,Lagging,Low,0.8038585,3,2.5,2.75,34
36,102.7584,88,Female,None,Low,Lagging,Low,1.01833,2.75,1.990292,2.75,32
15,102.9085,56,Male,None,Medium,Lagging,Low,0.8064516,2.75,2.492719,2.25,31
282,103.5062,95,Female,WheelChair,Medium,Lagging,Low,1.388889,3,2.463592,2.25,33
23,103.6553,38,Male,None,Low,Lagging,Low,0.7662836,3,2.663461,2.75,30
68,104.1061,86,Female,None,Low,Lagging,Low,0.9803922,2.75,2.17548,1.75,34
182,104.4865,61,Female,None,Low,Immediate,Low,0.8223684,2.75,2.209135,2.25,30
145,104.4865,53,Female,None,Low,Lagging,Medium,0.8038585,2.5,2.050481,1.75,31
59,104.6393,80,Male,None,High,Lagging,High,0.952381,2.25,1.675481,1.5,32
144,104.7852,88,Female,None,Low,Lagging,Low,1.01833,3,2.716666,2.5,33
50,105.3857,61,Male,None,Low,Lagging,Low,0.8196721,2.75,2.226191,2,32
100,105.3857,94,Female,None,Medium,Immediate,Low,1.176471,2.75,2.280952,2,33
171,105.8369,62,Female,None,Medium,Immediate,Low,0.8237233,2.75,2.325472,2.25,33
190,105.9869,47,Male,None,Low,Lagging,Low,0.78125,3,2.106133,2,33
259,105.9869,28,Male,None,Medium,Immediate,Low,0.7117438,3,2.384434,2.25,34
126,105.9869,52,Female,None,Low,Lagging,Low,0.7980846,2.75,2.271226,2.75,33
163,106.4702,50,Male,None,Low,Lagging,Low,0.7843137,2.5,1.882076,2.25,33
130,107.0635,93,Male,None,Low,Lagging,Medium,1.149425,2.5,2.037383,1.5,28
176,107.6681,46,Male,None,Low,Lagging,Low,0.7751938,3,2.37037,2.5,33
216,107.6681,64,Male,None,Medium,Lagging,Low,0.8403361,3,2.590277,2.25,32
193,107.6681,22,Male,None,Low,Lagging,Medium,0.6802721,2.5,1.847222,2.25,29
166,107.8203,39,Female,None,Low,Lagging,Low,0.7407407,2.75,2.38426,2.25,33
254,108.294,74,Female,None,Medium,Lagging,Low,0.90009,2.75,2.300926,2.5,32
136,108.4388,41,Male,None,Low,Lagging,Low,0.7604563,2.75,2.125,2.75,34
37,108.5906,57,Male,None,Low,Lagging,Low,0.8130081,2.75,1.951389,2,32
92,109.1914,65,Female,None,Low,Lagging,Low,0.8354219,3,2.672019,2,30
119,109.6404,76,Male,None,Medium,Lagging,Low,0.9174312,2.75,2.383028,2,32
191,109.7881,81,Male,None,High,Lagging,Low,0.9615385,3,2.461365,2,33
18,110.4441,33,Female,None,Low,Lagging,Low,0.7204611,3,2.45,2.5,32
33,110.7409,48,Male,None,Medium,Lagging,Low,0.7874016,3,2.358108,1.75,34
226,111.2662,55,Female,None,Medium,Lagging,Low,0.8,2.75,2.216216,2.25,34
170,112.1723,59,Male,None,Low,Lagging,Medium,0.8264462,2.75,2.171875,2.5,32
56,112.3203,71,Male,None,High,Lagging,Low,0.877193,2.75,2.401786,2.5,32
32,112.3203,94,Male,None,Medium,Lagging,Low,1.162791,3,2.546875,2.5,33
339,113.2202,80,Female,None,Medium,Lagging,Low,0.9372071,3,2.44469,2.75,34
234,113.82,97,Male,None,Low,Lagging,Medium,1.282051,2.5,2,1.25,33
208,114.1195,53,Male,None,Low,Lagging,Low,0.8032128,3,2.491228,2.5,32
187,114.7599,36,Male,None,High,Lagging,Low,0.7490637,2.75,2.358695,2.5,33
169,114.7599,46,Female,None,Low,Lagging,Low,0.7794232,2.75,2.219564,2.25,33
52,115.3588,64,Female,None,Low,Lagging,Low,0.8368201,3,2.573914,2.5,33
336,117.4599,67,Female,None,Low,Immediate,Low,0.8474576,2.25,1.946581,2,34
224,118.8155,98,Female,None,Low,Immediate,High,1.587302,2.5,1.707983,1.75,30
16,118.9638,56,Female,None,Low,Lagging,Low,0.8064516,3,2.352941,2.25,34
184,119.4155,66,Female,None,Low,Lagging,Low,0.8403361,2.5,2.088235,2,31
162,119.5718,22,Male,None,Medium,Lagging,Low,0.6802721,3,2.493698,2.75,33
180,119.7163,85,Male,WakingStick,High,Lagging,Medium,1.176471,2.5,2.077083,2,33
71,119.8676,98,Female,None,Medium,Lagging,Low,1.587302,2.75,2.189583,2,33
242,121.7568,83,Male,WheelChair,High,Immediate,Low,1.089325,3,2.444673,2.25,32
192,122.3557,27,Female,None,Low,Lagging,Low,0.7072136,2.75,2.35041,2.5,33
35,124.4769,95,Female,None,Medium,Lagging,High,1.25,2.25,1.737903,1.75,33
251,124.9276,92,Female,WheelChair,Low,Immediate,Low,1.248439,2.75,2.226,2,28
135,125.5283,67,Female,None,Low,Lagging,Low,0.8474576,3,2.396,2,32
125,127.9286,54,Male,None,High,Lagging,Low,0.8097166,2.75,2.406249,2,33
185,129.5788,47,Female,None,High,Lagging,Low,0.78125,3,2.525194,2.5,30
334,130.0277,24,Female,None,Medium,Lagging,Low,0.7062147,3,2.76346,2.25,30
223,131.5147,24,Female,None,Low,Lagging,Low,0.7062147,2.75,2.091603,2.25,32
188,131.9619,91,Female,WakingStick,Low,Lagging,Low,1.278772,2.75,2.051136,2.5,32
41,132.7157,95,Male,None,Medium,Lagging,Low,1.25,3,2.409775,2,32
332,133.0152,39,Male,None,High,Lagging,Low,0.7751938,3,2.509398,2,33
42,134.0646,57,Female,None,High,Lagging,Low,0.8116883,3,2.395523,2.25,33
329,134.9647,46,Female,None,Low,Immediate,Low,0.7794232,2.75,2.137037,2.5,34
179,135.2651,31,Male,None,Medium,Lagging,Low,0.7220216,2.75,2.290741,1.75,32
248,135.2651,81,Female,None,Medium,Lagging,Medium,0.9433963,2.75,2.25,2.25,33
203,135.4129,62,Female,None,Medium,Lagging,Medium,0.8237233,2.75,2.042593,2,32
83,135.5647,71,Female,WheelChair,Low,Immediate,Low,0.971251,3,2.39074,2.25,32
99,136.131,73,Female,None,Low,Lagging,Medium,0.8912656,2.75,2.242647,2.5,33
174,136.131,20,Male,WheelChair,Low,Lagging,High,0.7407407,2.5,2.181985,1.5,33
70,136.3146,67,Male,None,Low,Immediate,Low,0.8474576,2.75,2.279412,2.25,29
206,136.6123,85,Female,None,Low,Immediate,Low,0.9633911,3,2.148897,2,32
296,137.213,20,Female,None,Low,Lagging,Medium,0.6993007,2.75,2.047445,2.25,32
58,138.8663,91,Male,None,Low,Lagging,Low,1.123595,2.75,2.221223,2.25,34
110,139.0114,79,Male,None,High,Lagging,Low,0.9433963,2.75,2.424461,2,31
189,139.6142,35,Male,None,High,Lagging,Low,0.7407407,3,2.489209,2,30
175,140.0616,99,Female,None,High,Lagging,High,1.785714,2,1.532143,2,30
233,140.662,27,Female,None,Low,Immediate,Low,0.7072136,3,2.480496,1.75,34
90,141.4999,43,Female,None,Low,Lagging,Low,0.7727975,3,2.719858,2.5,32
106,142.2107,55,Female,None,Low,Lagging,Low,0.8,3,2.323943,1.75,33
91,142.6992,32,Male,None,High,Lagging,Low,0.729927,3,2.58042,2.5,33
195,142.6992,71,Female,None,Medium,Immediate,Low,0.8741258,2.25,2.06993,2.25,31
157,143.2972,59,Female,None,Low,Lagging,Low,0.8223684,2.75,2.372377,2,32
167,144.155,25,Male,None,High,Immediate,Low,0.6896551,3,2.40625,2.25,33
168,144.9469,40,Female,None,High,Lagging,Low,0.7621951,2.75,2.322413,2,31
66,145.2496,94,Female,None,Medium,Lagging,Medium,1.176471,2.5,2.025862,1.5,31
43,146.5986,99,Male,None,Low,Lagging,Medium,1.315789,2.75,2.159247,1.75,31
333,147.7978,92,Female,None,Low,Immediate,Low,1.123595,2.75,2.070947,2.25,34
330,148.396,55,Male,None,Low,Lagging,Medium,0.8,2.75,2.060811,2,31
342,148.9998,54,Male,None,Low,Lagging,Low,0.8097166,2.75,2.077182,2.25,34
327,151.1642,30,Male,None,Low,Lagging,Low,0.7142857,2.5,2.102649,2,32
227,152.0594,76,Male,None,Medium,Lagging,Low,0.9174312,3,2.21546,2,32
96,153.7116,54,Female,None,High,Lagging,Low,0.8084074,3,2.793831,2.75,30
4,153.7116,45,Male,WheelChair,High,Lagging,Low,0.8547009,3,2.431818,2,33
54,155.9597,90,Male,None,Low,Immediate,Low,1.111111,2.75,2.338141,2.25,31
311,158.5106,59,Male,None,Low,Lagging,High,0.8264462,2.25,1.674051,2,32
146,159.5598,69,Female,None,Low,Immediate,Medium,0.8605852,2.5,2.125787,1.75,31
173,160.6101,45,Female,None,High,Lagging,Medium,0.7722008,2.75,2.417187,2.25,33
321,161.4633,75,Male,None,Low,Lagging,High,0.9090909,2.25,1.680124,2.25,33
236,161.634,78,Male,None,Medium,Lagging,Medium,0.9345794,2.75,2.350931,2.25,32
26,164.4613,62,Male,None,Low,Lagging,Low,0.8264462,3,2.687499,3,33
315,165.6598,48,Male,None,Low,Immediate,Low,0.7874016,3,2.501506,2.75,33
218,167.3122,83,Male,None,Low,Lagging,Low,0.9803922,2.75,2.353293,2.25,31
186,175.9286,99,Female,None,Low,Lagging,Low,1.785714,3,2.390625,2.5,32
210,181.9084,86,Male,None,Low,Lagging,High,1.010101,2.25,1.756868,1.75,32
164,184.7733,69,Female,None,Low,Lagging,Low,0.8605852,3,2.559459,3,32
202,190.314,77,Female,None,Medium,Immediate,Medium,0.9225093,2.5,1.938158,2,31
293,190.7591,96,Male,None,Low,Lagging,Low,1.265823,2.75,2.163612,2,32
38,197.3474,63,Female,None,Low,Immediate,Low,0.8319467,3,2.181472,1.75,31
13,197.9477,63,Female,None,Low,Lagging,Low,0.8319467,3,2.368687,2.25,34
230,198.9958,95,Male,None,Low,Lagging,Low,1.25,3,2.606783,3,31
310,200.1958,91,Male,None,Low,Immediate,Low,1.123595,2.75,2.093751,2.25,33
