UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
11,17.05399,57,Male,None,High,Lagging,Low,0.8130081,2.75,2.333334,2.25,2
8,25.92498,50,Female,None,Medium,Immediate,Low,0.7874016,2.75,2.307692,2.25,2
22,26.2109,32,Male,None,Medium,Lagging,Low,0.729927,2.5,2.361111,2,2
16,26.3469,76,Male,None,High,Immediate,Low,0.9174312,2.5,2.055556,2,2
24,32.1152,59,Male,None,Medium,Lagging,Medium,0.8264462,2.5,2.212121,2,2
9,36.58931,28,Male,None,High,Lagging,Medium,0.7117438,2.5,2.047297,2,1
25,36.58931,83,Female,None,Medium,Lagging,Low,0.9541985,2.5,2.202703,2,2
12,42.33063,57,Female,None,High,Lagging,Low,0.8116883,2.75,2.284884,2.25,2
17,42.84199,58,Male,None,Medium,Lagging,Low,0.8196721,2.5,2.052326,2,2
5,46.08089,59,Male,None,Low,Immediate,Low,0.8264462,2.5,2.079787,2,2
15,51.60871,48,Male,None,Low,Lagging,Low,0.7874016,2.75,2.336538,2.25,2
4,54.82898,78,Female,None,High,Lagging,Medium,0.9276438,2.5,2.1,2,2
23,57.0814,22,Male,None,Low,Lagging,High,0.6802721,2,1.655172,1.5,2
3,61.14364,83,Female,None,Medium,Immediate,Low,0.9541985,2.75,2.274194,2.25,2
21,73.8858,92,Female,None,High,Lagging,Low,1.123595,2.75,2.25,2,1
20,79.11465,94,Male,None,Low,Lagging,High,1.162791,2,1.6125,1.5,2
2,85.97734,65,Male,WheelChair,Medium,Lagging,Low,0.9259259,2.5,2.078488,2,1
19,112.7287,85,Male,WheelChair,Low,Lagging,Medium,1.111111,2.75,2.263274,2.25,2
18,118.9993,81,Female,None,Low,Lagging,Low,0.9433963,3,2.361345,2.25,2
26,123.4761,35,Male,None,Low,Lagging,Low,0.7407407,2.75,2.354839,2.25,1
13,128.7477,99,Male,None,Low,Lagging,Medium,1.315789,2.75,2.284884,2.25,2
14,130.2434,96,Female,None,Medium,Lagging,Low,1.388889,3,2.402671,2.25,2
27,136.2494,68,Female,None,Low,Lagging,Low,0.8547009,2.5,2.043796,2,2
6,139.2278,81,Male,None,Medium,Lagging,Low,0.9615385,3,2.576787,2.5,2
7,168.5005,23,Female,None,Low,Immediate,Low,0.691085,3,2.544378,2.5,2
1,189.2343,74,Male,None,Low,Lagging,Low,0.9009009,3,2.548684,2.5,2
10,232.2355,94,Male,None,Low,Lagging,Low,1.162791,3,2.595494,2.5,2
