UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
41,9.025537,34,Male,None,Medium,Immediate,Medium,0.7462686,2.5,2.055556,2,36
50,15.19901,88,Female,None,Low,Lagging,Low,1.01833,2.75,2.216667,2,34
179,15.29905,80,Male,None,Medium,Immediate,Low,0.952381,2.75,2.35,2.25,37
37,17.44413,67,Female,None,Low,Lagging,Low,0.8474576,3,2.5,2,36
31,17.81116,24,Female,None,High,Lagging,Low,0.7062147,2.75,2.194444,2,36
36,18.20227,91,Male,None,High,Immediate,Low,1.123595,3,2.472222,2.25,36
51,19.30237,80,Male,None,High,Lagging,Low,0.952381,2.75,2.434211,2.25,37
380,20.21362,43,Male,None,Medium,Immediate,Low,0.7722008,2.5,1.8,1.75,35
46,20.77981,51,Male,None,High,Lagging,Low,0.7905138,2.5,2.261905,1.75,36
183,21.01324,96,Female,None,Medium,Immediate,Low,1.388889,2.25,1.97619,2,38
364,21.29644,61,Female,None,High,Immediate,Low,0.8223684,2.25,2,1.75,38
187,21.69799,35,Male,None,High,Immediate,Medium,0.7407407,2.25,1.897727,1.75,37
86,22.29177,26,Female,None,High,Immediate,Low,0.7042254,2.5,2.045455,2,36
327,22.99198,42,Female,None,High,Lagging,Low,0.7639419,3,2.695652,2.75,34
89,23.85847,26,Female,None,Medium,Immediate,Medium,0.7042254,2,1.802083,1.75,35
339,24.18422,38,Male,None,High,Lagging,Low,0.7662836,3,2.84375,2.75,36
255,24.4839,74,Female,None,High,Immediate,Low,0.90009,2.75,2.45,2.25,37
319,24.68421,75,Male,None,Low,Immediate,Low,0.9090909,2.5,2.15,2,38
53,24.80082,53,Female,None,High,Lagging,Low,0.8038585,2.5,2.23,2.5,37
45,26.37403,73,Male,None,High,Lagging,Low,0.8928571,2.5,2.37037,2.25,35
141,26.42393,77,Male,None,Medium,Lagging,Low,0.9259259,2.75,2.12963,2,36
95,27.12407,32,Male,None,Low,Immediate,High,0.729927,2.25,1.759259,1.5,36
43,27.42393,56,Male,None,Medium,Lagging,Medium,0.8064516,2.5,2.1875,2,36
128,28.0648,44,Male,None,Medium,Lagging,Low,0.7782102,2.75,2.071429,2.25,37
30,28.96489,53,Female,None,Medium,Lagging,Low,0.8038585,3,2.655172,2.25,37
291,29.7813,52,Male,None,Medium,Immediate,Low,0.7968128,2.5,2.116667,2.25,33
318,29.89789,92,Female,None,Medium,Immediate,Low,1.123595,2.75,2.025,1.5,36
294,29.91455,35,Male,None,High,Immediate,Medium,0.7407407,2.25,2.133333,2.25,34
343,30.86255,68,Female,None,Medium,Lagging,Low,0.8547009,2.25,2.137097,2,36
19,31.06242,33,Female,None,High,Immediate,Low,0.7204611,2.75,2.314516,2.25,37
101,33.93895,89,Female,None,High,Lagging,Low,1.02459,2.75,2.323529,2.25,37
275,34.9011,57,Female,None,Medium,Immediate,Low,0.8116883,3,2.107143,2,36
