UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
164,10.70658,21,Male,None,Medium,Immediate,Low,0.6734006,2.25,2,2,35
324,19.20301,35,Female,WheelChair,Medium,Immediate,Medium,0.8039878,2.5,2.25,2,34
367,20.76082,36,Female,None,High,Immediate,Low,0.7194245,2.75,2.369048,2,35
369,20.76082,27,Male,None,Medium,Immediate,Medium,0.7042254,2.5,2.119048,1.75,34
7,23.32289,57,Male,None,High,Immediate,Low,0.8130081,2.75,2.380435,2.25,35
30,23.32289,43,Male,None,Low,Lagging,Low,0.7722008,2.75,2.467391,2,36
354,23.32289,22,Female,None,Low,Immediate,Low,0.7042254,2.5,2.217391,2.25,32
340,23.32289,36,Male,None,Medium,Immediate,Low,0.7490637,2.5,2.130435,2,34
42,23.32289,35,Female,None,Medium,Lagging,Low,0.723589,2.75,2.478261,2,34
286,24.92775,31,Male,None,Medium,Immediate,Medium,0.7220216,2.25,1.82,1.75,36
229,24.92775,43,Female,None,High,Immediate,Medium,0.7727975,2.25,1.96,1.75,32
225,24.92775,53,Male,None,High,Immediate,Low,0.8032128,2.5,2.04,2,35
133,27.36105,25,Male,None,Medium,Immediate,High,0.6896551,2.5,1.955357,2,33
1,29.53574,76,Male,None,Low,Lagging,Low,0.9174312,2.75,2.275,2.25,35
168,29.77429,59,Male,None,Low,Lagging,Low,0.8264462,2.75,2.491667,2.25,35
131,30.78925,50,Male,None,Medium,Immediate,Low,0.7843137,2.75,2.201613,2.25,33
227,33.31456,59,Male,None,High,Immediate,Low,0.8264462,2.5,2.204545,2.25,31
341,33.31456,84,Female,None,Medium,Immediate,Low,0.9587728,2.75,2.30303,2.25,35
139,33.31456,60,Female,None,High,Immediate,Low,0.8130081,3,2.356061,2.5,35
226,33.31456,42,Female,None,Low,Immediate,Low,0.7639419,2.75,2.265152,2.25,34
85,34.92003,52,Male,None,High,Immediate,Low,0.7968128,2.75,2.292857,2.5,36
368,36.24957,96,Female,None,High,Immediate,Low,1.388889,2.75,2.263889,2.5,36
110,36.24957,48,Female,None,Medium,Immediate,Low,0.7849293,3,2.465278,2,36
298,36.24957,31,Male,None,High,Immediate,Low,0.7220216,2.5,2.347222,2.5,34
144,37.37474,72,Female,None,High,Immediate,Low,0.8833923,2.5,1.960526,2,34
350,37.37474,69,Female,None,Medium,Immediate,Low,0.8605852,2.75,2.355263,2.5,35
356,38.8296,66,Female,None,High,Immediate,Low,0.8403361,3,2.339744,2.25,36
314,39.2341,91,Male,None,High,Lagging,Low,1.123595,2.5,2.307692,2,34
292,39.78951,42,Male,None,Medium,Immediate,Low,0.7662836,2.75,2.3375,2,35
239,39.78951,93,Female,None,Low,Lagging,Low,1.149425,3,2.63125,2.25,33
170,40.78765,76,Male,None,High,Immediate,Low,0.9174312,2.75,1.993902,2,33
71,43.27106,35,Male,None,High,Immediate,Medium,0.7407407,2.75,2.174419,2.5,34
240,43.27106,73,Male,None,Medium,Lagging,Medium,0.8928571,2.75,2.360465,2.25,31
78,43.27106,71,Male,None,Medium,Immediate,Low,0.877193,2.5,1.872093,2,35
283,43.27106,83,Female,None,Medium,Immediate,Low,0.9541985,3,2.283333,3,35
179,44.75675,87,Female,None,Medium,Immediate,Low,1,2.5,2.055556,2.25,34
74,44.75675,55,Female,None,Medium,Immediate,Low,0.8,3,2.333333,2.5,35
89,44.75675,40,Female,None,High,Immediate,Low,0.7621951,2.75,2.333333,2.5,32
264,45.93832,44,Female,None,Medium,Immediate,Low,0.7806401,3,2.331522,2.5,34
47,47.21343,63,Male,None,Medium,Immediate,Low,0.8333333,2.75,2.287234,2.25,34
6,47.21343,22,Male,None,Medium,Immediate,Low,0.6802721,2.75,2.244681,2.5,34
323,48.06231,66,Female,None,Low,Lagging,Low,0.8403361,2.75,2.40625,2,32
295,48.97186,47,Female,None,High,Lagging,Medium,0.78125,2.5,2.132653,2.25,34
301,49.71745,52,Female,None,High,Lagging,Low,0.7980846,3,2.705,2.25,35
297,50.08639,97,Male,None,Low,Immediate,Medium,1.282051,2.25,1.775,1.75,34
351,53.13404,96,Male,None,Low,Immediate,Medium,1.265823,2.75,2.09434,2,36
