UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
286,7.948345,49,Male,None,Low,Immediate,Medium,0.7936508,2.25,1.9375,2,32
287,13.72493,48,Male,None,Medium,Immediate,Low,0.7874016,2.75,2.375,2.5,32
79,15.48728,30,Male,None,High,Immediate,Low,0.7142857,2.5,2.109375,2,33
149,15.48728,68,Female,None,Low,Lagging,Low,0.8547009,3,2.5,2.5,33
273,16.70049,58,Female,WakingStick,High,Immediate,Medium,0.9596009,2,1.705882,1.75,33
339,18.74989,27,Male,None,Medium,Immediate,Low,0.7042254,2.25,2.052631,2,33
201,18.74989,43,Male,None,Medium,Lagging,Low,0.7722008,2.75,2.210526,2,30
148,19.36653,99,Male,None,High,Immediate,Low,1.315789,2.75,2.225,2,30
207,19.63788,96,Male,None,Medium,Immediate,Low,1.265823,2.75,2.325,2.25,33
307,19.77756,72,Female,None,Low,Immediate,Low,0.8833923,2.75,2.2875,2.25,34
215,23.40002,83,Male,None,High,Immediate,Low,0.9803922,2.75,2.34375,2.75,33
24,23.40002,91,Male,None,High,Lagging,Low,1.123595,2.75,2.302084,2.25,33
283,23.40002,32,Female,None,High,Immediate,Low,0.7158197,3,2.395833,2.5,33
129,23.40002,41,Male,None,Medium,Immediate,Low,0.7604563,3,2.385417,2.25,34
81,23.77842,39,Female,None,High,Immediate,Low,0.7407407,3,2.4375,2.75,31
281,24.90143,59,Female,WheelChair,Medium,Lagging,Low,0.9137427,3,2.62,2.5,32
117,24.92028,44,Male,None,High,Lagging,Low,0.7782102,2.75,2.15,2,30
77,25.52113,43,Female,None,Medium,Lagging,Low,0.7727975,3,2.567308,2.25,33
244,25.67679,61,Male,None,Low,Immediate,Low,0.8196721,2.75,2.125,2,32
293,26.02547,91,Female,None,Medium,Immediate,Low,1.086957,2.5,2.25,2.5,30
73,26.55247,48,Female,None,Medium,Immediate,Low,0.7849293,2.75,2.111112,2,33
1,26.70353,22,Female,None,High,Lagging,Low,0.7042254,2.75,2.277777,1.75,32
195,27.56328,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.071429,2.5,33
118,27.6649,51,Male,None,Medium,Immediate,Low,0.7905138,2.5,2.178571,2,33
108,27.99147,34,Female,None,Medium,Immediate,Low,0.7215007,2.75,2.366071,2.5,32
330,28.93783,32,Female,None,High,Immediate,Low,0.7158197,3,2.448276,2.5,32
113,29.23943,82,Female,None,Medium,Lagging,Low,0.9487666,3,2.172414,2.25,30
64,29.69012,25,Female,None,High,Immediate,High,0.7017544,2.25,1.683333,1.5,33
343,31.04494,81,Female,None,Low,Immediate,Low,0.9433963,3,2.451613,2.5,34
266,31.04494,46,Male,None,Low,Immediate,Low,0.7751938,3,2.580645,2.25,31
74,31.04494,64,Female,None,High,Immediate,Low,0.8368201,2.25,1.814516,2,33
111,31.22296,69,Female,None,Medium,Immediate,Low,0.8605852,2.75,2.41129,2.25,33
115,34.62755,59,Male,None,High,Immediate,Low,0.8264462,3,2.407143,2.25,30
196,35.56223,61,Female,None,High,Lagging,Low,0.8223684,3,2.4375,2.25,32
288,36.10723,28,Male,None,High,Lagging,High,0.7117438,2.25,1.951389,1.5,33
332,37.60292,99,Male,None,Low,Immediate,Low,1.315789,3,2.361842,2.5,33
309,38.08342,46,Female,None,Low,Lagging,High,0.7794232,2,1.901316,1.5,31
34,38.75112,97,Female,None,Medium,Immediate,High,1.470588,2.25,1.935897,2,32
290,38.75112,94,Male,None,High,Lagging,Low,1.162791,2.25,2.115385,1.75,33
308,39.57158,66,Female,None,High,Lagging,Low,0.8403361,2.5,2,2,33
36,39.63788,69,Female,None,Medium,Lagging,Low,0.8605852,2.5,2.3125,2.25,33
233,39.66699,47,Male,None,High,Immediate,Medium,0.78125,2.25,1.95,1.75,30
30,40.94918,43,Female,None,Medium,Lagging,Low,0.7727975,2.5,2.298781,2,30
33,41.82844,43,Male,None,Low,Lagging,High,0.7722008,2,1.619048,1.5,33
297,41.92511,47,Male,None,High,Lagging,Low,0.78125,2.25,2.077381,1.5,32
212,41.92511,44,Male,None,Medium,Lagging,Low,0.7782102,2.75,2.226191,2,30
72,42.13622,58,Male,None,Medium,Immediate,Low,0.8196721,2.25,1.833333,1.75,33
291,42.59317,22,Male,None,High,Lagging,Low,0.6802721,2.5,2.174419,2,33
306,43.10036,67,Female,None,Low,Lagging,Low,0.8474576,2.75,2.459302,2,32
301,43.64977,21,Female,None,Low,Lagging,Low,0.7012623,3,2.545455,2.25,33
289,44.3765,47,Female,None,Medium,Lagging,Low,0.78125,2.5,2.111111,2,33
325,45.08316,93,Female,None,Low,Immediate,Low,1.149425,2.5,2.1,2.25,34
300,45.38393,68,Male,None,High,Lagging,High,0.8547009,2,1.755435,1.5,34
179,45.53336,24,Male,None,Low,Immediate,Low,0.6944444,2.75,2.065217,2,34
296,47.71195,80,Male,None,High,Lagging,Low,0.952381,2.25,2.151042,2,34
85,47.81258,91,Female,None,Low,Immediate,Low,1.086957,2.75,1.989583,2.25,34
321,48.26586,98,Male,None,High,Immediate,Low,1.298701,2.75,2.145833,2,33
208,49.11963,51,Male,None,High,Lagging,High,0.7905138,2.25,1.877551,1.5,33
347,49.47223,50,Female,None,Low,Lagging,High,0.7874016,2.25,2,1.75,33
205,50.20449,56,Female,None,High,Lagging,Low,0.8064516,2.5,2.13,2,31
38,50.35595,95,Male,None,Low,Lagging,High,1.25,2,1.593137,1,32
336,51.02694,62,Male,None,High,Lagging,Low,0.8264462,2.5,2.186275,2,30
