UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
42,11.77777,20,Male,None,High,Lagging,Low,0.6666667,2.91,2.46,2.31,34
305,16.04877,60,Female,None,Medium,Immediate,Low,0.8130081,2.91,2.31,2.31,32
48,16.33594,50,Male,None,High,Immediate,Low,0.7843137,2.91,2.221765,2.01,35
35,16.93744,20,Female,None,High,Immediate,Medium,0.6993007,1.94,1.763529,1.94,34
345,18.04246,20,Female,None,Medium,Immediate,Low,0.6993007,2.01,1.776667,1.71,33
309,19.73442,35,Female,None,High,Immediate,Medium,0.723589,2.54,1.895,1.64,34
2,21.63382,47,Male,None,Low,Immediate,Medium,0.78125,2.24,1.530909,1.94,33
293,22.64751,20,Female,None,Medium,Immediate,High,0.6993007,2.47,2.17,2.47,34
296,22.74684,26,Male,None,High,Immediate,Low,0.6968641,2.31,1.983913,2.31,33
93,23.64737,20,Female,None,Medium,Immediate,Low,0.6993007,2.61,2.1975,2.61,35
176,24.04786,38,Female,None,Low,Immediate,Low,0.7204611,2.91,2.435,2.31,33
325,25.23672,20,Female,None,Medium,Immediate,Low,0.6993007,2.31,1.89,1.71,35
338,25.73569,30,Female,None,Low,Immediate,Low,0.7117438,2.61,2.148461,2.01,34
331,26.03801,20,Male,None,High,Immediate,Low,0.6666667,2.31,1.56,1.11,31
273,28.00901,38,Male,None,High,Immediate,Low,0.7662836,2.01,1.495714,1.11,34
233,28.80245,20,Male,None,Medium,Immediate,Low,0.6666667,2.31,1.927241,1.71,35
234,29.4031,20,Female,None,Low,Immediate,Low,0.6993007,2.01,1.66,1.11,35
175,29.60154,50,Female,None,Medium,Lagging,Low,0.7874016,2.91,2.5,2.31,35
92,29.702,20,Female,None,High,Immediate,Low,0.6993007,2.91,2.37,2.31,32
33,30.18778,43,Male,None,Medium,Lagging,Low,0.7722008,2.31,1.98,1.41,31
153,30.38412,20,Male,None,High,Immediate,Medium,0.6666667,2.54,2.065807,2.24,35
193,32.67476,20,Male,None,Medium,Immediate,Low,0.6666667,2.61,1.673636,1.71,34
179,32.97572,20,Female,None,High,Immediate,Medium,0.6993007,2.24,1.976364,1.94,30
130,33.07734,20,Female,None,Low,Immediate,High,0.6993007,1.87,1.606364,1.57,33
181,33.57547,67,Male,None,High,Lagging,Medium,0.8474576,2.84,2.425294,1.94,35
252,34.2851,35,Female,None,High,Immediate,Low,0.723589,2.61,2.151176,1.71,35
162,34.57143,29,Female,None,Low,Lagging,Low,0.7168459,2.61,1.984286,1.41,33
110,35.27338,20,Male,None,Medium,Lagging,Low,0.6666667,2.61,2.172857,2.01,34
316,35.57087,20,Female,None,Medium,Lagging,Low,0.6993007,2.91,2.435,1.41,35
253,35.77086,56,Male,None,High,Lagging,Low,0.8064516,2.61,1.876667,1.11,33
159,36.0716,47,Male,None,High,Immediate,Low,0.78125,2.01,1.81,2.01,34
312,36.42698,20,Male,None,Medium,Lagging,Low,0.6666667,2.61,2.058649,1.71,35
