UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
49,7.837677,31,Female,None,Medium,Immediate,Low,0.7107321,2.75,2.3125,2.25,34
321,9.490869,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.375,2.25,33
42,10.81625,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.363636,2,31
45,10.81625,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.181818,2,30
231,15.79016,47,Male,None,Medium,Immediate,Low,0.78125,2.5,2.078125,2,33
165,15.79016,20,Female,None,High,Immediate,Medium,0.6993007,2.25,1.96875,2,34
300,15.79016,20,Male,WheelChair,High,Immediate,Low,0.7407407,2.5,2.3125,2,33
177,17.33307,25,Male,None,High,Immediate,Low,0.6896551,2.75,2.5,2.25,33
325,18.73215,32,Male,None,Low,Immediate,Medium,0.729927,2,1.789474,1.75,33
166,18.73215,24,Male,None,High,Immediate,Medium,0.6944444,2.25,2.052632,2.25,32
43,18.73215,20,Female,None,High,Lagging,Low,0.6993007,3,2.644737,2.5,32
50,18.73215,20,Female,None,Low,Immediate,Low,0.6993007,3,2.631579,2.25,33
337,18.73215,49,Male,None,High,Immediate,Low,0.7936508,2.25,2.105263,2.25,35
306,18.73215,37,Male,None,High,Immediate,Low,0.7575758,2.5,2.460526,2.5,34
169,19.95266,23,Male,None,Low,Lagging,Low,0.6872852,2.75,2.4,2,34
304,20.49674,52,Male,None,Medium,Immediate,Medium,0.7968128,2.5,1.98913,2,34
310,23.84873,51,Male,None,High,Immediate,Low,0.7905138,2.75,2.354167,2.5,34
91,23.84873,62,Male,None,High,Lagging,Low,0.8264462,3,2.62,2.5,34
160,25.87014,23,Female,None,Medium,Immediate,Low,0.691085,2.75,2.317308,2.25,34
354,25.87014,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.192308,2,33
311,25.87014,61,Male,None,Medium,Immediate,Low,0.8196721,2.75,2.480769,2.5,34
343,27.3587,20,Female,None,High,Immediate,High,0.6993007,2,1.419643,1.75,33
113,29.76812,37,Male,None,Medium,Immediate,Low,0.7575758,3,2.516667,2.75,33
344,29.76812,20,Male,None,High,Immediate,Low,0.6666667,2.75,2.308333,2.5,33
10,29.76812,24,Female,None,Medium,Immediate,Medium,0.7062147,2.5,1.983333,2.25,31
142,29.76812,34,Male,None,Medium,Immediate,Low,0.7462686,3,2.325,2.75,33
287,30.9991,27,Female,None,Low,Immediate,Low,0.7072136,2.75,2.282258,2.5,32
89,33.68591,30,Female,None,High,Lagging,Low,0.7117438,3,2.448529,3,33
106,33.68591,20,Female,None,High,Immediate,Medium,0.6993007,2.75,2.272059,2.75,34
123,33.68591,37,Female,None,Medium,Immediate,Low,0.7183908,2.75,2.220588,2.75,35
152,33.68591,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.205882,2.75,35
72,33.68591,20,Male,None,High,Immediate,High,0.6666667,2.25,1.970588,2.25,31
11,33.68591,29,Male,None,Low,Lagging,Low,0.7194245,3,2.448529,2.75,34
16,35.46289,20,Female,None,Medium,Immediate,Low,0.6993007,2.75,2.388889,2.75,34
12,37.98117,42,Female,None,Medium,Lagging,Low,0.7639419,3,2.842105,2.5,34
259,37.98117,20,Male,None,High,Immediate,High,0.6666667,2.25,1.934211,2,34
355,38.45784,58,Female,None,High,Immediate,Medium,0.8156607,2.75,2.282051,2.25,33
41,38.45784,48,Male,None,High,Lagging,Medium,0.7874016,2.75,2.647436,2.25,34
99,39.9341,31,Male,None,Medium,Immediate,Low,0.7220216,3,2.53125,2.5,32
255,40.9282,26,Female,None,Low,Immediate,Low,0.7042254,2.5,2.109756,2,32
140,40.9282,26,Male,None,Low,Immediate,Low,0.6968641,3,2.426829,2.75,32
109,40.9282,25,Male,None,High,Lagging,Low,0.6896551,3,2.634146,2.5,33
219,43.54309,48,Male,None,Low,Lagging,Low,0.7874016,3,2.488636,2.25,33
278,43.54309,20,Female,None,Medium,Immediate,Medium,0.6993007,2.5,1.971591,2.25,33
247,43.54309,20,Female,None,High,Immediate,Low,0.6993007,3,2.4375,3,33
19,43.54309,31,Male,None,High,Lagging,Low,0.7220216,3,2.431818,2.5,33
138,43.54309,52,Male,None,High,Immediate,High,0.7968128,2.5,1.931818,2.25,33
187,43.54309,20,Female,None,High,Immediate,Low,0.6993007,3,2.5,3,34
263,43.54309,46,Female,None,Medium,Lagging,Low,0.7794232,2.75,2.301136,2.25,33
53,45.24288,22,Female,WheelChair,Medium,Lagging,Low,0.7824726,2.75,2.338889,2.75,31
15,45.24288,20,Male,None,Medium,Immediate,High,0.6666667,2.25,1.822222,2.25,33
96,45.24288,22,Male,None,Medium,Immediate,Medium,0.6802721,2.5,2.027778,2.25,35
188,45.24288,35,Female,None,Low,Immediate,Low,0.723589,2.75,2.216667,2.25,32
86,46.50214,50,Male,None,Medium,Lagging,Low,0.7843137,2.75,2.303191,2.5,34
75,48.24646,55,Female,None,Low,Lagging,Low,0.8,3,2.536458,2,33
26,48.95753,20,Male,None,Medium,Immediate,Medium,0.6666667,2.5,2.096939,1.75,32
115,49.99434,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.205,2.25,33
223,49.99434,30,Female,None,Low,Lagging,Low,0.7117438,2.75,2.5,2,31
241,50.60323,31,Male,None,Medium,Lagging,Low,0.7220216,3,2.563725,2.5,33
184,52.59508,76,Female,None,Low,Immediate,Low,0.9149131,2.5,2.061321,2.5,34
141,52.59508,23,Male,None,Low,Immediate,Low,0.6872852,3,2.438679,2.25,33
250,52.59508,56,Male,None,High,Immediate,Low,0.8064516,3,2.325472,2.25,35
37,52.59508,42,Female,None,Medium,Lagging,Low,0.7639419,3,2.419811,2.5,32
194,52.59508,25,Female,None,Low,Lagging,Low,0.7017544,2.75,2.301887,2.25,34
285,53.9616,61,Male,WheelChair,Medium,Immediate,Low,0.9107468,2.5,2.226852,2.5,34
76,53.9616,55,Male,None,High,Immediate,Medium,0.8,2.5,2.037037,2.25,33
322,54.498,33,Female,None,Low,Immediate,Low,0.7204611,3,2.554545,3,32
74,56.05358,20,Male,None,High,Lagging,Low,0.6666667,3,2.580357,2.5,32
157,56.60992,30,Female,None,Low,Lagging,Low,0.7117438,2.75,2.473684,2.25,32
237,56.60992,75,Male,None,High,Immediate,Low,0.9090909,3,2.377193,2.25,32
195,57.11202,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.311404,2.25,32
132,58.71347,20,Male,None,High,Lagging,Low,0.6666667,3,2.563559,2.25,33
193,59.0148,20,Male,None,High,Immediate,Low,0.6666667,2.75,2.148305,2,33
284,59.21452,45,Male,None,Medium,Lagging,Low,0.7692308,2.75,2.224576,2,34
103,62.7819,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.738095,2.5,35
104,62.7819,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.31746,2,35
