UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
41,7.241345,32,Male,None,Medium,Immediate,Low,0.729927,2.5,2.142857,2,32
40,10.89338,39,Female,None,Low,Lagging,Low,0.7407407,2.75,2.386364,2.25,34
45,14.55569,20,Male,None,High,Immediate,Low,0.6666667,2.25,2.133333,2.25,33
306,14.78894,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.466667,2.5,34
231,15.60831,33,Male,None,Low,Lagging,Low,0.7380074,2.75,2.390625,2.25,32
324,15.69471,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,2,2.25,34
84,16.22202,23,Female,None,High,Immediate,Low,0.691085,2.5,2.1875,2.25,32
235,16.25407,35,Female,None,High,Immediate,Low,0.723589,2.25,1.84375,1.75,31
323,17.07371,30,Female,None,High,Immediate,Low,0.7117438,2.5,1.955882,2.25,33
297,17.74208,47,Male,None,Medium,Immediate,Low,0.78125,3,2.416667,2.5,34
224,17.79202,58,Male,None,Medium,Immediate,Low,0.8196721,2.5,2.055556,2,32
10,17.89404,46,Female,None,Medium,Immediate,Low,0.7794232,2.5,2.208333,2.25,32
233,18.56304,21,Female,None,Low,Immediate,Low,0.7012623,2.75,1.947368,2.25,32
313,18.62994,28,Female,None,High,Immediate,Low,0.7092199,2.5,2.276316,2.5,33
232,19.19539,45,Male,None,Medium,Immediate,Low,0.7692308,2.5,2.315789,2.5,30
301,19.71079,39,Female,None,Medium,Lagging,Low,0.7407407,2.5,2.2875,2.5,34
161,20.33457,20,Male,None,High,Immediate,Low,0.6666667,2.25,2,2,32
292,20.33457,20,Male,None,Low,Immediate,High,0.7407407,1.75,1.642857,1.75,33
42,21.83185,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.647727,2.5,34
107,21.83185,20,Male,None,High,Immediate,High,0.6666667,2.25,1.738636,1.75,31
341,23.46748,63,Female,None,High,Immediate,Medium,0.8319467,2,1.65625,1.5,32
303,23.6487,42,Male,None,High,Lagging,Low,0.7662836,2.5,2.125,2,32
38,23.81068,20,Male,None,High,Lagging,Low,0.6666667,2.5,2.375,2.25,31
96,23.97469,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.572917,2.5,32
160,24.47545,43,Male,None,High,Lagging,Low,0.7722008,2.75,2.43,2,29
294,24.47545,25,Male,None,High,Lagging,Low,0.6896551,2.75,2.59,1.75,34
131,24.63089,20,Male,None,High,Immediate,Low,0.6666667,2.75,2.27,2.25,31
162,25.33906,31,Male,None,Low,Lagging,High,0.7220216,2,1.682692,1.5,33
295,25.6529,40,Male,None,High,Lagging,Low,0.7547169,2.5,2.153847,1.75,34
228,26.2932,43,Male,None,Low,Lagging,Low,0.7722008,2.75,2.326923,2,32
314,26.63624,27,Female,None,Medium,Lagging,Low,0.7072136,2.75,2.185185,2,32
210,26.83791,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.425926,2,33
302,27.00798,44,Female,None,Low,Lagging,Low,0.7806401,2.5,2.157408,2,33
282,27.25542,38,Male,None,High,Lagging,Low,0.7662836,2.75,2.351852,2,34
308,27.67436,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.294643,2,33
164,27.93659,31,Female,None,High,Lagging,Low,0.7107321,2.5,2.116071,2,30
289,28.01144,20,Female,None,Low,Immediate,Medium,0.6993007,2.25,1.892857,1.75,34
320,28.21921,47,Female,None,Medium,Immediate,Low,0.78125,2.25,1.928571,2,34
240,28.27374,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.169643,2,31
225,28.79193,30,Male,None,Medium,Immediate,Low,0.7142857,3,2.612069,2.25,33
94,29.29126,39,Female,None,High,Immediate,Low,0.7407407,3,2.422414,2.75,34
309,29.70222,63,Female,WalkingStick,Low,Lagging,Low,0.9787608,2.25,2.108333,2.25,31
305,30.00174,29,Female,None,Low,Lagging,Low,0.7168459,2.5,2.366667,2.5,29
318,31.39189,72,Male,None,High,Lagging,High,0.8849558,2.5,2.078125,1.5,33
79,31.39189,22,Female,None,Medium,Immediate,Medium,0.7042254,2.25,1.71875,1.25,31
239,31.39189,20,Male,None,Low,Immediate,Low,0.6666667,2.25,1.953125,2,34
291,31.39189,33,Female,None,Medium,Lagging,Low,0.7204611,2.75,2.390625,2.5,31
286,31.39189,29,Female,None,High,Immediate,Low,0.7168459,2.5,2.15625,2.5,32
8,31.39189,57,Female,None,Medium,Immediate,Low,0.8116883,2.75,1.976563,1.5,34
211,31.39189,32,Female,None,Low,Immediate,High,0.7158197,2.5,2.039063,1.75,32
212,31.92941,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.476563,2.25,33
130,31.92941,20,Female,None,High,Lagging,Medium,0.6993007,2.5,2.117188,2.25,33
311,31.92941,20,Male,None,High,Lagging,Medium,0.6666667,2.5,2.046875,2,34
76,32.00941,20,Female,None,High,Immediate,Low,0.6993007,2.75,2.039063,1.5,32
90,32.47134,50,Female,WheelChair,High,Lagging,Medium,0.8748906,2.25,1.704545,1.25,32
121,32.79628,38,Male,None,Medium,Immediate,Medium,0.7662836,2.5,2.189394,2.25,31
135,32.9642,20,Female,None,Medium,Immediate,Medium,0.6993007,2.75,2.090909,2.25,33
254,33.63249,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.316176,2,34
77,33.88089,20,Female,None,Medium,Lagging,Low,0.6993007,2.5,2.110294,2.25,31
143,34.39737,71,Male,None,Medium,Lagging,Medium,0.877193,2.75,2.221429,2,32
86,34.72601,20,Male,None,Low,Lagging,Low,0.6666667,2.5,2.057143,2.25,31
261,34.91172,20,Male,None,High,Lagging,High,0.6666667,2.25,1.692857,1.5,34
144,34.91172,20,Male,None,Low,Lagging,Medium,0.6666667,2.75,2.15,2,33
316,35.61668,20,Female,None,Medium,Lagging,Low,0.6993007,2.25,2.069444,2.25,31
21,35.71122,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.340278,2,32
288,36.03839,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.486111,2.5,32
