UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
16,29.19751,89,Female,None,Medium,Lagging,Medium,1.02459,2.5,2.075,2,2
24,29.95232,79,Male,None,Low,Immediate,High,0.9433963,2,1.808333,1.75,2
1,31.52988,76,Male,None,Medium,Lagging,High,0.9174312,2.5,2.09375,2,2
20,32.53123,24,Male,None,Medium,Lagging,Low,0.6944444,2.5,2.227273,2,2
22,34.52308,91,Female,None,High,Lagging,Low,1.086957,2.5,2.107143,2,2
11,39.59679,89,Female,None,High,Lagging,Low,1.02459,2.5,2.05625,2,2
21,41.23447,38,Female,None,High,Lagging,Low,0.7204611,2.5,2.178571,2,2
17,44.2244,87,Male,None,High,Lagging,Low,1.020408,2.75,2.283333,2.25,2
25,44.49062,63,Female,None,High,Lagging,Low,0.8319467,2.5,2.366667,2.25,2
7,45.7343,47,Female,None,High,Immediate,High,0.78125,2.5,2.065217,2,2
15,48.9796,95,Female,None,High,Lagging,High,1.25,2.25,1.913265,1.75,2
26,52.22717,80,Female,None,High,Lagging,Low,0.9372071,2.5,2.193396,2.25,2
27,59.22124,23,Female,None,Medium,Immediate,Low,0.691085,2.5,2.35,2,2
9,60.48185,48,Female,None,Low,Immediate,Low,0.7849293,2.75,2.286885,2.25,2
5,60.71081,56,Female,None,Low,Lagging,Low,0.8064516,2.5,2.081967,2,2
3,70.96936,71,Male,None,Medium,Lagging,High,0.877193,2.25,1.890845,1.75,2
23,77.97241,73,Male,None,Low,Lagging,Low,0.8928571,2.5,2.285256,2.25,2
19,82.2308,24,Male,None,Medium,Lagging,Low,0.6944444,2.75,2.237952,2,1
10,83.47886,84,Male,None,Low,Lagging,Medium,0.990099,2.75,2.294642,2.25,2
2,84.46828,83,Female,None,Low,Lagging,Medium,0.9541985,2.75,2.273529,2.25,2
4,88.97073,60,Male,None,Low,Immediate,Low,0.8130081,2.75,2.261236,2.25,2
12,91.73664,42,Female,None,Medium,Lagging,Low,0.7639419,2.5,2.097826,2,2
14,93.47055,63,Male,None,High,Lagging,Low,0.8333333,2.75,2.295212,2.25,2
13,100.456,97,Male,None,Medium,Lagging,Medium,1.282051,2.75,2.284654,2.25,2
8,226.9682,79,Male,None,Low,Lagging,Low,0.9433963,3,2.530838,2.5,2
6,300.4628,30,Female,None,Medium,Lagging,Low,0.7117438,3,2.623755,2.5,2
18,350.9665,90,Male,None,High,Lagging,Low,1.111111,3,2.557693,3,2
