UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
48,9.605698,20,Male,None,High,Immediate,Low,0.6666667,2.25,2.25,2.25,37
46,13.20228,20,Female,None,High,Immediate,Low,0.6993007,2.25,2.25,2.25,35
49,14.64107,58,Male,None,Medium,Immediate,Low,0.8196721,2.75,2.75,2.75,38
186,17.37891,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2,2,38
187,19.04019,20,Female,None,High,Immediate,Low,0.6993007,2.25,2,2,38
145,19.98424,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.25,2.25,39
332,20.63927,20,Female,None,High,Immediate,Low,0.6993007,2.5,2.25,2.25,38
112,22.65233,38,Female,None,High,Immediate,Medium,0.7204611,2.5,1.75,1.75,37
1,22.65233,20,Male,None,High,Immediate,Medium,0.6666667,2.5,2,2,39
193,22.65233,20,Female,None,High,Immediate,Medium,0.6993007,2.5,2.25,2.25,38
339,22.65233,32,Female,None,High,Immediate,Low,0.7158197,2.5,2.5,2.5,36
352,22.65233,25,Male,None,Medium,Immediate,Medium,0.6896551,2,1.25,1.25,36
108,22.65233,22,Female,None,High,Immediate,Medium,0.7042254,2.25,1.75,1.75,34
184,24.86288,20,Male,None,High,Immediate,Low,0.6666667,2.5,1.75,1.75,37
85,25.26471,20,Male,None,High,Immediate,Low,0.6666667,2.75,2,2,37
354,25.80926,20,Female,None,Low,Immediate,Medium,0.6993007,2.25,1.25,1.25,38
183,27.14446,41,Female,None,Low,Immediate,High,0.761035,2.25,2,2,38
192,28.59088,33,Male,None,Medium,Immediate,Low,0.7380074,2.5,2.25,2.25,36
152,28.59088,66,Male,None,High,Immediate,Low,0.8403361,2.75,2.25,2.25,38
11,28.93586,34,Female,None,Medium,Immediate,Low,0.7215007,3,2.5,2.5,38
81,29.86449,37,Female,None,High,Immediate,Low,0.7183908,2.75,2.25,2.25,35
88,30.51843,20,Male,None,High,Immediate,Low,0.6666667,3,2.25,2.25,36
8,32.22952,20,Male,None,High,Immediate,Medium,0.6666667,2.25,2,2,36
35,32.22952,27,Male,None,Low,Lagging,Low,0.7042254,2.75,2.5,2.5,39
376,32.22952,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.5,2.5,34
93,33.14659,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2,2,36
37,33.46534,24,Female,None,Medium,Lagging,Low,0.7062147,3,2.5,2.5,36
385,33.90945,24,Female,None,Medium,Immediate,Low,0.7062147,2.25,1.75,1.75,37
377,34.58021,21,Female,None,Medium,Immediate,Low,0.7012623,2.25,2,2,38
148,34.58021,20,Male,None,High,Immediate,Low,0.6666667,2.5,2,2,36
114,34.80965,51,Male,None,Medium,Immediate,Low,0.7905138,2.75,2.25,2.25,37
139,35.17133,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,2,2,36
147,35.87234,28,Male,None,Medium,Immediate,Low,0.7117438,2.25,1.5,1.5,38
9,35.87234,20,Male,WheelChair,High,Lagging,Low,0.7407407,2.75,2.25,2.25,38
368,37.10381,52,Female,None,Medium,Immediate,Medium,0.7980846,2,1.75,1.75,37
189,38.04934,30,Female,None,High,Lagging,Low,0.7117438,2.75,2.25,2.25,34
281,38.04934,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2,2,38
149,38.8246,51,Female,None,Medium,Immediate,Low,0.7936508,2.25,1.75,1.75,38
15,38.92559,20,Male,None,Low,Lagging,Low,0.6666667,3,2.25,2.25,38
51,39.07992,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2,2,36
36,39.07992,75,Male,None,Low,Lagging,Low,0.9090909,3,2.25,2.25,38
38,39.20898,35,Male,None,High,Immediate,Low,0.7407407,2.75,2.25,2.25,37
142,39.34232,30,Male,None,High,Immediate,Medium,0.7142857,2.75,2,2,37
103,39.483,20,Male,None,High,Lagging,Medium,0.6666667,2.5,1.75,1.75,38
151,39.88169,20,Male,None,Low,Immediate,Low,0.6666667,2.5,1.75,1.75,37
57,39.88169,20,Female,None,High,Immediate,High,0.6993007,2.5,1.75,1.75,37
247,42.28121,20,Male,None,High,Immediate,Low,0.6666667,3,3,3,37
18,42.28121,24,Female,None,High,Lagging,Low,0.7062147,2.75,2.25,2.25,36
31,42.28121,20,Male,None,Low,Lagging,Low,0.6666667,3,2.5,2.5,38
83,42.28121,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,2,2,37
129,43.75455,20,Male,None,Medium,Immediate,Medium,0.6666667,2.25,2,2,39
71,43.75455,51,Male,None,Medium,Immediate,Medium,0.7905138,2.25,1.75,1.75,37
40,44.47186,20,Male,None,Medium,Lagging,Medium,0.6666667,2.75,2,2,37
94,44.47186,34,Male,None,Low,Immediate,Medium,0.7462686,2.5,2,2,37
107,44.6653,27,Female,None,High,Lagging,Low,0.7072136,2.75,2.25,2.25,38
303,45.05563,20,Male,None,High,Lagging,Medium,0.6666667,2.5,2,2,37
258,46.4582,47,Female,None,Medium,Immediate,Low,0.78125,2.5,2,2,39
67,46.4582,60,Male,None,Medium,Immediate,Low,0.8130081,2.5,2.25,2.25,39
273,46.76064,46,Male,None,High,Immediate,Low,0.7751938,2.25,2,2,38
320,46.91249,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.25,2.25,37
188,48.44925,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2,2,38
231,49.17315,20,Male,None,High,Immediate,Medium,0.6666667,2.75,2,2,38
254,49.97707,31,Male,None,High,Lagging,Low,0.7220216,2.75,2.25,2.25,37
68,52.18745,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.25,2.25,39
264,52.18745,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.5,2.5,37
334,52.99114,20,Female,None,Low,Lagging,Low,0.6993007,3,2.25,2.25,37
242,52.99114,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.5,2.5,37
117,52.99114,20,Female,None,High,Lagging,Low,0.6993007,3,1.75,1.75,36
235,52.99114,40,Male,None,Medium,Lagging,Low,0.7547169,2.75,2.5,2.5,38
177,53.53984,54,Female,None,Low,Lagging,Low,0.8084074,2.75,2,2,36
4,53.53984,20,Male,None,High,Lagging,Low,0.6666667,3,2.25,2.25,38
12,53.69559,25,Female,WalkingStick,Low,Immediate,Low,0.8255934,3,2.25,2.25,39
159,53.83189,20,Female,None,High,Lagging,Low,0.6993007,2.75,2,2,39
271,54.08797,26,Female,None,Medium,Immediate,Low,0.7042254,2.5,2.25,2.25,36
13,54.50927,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2,2,35
201,54.50927,20,Female,None,High,Immediate,Low,0.6993007,3,2,2,36
213,54.50927,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2,2,36
178,54.83326,68,Female,None,Low,Lagging,Low,0.8547009,2.75,2,2,37
99,54.9571,56,Female,None,Low,Lagging,Low,0.8064516,2.75,2.25,2.25,35
28,55.37124,27,Male,None,Low,Lagging,Low,0.7042254,2.75,2.25,2.25,36
284,55.49663,23,Female,None,Low,Immediate,Low,0.691085,2.5,2.25,2.25,39
331,55.62768,41,Female,None,Low,Lagging,Low,0.761035,2.75,2.25,2.25,36
50,56.44357,20,Female,None,Medium,Lagging,Low,0.6993007,2.25,2,2,37
72,56.44357,20,Female,None,Low,Immediate,High,0.6993007,2.25,1.5,1.5,38
10,56.62265,50,Male,None,Medium,Immediate,Low,0.7843137,3,2.25,2.25,37
137,57.28281,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.25,2.25,37
53,57.8134,29,Female,None,Low,Immediate,Low,0.7168459,2.75,1.75,1.75,36
205,58.50633,20,Female,None,Medium,Immediate,Low,0.6993007,3,2.25,2.25,37
226,59.09542,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2,2,38
89,59.38719,34,Female,None,Low,Lagging,Low,0.7215007,3,2.5,2.5,35
341,60.03838,24,Male,WheelChair,Medium,Lagging,Low,0.6944444,2.25,2,2,38
256,61.85424,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.5,2.5,38
