Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
42.24982,75,Female,None,Low,Immediate,Low,0.9082652,2.75,2.02907,2.75,33
42.24982,20,Female,WheelChair,Low,Immediate,Low,0.7770008,3,2.226744,2.25,31
42.24982,20,Male,None,High,Immediate,Medium,0.6666667,2.5,1.848837,2,32
42.24982,54,Male,None,Low,Immediate,Low,0.8097166,2.5,2.005814,2.5,31
44.43791,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.383333,3,32
45.44016,20,Male,None,Low,Immediate,High,0.6666667,2,1.516305,1.5,31
45.63959,20,Male,None,High,Immediate,Low,0.6666667,3,2.48913,2.5,31
45.63959,20,Male,None,Low,Lagging,Low,0.6666667,3,2.559783,2.5,32
46.42606,50,Female,None,Low,Lagging,Low,0.7874016,2.75,2.085106,2,32
46.82679,29,Male,None,High,Immediate,Medium,0.7194245,2.75,2.260638,2.25,30
47.01344,29,Male,None,Medium,Immediate,Low,0.7194245,2.5,1.909575,1.75,33
47.63881,44,Male,None,High,Immediate,Low,0.7782102,3,2.421875,2.25,29
48.42719,38,Female,None,High,Lagging,Low,0.7204611,3,2.642858,2.25,31
48.82039,20,Male,None,High,Immediate,Low,0.6666667,3,2.622449,2.5,31
49.42004,39,Male,None,High,Immediate,High,0.7751938,2.5,1.825,1.75,29
49.61868,24,Male,None,High,Lagging,Low,0.6944444,3,2.505,2.5,30
50.01124,44,Male,None,High,Lagging,Low,0.7782102,2.75,2.32,1.75,31
50.01124,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.58,2.25,29
50.32815,20,Male,WalkingStick,Low,Lagging,Low,0.7843137,3,2.480392,2.25,33
50.32815,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.411765,2,32
50.32815,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.151961,2,31
52.0637,20,Female,None,High,Lagging,Medium,0.6993007,2.75,2.259434,2.25,30
52.0637,24,Female,None,Low,Lagging,Low,0.7062147,2.75,2.273585,2.5,32
52.0637,64,Male,None,High,Lagging,Low,0.8403361,3,2.386792,2.5,33
52.0637,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.216981,1.75,31
52.98182,20,Female,None,Medium,Immediate,Low,0.6993007,2.75,2.334906,2.25,28
52.98182,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.188679,1.75,31
53.28708,63,Female,None,High,Lagging,Low,0.8319467,3,2.398148,2.25,32
54.36724,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.409091,2,32
54.36724,51,Female,None,Low,Immediate,Medium,0.7936508,2.25,1.886364,1.75,29
54.92195,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.345454,2.5,32
55.60694,46,Female,None,Low,Immediate,Low,0.7794232,2.75,2.071429,2,30
55.81487,20,Female,None,Low,Immediate,Low,0.6993007,3,2.330357,2.25,31
56.42273,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.364036,2.25,32
56.42273,68,Male,None,Low,Immediate,Medium,0.8547009,2.75,2.394737,2.25,31
58.00684,22,Female,None,Low,Lagging,Low,0.7042254,3,2.616379,2.5,31
58.68159,50,Female,None,Medium,Lagging,Low,0.7874016,3,2.525424,2.5,31
58.68159,24,Female,None,Medium,Lagging,Low,0.7062147,3,2.745763,2.25,30
58.88315,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.622881,2.75,33
60.09321,67,Male,None,Low,Immediate,Low,0.8474576,2.5,2.131148,2,32
61.94627,37,Female,None,Medium,Lagging,Low,0.7183908,3,2.604839,2.5,32
61.94627,46,Female,None,High,Lagging,Low,0.7794232,2.75,2.516129,2.25,32
61.94627,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.33871,2,32
61.94627,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.576613,2.25,32
61.94627,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.487903,2.5,32
63.10549,22,Female,None,Low,Lagging,Low,0.7042254,3,2.546875,2.25,31
63.10549,65,Female,None,Medium,Immediate,Low,0.8354219,2.75,2.257813,2.75,30
63.10549,38,Male,None,High,Lagging,Low,0.7662836,3,2.746094,2.25,32
63.36563,57,Female,None,Medium,Immediate,Low,0.8116883,2.5,2.097656,2,32
63.55769,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.195313,1.5,33
63.55769,47,Male,None,Low,Immediate,Low,0.78125,2.75,2.171875,2,33
63.77756,20,Female,None,High,Lagging,Low,0.6993007,3,2.574219,2,32
63.77756,25,Female,None,Low,Lagging,Low,0.7017544,2.75,2.214844,2.25,32
64.16128,25,Male,None,High,Lagging,Low,0.6896551,2.75,2.307693,2,31
65.0717,26,Female,WalkingStick,Low,Lagging,Low,0.8285004,2.75,2.121212,1.75,32
65.47275,20,Female,None,Medium,Lagging,Low,0.6993007,2.5,2.26894,2.25,33
68.75508,34,Female,None,Medium,Lagging,Low,0.7215007,3,2.670289,2.25,33
69.75105,30,Female,None,Low,Lagging,Low,0.7117438,3,2.478571,2.25,32
70.15631,20,Female,None,Medium,Immediate,Low,0.6993007,3,2.644366,2.5,31
70.15631,51,Female,None,Medium,Lagging,Low,0.7936508,3,2.454225,2.25,33
72.0444,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.469178,2.75,32
72.0444,27,Male,None,High,Immediate,Low,0.7042254,2.75,2.469178,2.75,31
72.0444,28,Female,None,Low,Lagging,Low,0.7092199,3,2.691781,3,32
72.0444,75,Male,None,High,Lagging,Low,0.9090909,3,2.599315,3,33
72.0444,47,Female,None,High,Lagging,Low,0.78125,3,2.626713,3,31
72.0444,55,Female,None,Low,Lagging,Low,0.8,3,2.49315,3,30
72.0444,44,Female,None,High,Immediate,Low,0.7806401,3,2.664383,2.75,29
72.0444,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.585616,2.75,32
72.92101,35,Male,None,Medium,Lagging,Low,0.7407407,3,2.321918,3,33
73.21367,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.587837,3,31
73.21367,20,Female,None,Low,Immediate,Medium,0.6993007,2.5,1.959459,2,32
74.03286,40,Female,None,Low,Lagging,Low,0.7621951,3,2.57,2.75,31
74.33248,52,Male,None,Low,Lagging,Low,0.7968128,3,2.68,3,32
74.9337,20,Male,None,Medium,Lagging,High,0.6666667,2.5,2.093334,2.5,32
75.38409,20,Male,None,Medium,Lagging,High,0.6666667,2.25,2.078947,1.75,32
75.49959,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.697368,2.5,32
76.4388,20,Male,None,Low,Immediate,High,0.6666667,2.5,1.847402,1.75,32
76.4388,20,Female,None,Low,Immediate,Low,0.6993007,2.5,2.045455,2,32
76.4388,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.340909,2,33
77.05246,20,Male,None,Low,Lagging,Low,0.6666667,3,2.596154,2,30
77.20731,36,Male,None,Medium,Lagging,Low,0.7490637,3,2.73718,2.25,32
77.45237,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.464744,2.25,31
77.64654,55,Female,None,High,Lagging,Medium,0.8,2.5,2.144231,2,32
77.64654,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.503205,2.25,30
78.34351,55,Female,None,High,Immediate,Low,0.8,3,2.525316,2.25,33
78.74064,60,Male,None,High,Lagging,Medium,0.8130081,2.5,2.205696,1.75,32
78.94958,20,Female,None,Medium,Lagging,Medium,0.6993007,2.5,2.208861,2.25,30
79.73853,20,Female,WalkingStick,Low,Lagging,Low,0.8227067,2.75,2.46875,2.25,32
79.73853,79,Female,None,High,Lagging,Low,0.9328358,2.75,2.38125,2.75,31
79.94148,20,Male,None,Low,Lagging,High,0.6666667,2.5,2.128125,1.75,32
81.56203,20,Male,None,Medium,Lagging,Medium,0.6666667,2.5,1.981707,1.75,31
81.56203,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.19817,2,30
81.56203,44,Male,None,Low,Immediate,High,0.7782102,2.25,1.728658,1.5,33
82.11142,51,Female,None,High,Lagging,Low,0.7936508,2.5,2.192771,2,30
82.11142,20,Female,None,High,Lagging,High,0.6993007,2,1.689759,1.75,30
82.11142,29,Female,None,Medium,Lagging,High,0.7168459,2,1.768072,1.5,33
83.48154,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.583333,2.25,32
84.08171,20,Female,None,Medium,Lagging,Low,0.6993007,2.25,2.008823,1.75,30
85.31708,26,Male,None,High,Lagging,Medium,0.6968641,2.75,2.444767,2,32
85.96528,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.456396,2,33
86.16248,20,Female,None,High,Lagging,Low,0.6993007,3,2.695402,2.25,29
87.03307,37,Male,WheelChair,Low,Lagging,Low,0.8417508,2.75,2.255682,2.25,30
87.83029,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.607955,2,32
88.0271,20,Male,None,Low,Lagging,Low,0.6666667,3,2.356741,2.5,32
88.40268,64,Male,None,High,Lagging,Low,0.8403361,3,2.376404,2,32
88.79533,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.345505,2,33
89.00052,60,Male,None,High,Lagging,Low,0.8130081,3,2.806179,2.5,33
89.19894,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2.072222,2,31
89.79581,38,Female,None,High,Lagging,Medium,0.7204611,2.75,2.469444,2.25,32
89.99886,20,Female,None,Low,Lagging,High,0.6993007,2.5,2.088889,1.5,30
89.99886,47,Female,None,Low,Lagging,Low,0.78125,2.75,2.133333,2.25,33
91.47567,20,Male,None,High,Lagging,Medium,0.6666667,2.5,2.122283,1.5,32
91.47567,50,Female,None,Low,Lagging,Low,0.7874016,2.75,2.421196,2,30
91.47567,38,Male,None,High,Lagging,Low,0.7662836,2.75,2.3125,2.25,31
92.04685,62,Male,None,High,Lagging,Low,0.8264462,2.5,2.150537,2,32
92.2988,34,Female,None,Medium,Lagging,High,0.7215007,2.25,2.016129,1.75,33
93.15267,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.611702,2.75,33
93.29154,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.356383,2,31
94.41395,20,Male,None,High,Lagging,Low,0.6666667,3,2.186843,2.25,33
95.20807,20,Female,None,High,Lagging,Low,0.6993007,3,2.692708,2.5,33
95.20807,20,Male,None,High,Lagging,High,0.6666667,2.25,2.067709,1.75,32
95.80722,20,Female,WalkingStick,Medium,Immediate,Medium,0.8227067,2.75,2.122396,2,31
96.20789,41,Male,None,High,Lagging,Low,0.7604563,2.5,2.376289,2.5,31
96.40865,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.476804,1.75,31
97.00922,25,Female,None,Medium,Lagging,Low,0.7017544,2.75,2.368557,2,31
98.0119,35,Male,None,High,Lagging,Low,0.7407407,2.75,2.109694,2.25,31
98.20708,78,Female,None,High,Lagging,Low,0.9276438,2.5,2.217172,2,33
98.80666,20,Male,None,High,Lagging,Low,0.6666667,3,2.39899,2.25,31
99.01115,20,Female,None,Low,Immediate,Low,0.6993007,3,2.280303,2.25,29
99.61082,86,Male,None,High,Lagging,Low,1.010101,3,2.495,2,30
100.1976,20,Female,None,Medium,Lagging,Low,0.6993007,2.5,2.331683,2,30
100.1976,35,Female,None,High,Lagging,Low,0.723589,3,2.628713,2,29
101.4021,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.553922,1.5,32
101.4021,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.394608,2,31
101.4021,29,Female,None,High,Lagging,High,0.7168459,2,1.647059,1,31
101.7824,36,Female,None,Medium,Lagging,Medium,0.7194245,2.5,2.259804,2,32
102.1932,20,Female,None,High,Lagging,Low,0.6993007,3,2.553398,2.5,32
102.4351,39,Male,None,Low,Lagging,Low,0.7751938,3,2.487865,2.25,32
102.8247,37,Female,None,Low,Lagging,Low,0.7183908,3,2.490292,2,33
102.8247,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.38835,2.25,31
103.6287,59,Female,None,High,Lagging,High,0.8223684,2,1.733173,1.75,31
103.8264,37,Male,None,High,Lagging,Low,0.7575758,3,2.370192,2,32
104.6472,64,Female,None,Medium,Immediate,Medium,0.8368201,2.75,2.069047,2.25,32
105.4567,20,Male,None,Low,Lagging,High,0.6666667,2.25,1.764151,2,32
106.47,20,Male,None,High,Lagging,High,0.6666667,2.25,1.728972,2,32
108.3389,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.660551,2,32
109.9225,20,Female,None,Low,Lagging,High,0.6993007,2.5,1.938636,2.25,31
110.1163,20,Male,None,Low,Lagging,Low,0.6666667,3,2.25,2.25,31
111.6044,40,Male,None,High,Lagging,Low,0.7547169,3,2.504465,2.75,32
112.013,54,Male,None,Medium,Lagging,Medium,0.8097166,2.75,2.493304,2.25,33
112.4075,54,Female,None,Low,Lagging,Medium,0.8084074,2.5,2.252213,1.5,32
112.7989,41,Male,None,Low,Immediate,Low,0.7604563,3,2.597345,2,33
114.9969,30,Male,None,Low,Lagging,Medium,0.7142857,2.5,2.282608,2.25,30
115.2007,59,Male,None,High,Lagging,Medium,0.8264462,2.75,2.288793,2.25,33
116.0096,60,Female,None,High,Lagging,Medium,0.8130081,2.75,2.435345,2.25,32
116.0096,33,Male,None,High,Lagging,Medium,0.7380074,2.75,2.394397,2.25,31
117.0094,24,Male,None,Medium,Lagging,Low,0.6944444,2.75,2.58547,2,32
117.397,56,Female,None,Low,Lagging,Medium,0.8064516,2.75,2.330508,2.25,32
117.397,20,Male,None,High,Lagging,Low,0.6666667,3,2.722458,1.75,33
118.0091,37,Female,None,Medium,Lagging,Low,0.7183908,3,2.271186,2,31
119.3974,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.241666,2.5,31
120.9129,20,Male,None,Medium,Lagging,High,0.6666667,2,1.547521,1.75,31
121.3667,33,Male,None,Low,Immediate,Low,0.7380074,3,2.610656,2.5,32
121.5713,64,Female,None,Low,Lagging,Low,0.8368201,2.75,2.051229,2.25,30
122.565,38,Male,None,Low,Lagging,Low,0.7662836,2.5,2.044715,2,29
123.5623,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.3125,2,33
123.5623,28,Male,None,High,Lagging,Low,0.7117438,2.75,2.41129,2,33
124.403,73,Male,None,Low,Lagging,Low,0.8928571,3,2.588,2.25,32
125.3956,25,Female,None,Medium,Lagging,Low,0.7017544,2.75,2.361112,2.25,31
126.1679,40,Female,None,Medium,Lagging,Low,0.7621951,3,2.635827,2.5,32
126.7936,39,Female,None,Medium,Lagging,Low,0.7407407,2.75,2.348426,2.5,31
126.7936,20,Female,None,High,Lagging,Medium,0.6993007,2.75,2.230315,1.75,31
127.7843,47,Male,None,High,Lagging,Low,0.78125,2.75,2.390625,2.25,32
128.0017,23,Female,None,Low,Lagging,Low,0.691085,2.75,2.376953,1.75,31
128.7918,20,Male,None,Low,Lagging,Medium,0.6666667,2.5,2.343024,2,30
129.3952,38,Male,None,Medium,Lagging,Low,0.7662836,3,2.571155,2,31
129.5924,21,Female,None,High,Lagging,Low,0.7012623,3,2.598077,2.5,31
129.9988,20,Female,None,Low,Lagging,Low,0.6993007,3,2.315385,2.5,31
131.064,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.297347,2.5,32
131.064,58,Male,None,Medium,Lagging,Medium,0.8196721,2.5,2.077651,2,31
131.3414,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.433712,2.5,33
131.537,44,Female,None,Low,Lagging,Low,0.7806401,2.5,2.151515,2,31
131.537,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.44697,2.25,31
132.1444,24,Female,None,High,Lagging,Low,0.7062147,3,2.601505,2.75,31
132.7343,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.428572,2,32
132.9427,28,Female,None,High,Lagging,Low,0.7092199,3,2.543233,2.5,32
133.1499,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.376867,1.75,32
134.1412,41,Male,None,High,Lagging,Low,0.7604563,2.75,2.290741,2,32
134.3342,20,Female,None,High,Lagging,Low,0.6993007,3,2.575926,2.5,31
134.5401,25,Male,None,Low,Immediate,Low,0.6896551,2.75,2.235185,2.5,33
134.752,31,Female,None,High,Lagging,Low,0.7107321,2.75,2.220371,2,33
135.1378,20,Male,None,Low,Lagging,Low,0.6666667,3,2.408088,1.75,32
135.3319,57,Female,None,Low,Immediate,Low,0.8116883,3,2.639706,2.25,32
135.534,29,Female,None,High,Lagging,Low,0.7168459,3,2.586397,2.5,31
136.143,39,Female,None,High,Lagging,Low,0.7407407,2.75,2.213503,1.75,33
136.7429,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.24635,2.5,33
137.937,31,Male,None,High,Lagging,Low,0.7220216,2.75,2.144928,2,31
138.548,38,Female,None,Low,Lagging,High,0.7204611,2.5,1.890288,1.75,32
139.1379,20,Male,None,High,Lagging,Medium,0.6666667,2.75,2.217858,2,33
141.7842,20,Male,None,Low,Lagging,Low,0.6666667,3,2.352112,2.5,32
143.7812,48,Male,None,Low,Lagging,Low,0.7874016,3,2.458333,2,32
144.196,45,Male,None,Low,Lagging,Low,0.7692308,3,2.572413,2.5,31
144.3611,20,Male,None,High,Lagging,Low,0.6666667,3,2.606897,2.75,31
145.5963,76,Female,None,High,Lagging,Low,0.9149131,3,2.506849,2.5,31
146.1914,20,Female,None,Low,Lagging,Low,0.6993007,3,2.460884,2.5,31
146.5893,42,Female,None,High,Lagging,Low,0.7639419,3,2.471089,2.5,30
147.3907,27,Female,None,Medium,Lagging,Medium,0.7072136,2.5,2.028716,1.75,32
149.3944,38,Male,None,Medium,Lagging,Low,0.7662836,2.5,2.291667,2,32
149.7829,45,Female,None,Low,Lagging,Medium,0.7722008,2.75,2.191668,2,33
150.8903,29,Male,None,Low,Lagging,Low,0.7194245,3,2.268212,2.25,32
151.4669,60,Female,None,Medium,Lagging,Low,0.8130081,2.75,2.401315,2,30
152.6872,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.339869,2,30
153.2714,55,Female,None,Low,Lagging,Low,0.8,3,2.691559,3,32
154.8656,20,Male,None,Low,Lagging,Medium,0.6666667,2.75,2.369354,2.25,33
155.8726,21,Male,None,High,Lagging,Low,0.6734006,3,2.567307,3,31
158.6776,20,Male,None,Low,Lagging,Low,0.6666667,3,2.544026,2,32
159.8694,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.292187,2,31
159.8694,20,Male,None,High,Lagging,Low,0.6666667,3,2.568749,2.5,31
160.6542,20,Female,None,Low,Lagging,Low,0.6993007,3,2.572981,2.75,33
161.248,26,Female,None,Low,Lagging,Low,0.7042254,3,2.387346,2.25,29
161.8521,28,Male,None,Low,Lagging,Low,0.7117438,2.75,2.248457,2.5,32
163.0537,20,Female,None,Medium,Immediate,Medium,0.6993007,2.75,2.367379,2,33
164.8375,46,Male,None,Low,Lagging,Low,0.7751938,3,2.528788,2,31
165.2452,49,Female,None,Low,Lagging,Low,0.7905138,2.5,2.096386,2,33
168.201,46,Male,None,High,Lagging,Low,0.7751938,3,2.41716,2.25,32
169.2413,59,Female,None,High,Lagging,Low,0.8223684,3,2.470588,2.25,30
170.7376,20,Female,None,Low,Lagging,Low,0.6993007,3,2.691521,2.5,30
172.123,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.406069,2,29
172.3138,20,Female,None,Low,Lagging,Low,0.6993007,3,2.566474,2.5,30
172.9148,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.330925,2.5,32
178.1169,95,Male,WheelChair,Medium,Lagging,Low,1.388889,2.75,2.287709,2.25,31
178.5319,20,Female,None,High,Lagging,Low,0.6993007,3,2.540503,2.5,30
179.7287,20,Female,None,Medium,Lagging,Medium,0.6993007,2.75,2.263889,2.25,32
180.4991,34,Male,None,High,Lagging,Low,0.7462686,2.75,2.389503,2,32
181.1014,78,Male,None,Low,Lagging,Low,0.9345794,2.75,2.260989,2,32
181.3096,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.343406,2.5,30
182.2965,95,Male,WheelChair,Medium,Lagging,Medium,1.388889,2.75,2.215847,2.75,33
184.6948,20,Female,None,High,Immediate,Medium,0.6993007,2.75,2.305405,2,32
185.4883,71,Female,None,High,Lagging,Low,0.8741258,2.75,2.330646,2.25,30
186.3026,20,Female,None,Low,Lagging,Low,0.6993007,3,2.455882,2.25,32
186.5003,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,1.977273,1.5,31
186.5003,27,Female,None,High,Lagging,Low,0.7072136,3,2.375669,2.5,31
188.9023,22,Female,WheelChair,Low,Lagging,Medium,0.7042254,2.75,2.09656,2.5,33
189.1049,60,Female,None,Medium,Lagging,Low,0.8130081,3,2.710526,2.5,33
189.905,51,Female,None,Low,Lagging,Low,0.7936508,3,2.473684,2,32
190.7212,34,Male,None,Low,Lagging,Low,0.7462686,3,2.509163,2.5,31
192.7052,68,Female,None,Low,Lagging,Low,0.8547009,2.75,2.321243,2,30
193.9116,52,Male,None,Low,Lagging,Low,0.7968128,3,2.503866,2.5,33
195.7091,33,Female,None,High,Lagging,Low,0.7204611,3,2.585459,2.25,31
196.1235,26,Female,None,High,Lagging,Low,0.7042254,3,2.418782,2.25,33
196.506,22,Female,None,Low,Lagging,Low,0.7042254,2.75,2.319797,2,32
198.9054,20,Female,None,Low,Lagging,Low,0.6993007,3,2.478643,2.25,31
199.9288,32,Female,None,Low,Lagging,Low,0.7158197,3,2.7325,2.5,31
202.7486,20,Female,WalkingStick,Medium,Lagging,Low,0.6993007,3,2.458128,2.25,31
204.5533,36,Female,WheelChair,Low,Lagging,Low,0.7993606,3,2.442683,2.5,30
208.9545,43,Female,None,Low,Lagging,Low,0.7727975,3,2.705741,2.5,33
209.3732,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.413094,2,31
211.1386,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.326652,2,31
212.7407,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.240611,2,31
217.343,28,Female,None,Low,Lagging,High,0.7092199,2.5,1.790137,1.75,32
218.134,22,Male,None,Low,Lagging,Low,0.6802721,3,2.51484,2.25,32
218.937,29,Male,None,Low,Lagging,Low,0.7194245,2.75,2.295661,2.25,32
219.5296,20,Male,None,High,Lagging,Low,0.6666667,3,2.679546,2.5,33
220.1357,20,Male,None,Low,Lagging,Low,0.6666667,3,2.602941,2.5,32
222.2175,68,Male,None,High,Lagging,Low,0.8547009,3,2.383408,2.25,32
225.2303,20,Male,None,Low,Lagging,Medium,0.6666667,2.75,2.495575,2.25,33
225.8141,97,Male,None,Low,Lagging,Low,1.282051,2.75,2.309734,2,33
227.2194,38,Male,None,Low,Lagging,Medium,0.7662836,2.5,2.194079,2,31
227.4178,20,Female,None,High,Lagging,Low,0.6993007,3,2.546052,2.25,32
230.3519,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.329004,2,33
230.9383,20,Male,None,High,Lagging,Low,0.6666667,3,2.626624,2.5,33
231.1503,53,Male,None,Low,Lagging,Low,0.8032128,3,2.5,2.25,30
238.5391,20,Female,None,Low,Lagging,Low,0.6993007,3,2.604603,2.5,32
241.603,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.319216,2,28
242.6023,60,Male,None,Low,Lagging,Low,0.8130081,3,2.354938,2.25,30
244.1946,28,Female,None,Low,Lagging,Low,0.7092199,3,2.491838,2.25,31
246.3981,64,Female,None,Low,Lagging,Low,0.8368201,3,2.495952,2.25,33
247.9975,35,Male,None,Low,Lagging,Low,0.7407407,3,2.6875,2.5,30
249.2035,30,Male,None,Medium,Lagging,Low,0.7142857,3,2.667,2.5,33
249.4087,24,Male,None,Medium,Immediate,Low,0.6944444,3,2.569,2.5,32
258.9995,26,Female,None,Low,Lagging,Low,0.7042254,3,2.599421,2.5,32
