Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
130.4357,42,Female,None,Low,Lagging
130.5999,72,Female,None,Medium,Lagging
130.7726,90,Female,None,Low,Lagging
130.7726,43,Male,None,Low,Lagging
130.9321,46,Female,None,Low,Lagging
131.1109,20,Female,WheelChair,Medium,Lagging
131.4311,67,Female,None,Medium,Lagging
131.7668,73,Female,WheelChair,Medium,Lagging
131.7668,56,Male,None,Medium,Lagging
131.9401,31,Female,None,High,Lagging
132.2659,75,Male,None,Medium,Lagging
132.4356,50,Female,None,Medium,Lagging
132.5999,74,Female,WheelChair,Low,Lagging
132.5999,38,Male,None,Low,Lagging
132.7707,50,Female,None,High,Lagging
133.2701,94,Male,None,Medium,Lagging
133.2701,44,Male,None,High,Lagging
133.2701,46,Female,None,Low,Lagging
133.4373,54,Male,None,Low,Lagging
133.7733,58,Female,None,Low,Lagging
133.7733,66,Male,None,Low,Immediate
133.7733,56,Male,None,Low,Lagging
133.9319,62,Female,None,Low,Lagging
134.2776,47,Female,None,Low,Lagging
134.2776,88,Female,None,High,Lagging
134.7595,44,Male,None,High,Lagging
134.9302,24,Female,None,Low,Lagging
135.1018,54,Male,None,High,Lagging
135.2659,79,Male,None,Medium,Lagging
135.2659,20,Female,None,High,Lagging
135.4406,63,Female,None,Medium,Lagging
135.9256,90,Female,None,Low,Lagging
136.0964,91,Male,None,Low,Immediate
136.0964,36,Female,None,High,Lagging
136.4343,59,Female,None,Medium,Lagging
136.4343,42,Female,None,High,Lagging
136.6127,57,Male,None,Medium,Lagging
136.761,77,Male,WheelChair,Low,Lagging
136.9283,36,Male,None,Medium,Lagging
137.2784,34,Female,None,Low,Lagging
137.2784,47,Female,None,High,Lagging
137.4363,69,Male,None,Low,Lagging
137.5928,27,Male,None,Medium,Lagging
137.7654,30,Male,None,Medium,Lagging
137.7654,80,Male,None,Low,Lagging
138.1047,76,Female,None,Low,Lagging
138.2681,42,Female,None,High,Lagging
138.2681,32,Male,WheelChair,Low,Lagging
138.2681,53,Female,None,Low,Lagging
138.6019,77,Male,None,Low,Lagging
138.9385,49,Female,None,High,Lagging
139.0977,82,Female,None,Low,Lagging
139.0977,33,Male,None,High,Lagging
139.2711,39,Female,None,Medium,Lagging
139.9272,34,Female,None,High,Lagging
140.104,95,Female,None,High,Lagging
140.104,92,Female,None,Low,Lagging
140.2622,93,Female,None,Low,Lagging
140.604,89,Female,None,Low,Lagging
140.765,55,Female,None,Low,Lagging
140.765,84,Male,None,Low,Lagging
140.765,58,Male,None,Low,Lagging
141.0986,60,Female,WheelChair,Low,Lagging
141.2608,79,Male,None,Low,Lagging
141.5992,39,Male,None,Medium,Lagging
141.9351,96,Female,None,Medium,Lagging
141.9351,26,Male,None,Medium,Lagging
142.2687,69,Female,None,Low,Lagging
142.4297,53,Female,None,Low,Immediate
142.4297,40,Female,None,Low,Lagging
142.5941,62,Female,None,Low,Lagging
142.7588,42,Male,None,High,Lagging
142.9388,36,Male,None,Low,Lagging
143.1097,43,Male,None,Low,Immediate
143.7656,35,Male,None,Low,Lagging
143.939,60,Female,None,Low,Lagging
144.1087,82,Male,None,High,Lagging
144.2693,96,Male,None,Low,Immediate
144.2693,42,Male,None,Low,Lagging
144.4337,20,Male,None,Low,Lagging
144.7695,20,Female,None,Low,Lagging
145.0965,76,Male,None,Low,Lagging
145.4301,90,Female,None,Low,Lagging
145.5942,76,Female,None,Medium,Lagging
145.7626,80,Female,None,High,Lagging
145.9263,96,Male,None,Low,Lagging
146.1079,75,Male,None,Low,Lagging
146.273,90,Female,None,Medium,Lagging
146.273,77,Female,None,High,Lagging
146.4324,60,Female,None,Low,Lagging
146.4324,91,Male,None,High,Lagging
147.0944,72,Female,None,High,Lagging
147.0944,71,Male,None,Medium,Lagging
147.0944,92,Male,None,Low,Lagging
147.2698,75,Female,None,Low,Lagging
147.4383,26,Female,None,High,Lagging
147.4383,47,Female,None,Low,Lagging
147.9351,83,Female,None,Low,Lagging
147.9351,85,Male,None,Medium,Lagging
148.1079,74,Female,None,Low,Lagging
148.2643,24,Male,None,Low,Lagging
148.5993,29,Female,None,Medium,Lagging
148.7661,52,Male,None,Medium,Lagging
149.0985,57,Female,None,High,Lagging
149.4301,98,Female,None,Low,Lagging
149.5936,66,Male,None,Medium,Lagging
149.5936,60,Male,None,Low,Lagging
150.0972,34,Male,None,Low,Lagging
150.2727,36,Male,None,Medium,Lagging
150.4304,59,Female,None,Low,Lagging
150.6016,33,Female,None,Medium,Lagging
150.6016,93,Female,None,High,Lagging
150.7608,73,Male,None,Low,Lagging
151.4344,85,Male,None,Low,Lagging
151.4344,34,Male,None,Low,Immediate
151.9297,99,Female,None,High,Lagging
152.1051,25,Female,None,High,Lagging
152.2702,56,Female,None,High,Lagging
152.7603,48,Female,WheelChair,Low,Lagging
152.7603,50,Male,None,Medium,Lagging
152.9301,44,Female,None,Medium,Lagging
152.9301,55,Male,None,Medium,Lagging
153.9291,35,Female,WheelChair,Low,Lagging
153.9291,95,Male,WakingStick,High,Lagging
153.9291,50,Female,None,High,Lagging
154.0954,37,Male,None,Low,Lagging
154.5969,61,Female,None,High,Lagging
155.2599,96,Male,None,Low,Lagging
155.2599,52,Male,None,Medium,Lagging
155.2599,67,Female,None,Low,Lagging
155.9343,54,Male,None,Low,Lagging
155.9343,46,Male,None,Low,Lagging
155.9343,91,Male,None,Low,Lagging
156.2638,44,Female,None,Medium,Lagging
156.4356,68,Male,None,Low,Lagging
156.7629,24,Male,None,High,Lagging
156.7629,58,Male,None,High,Immediate
156.9413,79,Male,None,High,Lagging
157.0989,54,Male,None,Low,Immediate
157.4268,44,Male,None,Low,Lagging
157.4268,84,Male,None,Medium,Lagging
157.6093,91,Female,None,Medium,Lagging
157.6093,89,Female,None,Low,Lagging
158.2663,81,Male,None,Low,Lagging
158.2663,97,Female,None,Medium,Lagging
158.9318,75,Male,None,Low,Lagging
158.9318,94,Male,None,Low,Lagging
159.2694,80,Female,None,Low,Lagging
159.4315,22,Male,None,Low,Lagging
159.4315,72,Male,None,High,Lagging
159.9356,47,Male,None,Low,Lagging
160.2648,93,Female,None,Medium,Lagging
160.4274,91,Male,None,Low,Lagging
160.6078,68,Female,None,High,Lagging
160.935,98,Male,None,Medium,Lagging
161.1053,61,Male,None,Medium,Lagging
161.1053,23,Male,None,Medium,Lagging
161.2705,51,Female,WheelChair,Medium,Lagging
161.9325,85,Female,None,Medium,Lagging
162.0972,95,Female,None,Low,Lagging
162.0972,26,Male,None,Low,Lagging
162.275,54,Female,WheelChair,Low,Lagging
162.5941,56,Female,None,High,Lagging
162.7599,23,Male,None,Low,Lagging
163.6041,99,Female,None,Medium,Lagging
163.7694,58,Male,None,Low,Lagging
164.1001,36,Female,None,Low,Lagging
164.4266,98,Female,None,Low,Lagging
164.5902,51,Female,WakingStick,Low,Lagging
164.7695,53,Female,WheelChair,Low,Lagging
165.0933,73,Female,None,Low,Lagging
165.0933,71,Female,None,Low,Lagging
165.775,98,Female,None,Low,Lagging
165.775,44,Male,None,Low,Lagging
166.6028,79,Male,None,Medium,Lagging
166.9404,98,Female,None,Low,Lagging
167.2734,25,Female,None,Medium,Lagging
167.7645,91,Female,None,Low,Lagging
168.2622,91,Female,None,High,Lagging
168.5948,88,Male,None,Low,Lagging
169.0923,36,Male,None,Low,Lagging
169.434,79,Female,None,Low,Lagging
170.2704,45,Male,None,Low,Lagging
170.2704,84,Male,None,Medium,Lagging
170.9285,86,Male,None,Medium,Lagging
171.2737,93,Male,None,Low,Immediate
171.941,93,Female,None,Low,Lagging
171.941,80,Male,None,Medium,Lagging
172.6036,86,Male,None,Low,Lagging
173.0966,57,Female,None,Low,Lagging
173.7593,44,Male,None,Low,Lagging
174.4349,37,Male,None,Low,Lagging
174.9306,57,Male,None,Low,Lagging
175.2689,72,Female,None,Low,Lagging
175.5966,76,Female,None,Medium,Lagging
176.7654,99,Male,None,Low,Lagging
177.5974,84,Female,None,Low,Immediate
178.1071,99,Female,None,Low,Immediate
178.7682,70,Female,None,Low,Lagging
179.102,94,Female,None,High,Lagging
179.2721,85,Male,None,Low,Lagging
180.429,97,Female,None,Medium,Immediate
180.7724,98,Male,None,High,Lagging
181.6014,99,Male,None,Low,Lagging
182.1005,97,Female,None,Low,Lagging
182.431,93,Male,None,Low,Lagging
186.0945,95,Female,None,Low,Lagging
187.7768,25,Female,None,Low,Lagging
193.4382,83,Female,None,Low,Lagging
193.934,82,Male,None,Low,Lagging
194.5972,56,Male,None,Low,Lagging
196.9374,89,Female,None,Low,Lagging
205.2666,73,Female,None,Low,Lagging
207.6065,94,Female,None,Medium,Lagging
208.2596,57,Female,None,Low,Lagging
214.1017,97,Male,None,Medium,Lagging
215.1045,90,Male,None,Low,Lagging
