Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
43.30991,76,Female,None,High,Lagging
44.05886,54,Female,None,Medium,Lagging
44.05886,36,Male,None,Medium,Lagging
44.05886,47,Female,None,Low,Immediate
44.30101,57,Female,None,High,Lagging
44.55361,85,Male,None,Medium,Lagging
44.80905,64,Male,None,High,Lagging
45.56261,25,Male,None,Low,Lagging
46.06199,72,Male,None,High,Lagging
46.06199,84,Female,None,High,Lagging
46.29907,32,Female,None,High,Lagging
46.78806,88,Male,None,High,Immediate
47.03807,31,Male,None,High,Lagging
47.55931,58,Male,None,Medium,Lagging
48.05143,48,Female,None,Medium,Lagging
48.30185,43,Male,None,Medium,Lagging
48.30185,49,Male,None,Medium,Lagging
48.80365,29,Female,None,High,Immediate
48.80365,38,Female,None,High,Lagging
49.0562,46,Female,None,Low,Lagging
49.30338,73,Female,None,Low,Lagging
50.30584,77,Female,None,High,Lagging
50.30584,74,Female,WakingStick,Low,Lagging
50.82039,58,Female,WheelChair,High,Lagging
51.0601,66,Female,None,High,Lagging
51.304,81,Male,None,Low,Immediate
51.55986,44,Female,None,Low,Lagging
51.55986,85,Female,None,Medium,Lagging
51.55986,28,Male,None,High,Lagging
52.05058,46,Female,None,Medium,Lagging
52.05058,27,Male,None,High,Lagging
52.31279,65,Female,None,Medium,Lagging
52.74355,25,Female,None,Low,Lagging
52.74355,58,Female,None,High,Lagging
53.30735,52,Male,WheelChair,Medium,Immediate
53.562,46,Male,None,Low,Lagging
53.562,51,Male,None,Low,Lagging
54.31554,72,Female,None,Medium,Lagging
54.31554,59,Female,None,Low,Lagging
54.80332,89,Female,None,Medium,Lagging
54.80332,23,Male,None,Medium,Lagging
55.05596,46,Female,None,High,Lagging
55.315,67,Female,WheelChair,High,Lagging
55.5559,52,Female,None,Medium,Lagging
55.5559,58,Female,None,Low,Lagging
56.0689,23,Male,None,Medium,Lagging
56.31368,29,Female,None,High,Lagging
56.31368,63,Female,None,Medium,Lagging
56.80006,37,Male,None,Medium,Lagging
56.80006,68,Female,None,High,Lagging
56.80006,54,Female,None,High,Lagging
57.06859,34,Male,None,High,Lagging
57.29497,31,Female,None,Low,Lagging
57.54942,25,Male,None,Medium,Lagging
57.80611,59,Male,None,Low,Lagging
57.80611,82,Female,None,High,Lagging
57.80611,70,Male,None,High,Lagging
57.80611,84,Male,None,High,Lagging
58.04701,29,Female,None,High,Lagging
58.54421,69,Male,None,High,Lagging
58.79664,31,Female,None,High,Lagging
58.79664,94,Male,None,High,Immediate
59.04715,44,Female,None,Low,Immediate
59.04715,61,Male,None,High,Lagging
59.04715,44,Male,None,High,Lagging
59.81934,44,Male,None,High,Lagging
60.05431,23,Male,None,Low,Lagging
60.30047,46,Male,None,Low,Immediate
60.30047,40,Male,None,High,Immediate
60.80838,68,Male,None,Low,Lagging
60.80838,68,Female,None,Medium,Lagging
60.80838,38,Female,None,Low,Lagging
60.80838,44,Female,None,High,Immediate
61.30048,27,Male,None,High,Lagging
61.8153,20,Male,None,High,Lagging
61.8153,82,Female,None,Medium,Lagging
62.31084,26,Male,None,Low,Lagging
62.47875,50,Female,None,High,Lagging
63.04853,30,Male,None,Medium,Lagging
63.04853,26,Female,None,High,Lagging
63.04853,56,Female,None,Medium,Lagging
63.54832,79,Female,None,Medium,Lagging
63.54832,76,Male,None,Medium,Lagging
63.8136,48,Female,None,Medium,Lagging
64.30046,51,Male,None,High,Lagging
64.80933,90,Male,None,High,Lagging
65.05622,83,Male,None,Low,Lagging
65.05622,76,Male,None,Medium,Immediate
65.05622,66,Female,None,Low,Lagging
65.54619,97,Female,None,Medium,Lagging
65.54619,73,Female,None,Low,Lagging
65.81319,45,Female,None,Low,Immediate
66.05161,96,Male,None,Low,Lagging
66.05161,39,Female,None,Low,Lagging
66.3186,38,Female,WheelChair,Medium,Lagging
66.54573,46,Female,None,Medium,Lagging
66.81721,26,Female,None,High,Lagging
67.30042,80,Male,None,Medium,Immediate
67.30042,38,Female,None,Low,Lagging
67.54575,39,Female,None,High,Lagging
68.29953,69,Male,None,Medium,Lagging
68.81027,92,Male,None,High,Immediate
69.04451,36,Male,None,Medium,Lagging
69.31679,79,Male,None,Low,Immediate
69.31679,69,Male,None,High,Lagging
69.80732,73,Male,None,Medium,Lagging
70.06948,61,Male,None,Medium,Lagging
70.31256,25,Male,None,Low,Lagging
70.79458,35,Female,None,Medium,Lagging
70.79458,92,Male,None,Low,Lagging
71.05836,53,Male,None,High,Lagging
71.30769,51,Male,WheelChair,Low,Lagging
71.56403,93,Female,None,Low,Lagging
72.06336,61,Male,None,Low,Lagging
72.06336,50,Female,None,High,Lagging
72.80676,85,Female,None,Medium,Lagging
72.80676,67,Male,None,Medium,Lagging
73.04536,82,Female,None,Medium,Lagging
73.55228,90,Male,None,High,Lagging
73.55228,35,Male,None,High,Lagging
74.06219,40,Male,None,Low,Immediate
74.56004,57,Female,None,Medium,Lagging
74.56004,57,Female,None,High,Lagging
75.04276,34,Female,None,Medium,Lagging
75.30912,44,Male,None,Medium,Lagging
75.5517,66,Male,None,Medium,Lagging
75.81667,72,Male,None,Medium,Lagging
75.81667,44,Female,None,Medium,Lagging
76.06255,46,Male,None,Medium,Lagging
76.06255,42,Male,None,High,Lagging
76.56437,63,Male,None,High,Lagging
76.79636,65,Male,None,High,Lagging
76.79636,95,Female,None,High,Lagging
77.05254,55,Female,None,Low,Lagging
77.31506,84,Male,None,Medium,Lagging
77.31506,48,Female,None,Medium,Lagging
77.5516,78,Female,None,Medium,Lagging
78.04506,77,Female,None,Medium,Lagging
78.04506,77,Female,None,Medium,Lagging
78.29514,84,Male,None,High,Lagging
78.80074,67,Female,None,Medium,Lagging
78.80074,22,Male,None,Low,Lagging
79.06264,98,Male,None,High,Lagging
79.06264,25,Female,None,Low,Lagging
79.06264,76,Male,None,Low,Lagging
79.30038,23,Female,None,High,Lagging
79.5622,30,Male,None,High,Lagging
79.5622,66,Male,None,Low,Immediate
80.04541,53,Female,None,Medium,Lagging
80.04541,30,Male,None,Low,Lagging
81.05645,55,Male,None,Low,Immediate
81.5693,77,Male,None,Low,Lagging
81.5693,68,Female,None,Medium,Immediate
81.80189,92,Male,None,High,Lagging
81.80189,96,Female,None,Medium,Lagging
82.05584,60,Female,WakingStick,Low,Lagging
82.5763,64,Female,None,High,Immediate
82.5763,80,Female,None,Low,Lagging
82.5763,67,Female,None,Medium,Lagging
82.81059,40,Male,None,Medium,Lagging
82.81059,30,Female,None,Low,Lagging
83.0659,23,Male,None,Medium,Lagging
83.31946,64,Female,None,Low,Lagging
83.31946,51,Female,None,Low,Lagging
83.5481,73,Female,None,High,Lagging
83.79819,57,Male,None,High,Lagging
84.04706,64,Female,None,Low,Lagging
85.06384,41,Female,None,Low,Lagging
85.06384,37,Male,None,Low,Lagging
85.56862,85,Female,None,High,Lagging
85.80009,37,Male,None,Low,Lagging
86.05137,83,Female,None,Medium,Lagging
86.5693,98,Male,None,High,Lagging
86.81873,66,Male,None,Medium,Lagging
86.81873,69,Female,None,High,Lagging
87.04514,25,Male,None,Low,Lagging
87.31638,45,Male,None,Low,Lagging
87.79459,98,Female,None,Medium,Immediate
88.06986,66,Male,None,Medium,Lagging
88.31766,63,Male,None,High,Lagging
88.31766,51,Male,None,High,Lagging
88.56085,74,Male,None,High,Lagging
88.8124,60,Female,None,Low,Lagging
89.29553,54,Male,None,Low,Lagging
89.56051,92,Female,WheelChair,Medium,Lagging
89.81287,38,Female,None,Low,Lagging
90.06285,65,Male,WheelChair,Medium,Lagging
90.55761,70,Female,None,Medium,Lagging
91.04556,64,Female,None,Medium,Lagging
91.04556,54,Male,None,Low,Lagging
91.29668,67,Male,None,High,Lagging
91.29668,20,Male,None,Medium,Lagging
91.56699,89,Male,None,Medium,Lagging
91.81394,35,Male,None,Medium,Lagging
92.56131,65,Female,None,Medium,Lagging
93.06323,48,Female,None,Medium,Lagging
93.30152,84,Male,None,Low,Lagging
94.05135,40,Female,None,High,Lagging
94.31959,63,Male,None,Low,Lagging
94.79581,24,Female,None,Low,Lagging
95.05228,72,Female,None,Low,Immediate
96.05076,67,Female,None,Low,Lagging
96.79444,57,Male,None,Medium,Lagging
97.05292,61,Male,None,High,Lagging
97.05292,98,Male,None,High,Immediate
98.54953,84,Female,None,Medium,Lagging
99.05177,90,Male,None,Medium,Immediate
99.31604,23,Female,None,Low,Lagging
100.0644,98,Female,None,Low,Lagging
100.2996,29,Male,None,Low,Lagging
101.2964,50,Male,None,Low,Lagging
101.2964,86,Female,None,Low,Lagging
102.552,98,Female,None,Low,Lagging
102.8125,65,Male,None,High,Lagging
103.7969,94,Male,None,Medium,Lagging
104.5582,38,Female,None,Low,Lagging
104.5582,42,Female,None,Low,Lagging
107.067,64,Male,None,Low,Lagging
107.566,52,Male,None,Low,Lagging
107.8179,25,Female,None,Low,Lagging
108.8022,71,Male,None,Low,Lagging
110.0497,91,Male,None,Medium,Lagging
114.3018,95,Female,None,Low,Immediate
120.811,46,Female,None,Low,Lagging
120.811,96,Female,None,Low,Immediate
121.306,37,Female,None,Low,Lagging
122.8029,49,Male,WheelChair,Low,Lagging
123.5473,91,Male,None,Low,Lagging
125.3123,66,Female,None,Low,Immediate
126.8209,90,Male,None,Low,Lagging
131.5627,96,Male,None,Low,Lagging
133.8071,89,Male,None,Low,Lagging
137.3041,92,Male,None,Low,Lagging
161.5687,88,Male,None,Medium,Lagging
169.815,28,Male,None,Medium,Lagging
