Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
11.42229,20,Female,None,High,Lagging,Medium,0.6993007,2.75,2.375,2.25,33
11.74775,53,Male,None,Medium,Immediate,Low,0.8032128,2.75,2.291667,2.25,33
11.87381,49,Male,None,Medium,Immediate,Low,0.7936508,2.25,2.104167,2.25,31
11.87381,20,Male,None,High,Lagging,Low,0.6666667,3,2.6875,2.5,34
12.45481,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.730769,2.5,32
12.68726,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.730769,2.5,33
15.37278,51,Male,None,Medium,Immediate,Low,0.7905138,2.5,2.390625,2.5,31
16.3378,43,Female,None,Low,Lagging,Low,0.7727975,2.75,2.264706,2,32
17.23464,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.088236,2,31
17.7643,31,Male,None,High,Immediate,Low,0.7220216,2.5,2.180556,2.25,30
18.41836,20,Female,None,High,Immediate,Low,0.6993007,2.75,2.368421,2.5,34
18.47574,20,Female,None,Medium,Immediate,Low,0.6993007,2.5,2.092105,2,32
21.17352,29,Male,None,Low,Immediate,High,0.7194245,2.25,1.797619,1.5,32
21.73267,41,Male,WheelChair,High,Immediate,Low,0.8449514,2.5,2.136364,2.25,32
21.97209,43,Male,None,High,Immediate,Low,0.7722008,2.75,2.204546,2,33
23.59729,20,Female,None,Low,Immediate,Low,0.6993007,2.25,1.9375,1.75,33
23.92402,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2.145833,2,33
24.10205,20,Female,None,Medium,Immediate,Low,0.7770008,2.5,2.072917,2,34
24.68393,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.1,2,31
24.94994,20,Female,None,Medium,Immediate,High,0.6993007,2,1.54,1.5,33
26.02294,36,Male,None,High,Lagging,Low,0.7490637,2.5,2.336538,1.75,34
26.35684,22,Female,None,High,Immediate,Low,0.7042254,2.5,2.194444,1.5,32
26.94202,23,Male,None,Medium,Lagging,Low,0.6872852,2.5,2.212963,2,32
27.06891,54,Female,None,Medium,Immediate,Low,0.8084074,2.25,1.916667,1.5,32
27.87908,33,Female,None,Medium,Immediate,Low,0.7204611,2.5,2.125,2,31
28.2308,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.107143,2,31
28.90985,20,Female,None,High,Immediate,Low,0.6993007,2.5,2.008621,2,32
29.17148,26,Male,None,High,Immediate,Low,0.6968641,2.5,2.043103,2.25,32
29.17148,50,Female,None,High,Lagging,High,0.7874016,2.25,1.887931,2,32
29.97283,39,Female,None,High,Immediate,Low,0.7407407,2.75,2.066667,2,30
30.11127,30,Male,None,Low,Immediate,Low,0.7142857,2.75,2.5,2.5,33
30.33476,46,Female,None,Low,Immediate,Low,0.7794232,2.75,2.274194,2.25,33
31.74225,44,Female,None,High,Immediate,Low,0.7806401,2.25,1.90625,2,32
31.74225,44,Male,None,Low,Lagging,Low,0.7782102,3,2.609375,2.25,33
32.14813,38,Male,None,Medium,Lagging,Low,0.7662836,2.75,2.507812,2.25,33
32.76106,20,Male,None,Low,Lagging,Low,0.6666667,2.25,2.015152,1.5,32
32.89542,58,Male,None,Medium,Immediate,Low,0.8196721,2.75,2.174242,2.75,33
33.29796,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.356061,2.5,32
34.1169,20,Male,None,High,Lagging,Low,0.6666667,2.5,2.102941,1.75,32
34.334,65,Male,None,High,Immediate,Low,0.8333333,2.25,2.028571,2,34
34.91517,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.4,2,32
35.0686,32,Female,None,High,Lagging,Low,0.7158197,2.5,2.1,1.5,32
35.23494,20,Female,None,Low,Lagging,Low,0.6993007,3,2.25,1.5,34
35.23494,25,Female,WalkingStick,Low,Lagging,Low,0.8255934,3,2.548611,2.25,33
35.63304,20,Female,None,Low,Lagging,Medium,0.6993007,2.25,1.819444,1.25,33
35.7595,20,Female,None,High,Lagging,Low,0.6993007,2.75,1.805556,1.75,32
35.9988,59,Female,None,Medium,Immediate,Low,0.8223684,2.25,1.944444,2,33
36.3541,20,Female,None,High,Immediate,Low,0.6993007,2.75,2.168919,2.5,34
36.95504,20,Female,None,High,Lagging,Low,0.6993007,2.5,2.121622,2.5,34
37.13493,61,Male,None,High,Lagging,Low,0.8196721,2.75,2.391892,2.25,31
37.64464,20,Female,WalkingStick,High,Lagging,Low,0.8227067,2.75,1.967106,1.5,33
37.64464,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.302632,2.25,31
37.90349,20,Male,None,Medium,Lagging,Low,0.6666667,2.5,2.131579,2,34
38.34587,20,Female,None,High,Immediate,Medium,0.6993007,2.25,2.089744,2,32
38.34587,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.282051,2.25,33
38.34587,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.435897,2.25,33
38.77938,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.128205,2,31
38.77938,43,Female,None,High,Lagging,Low,0.7727975,2.5,2.038461,1.75,32
38.96862,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.083333,2.75,32
39.33457,41,Male,None,Medium,Immediate,Low,0.7604563,2.75,1.975,2,32
39.891,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.50625,2,33
40.39911,72,Male,None,Low,Immediate,Low,0.8849558,2.75,2.34756,2.25,32
42.0425,21,Male,None,Medium,Immediate,Low,0.6734006,2.75,2.142858,2,33
42.0425,37,Male,None,Low,Lagging,Low,0.7575758,2.75,2.196429,1.5,34
42.0425,24,Male,None,Medium,Lagging,Medium,0.6944444,2.5,2.196429,2.5,33
42.0425,27,Female,None,Low,Lagging,Medium,0.7072136,2.5,2.041667,2.25,29
42.0425,22,Female,None,Low,Immediate,High,0.7042254,2.25,1.583333,2,32
42.0425,20,Female,None,High,Lagging,Low,0.6993007,3,2.339286,1.5,32
42.8809,64,Female,None,High,Immediate,Medium,0.8368201,2.25,1.744186,1.5,32
43.29963,45,Male,None,Medium,Lagging,Medium,0.7692308,2.75,2.005814,2.75,32
43.29963,36,Male,None,High,Lagging,Medium,0.7490637,2.5,2.075582,1.5,31
43.68138,24,Male,None,Low,Immediate,Low,0.6944444,2.75,2.335227,2.5,33
44.35269,56,Male,None,High,Immediate,High,0.8064516,2.5,1.716667,1.5,32
44.57666,74,Male,None,Medium,Lagging,Low,0.9009009,2.75,2.3,2.25,29
44.75219,37,Male,None,High,Lagging,Low,0.7575758,2.75,2.355555,2.25,30
44.75219,20,Male,WheelChair,Low,Immediate,High,0.7407407,2.5,1.883333,1.75,33
44.93641,49,Male,None,High,Lagging,Low,0.7936508,2.75,2.466667,2.75,32
45.12396,20,Female,None,High,Lagging,Medium,0.6993007,2.5,2.144445,1.75,33
45.3129,20,Female,None,High,Lagging,Low,0.6993007,3,2.565217,2.5,32
45.3129,49,Male,None,High,Lagging,Low,0.7936508,2.75,2.423913,2.25,31
45.84298,27,Male,None,Medium,Lagging,High,0.7042254,2.25,1.673913,1.5,33
46.05333,26,Male,None,High,Lagging,Medium,0.6968641,2.25,2.016304,1.75,33
46.37833,32,Male,None,High,Lagging,Medium,0.729927,2.5,1.888298,2.25,30
46.59579,27,Female,None,Low,Lagging,Medium,0.7072136,2.25,2,1.75,32
46.77385,47,Female,None,Medium,Immediate,High,0.78125,2.25,1.707447,1.75,34
46.77385,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.547872,2.25,33
47.31501,43,Male,None,Medium,Immediate,High,0.7722008,2.25,1.598958,1.75,33
47.49052,20,Female,None,High,Lagging,High,0.6993007,2.5,1.994792,2,32
47.69927,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.463542,2,32
47.69927,56,Male,None,Medium,Lagging,Low,0.8064516,2.5,2.171875,2.25,33
48.05798,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.510417,2.5,32
48.34749,32,Female,None,High,Immediate,High,0.7158197,2.5,2.117347,1.75,30
48.34749,20,Male,None,High,Lagging,Low,0.6666667,2.25,2.071428,2,33
49.27275,20,Female,WalkingStick,Medium,Lagging,Low,0.8227067,2.75,2.045918,2.5,32
50.01719,20,Male,WheelChair,High,Lagging,Low,0.7407407,2.75,2.43,2.25,32
50.01719,40,Female,None,Low,Lagging,Low,0.7621951,2.75,2.375,2.25,30
50.32531,52,Male,None,High,Immediate,Medium,0.7968128,2.5,2.053922,1.75,32
50.32531,20,Female,None,Low,Lagging,Low,0.6993007,3,2.490196,2.5,34
50.32531,27,Female,None,High,Immediate,Low,0.7072136,3,2.460784,2.25,31
51.73092,20,Female,None,Medium,Lagging,High,0.6993007,2,1.793269,1.75,30
51.73092,28,Male,None,High,Lagging,High,0.7117438,2.25,1.83173,1.25,34
51.73092,20,Female,None,Low,Immediate,Low,0.6993007,2.5,2.048077,2.25,34
51.73092,20,Female,None,Medium,Lagging,Low,0.6993007,2.75,2.4375,2,34
51.73092,20,Female,None,Medium,Immediate,Medium,0.6993007,2.5,1.826923,1.75,33
51.73092,51,Female,None,Low,Immediate,Low,0.7936508,3,2.105769,2.75,30
51.73092,52,Male,None,High,Lagging,Low,0.7968128,2.75,2.283653,2.75,31
52.29482,35,Female,None,High,Lagging,High,0.723589,2.25,1.802885,1.75,33
52.29482,20,Male,None,Medium,Immediate,Low,0.6666667,2.25,1.798077,1.5,31
52.29482,30,Female,None,Low,Immediate,Low,0.7117438,2.5,2.004808,1.75,30
52.69137,24,Male,None,Medium,Lagging,Low,0.6944444,2.75,2.391509,2.25,29
52.9297,44,Male,None,High,Immediate,Medium,0.7782102,2.75,1.792453,2.5,33
54.01506,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.157408,2.25,30
54.01506,52,Female,None,High,Immediate,High,0.7980846,2.5,2.333334,2.25,34
54.01506,20,Female,None,High,Lagging,Low,0.6993007,2.5,2.347223,2.5,32
54.50305,52,Female,None,High,Lagging,Medium,0.7980846,2.25,2.145454,1.75,32
54.50305,24,Male,None,High,Lagging,Low,0.6944444,2.75,2.077273,1.75,34
