Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
48.65926,28,Male,None,High,Lagging
48.82354,71,Female,None,Low,Lagging
49.06612,51,Male,None,Medium,Immediate
49.15009,52,Male,None,High,Lagging
49.56889,39,Male,None,High,Lagging
49.64871,22,Male,None,Low,Lagging
49.82158,78,Male,None,High,Lagging
49.98853,33,Male,None,High,Lagging
50.40707,33,Female,None,Medium,Lagging
50.50209,50,Female,None,High,Lagging
50.56276,21,Female,None,Medium,Lagging
50.65822,35,Male,WakingStick,Medium,Immediate
51.15489,32,Female,None,High,Lagging
51.24192,76,Male,None,Low,Lagging
51.24192,77,Female,None,Low,Lagging
51.24192,76,Female,WheelChair,Medium,Lagging
51.89942,52,Male,None,Medium,Lagging
52.32376,81,Female,None,Low,Lagging
52.73508,69,Male,None,Medium,Lagging
53.06944,79,Male,None,Medium,Lagging
53.15362,58,Male,None,High,Lagging
53.4111,37,Female,None,Low,Lagging
53.65332,87,Male,None,Medium,Immediate
53.65332,47,Male,None,High,Lagging
53.65332,70,Female,None,Low,Lagging
54.31794,35,Female,WakingStick,High,Lagging
54.65502,91,Female,None,High,Lagging
54.73468,92,Female,None,Medium,Immediate
54.73468,32,Female,None,Medium,Lagging
55.40689,67,Female,None,Low,Lagging
55.40689,53,Male,None,Low,Immediate
55.48542,90,Male,None,Low,Lagging
55.90282,40,Male,None,Low,Lagging
56.06707,49,Male,None,Low,Lagging
56.06707,48,Female,None,Medium,Lagging
56.06707,36,Male,None,Medium,Lagging
56.14979,64,Female,None,Low,Immediate
56.40251,33,Male,None,Low,Immediate
56.73946,76,Female,None,Low,Lagging
56.73946,29,Female,None,Medium,Lagging
56.98651,22,Male,None,Low,Lagging
57.15443,32,Female,None,High,Lagging
57.23948,70,Male,None,Low,Immediate
57.57566,23,Male,None,Low,Lagging
57.57566,98,Female,None,Medium,Lagging
57.73722,94,Male,None,High,Lagging
57.99018,90,Female,None,High,Lagging
57.99018,92,Female,WheelChair,High,Lagging
58.56928,78,Male,None,High,Immediate
58.6544,66,Male,WheelChair,High,Lagging
58.73973,20,Female,None,Medium,Lagging
58.98337,96,Male,None,Medium,Lagging
59.40601,74,Female,None,High,Lagging
59.49177,52,Male,None,Medium,Lagging
59.8162,47,Female,None,Medium,Lagging
59.8162,80,Male,None,Low,Immediate
60.14938,35,Female,None,High,Lagging
60.23374,84,Female,None,High,Lagging
60.65551,94,Female,None,High,Lagging
60.81533,41,Male,None,Low,Lagging
60.90051,21,Female,None,Medium,Lagging
60.98747,32,Male,None,Medium,Lagging
61.23588,29,Female,None,Medium,Lagging
61.40544,83,Male,None,High,Immediate
61.74082,80,Male,WakingStick,Low,Lagging
61.74082,27,Male,WheelChair,Medium,Immediate
62.23737,28,Male,None,High,Lagging
62.65147,73,Male,None,Medium,Lagging
62.65147,76,Male,None,Low,Lagging
62.74028,80,Male,None,Low,Lagging
63.15578,50,Male,None,High,Lagging
63.48376,54,Male,None,Low,Lagging
63.81857,87,Male,None,Low,Lagging
63.98285,55,Female,None,High,Lagging
64.15273,95,Female,WheelChair,Medium,Lagging
64.56684,96,Male,None,Medium,Immediate
64.56684,41,Male,None,Low,Lagging
64.73675,34,Male,None,Medium,Lagging
65.31977,84,Male,None,Low,Lagging
65.65592,62,Male,None,Low,Lagging
65.65592,97,Male,None,Low,Lagging
65.73963,40,Male,None,High,Lagging
65.90221,61,Female,None,High,Lagging
66.48285,32,Male,WakingStick,Low,Lagging
66.56635,51,Male,None,Low,Immediate
66.73402,84,Female,None,Low,Lagging
67.23734,45,Female,None,Medium,Lagging
67.23734,27,Male,None,High,Lagging
67.40476,71,Female,None,Medium,Lagging
67.5571,99,Female,None,Medium,Lagging
67.98859,44,Male,None,Low,Lagging
68.15167,40,Female,None,Low,Lagging
68.23985,86,Male,None,High,Lagging
68.31914,64,Male,None,High,Lagging
68.31914,54,Female,None,High,Lagging
68.48964,29,Female,None,High,Lagging
68.65574,41,Male,None,High,Lagging
68.90581,49,Male,None,Low,Immediate
69.31704,65,Male,None,Low,Lagging
69.57262,69,Male,None,Medium,Lagging
69.57262,70,Male,None,Medium,Lagging
70.23429,99,Female,None,High,Lagging
70.4865,56,Female,None,Low,Immediate
70.56844,75,Male,None,Low,Lagging
70.56844,72,Female,None,Medium,Lagging
70.98752,58,Male,None,Low,Immediate
71.23537,71,Male,None,High,Lagging
71.32369,61,Female,None,Low,Lagging
71.32369,71,Female,None,Medium,Lagging
71.90277,35,Female,None,Medium,Lagging
71.98469,76,Male,None,Medium,Lagging
72.40356,59,Female,None,High,Lagging
72.73684,68,Female,None,High,Lagging
72.90287,78,Male,None,Medium,Lagging
73.23737,84,Male,None,Medium,Lagging
73.40269,53,Female,None,Medium,Immediate
73.73534,40,Female,None,Low,Lagging
74.2355,38,Female,None,High,Lagging
74.32638,60,Male,None,Low,Lagging
74.40155,63,Male,None,Medium,Immediate
74.40155,34,Male,None,Low,Lagging
74.73428,83,Male,None,Medium,Lagging
74.90134,37,Male,None,Medium,Lagging
74.98952,69,Male,None,Low,Lagging
75.31686,43,Male,None,High,Immediate
75.4018,54,Female,None,High,Lagging
75.56866,38,Male,None,Low,Lagging
76.07021,37,Female,None,Low,Lagging
76.31644,81,Female,None,Low,Lagging
76.65476,41,Male,None,High,Immediate
76.73889,81,Female,None,Low,Lagging
77.23429,76,Female,None,Low,Lagging
77.31579,29,Male,None,Low,Lagging
77.40078,75,Female,None,High,Lagging
78.06892,25,Female,None,Medium,Lagging
78.23692,67,Female,None,High,Lagging
78.48883,68,Female,None,Medium,Lagging
78.90405,90,Male,None,Medium,Lagging
78.90405,32,Female,None,Low,Lagging
79.65518,60,Female,None,Low,Lagging
80.23675,98,Female,None,Medium,Lagging
80.90301,61,Male,None,Low,Lagging
81.98493,99,Male,None,Low,Lagging
82.4002,31,Female,None,Medium,Lagging
82.65036,65,Female,None,Low,Lagging
83.15631,29,Male,None,Medium,Lagging
83.98608,68,Female,None,Low,Lagging
83.98608,89,Male,None,High,Immediate
84.15562,93,Male,None,High,Lagging
84.56942,43,Male,None,Low,Lagging
84.82235,65,Male,None,Medium,Lagging
85.40101,25,Female,None,Low,Lagging
85.90495,61,Male,None,Low,Lagging
86.73579,36,Male,None,Low,Immediate
88.48493,30,Female,None,Low,Lagging
88.57381,81,Male,None,High,Lagging
88.9856,60,Female,None,Medium,Lagging
89.23869,86,Female,None,Low,Immediate
89.7382,41,Male,None,Low,Lagging
89.81758,97,Female,None,High,Lagging
90.40498,81,Male,None,High,Lagging
91.07211,79,Male,None,High,Lagging
91.89897,81,Female,None,Low,Lagging
92.58052,65,Male,None,High,Lagging
93.23988,86,Female,None,Low,Immediate
93.65585,99,Male,None,Medium,Lagging
94.40518,95,Male,None,Low,Lagging
94.4883,75,Female,None,Low,Lagging
94.81756,99,Female,None,Low,Immediate
94.98661,67,Female,None,Low,Immediate
95.48849,92,Male,None,Medium,Lagging
96.15407,61,Female,None,Low,Lagging
96.98274,75,Female,None,Low,Lagging
98.07432,94,Female,WheelChair,Low,Immediate
98.2382,92,Male,None,Low,Lagging
98.98628,63,Male,None,Low,Immediate
99.14973,82,Male,None,High,Lagging
99.98405,74,Female,None,Low,Lagging
101.1522,32,Male,None,Low,Lagging
101.2366,97,Female,None,Low,Lagging
101.9886,33,Female,None,Low,Lagging
103.4886,99,Male,None,Low,Lagging
103.573,85,Female,None,Low,Lagging
106.1572,75,Female,None,Medium,Lagging
107.485,99,Female,None,Low,Lagging
108.6563,57,Male,None,Low,Lagging
112.1502,65,Male,None,Low,Lagging
112.1502,64,Male,None,Low,Lagging
112.6562,29,Female,None,Low,Lagging
114.5669,68,Male,None,Low,Lagging
115.155,27,Female,None,Low,Lagging
119.4074,98,Male,None,Low,Lagging
121.8215,52,Male,None,Low,Lagging
124.9042,97,Male,None,Low,Lagging
126.9005,97,Female,None,Low,Lagging
128.9015,87,Female,None,Low,Lagging
134.3979,72,Male,None,Low,Lagging
135.9044,65,Male,None,Low,Lagging
194.5681,79,Female,WakingStick,Low,Lagging
