Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
27.7211,62,Female,None,High,Immediate,Low,0.8237233,1,0.8285714,1,55
27.97294,60,Female,WheelChair,Low,Immediate,Low,0.9033424,0.8,0.7642857,0.8,56
28.65026,62,Female,None,High,Immediate,Low,0.8237233,0.8,0.6344827,0.6,52
28.6791,44,Female,None,Medium,Lagging,Low,0.7806401,0.8,0.8,0.8,56
29.25959,56,Female,None,Low,Lagging,Low,0.8064516,0.8,0.66,0.8,55
29.25959,54,Female,None,Low,Lagging,Medium,0.8084074,1.2,1.033333,1.2,56
29.25959,47,Male,WheelChair,High,Immediate,Medium,0.8680556,1.2,0.98,1,54
29.33682,47,Male,None,High,Immediate,Low,0.78125,0.8,0.8,0.8,54
29.64318,66,Female,None,Medium,Immediate,Medium,0.8403361,1.2,0.9066668,0.8,55
29.75702,44,Male,None,High,Immediate,Low,0.7782102,1,0.8533333,0.8,53
29.97221,41,Female,None,Low,Immediate,Low,0.761035,1,0.78,0.8,56
30.51507,48,Male,None,Medium,Lagging,Low,0.7874016,1.2,0.7999999,0.6,56
30.60174,71,Female,None,Medium,Immediate,Low,0.8741258,1.4,1.064516,0.8,57
30.68512,46,Male,None,High,Immediate,Low,0.7751938,0.8,0.6129032,0.6,53
31.56774,48,Male,WheelChair,High,Lagging,High,0.8748906,1.6,1.2375,1.2,56
31.6327,55,Male,None,Low,Immediate,Low,0.8,1.2,0.85625,1,55
32.6485,46,Male,None,Medium,Immediate,Low,0.7751938,1,0.7151516,1,56
32.74299,59,Female,None,High,Lagging,Low,0.8223684,0.8,0.7757576,0.8,57
33.28334,78,Female,None,Medium,Lagging,High,0.9276438,1.4,1.094118,1,56
33.28334,58,Male,None,Low,Lagging,Low,0.8196721,1,0.717647,1,57
33.47921,56,Female,None,Low,Immediate,Low,0.8064516,1,0.8529412,1,55
33.56794,40,Female,None,Medium,Lagging,Low,0.7621951,0.8,0.7764706,0.8,55
33.80945,51,Female,None,Low,Immediate,Low,0.7936508,1.4,0.9,1.4,54
34.2387,40,Female,None,High,Lagging,Low,0.7621951,0.8,0.8,0.8,55
34.75442,51,Male,None,High,Lagging,Low,0.7905138,1,0.7542857,0.8,57
35.35491,51,Female,None,Low,Lagging,Low,0.7936508,1,0.8166667,0.8,53
35.49488,66,Male,None,High,Immediate,Low,0.8403361,1.2,0.8222222,1.2,56
35.73178,75,Female,None,Low,Immediate,High,0.9082652,1.2,1.188889,1.2,55
35.99964,48,Female,None,High,Lagging,Low,0.7849293,1,1,1,54
36.60742,67,Male,None,High,Lagging,Low,0.8474576,1.2,0.8,0.8,56
36.69637,70,Female,None,Low,Lagging,High,0.8643043,1.6,1.243243,1,55
36.73703,75,Male,None,Medium,Lagging,Low,0.9090909,1.2,0.8648649,0.8,56
37.09489,64,Male,None,High,Lagging,Low,0.8403361,1,1,1,55
37.09489,62,Male,None,High,Immediate,Low,0.8264462,0.8,0.7736842,0.6,53
37.427,63,Male,None,High,Lagging,Low,0.8333333,0.8,0.7105265,0.8,55
37.53689,45,Male,None,High,Immediate,Low,0.7692308,1.2,0.8210526,0.8,50
37.58775,54,Female,None,High,Immediate,Low,0.8084074,1,0.9736842,0.8,56
37.75637,44,Male,None,Low,Immediate,High,0.7782102,1.6,1.236842,1.2,50
37.89652,78,Female,None,High,Immediate,Low,0.9276438,0.8,0.7157896,0.6,55
38.13406,41,Male,None,High,Lagging,High,0.7604563,1.4,1.210256,1.2,54
38.23966,59,Male,None,Medium,Lagging,Low,0.8264462,1.4,1.092308,1,56
38.28329,46,Male,None,High,Lagging,Low,0.7751938,1.2,0.8512821,0.8,56
38.49589,47,Female,None,High,Immediate,Low,0.78125,0.8,0.7692308,0.8,56
38.53859,80,Male,None,High,Lagging,Low,0.952381,1,0.6717949,0.6,56
38.53859,72,Male,WakingStick,High,Lagging,Low,1.041124,1.2,1.015384,1,53
39.09107,62,Female,None,Medium,Immediate,Low,0.8237233,1.2,0.8650001,1.2,55
39.32829,76,Female,None,Medium,Lagging,Low,0.9149131,0.8,0.6200001,0.6,56
39.32829,61,Male,WakingStick,Low,Immediate,Medium,0.9643201,1,0.98,1,57
39.37807,65,Male,WakingStick,High,Lagging,Low,0.9803922,1,0.9299999,1,55
39.48469,80,Female,None,Low,Immediate,Low,0.9372071,1.2,0.875,1.2,56
39.92292,69,Male,None,High,Lagging,Medium,0.862069,1,0.8700001,0.8,56
39.95965,64,Female,None,Medium,Immediate,Low,0.8368201,1.2,0.9,1,56
40.00099,64,Male,None,High,Lagging,Low,0.8403361,0.8,0.73,0.8,55
40.30987,48,Female,WheelChair,High,Lagging,High,0.8721437,1.4,1.341464,1.4,56
40.37481,68,Male,None,High,Lagging,Low,0.8547009,0.8,0.6926829,0.6,56
40.43694,53,Female,None,High,Lagging,Low,0.8038585,1,0.8829268,1,56
40.54125,70,Female,None,Low,Lagging,Low,0.8643043,1.4,0.9317073,0.6,56
40.67929,59,Female,None,Medium,Lagging,Low,0.8223684,1.2,0.8146341,0.8,57
41.12111,75,Male,None,Low,Lagging,Low,0.9090909,0.8,0.7904761,0.8,56
41.12111,50,Female,None,High,Immediate,Low,0.7874016,1,0.7095239,0.6,54
41.12111,74,Female,None,High,Lagging,Low,0.90009,1.2,0.8571429,1.2,58
41.28669,68,Male,None,Low,Lagging,Low,0.8547009,1,0.8095238,0.8,58
41.28669,67,Male,None,Medium,Lagging,Low,0.8474576,0.6,0.6,0.6,56
41.68022,53,Female,None,High,Lagging,Low,0.8038585,1,0.8047619,1,57
41.68022,66,Female,None,High,Lagging,High,0.8403361,1.4,1.214286,1.4,55
41.83498,66,Female,None,Medium,Lagging,Medium,0.8403361,1.4,1.042857,1.2,54
41.92799,69,Female,None,High,Immediate,Low,0.8605852,1.2,0.8000001,0.8,58
42.36951,76,Male,WheelChair,Medium,Lagging,High,1.019368,1.4,1.083721,1,55
42.41195,67,Male,None,High,Immediate,Medium,0.8474576,1.2,0.944186,1.2,57
42.49268,55,Male,WakingStick,High,Lagging,Medium,0.9411765,1,1,1,55
42.55822,47,Female,None,Medium,Lagging,Low,0.78125,1,0.9674419,1,55
43.05816,50,Female,None,Medium,Lagging,Low,0.7874016,1.2,0.7818182,0.6,56
43.05816,47,Male,None,Medium,Lagging,Low,0.78125,1,0.8681818,1,56
43.05816,47,Male,WheelChair,Low,Lagging,Medium,0.8680556,1,0.9727273,1,57
43.20054,40,Female,None,Medium,Immediate,Low,0.7621951,1.2,0.7772728,0.8,53
43.36359,63,Female,None,Low,Lagging,Low,0.8319467,1.2,0.7727272,0.6,55
43.6258,56,Male,None,High,Lagging,Low,0.8064516,0.8,0.7954546,0.6,56
43.65281,68,Female,None,Medium,Lagging,Low,0.8547009,1,0.8409091,0.6,57
43.82256,44,Male,None,High,Lagging,Low,0.7782102,1.4,0.8545455,0.8,55
43.93493,51,Male,None,Medium,Immediate,Low,0.7905138,0.8,0.6318182,0.6,56
44.18122,46,Female,None,High,Lagging,Low,0.7794232,0.8,0.6844444,0.6,55
44.32334,56,Female,WheelChair,Low,Lagging,Low,0.8960573,1.2,0.8266667,1.2,53
44.355,66,Female,None,Low,Lagging,Low,0.8403361,1,0.8533334,0.8,55
44.63219,49,Female,None,Medium,Lagging,High,0.7905138,1.2,1.102222,1.2,55
44.77477,49,Female,WheelChair,Low,Lagging,Low,0.8783487,0.8,0.7644445,0.8,56
45.06274,45,Male,None,Medium,Lagging,Medium,0.7692308,1.2,0.9869565,0.8,56
45.06274,43,Male,None,Medium,Lagging,Low,0.7722008,1.4,0.8826087,0.6,55
45.19865,79,Male,None,High,Lagging,Low,0.9433963,1,0.9043478,0.6,56
45.61314,63,Female,None,Low,Immediate,Low,0.8319467,0.8,0.626087,0.6,57
45.61314,63,Female,None,Low,Lagging,Low,0.8319467,1.4,0.7956522,0.8,57
45.8339,51,Male,None,High,Lagging,Medium,0.7905138,1.2,1.06087,1,57
46.11729,77,Male,None,Low,Immediate,Low,0.9259259,1,0.7446809,0.8,52
46.25562,58,Male,WheelChair,Low,Immediate,Low,0.9107468,1.2,0.8170213,1.2,54
46.55743,61,Male,None,Low,Lagging,Low,0.8196721,0.8,0.7659575,0.6,51
46.679,72,Female,None,Low,Immediate,High,0.8833923,1.6,1.251064,1,52
47.07272,59,Male,WheelChair,High,Lagging,Low,0.9182736,1.4,0.9833332,1,54
47.07272,74,Male,None,High,Lagging,Low,0.9009009,0.8,0.625,0.6,57
47.52448,52,Male,None,Medium,Immediate,Medium,0.7968128,1.6,1.070833,1,54
47.82751,46,Male,None,Medium,Lagging,Low,0.7751938,1.4,0.8083334,0.6,53
48.079,64,Male,None,High,Immediate,Low,0.8403361,1.2,0.7755103,1,55
48.10574,79,Female,None,High,Lagging,Medium,0.9328358,1,0.8816327,0.8,56
48.34735,67,Male,None,High,Lagging,Low,0.8474576,1,0.877551,0.8,53
48.45154,51,Female,WheelChair,High,Immediate,Low,0.8818343,1.2,0.8653063,1,55
48.71772,62,Female,None,Low,Lagging,Low,0.8237233,1.2,0.8612245,0.8,57
49.08606,43,Male,WheelChair,High,Lagging,Low,0.8580009,0.8,0.692,0.8,54
49.08606,45,Female,None,Medium,Lagging,Low,0.7722008,1.4,0.8520001,0.8,54
49.23082,46,Female,None,High,Lagging,Low,0.7794232,0.8,0.66,0.6,56
49.23082,49,Male,None,Low,Immediate,Low,0.7936508,0.8,0.8,0.8,57
49.23082,56,Female,WheelChair,Low,Lagging,Low,0.8960573,1.2,0.836,0.6,53
49.66193,63,Male,None,High,Lagging,Low,0.8333333,1.4,1.04,1.4,54
49.6996,45,Male,None,High,Lagging,Medium,0.7692308,1,0.9239998,0.8,56
49.81371,60,Male,None,High,Lagging,Low,0.8130081,1,0.864,1,57
49.87893,58,Female,None,High,Lagging,Low,0.8156607,1.2,0.7080001,0.6,56
50.08884,67,Female,WheelChair,Medium,Immediate,Low,0.9416196,1.2,0.8509804,0.8,57
50.13264,79,Male,None,High,Immediate,Low,0.9433963,1,0.9215685,0.8,55
50.25206,69,Male,None,Medium,Lagging,Low,0.862069,1,0.8941177,1,55
50.41367,52,Female,WheelChair,High,Lagging,Low,0.8867607,1,0.6235294,0.6,55
50.44807,46,Male,None,High,Lagging,Medium,0.7751938,1.2,0.9568627,0.8,55
50.47273,43,Female,None,Medium,Lagging,Medium,0.7727975,1,0.9529412,1,56
51.05606,64,Female,None,High,Lagging,Low,0.8368201,1.2,0.8615385,1.2,57
51.05606,74,Female,None,High,Immediate,Low,0.90009,1,0.75,0.6,53
51.05606,41,Female,WheelChair,Low,Lagging,Low,0.8455945,0.8,0.7692308,0.8,56
51.35781,78,Female,None,Low,Lagging,Low,0.9276438,1.2,0.8615384,1,56
51.37453,62,Female,None,Low,Lagging,Low,0.8237233,0.8,0.8,0.8,55
51.39161,70,Male,None,High,Immediate,Low,0.8695652,1,0.7807693,0.8,52
51.4152,62,Male,None,High,Lagging,Low,0.8264462,1.2,0.7807692,1.2,54
51.51286,49,Female,None,Medium,Lagging,Low,0.7905138,1,0.7115386,0.8,55
51.51286,59,Male,None,Medium,Immediate,Low,0.8264462,1.2,0.873077,0.6,55
51.95345,78,Female,None,High,Lagging,Medium,0.9276438,1.2,1.115385,1.2,55
52.15102,40,Male,None,Medium,Lagging,Low,0.7547169,1,0.8943397,0.8,55
52.2005,52,Male,None,Low,Immediate,Low,0.7968128,1,0.8867924,0.8,54
52.39016,77,Male,None,High,Immediate,Low,0.9259259,1,0.7396227,0.6,56
52.61552,54,Female,WakingStick,High,Lagging,Medium,0.9510676,1.4,1.067925,1,55
53.01347,45,Female,None,Low,Lagging,Medium,0.7722008,1,0.9851851,1,55
53.01347,79,Male,None,Medium,Lagging,Low,0.9433963,0.8,0.7296298,0.8,55
53.13626,56,Male,WheelChair,High,Lagging,Low,0.8960573,0.8,0.7851852,0.8,57
53.32743,43,Male,WheelChair,Low,Lagging,Low,0.8580009,0.8,0.6851852,0.6,54
53.39939,42,Male,None,High,Lagging,Low,0.7662836,0.8,0.7666667,0.6,55
53.48856,56,Female,None,Medium,Lagging,Low,0.8064516,1.2,0.9074075,1.2,56
53.56233,75,Female,None,Low,Immediate,Medium,0.9082652,1.2,0.974074,1,57
53.91871,72,Female,None,Low,Immediate,Low,0.8833923,1.2,0.8111111,0.8,57
54.08962,51,Female,None,High,Lagging,Low,0.7936508,1,0.7272727,0.6,55
54.16806,78,Female,None,High,Lagging,Low,0.9276438,1.2,0.7054545,0.6,56
54.21223,64,Male,None,Low,Lagging,High,0.8403361,1.2,1.149091,1.2,54
54.71634,74,Male,None,Low,Lagging,Medium,0.9009009,1.6,1.109091,0.8,55
54.7389,71,Female,None,Low,Lagging,Low,0.8741258,1.2,0.9381819,1,57
55.00696,65,Female,WheelChair,Low,Lagging,Low,0.9282465,1.2,0.8392857,1,53
55.00696,49,Female,None,High,Lagging,Low,0.7905138,1.2,0.775,0.6,54
55.00696,48,Male,None,Medium,Lagging,Low,0.7874016,1.2,0.8071429,0.8,57
55.24528,74,Female,None,Low,Lagging,Low,0.90009,0.8,0.6214285,0.6,52
55.31616,73,Female,None,High,Lagging,High,0.8912656,1.6,1.25,1,55
55.31616,43,Male,None,Low,Lagging,Low,0.7722008,1,0.8,0.8,56
55.43509,56,Female,None,High,Lagging,Low,0.8064516,1,0.7642856,1,56
55.52042,75,Female,None,Low,Lagging,Medium,0.9082652,1.4,0.8964285,0.8,57
55.52042,50,Female,WakingStick,Low,Lagging,High,0.9263548,1.6,1.139286,1.2,57
55.82355,64,Female,None,High,Lagging,Low,0.8368201,1.2,0.7642856,0.8,54
55.88709,54,Male,None,Medium,Immediate,Low,0.8097166,0.8,0.6857142,0.6,53
56.11176,70,Male,None,Low,Lagging,Low,0.8695652,1,0.6631579,0.6,54
56.11176,72,Female,None,Medium,Lagging,Low,0.8833923,0.8,0.8,0.8,56
56.41509,42,Female,None,Low,Lagging,Low,0.7639419,1,0.6982456,0.8,57
56.69235,58,Male,None,High,Lagging,High,0.8196721,1.6,1.284211,1.2,54
56.73587,50,Male,None,High,Immediate,Low,0.7843137,1.2,0.7719299,0.8,55
57.04319,62,Male,WakingStick,Medium,Immediate,Low,0.9722897,1,0.7379311,0.8,57
57.04319,62,Female,None,Medium,Immediate,Low,0.8237233,1.2,0.7655172,0.6,55
57.17509,50,Female,WheelChair,Low,Lagging,Low,0.8748906,0.8,0.7172413,0.6,55
57.53628,54,Male,None,Medium,Lagging,Medium,0.8097166,1.4,1.041379,1,56
57.57484,70,Female,None,High,Immediate,Low,0.8643043,1,0.7896551,1,56
57.65858,54,Male,None,High,Lagging,High,0.8097166,1.4,1.210345,1.2,54
57.65858,60,Female,None,Medium,Immediate,Low,0.8130081,1.2,0.9034482,1,55
57.90798,67,Female,None,Medium,Lagging,Medium,0.8474576,1.2,1.003448,1.2,57
58.19555,51,Male,None,Medium,Lagging,Low,0.7905138,1.2,0.918644,1,56
58.19555,69,Male,None,Low,Immediate,Low,0.862069,1.2,0.759322,0.8,56
58.3523,55,Male,WheelChair,Medium,Lagging,Low,0.8888889,1,0.8372881,0.6,56
58.3523,70,Female,None,Medium,Immediate,Low,0.8643043,1.2,0.8,0.8,54
58.45937,43,Male,None,Medium,Immediate,High,0.7722008,1.4,1.155932,1,53
58.51468,46,Female,None,Low,Lagging,Low,0.7794232,1.2,0.8474576,1,55
58.68166,61,Female,None,Low,Lagging,Low,0.8223684,1.2,0.7389832,0.6,51
58.96973,76,Female,None,High,Lagging,Low,0.9149131,1.2,0.9084745,0.8,55
59.09716,64,Female,None,Low,Lagging,High,0.8368201,1.6,1.136667,1.2,54
59.14265,73,Female,None,Medium,Lagging,Low,0.8912656,1.2,0.8266667,1.2,57
59.40281,66,Male,None,Low,Lagging,Medium,0.8403361,1,0.8900001,1,55
59.65784,75,Male,None,Medium,Lagging,Medium,0.9090909,1.2,1.073333,1,54
59.65784,53,Male,WakingStick,High,Lagging,Low,0.9449564,1,0.7566667,0.8,58
59.72654,66,Female,WheelChair,Medium,Immediate,Low,0.9337067,0.8,0.7066666,0.8,54
59.72654,46,Female,None,Medium,Lagging,Low,0.7794232,1.4,0.9466667,1.2,55
59.97055,56,Female,None,Low,Lagging,Low,0.8064516,1.2,0.8266666,0.8,57
60.00703,62,Female,WakingStick,Medium,Immediate,Low,0.9690862,1.4,0.990164,1,55
60.34047,65,Female,WheelChair,Medium,Lagging,Low,0.9282465,1.2,0.8754098,1,53
60.35684,49,Male,None,Medium,Immediate,High,0.7936508,1.4,1.190164,1.2,53
60.46228,47,Female,None,Low,Lagging,High,0.78125,1.4,1.255738,1.2,54
60.46228,58,Male,None,Medium,Lagging,Low,0.8196721,1,0.842623,0.8,54
60.75631,67,Male,WakingStick,Low,Lagging,Low,0.9970091,1.2,0.8295082,0.8,56
60.96716,67,Female,None,High,Lagging,Medium,0.8474576,1.2,0.8983608,1,52
60.96716,76,Male,None,Low,Immediate,Medium,0.9174312,1.2,0.937705,0.8,57
61.04055,77,Female,None,High,Immediate,Low,0.9225093,1,0.832258,0.6,55
61.17891,47,Male,None,Low,Lagging,Low,0.78125,1,0.7709677,0.8,54
61.25508,54,Female,WheelChair,Medium,Immediate,Low,0.8982305,1,0.8,0.8,57
61.92913,64,Male,None,Low,Lagging,Medium,0.8403361,1.4,1.058064,1,56
62.0732,69,Male,None,High,Lagging,High,0.862069,1.4,1.092064,1.2,56
62.0732,40,Male,WheelChair,Medium,Lagging,Low,0.8385744,1.2,0.8317461,0.8,56
62.33564,75,Female,None,High,Lagging,Low,0.9082652,1.2,0.7968253,0.8,56
62.40936,61,Female,None,Medium,Lagging,Low,0.8223684,1,0.6761904,1,54
62.45858,80,Female,WheelChair,Medium,Lagging,Low,1.041341,1.4,0.984127,1.4,55
62.53827,72,Male,WheelChair,Medium,Lagging,Low,0.9832842,1,0.768254,0.8,54
62.53827,54,Female,None,Medium,Lagging,Low,0.8084074,1.4,0.9746034,0.8,56
62.67974,51,Male,None,High,Lagging,Low,0.7905138,1.2,0.904762,1.2,56
62.75109,47,Male,None,High,Lagging,Low,0.78125,1,0.6825397,0.6,53
62.97262,65,Male,None,Medium,Immediate,Medium,0.8333333,1.2,0.9777778,1,53
62.97262,55,Female,None,Medium,Lagging,Low,0.8,1.4,0.8634921,0.8,55
63.21392,45,Female,None,Medium,Lagging,Low,0.7722008,1.2,0.8375,1,53
63.27921,65,Female,None,Low,Lagging,Low,0.8354219,0.8,0.775,0.8,53
63.66247,70,Male,None,High,Immediate,Low,0.8695652,1,0.728125,0.6,56
63.68822,73,Female,None,High,Lagging,Medium,0.8912656,1.2,0.8312501,1,57
63.79299,70,Female,None,Low,Lagging,Low,0.8643043,0.8,0.60625,0.6,54
63.8878,64,Male,None,Medium,Immediate,Low,0.8403361,0.8,0.7875,0.8,55
63.95119,44,Female,None,High,Immediate,Low,0.7806401,1.2,0.809375,0.8,57
64.07503,79,Female,WakingStick,High,Lagging,Low,1.097454,1,0.8215385,0.8,55
64.32887,65,Male,None,High,Immediate,Low,0.8333333,1,0.7661538,0.8,56
64.45546,54,Male,None,Low,Lagging,Low,0.8097166,1,0.8461539,0.8,56
64.48861,45,Female,None,Low,Lagging,High,0.7722008,1.8,1.224616,1,52
64.50867,76,Male,None,Low,Lagging,Low,0.9174312,1.2,0.8061538,0.8,54
64.91385,41,Male,None,Low,Lagging,Low,0.7604563,0.8,0.683077,0.6,57
64.91385,46,Male,None,High,Immediate,Medium,0.7751938,1.2,0.9784615,1.2,56
65.04243,51,Male,None,Low,Lagging,Low,0.7905138,1,0.8393941,1,53
65.09371,50,Female,None,Medium,Lagging,Low,0.7874016,1.2,0.8515152,1.2,52
65.29521,62,Male,None,High,Lagging,Low,0.8264462,1.2,0.6787879,0.8,58
65.29521,68,Female,None,Medium,Lagging,Low,0.8547009,1.2,0.6818182,0.6,54
65.37711,50,Male,None,Low,Lagging,Low,0.7843137,1.4,0.9606062,1,57
65.41469,76,Male,None,Low,Lagging,Low,0.9174312,1.2,0.8121212,0.8,56
65.50552,45,Male,None,High,Lagging,Low,0.7692308,1.2,0.8363636,0.8,56
65.74099,45,Female,None,High,Lagging,Low,0.7722008,1.4,0.8666666,0.6,54
65.97897,44,Male,None,Medium,Immediate,Low,0.7782102,1,0.7212122,1,57
65.99638,58,Male,None,Medium,Lagging,Low,0.8196721,0.8,0.6969696,0.6,55
66.08205,40,Male,None,Medium,Lagging,Low,0.7547169,1.2,0.8089552,0.8,52
66.12125,56,Female,None,High,Immediate,Low,0.8064516,1,0.674627,0.6,56
66.1588,45,Female,None,Low,Immediate,Low,0.7722008,0.8,0.7134328,0.8,52
66.60003,71,Male,None,Medium,Immediate,Low,0.877193,1.2,0.8208956,0.8,54
66.62723,67,Female,None,Medium,Lagging,Low,0.8474576,1,0.7283581,0.6,57
66.65129,69,Male,None,Medium,Lagging,Low,0.862069,1.2,0.880597,0.8,57
66.94875,43,Male,None,High,Lagging,Low,0.7722008,1.2,0.8835821,1,54
67.11332,70,Male,None,Low,Lagging,Low,0.8695652,1,0.864706,0.8,55
67.33614,59,Female,WakingStick,Medium,Lagging,Low,0.9674923,1,0.9558824,1,53
67.47196,61,Male,None,Medium,Immediate,Low,0.8196721,0.8,0.7676471,0.8,57
67.68916,54,Male,None,Medium,Lagging,Low,0.8097166,1.2,0.7882353,0.8,56
67.71738,44,Male,WheelChair,High,Lagging,Low,0.8646779,1.2,0.8911764,0.8,56
67.79672,57,Male,None,Medium,Lagging,High,0.8130081,1.2,1.12647,1.2,56
67.84544,68,Male,None,High,Lagging,Medium,0.8547009,1.2,1.067647,0.8,57
67.9576,40,Female,None,Medium,Lagging,Low,0.7621951,1.2,0.7764705,0.8,56
68.0018,69,Female,None,Medium,Immediate,Low,0.8605852,0.8,0.7941176,0.8,56
68.22208,60,Female,None,High,Immediate,Medium,0.8130081,1.2,0.9971014,1,55
68.46257,58,Female,WheelChair,Low,Lagging,Low,0.9062896,1.2,0.7217391,0.6,57
68.46257,58,Male,None,Low,Lagging,Medium,0.8196721,1.2,0.8231884,0.8,52
68.50637,66,Male,None,High,Lagging,Low,0.8403361,1,0.6840579,1,53
68.57091,41,Male,None,Medium,Lagging,Low,0.7604563,1,0.8405797,1,56
69.13864,49,Female,None,Low,Lagging,Low,0.7905138,1.2,0.7885717,0.6,55
69.15293,58,Female,None,High,Lagging,Low,0.8156607,1.2,0.8742858,0.8,53
69.20975,67,Female,WheelChair,Low,Lagging,Low,0.9416196,1,0.7828571,0.8,58
69.24116,62,Female,None,Medium,Lagging,Medium,0.8237233,1.2,1.005714,1,55
69.42383,56,Female,None,Medium,Immediate,Low,0.8064516,1,0.757143,0.6,53
69.75673,40,Female,None,Low,Immediate,Low,0.7621951,1,0.7599999,0.8,56
70.11852,70,Male,None,High,Lagging,Low,0.8695652,1.2,0.8591548,1,57
70.20065,51,Female,None,Medium,Lagging,Low,0.7936508,1,0.8112676,0.8,55
70.42046,73,Male,None,High,Lagging,Low,0.8928571,1.2,0.7971832,1,57
70.62132,67,Male,None,Medium,Lagging,Low,0.8474576,1.2,0.8338028,0.8,56
70.70232,65,Male,None,Medium,Immediate,Medium,0.8333333,1.2,1.005634,0.8,57
70.89108,54,Male,None,Medium,Lagging,Medium,0.8097166,1.2,0.8732395,0.8,57
70.94164,53,Female,None,Medium,Lagging,High,0.8038585,1.4,1.092957,1.4,55
71.02274,57,Female,WakingStick,Medium,Lagging,Low,0.9549274,1.2,0.7805556,1,56
71.06197,74,Female,None,Medium,Lagging,Low,0.90009,1,0.8333333,1,56
71.11495,65,Female,None,Low,Lagging,Medium,0.8354219,1.2,0.9944445,1.2,54
71.3026,60,Female,None,Low,Lagging,Medium,0.8130081,1.4,1.105556,1.2,52
71.72444,40,Male,WheelChair,Low,Lagging,Low,0.8385744,1.2,0.9000001,1.2,56
71.88747,42,Male,None,High,Lagging,Low,0.7662836,1.2,0.7944445,1,55
72.29979,56,Male,None,Medium,Lagging,Low,0.8064516,1.2,0.9123288,0.8,54
72.45229,78,Female,None,Medium,Lagging,High,0.9276438,1.4,1.153425,1.2,55
72.53557,63,Female,None,Low,Lagging,Low,0.8319467,1.2,0.7835616,0.8,56
72.75382,63,Male,None,Medium,Lagging,Low,0.8333333,1.2,0.8,0.8,54
72.89214,40,Female,WakingStick,Low,Lagging,Low,0.8967001,1.4,1.057534,1,56
72.93653,63,Female,WheelChair,Low,Lagging,Low,0.9243853,1.2,0.8986301,0.8,53
