Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
22.17027,58,Female,None,High,Immediate,Low,0.8156607,1,0.8272727,1,131
27.72662,41,Female,None,High,Immediate,Medium,0.761035,1.2,0.9928571,1.2,136
30.3468,20,Female,None,Medium,Immediate,Low,0.6993007,1,0.8066666,1,134
32.16139,85,Male,None,High,Immediate,Low,1,0.8,0.76875,0.6,132
33.74989,40,Male,None,High,Immediate,Low,0.7547169,0.8,0.7529412,0.8,137
36.11941,84,Female,None,Medium,Immediate,High,0.9587728,1.2,1.116667,1.2,133
36.61324,53,Male,None,High,Immediate,Low,0.8032128,0.8,0.6756757,0.8,135
37.89847,35,Female,None,High,Immediate,Low,0.723589,0.8,0.7578948,0.8,141
38.77096,36,Female,None,High,Immediate,Low,0.7194245,0.8,0.8,0.8,144
39.97113,20,Male,None,Medium,Immediate,High,0.6666667,1.2,1.195,1,145
40.65194,47,Male,None,Medium,Lagging,Low,0.78125,0.8,0.6390244,0.8,136
42.32008,22,Female,None,Medium,Immediate,Low,0.7042254,0.8,0.7952381,0.6,137
42.32008,44,Male,None,High,Immediate,Low,0.7782102,1.2,0.8476191,1,138
42.52433,32,Male,None,Medium,Immediate,Low,0.729927,1,0.6744186,1,139
42.52433,21,Male,None,High,Immediate,Low,0.6734006,1,0.8,0.8,138
43.66225,67,Female,None,High,Immediate,Medium,0.8474576,1,0.8181818,0.8,130
43.66225,52,Male,None,Medium,Immediate,Low,0.7968128,1,0.8,0.8,139
43.66225,37,Male,None,Low,Immediate,Medium,0.7575758,0.8,0.8,0.8,144
44.4747,51,Male,None,High,Immediate,Low,0.7905138,1,0.8266667,1,139
45.64926,62,Male,None,High,Immediate,High,0.8264462,1.2,1.173913,1.2,144
45.64926,99,Female,None,Low,Immediate,Low,1.785714,1,0.773913,0.6,144
45.96607,64,Female,None,Low,Immediate,Medium,0.8368201,1,0.8478261,1,140
46.09357,27,Female,WheelChair,Medium,Lagging,Low,0.7857928,0.8,0.6478261,0.8,132
46.16876,30,Female,None,Medium,Immediate,High,0.7117438,1.2,1.169565,1,133
46.51865,48,Female,None,High,Immediate,Low,0.7849293,0.8,0.6680852,0.6,143
47.64657,26,Female,None,Medium,Immediate,Low,0.7042254,0.8,0.6500001,0.6,133
47.64657,80,Female,None,Low,Immediate,Low,0.9372071,1,0.7958333,0.8,135
47.64657,32,Female,None,Low,Immediate,Low,0.7158197,1.2,0.7791668,0.8,139
47.64657,20,Female,None,High,Lagging,Low,0.6993007,0.8,0.725,0.8,130
47.64657,42,Male,None,High,Immediate,Low,0.7662836,1,0.6750001,1,142
48.12193,31,Female,None,Medium,Immediate,Low,0.7107321,0.8,0.7750001,0.8,141
48.12193,89,Female,None,High,Immediate,Low,1.02459,1.2,0.9250001,0.8,135
48.12193,32,Female,None,Medium,Immediate,Medium,0.7158197,1,0.8708335,1,137
48.76806,20,Female,None,Medium,Immediate,Low,0.6993007,0.8,0.6734694,0.6,139
49.63402,22,Male,None,Low,Immediate,Low,0.6802721,0.8,0.66,0.8,141
51.57211,61,Male,None,High,Immediate,Low,0.8196721,1.2,0.8807693,0.8,135
51.57211,89,Female,None,Medium,Immediate,Medium,1.02459,1,0.9192308,1,135
51.57211,40,Female,WheelChair,Medium,Immediate,Low,0.8468834,0.8,0.7192308,0.8,143
51.57211,20,Female,None,Medium,Immediate,Low,0.6993007,1.2,0.7576923,0.8,138
51.57211,74,Female,None,High,Immediate,Low,0.90009,0.8,0.7461538,0.8,138
52.04405,56,Male,None,Medium,Immediate,Low,0.8064516,0.8,0.7846154,0.8,140
52.08608,39,Male,None,Low,Immediate,Low,0.7751938,0.8,0.7461538,0.8,140
52.67278,25,Female,None,High,Lagging,Low,0.7017544,0.8,0.7622642,0.6,133
52.77252,21,Female,None,High,Immediate,Low,0.7012623,0.8,0.8,0.8,137
53.77252,27,Female,None,Medium,Immediate,High,0.7072136,1.2,1.1,1.2,130
53.77252,46,Male,None,High,Lagging,Low,0.7751938,0.8,0.662963,0.8,137
53.77252,26,Male,None,Medium,Lagging,Low,0.6968641,1,0.9296296,0.8,143
54.09913,56,Female,None,Medium,Lagging,Low,0.8064516,0.8,0.6481481,0.8,132
54.23792,62,Male,None,Medium,Immediate,Low,0.8264462,0.8,0.6629629,0.6,141
54.51684,58,Female,None,High,Immediate,Medium,0.8156607,1.2,0.9272728,1.2,134
54.51684,44,Female,None,High,Immediate,Medium,0.7806401,1,0.901818,0.8,139
54.59895,36,Male,None,High,Lagging,Low,0.7490637,0.8,0.7636364,0.6,134
54.69881,36,Male,None,High,Immediate,High,0.7490637,1.2,1.072727,1.2,136
55.50288,31,Female,None,Medium,Lagging,Low,0.7107321,0.8,0.7928572,0.8,126
55.91623,45,Female,None,Medium,Lagging,Low,0.7722008,1,0.9178571,0.8,135
55.91623,56,Female,None,High,Lagging,Low,0.8064516,1,0.6428571,0.6,139
56.41853,69,Male,None,Medium,Immediate,Low,0.862069,1,0.8,0.6,122
56.60041,57,Female,None,Low,Immediate,Low,0.8116883,1.2,0.7052631,0.8,134
57.52404,47,Male,None,Medium,Immediate,Low,0.78125,1,0.8034483,0.8,141
57.52404,50,Female,None,Low,Lagging,Low,0.7874016,1,0.7758621,1,134
57.52404,38,Male,None,Medium,Immediate,High,0.7662836,1.2,1.058621,1.2,139
57.52404,48,Female,None,Medium,Immediate,Low,0.7849293,0.8,0.6448276,0.8,141
