Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
32.57654,87,Female,None,Low,Immediate,1,0,0,0.8,132
32.57654,75,Female,None,Low,Lagging,0.9082652,0,0,0.8,125
33.06644,97,Female,WakingStick,Low,Lagging,1.730104,0,0,0.4,135
33.06644,77,Female,WakingStick,High,Lagging,1.085305,0,0,0.4,127
33.06644,57,Male,None,Low,Lagging,0.8130081,0,0,0.4,132
33.06644,42,Male,None,Low,Lagging,0.7662836,0,0,0.8,133
33.06644,68,Female,None,Medium,Lagging,0.8547009,0,0,1,131
33.25029,57,Female,None,High,Immediate,0.8116883,0,0,0.4,134
33.32294,24,Male,None,Medium,Immediate,0.6944444,0,0,0.4,130
33.39,55,Male,None,Low,Lagging,0.8,0,0,0.6,128
33.45696,22,Female,None,High,Lagging,0.7042254,0,0,0.4,129
33.52294,38,Female,None,High,Lagging,0.7204611,0,0,0.8,130
33.57283,34,Male,None,Medium,Immediate,0.7462686,0,0,0.4,128
33.88753,30,Female,None,Medium,Lagging,0.7117438,0,0,0.8,132
33.88753,31,Female,None,Medium,Lagging,0.7107321,0,0,1,129
33.88753,61,Female,None,High,Lagging,0.8223684,0,0,0.6,127
34.06475,93,Male,None,High,Immediate,1.149425,0,0,0.4,131
34.06475,48,Female,None,Low,Lagging,0.7849293,0,0,0.6,127
34.06475,79,Male,None,Low,Immediate,0.9433963,0,0,0.6,134
34.08901,49,Female,None,Medium,Immediate,0.7905138,0,0,0.6,127
34.12277,74,Female,None,Medium,Lagging,0.90009,0,0,0.4,132
34.45695,24,Female,None,High,Lagging,0.7062147,0,0,0.6,129
34.5564,74,Female,WheelChair,High,Lagging,1.0001,0,0,0.4,132
34.7235,60,Female,None,Low,Lagging,0.8130081,0,0,0.8,135
35.03843,82,Female,WakingStick,High,Lagging,1.116196,0,0,0.4,130
35.03843,27,Female,WakingStick,High,Immediate,0.832016,0,0,1,127
35.03843,84,Male,None,Medium,Lagging,0.990099,0,0,0.6,130
35.2188,85,Male,WheelChair,High,Lagging,1.111111,0,0,0.4,127
35.2188,42,Male,None,Low,Lagging,0.7662836,0,0,1,132
35.2188,54,Male,None,Low,Lagging,0.8097166,0,0,0.6,130
35.2188,21,Female,WakingStick,Medium,Immediate,0.8250144,0,0,0.6,129
35.2188,72,Male,None,Low,Lagging,0.8849558,0,0,0.6,133
35.62706,36,Female,WheelChair,High,Lagging,0.7993606,0,0,0.4,133
35.71,84,Male,None,High,Lagging,0.990099,0,0,0.4,130
36.05255,58,Male,None,High,Immediate,0.8196721,0,0,1,132
36.17274,55,Female,WheelChair,High,Immediate,0.8888889,0,0,0.4,134
36.27163,70,Female,None,Medium,Lagging,0.8643043,0,0,0.4,131
36.3045,44,Male,None,Medium,Lagging,0.7782102,0,0,0.8,133
37.01793,46,Female,None,High,Immediate,0.7794232,0,0,0.4,134
37.01793,84,Male,None,Low,Lagging,0.990099,0,0,0.6,129
37.20595,66,Female,None,Medium,Lagging,0.8403361,0,0,1,134
37.41294,94,Female,None,Medium,Lagging,1.176471,0,0,0.8,132
37.49543,91,Male,None,Medium,Immediate,1.123595,0,0,0.4,134
37.51126,63,Male,None,Low,Immediate,0.8333333,0,0,0.6,131
37.5285,59,Female,WheelChair,Low,Immediate,0.9137427,0,0,0.4,123
37.74546,72,Male,None,Medium,Lagging,0.8849558,0,0,0.4,129
37.8763,52,Female,None,High,Lagging,0.7980846,0,0,0.8,128
38.05787,67,Female,None,High,Lagging,0.8474576,0,0,0.6,128
38.09182,38,Male,None,Low,Lagging,0.7662836,0,0,0.8,130
38.54713,79,Female,None,High,Lagging,0.9328358,0,0,0.6,129
38.5643,50,Female,None,High,Lagging,0.7874016,0,0,0.6,130
38.63051,49,Male,None,Low,Lagging,0.7936508,0,0,0.4,128
38.64779,38,Female,None,Medium,Lagging,0.7204611,0,0,0.4,133
39.01205,22,Female,None,High,Lagging,0.7042254,0,0,0.4,136
39.01205,87,Male,None,Medium,Lagging,1.020408,0,0,0.4,130
39.01205,67,Male,None,High,Immediate,0.8474576,0,0,0.4,134
39.21733,62,Female,None,High,Lagging,0.8237233,0,0,0.6,137
39.21733,45,Male,None,High,Lagging,0.7692308,0,0,0.6,126
39.21733,39,Male,None,Medium,Lagging,0.7751938,0,0,0.4,127
39.25539,62,Male,None,Medium,Immediate,0.8264462,0,0,0.6,125
39.32531,51,Male,None,High,Immediate,0.7905138,0,0,0.6,132
39.34234,73,Female,None,Medium,Lagging,0.8912656,0,0,0.4,126
39.52605,87,Male,None,Low,Lagging,1.020408,0,0,0.6,131
39.64198,60,Female,None,Low,Immediate,0.8130081,0,0,0.8,128
39.64198,25,Male,None,Low,Lagging,0.6896551,0,0,0.4,132
39.72533,39,Female,None,High,Lagging,0.7407407,0,0,0.4,127
40.06135,30,Male,None,Medium,Lagging,0.7142857,0,0,0.6,126
40.06135,21,Male,WheelChair,Medium,Lagging,0.7482229,0,0,0.4,131
40.06135,33,Female,None,Medium,Lagging,0.7204611,0,0,0.6,136
40.16763,33,Male,None,Medium,Lagging,0.7380074,0,0,0.4,133
40.18447,64,Female,None,Medium,Lagging,0.8368201,0,0,0.4,131
40.25001,32,Male,None,Medium,Lagging,0.729927,0,0,0.6,135
40.6504,65,Female,None,High,Lagging,0.8354219,0,0,0.4,134
40.71805,33,Female,None,High,Lagging,0.7204611,0,0,0.8,131
40.73497,67,Male,None,High,Lagging,0.8474576,0,0,0.8,129
41.59129,37,Male,None,High,Lagging,0.7575758,0,0,0.8,130
41.85428,68,Male,None,Low,Lagging,0.8547009,0,0,0.4,124
41.85428,42,Female,None,High,Immediate,0.7639419,0,0,0.8,131
42.0387,26,Female,None,Medium,Lagging,0.7042254,0,0,0.4,127
42.0387,52,Female,None,Medium,Lagging,0.7980846,0,0,0.4,132
42.0387,86,Male,None,Low,Immediate,1.010101,0,0,0.6,132
42.0387,37,Female,None,Low,Lagging,0.7183908,0,0,0.6,129
42.0387,34,Male,None,High,Immediate,0.7462686,0,0,0.8,133
42.29307,36,Male,None,Medium,Lagging,0.7490637,0,0,0.6,127
42.32692,44,Female,None,High,Lagging,0.7806401,0,0,0.8,133
42.42724,97,Male,None,Medium,Lagging,1.282051,0,0,0.6,127
42.47604,22,Female,None,Low,Lagging,0.7042254,0,0,0.4,129
42.96967,35,Female,None,Medium,Lagging,0.723589,0,0,0.6,130
42.96967,92,Female,None,High,Immediate,1.123595,0,0,0.4,127
43.17616,48,Female,None,High,Lagging,0.7849293,0,0,0.8,133
43.19769,78,Female,None,High,Immediate,0.9276438,0,0,0.4,126
43.21367,84,Female,None,Low,Immediate,0.9587728,0,0,0.6,133
43.22985,73,Female,None,Medium,Lagging,0.8912656,0,0,0.8,129
43.44784,43,Male,None,Medium,Lagging,0.7722008,0,0,0.4,133
43.56321,47,Female,None,High,Lagging,0.78125,0,0,0.6,130
43.71363,64,Female,WheelChair,Low,Lagging,0.9298001,0,0,0.4,132
43.85116,51,Female,None,Medium,Lagging,0.7936508,0,0,0.4,130
44.05849,60,Female,None,High,Lagging,0.8130081,0,0,0.6,123
44.05849,92,Female,None,Medium,Immediate,1.123595,0,0,0.6,125
44.05849,63,Female,WheelChair,Medium,Lagging,0.9243853,0,0,0.4,140
44.43048,85,Female,None,Low,Immediate,0.9633911,0,0,0.4,131
44.43048,36,Female,None,Low,Lagging,0.7194245,0,0,0.4,133
44.53052,36,Female,None,Medium,Lagging,0.7194245,0,0,0.6,128
44.59784,57,Female,None,High,Lagging,0.8116883,0,0,0.4,134
44.61305,60,Male,None,High,Lagging,0.8130081,0,0,0.4,133
44.66395,88,Male,None,High,Lagging,1.030928,0,0,0.8,126
44.71472,91,Male,None,Low,Lagging,1.123595,0,0,0.6,131
44.71472,40,Female,WheelChair,Low,Lagging,0.8468834,0,0,0.4,131
44.97247,53,Male,None,Low,Immediate,0.8032128,0,0,0.4,130
45.17408,43,Male,None,High,Lagging,0.7722008,0,0,0.6,129
45.17408,56,Female,None,Low,Lagging,0.8064516,0,0,0.6,125
45.17408,61,Male,None,High,Lagging,0.8196721,0,0,0.6,126
45.19728,64,Female,None,Low,Lagging,0.8368201,0,0,0.8,129
45.23057,27,Male,None,High,Lagging,0.7042254,0,0,0.4,130
45.39695,21,Female,WakingStick,High,Lagging,0.8250144,0,0,0.4,134
45.64618,35,Female,None,High,Lagging,0.723589,0,0,0.4,128
45.64618,87,Female,None,Low,Lagging,1,0,0,0.8,128
45.64618,50,Female,None,High,Immediate,0.7874016,0,0,0.4,135
45.84313,42,Male,WheelChair,High,Lagging,0.8514261,0,0,0.8,128
46.02164,62,Female,None,Low,Lagging,0.8237233,0,0,0.4,132
46.17605,22,Male,None,Low,Lagging,0.6802721,0,0,0.6,127
46.20841,39,Female,None,Medium,Lagging,0.7407407,0,0,0.4,136
46.27552,58,Female,None,Medium,Lagging,0.8156607,0,0,1,129
46.47548,22,Female,None,High,Lagging,0.7042254,0,0,0.4,128
46.4908,22,Female,None,Medium,Lagging,0.7042254,0,0,0.6,133
46.92319,95,Male,None,High,Lagging,1.25,0,0,0.6,135
47.12011,67,Male,None,Medium,Lagging,0.8474576,0,0,0.4,128
47.12011,68,Male,None,Medium,Lagging,0.8547009,0,0,0.8,133
47.22229,96,Female,None,Low,Immediate,1.388889,0,0,0.8,130
47.47132,83,Female,None,Medium,Lagging,0.9541985,0,0,0.4,132
47.55587,34,Female,None,Low,Lagging,0.7215007,0,0,0.4,130
47.73838,27,Male,None,Medium,Lagging,0.7042254,0,0,0.4,126
47.82476,75,Female,WheelChair,Low,Lagging,1.009184,0,0,0.6,134
48.19005,34,Female,None,High,Lagging,0.7215007,0,0,0.4,131
48.20726,38,Female,None,Medium,Lagging,0.7204611,0,0,0.8,132
48.22253,33,Female,None,Medium,Immediate,0.7204611,0,0,1,121
48.25647,65,Female,None,Medium,Lagging,0.8354219,0,0,0.4,133
48.25647,29,Male,None,Medium,Lagging,0.7194245,0,0,0.4,130
48.32393,81,Female,None,Low,Lagging,0.9433963,0,0,0.4,128
48.55726,94,Female,None,High,Lagging,1.176471,0,0,0.8,135
48.91186,43,Female,None,Medium,Lagging,0.7727975,0,0,0.4,124
48.91186,39,Female,None,Medium,Lagging,0.7407407,0,0,0.4,132
49.10966,77,Female,None,High,Lagging,0.9225093,0,0,0.4,131
49.10966,26,Female,None,Low,Lagging,0.7042254,0,0,0.4,135
49.1275,48,Female,None,Medium,Lagging,0.7849293,0,0,0.4,129
49.1275,89,Male,None,Low,Immediate,1.041667,0,0,0.4,137
49.19341,87,Male,WheelChair,High,Lagging,1.133787,0,0,0.8,134
49.2765,55,Male,None,High,Lagging,0.8,0,0,0.6,128
49.34286,70,Male,None,High,Lagging,0.8695652,0,0,0.6,131
49.377,37,Male,WheelChair,High,Lagging,0.8417508,0,0,0.4,131
49.42649,50,Female,None,High,Lagging,0.7874016,0,0,0.4,132
49.4441,76,Male,WheelChair,Medium,Lagging,1.019368,0,0,0.6,130
49.47718,96,Male,None,Low,Lagging,1.265823,0,0,0.4,128
49.67656,48,Male,None,High,Lagging,0.7874016,0,0,0.6,127
50.11135,40,Female,None,Medium,Lagging,0.7621951,0,0,0.4,138
50.11135,27,Female,None,Low,Immediate,0.7072136,0,0,0.6,130
50.11135,30,Female,None,High,Immediate,0.7117438,0,0,0.6,131
50.11135,50,Female,None,Low,Lagging,0.7874016,0,0,0.4,123
50.11135,90,Female,None,High,Lagging,1.052632,0,0,0.6,129
50.11135,54,Female,None,High,Lagging,0.8084074,0,0,0.4,134
50.13405,90,Female,WheelChair,Low,Immediate,1.169591,0,0,0.8,130
50.16417,53,Female,None,Low,Lagging,0.8038585,0,0,0.4,135
50.16417,55,Male,None,Medium,Immediate,0.8,0,0,0.6,129
50.24808,86,Female,None,Medium,Lagging,0.9803922,0,0,0.6,127
50.89323,35,Male,WakingStick,Medium,Immediate,0.8714597,0,0,0.8,127
50.90587,64,Male,None,Medium,Lagging,0.8403361,0,0,0.6,136
51.12241,21,Female,None,Medium,Lagging,0.7012623,0,0,0.4,129
51.12241,21,Male,None,Low,Lagging,0.6734006,0,0,0.6,135
51.14808,95,Male,None,Medium,Lagging,1.25,0,0,0.4,130
51.19504,75,Female,None,Medium,Lagging,0.9082652,0,0,0.8,130
51.22785,54,Male,None,High,Lagging,0.8097166,0,0,0.6,132
51.32826,24,Male,None,Low,Lagging,0.6944444,0,0,0.6,125
51.51157,46,Male,None,High,Lagging,0.7751938,0,0,0.4,131
51.52699,57,Male,None,Low,Immediate,0.8130081,0,0,0.4,132
51.59508,91,Male,None,High,Lagging,1.123595,0,0,0.6,127
51.81303,93,Female,None,High,Lagging,1.149425,0,0,0.4,135
51.81303,32,Female,None,Medium,Lagging,0.7158197,0,0,0.4,132
51.82907,52,Male,None,Medium,Immediate,0.7968128,0,0,0.4,132
51.84604,24,Female,None,High,Lagging,0.7062147,0,0,0.4,127
51.92927,79,Female,None,High,Lagging,0.9328358,0,0,0.4,134
52.1234,27,Male,None,Medium,Lagging,0.7042254,0,0,0.6,121
52.52502,44,Male,None,High,Lagging,0.7782102,0,0,0.6,127
52.69215,49,Male,None,High,Lagging,0.7936508,0,0,1,133
52.74154,81,Male,None,Low,Lagging,0.9615385,0,0,0.6,133
52.87515,80,Female,None,High,Lagging,0.9372071,0,0,0.8,132
52.87515,70,Female,None,High,Lagging,0.8643043,0,0,0.6,129
53.0744,79,Female,None,Low,Immediate,0.9328358,0,0,0.6,127
53.0744,21,Male,None,Low,Lagging,0.6734006,0,0,0.6,127
53.2277,77,Male,None,Low,Lagging,0.9259259,0,0,0.4,136
53.30795,24,Male,None,High,Lagging,0.6944444,0,0,0.6,131
53.34203,66,Male,None,Medium,Lagging,0.8403361,0,0,1,124
53.44243,53,Male,None,High,Lagging,0.8032128,0,0,0.8,123
53.54139,45,Male,None,Low,Lagging,0.7692308,0,0,0.4,134
53.85423,27,Male,None,Low,Lagging,0.7042254,0,0,0.6,126
54.09797,81,Male,WheelChair,Medium,Lagging,1.068376,0,0,0.4,129
54.1701,22,Female,None,Low,Lagging,0.7042254,0,0,0.6,135
54.18691,75,Male,None,Low,Lagging,0.9090909,0,0,0.4,131
54.25351,98,Male,None,High,Lagging,1.298701,0,0,0.6,127
54.60477,77,Male,None,High,Lagging,0.9259259,0,0,1,134
54.87614,24,Female,None,High,Lagging,0.7062147,0,0,0.6,131
55.10241,72,Male,None,Medium,Lagging,0.8849558,0,0,0.8,129
55.10241,82,Female,None,High,Lagging,0.9487666,0,0,0.6,131
55.21126,82,Female,None,Medium,Lagging,0.9487666,0,0,0.6,129
55.2776,81,Female,None,Medium,Lagging,0.9433963,0,0,0.6,134
55.39536,99,Male,None,Medium,Lagging,1.315789,0,0,0.4,123
55.39536,33,Female,None,Low,Lagging,0.7204611,0,0,0.6,128
55.49459,94,Male,WheelChair,High,Lagging,1.29199,0,0,0.4,121
55.52895,83,Female,None,Low,Lagging,0.9541985,0,0,0.6,132
55.83641,80,Male,None,Low,Immediate,0.952381,0,0,0.4,130
55.86886,45,Female,None,Medium,Lagging,0.7722008,0,0,0.6,126
55.88612,78,Female,None,High,Lagging,0.9276438,0,0,0.4,134
55.91792,99,Female,None,Medium,Lagging,1.785714,0,0,0.6,134
55.91792,57,Male,None,Low,Immediate,0.8130081,0,0,0.4,135
56.11177,67,Female,None,Medium,Lagging,0.8474576,0,0,0.4,133
56.11177,56,Male,None,High,Lagging,0.8064516,0,0,0.4,132
56.17503,43,Male,None,Low,Lagging,0.7722008,0,0,0.6,135
56.17503,99,Male,None,Low,Lagging,1.315789,0,0,0.6,126
56.22606,61,Female,None,Low,Lagging,0.8223684,0,0,0.8,126
56.30929,97,Male,None,Medium,Lagging,1.282051,0,0,0.8,129
56.30929,28,Female,None,Low,Immediate,0.7092199,0,0,0.4,133
56.42551,77,Female,None,Low,Lagging,0.9225093,0,0,0.4,130
56.47573,54,Male,None,Low,Lagging,0.8097166,0,0,0.6,129
56.57558,48,Male,None,Medium,Lagging,0.7874016,0,0,0.4,130
56.57558,31,Female,None,High,Lagging,0.7107321,0,0,0.4,131
56.64183,59,Male,None,Medium,Lagging,0.8264462,0,0,0.4,128
56.84669,56,Female,WheelChair,High,Lagging,0.8960573,0,0,0.4,126
56.84669,72,Female,None,Medium,Lagging,0.8833923,0,0,0.4,129
56.84669,40,Female,None,Medium,Immediate,0.7621951,0,0,0.8,123
57.12723,46,Male,None,Low,Immediate,0.7751938,0,0,0.6,129
57.18855,31,Female,None,Low,Immediate,0.7107321,0,0,0.4,135
57.27168,60,Female,None,Medium,Immediate,0.8130081,0,0,0.8,125
57.35501,95,Female,None,High,Lagging,1.25,0,0,0.4,130
57.4214,28,Male,None,Low,Lagging,0.7117438,0,0,0.6,131
57.4214,68,Male,None,Low,Lagging,0.8547009,0,0,0.8,129
57.47151,20,Male,None,High,Lagging,0.6666667,0,0,0.4,127
57.47151,94,Male,None,Low,Lagging,1.162791,0,0,0.6,131
57.5053,95,Male,None,Medium,Lagging,1.25,0,0,0.4,130
57.55576,80,Male,None,High,Lagging,0.952381,0,0,0.6,129
57.68822,57,Male,None,High,Lagging,0.8130081,0,0,0.6,134
57.78399,35,Male,None,Low,Lagging,0.7407407,0,0,0.8,127
57.99351,77,Male,None,Medium,Lagging,0.9259259,0,0,1,133
57.99351,41,Male,None,Low,Lagging,0.7604563,0,0,0.4,133
58.01218,56,Female,WakingStick,Low,Lagging,0.9487666,0,0,0.6,136
58.06238,23,Male,None,High,Immediate,0.6872852,0,0,0.8,126
58.29665,77,Male,None,Low,Lagging,0.9259259,0,0,0.4,139
58.29665,94,Male,None,High,Lagging,1.162791,0,0,0.6,134
58.49643,25,Male,WheelChair,Low,Lagging,0.7662835,0,0,0.6,132
58.49643,32,Female,None,Medium,Lagging,0.7158197,0,0,0.6,131
58.72876,76,Male,None,Low,Lagging,0.9174312,0,0,0.4,134
59.05411,61,Female,None,Medium,Lagging,0.8223684,0,0,0.6,131
59.05411,55,Male,None,High,Immediate,0.8,0,0,0.4,130
59.07153,28,Male,None,Medium,Lagging,0.7117438,0,0,0.6,133
59.25526,64,Female,None,Medium,Lagging,0.8368201,0,0,0.4,130
59.45599,59,Male,None,Medium,Immediate,0.8264462,0,0,0.6,127
59.65498,69,Male,None,Medium,Lagging,0.862069,0,0,1,132
59.79574,74,Male,None,Medium,Lagging,0.9009009,0,0,0.4,131
60.03358,90,Male,None,Medium,Immediate,1.111111,0,0,0.6,130
60.03358,47,Male,None,Low,Lagging,0.78125,0,0,0.4,127
60.2175,63,Male,None,Low,Lagging,0.8333333,0,0,0.4,130
60.2175,33,Male,None,Medium,Lagging,0.7380074,0,0,0.4,129
60.251,52,Male,None,High,Lagging,0.7968128,0,0,0.6,129
60.26732,25,Female,None,Low,Lagging,0.7017544,0,0,0.4,132
60.30164,81,Female,None,High,Lagging,0.9433963,0,0,0.4,132
60.33453,25,Male,None,High,Lagging,0.6896551,0,0,0.6,136
60.38416,67,Female,None,High,Immediate,0.8474576,0,0,0.4,129
60.61808,77,Male,None,High,Lagging,0.9259259,0,0,0.4,129
60.71699,83,Male,None,Medium,Lagging,0.9803922,0,0,0.4,125
61.05245,74,Female,None,High,Lagging,0.90009,0,0,0.6,128
61.05245,69,Female,None,High,Lagging,0.8605852,0,0,0.4,128
61.08525,56,Female,None,Low,Lagging,0.8064516,0,0,0.4,126
61.08525,71,Female,None,Low,Lagging,0.8741258,0,0,0.6,133
61.13589,75,Male,None,High,Lagging,0.9090909,0,0,0.4,127
61.1843,22,Female,None,High,Lagging,0.7042254,0,0,0.6,136
61.25177,29,Female,None,Medium,Lagging,0.7168459,0,0,0.4,126
61.2685,52,Male,None,High,Lagging,0.7968128,0,0,0.8,121
61.43569,24,Female,None,Low,Lagging,0.7062147,0,0,0.6,135
61.58533,38,Male,None,Medium,Lagging,0.7662836,0,0,0.6,123
61.63557,56,Male,None,Medium,Lagging,0.8064516,0,0,0.6,131
61.63557,40,Female,None,Low,Lagging,0.7621951,0,0,0.4,134
61.70092,29,Female,None,High,Lagging,0.7168459,0,0,0.6,129
61.75224,55,Female,None,Medium,Lagging,0.8,0,0,0.8,126
62.05047,48,Female,None,High,Lagging,0.7849293,0,0,0.4,130
62.05047,79,Male,None,High,Lagging,0.9433963,0,0,0.8,129
62.05047,69,Female,None,Medium,Lagging,0.8605852,0,0,0.6,129
62.26323,75,Female,None,Low,Lagging,0.9082652,0,0,0.6,131
62.44609,58,Male,None,Medium,Lagging,0.8196721,0,0,0.6,131
62.49687,39,Female,None,High,Lagging,0.7407407,0,0,0.4,133
63.07487,59,Male,None,Low,Lagging,0.8264462,0,0,0.8,129
63.12598,52,Male,None,Medium,Lagging,0.7968128,0,0,0.4,134
63.14146,89,Male,None,Low,Lagging,1.041667,0,0,0.8,137
63.19173,44,Male,None,High,Lagging,0.7782102,0,0,0.6,132
63.32537,51,Female,None,Low,Lagging,0.7936508,0,0,0.8,131
63.34184,87,Female,None,Medium,Lagging,1,0,0,0.6,127
