Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
52.29686,87,Female,None,High,Lagging,Medium,1,2.25,1.915094,2,32
52.29686,73,Male,None,Low,Immediate,Low,0.8928571,2.75,2.39151,2.75,32
52.29686,35,Male,None,High,Immediate,Low,0.7407407,3,2.54717,2.25,30
52.29686,43,Male,None,High,Lagging,Medium,0.7722008,2.25,1.990566,1.75,33
52.79612,52,Male,None,Low,Immediate,Low,0.7968128,2.75,2.325471,2.75,32
53.61356,52,Male,None,High,Immediate,Low,0.7968128,2.75,2.208333,2.5,32
53.61356,29,Female,None,Low,Immediate,Low,0.7168459,3,2.24074,2.5,31
53.61356,31,Male,None,Medium,Lagging,Low,0.7220216,3,2.449074,2,31
54.28999,86,Female,None,High,Lagging,Low,0.9803922,3,2.640909,2.25,31
54.28999,35,Male,None,High,Immediate,Low,0.7407407,2.75,2.181818,2.5,33
55.01187,55,Female,None,High,Lagging,Low,0.8,2,1.95,1.75,33
55.71872,31,Male,None,Medium,Lagging,Medium,0.7220216,2.25,2.044643,1.75,30
56.22746,51,Male,None,Low,Lagging,Low,0.7905138,2.75,2.201754,2,32
56.22746,86,Female,None,High,Lagging,Low,0.9803922,3,2.570175,2.25,32
56.22746,36,Male,None,Low,Immediate,Medium,0.7490637,2.75,2.109649,2,33
57.37613,34,Female,None,Low,Lagging,Low,0.7215007,2.75,2.310345,2.25,32
57.37613,20,Male,None,High,Lagging,High,0.6666667,2.25,2.060345,1.75,32
58.14902,77,Male,None,Medium,Lagging,Low,0.9259259,2.75,2.555085,2.25,31
58.14902,23,Male,None,High,Lagging,Low,0.6872852,2.75,2.334745,2.5,33
59.52576,57,Male,None,Medium,Lagging,Low,0.8130081,3,2.391667,1.75,28
59.89291,89,Male,None,Medium,Lagging,Low,1.041667,2.5,2.2,2,31
61.37767,48,Male,None,Medium,Lagging,Low,0.7874016,2.5,2.181451,2.5,29
61.37767,25,Male,None,High,Lagging,Low,0.6896551,2.75,2.314516,2.25,33
61.37767,29,Female,None,Low,Lagging,Low,0.7168459,2.75,2.25,2.75,32
61.37767,63,Female,WheelChair,Medium,Lagging,Low,0.9243853,2.25,2.068548,2,32
62.16848,88,Female,None,High,Immediate,Low,1.01833,2.5,2.079366,2,32
62.16848,30,Male,None,Medium,Immediate,High,0.7142857,2.25,1.781746,1.5,31
62.16848,39,Female,None,High,Lagging,High,0.7407407,2,1.81746,1.75,33
63.12506,57,Female,None,Low,Lagging,Low,0.8116883,2.5,2.113281,1.75,32
63.70177,46,Female,None,High,Lagging,High,0.7794232,2.25,1.847656,1.25,31
64.21996,47,Female,WheelChair,Low,Immediate,High,0.8680556,2.5,2.073077,1.75,32
65.57091,85,Female,None,High,Lagging,High,0.9633911,2.25,1.909092,1.25,32
65.57091,59,Male,None,Low,Lagging,Low,0.8264462,2.75,2.159091,2.25,33
65.70873,40,Female,None,Medium,Lagging,High,0.7621951,2.25,2.015152,1.75,30
65.90901,95,Female,None,High,Immediate,High,1.25,2.25,1.651515,1.75,32
66.64891,82,Female,None,Medium,Immediate,Low,0.9487666,2.75,2.152985,2,30
67.34142,35,Female,None,High,Lagging,Medium,0.723589,2.5,2.058823,2.5,31
67.66882,81,Female,None,Medium,Lagging,Low,0.9433963,3,2.654412,2.25,32
68.18813,24,Male,None,Low,Lagging,Low,0.6944444,2.75,2.550724,2.5,32
68.3999,65,Male,None,Low,Lagging,Medium,0.8333333,2.25,1.974638,1.75,31
68.3999,39,Female,None,High,Immediate,Medium,0.7407407,2.5,2.105072,2,33
68.66061,98,Male,None,High,Lagging,Medium,1.298701,2.25,1.898551,1.75,32
69.24326,21,Male,None,Medium,Lagging,Medium,0.6734006,2.25,1.985714,1.75,30
69.24326,68,Female,None,Medium,Lagging,High,0.8547009,2.25,1.964285,1.5,31
69.24326,65,Female,None,High,Lagging,Low,0.8354219,2.75,2.246428,2.75,31
69.45462,72,Female,None,High,Lagging,High,0.8833923,2.25,1.728571,1.25,32
69.58747,46,Male,None,Low,Immediate,Low,0.7751938,3,2.239286,3,32
69.98206,59,Male,None,Medium,Lagging,High,0.8264462,1.75,1.585714,1.75,29
70.11686,76,Male,None,Low,Lagging,High,0.9174312,2.25,1.820422,1.5,32
71.32039,82,Female,None,High,Lagging,Low,0.9487666,2.5,2.201389,2.25,29
71.32039,55,Male,None,High,Lagging,Low,0.8,2.75,2.270833,2.5,32
71.32039,22,Female,None,High,Lagging,Medium,0.7042254,2.5,2.04514,2,33
71.32039,86,Female,WheelChair,Medium,Lagging,Low,1.089325,2.75,2.350694,2.5,31
72.07101,98,Male,None,Medium,Lagging,Low,1.298701,2.5,2.19863,2.5,32
72.30164,60,Female,None,Medium,Lagging,High,0.8130081,2.25,1.828767,2.25,32
72.71835,40,Male,None,Medium,Immediate,Medium,0.7547169,2.75,2.229452,2.75,33
73.00861,45,Female,None,High,Lagging,Low,0.7722008,2.5,2.047945,2.25,32
73.00861,83,Female,None,Medium,Immediate,Low,0.9541985,2.75,2.222603,2,31
73.60709,92,Male,None,Low,Immediate,High,1.136364,2,1.537162,1.75,32
73.60709,27,Female,None,Low,Lagging,Medium,0.7072136,2.5,1.952703,2,31
73.60709,59,Male,None,High,Immediate,Low,0.8264462,3,2.672297,2.5,32
73.93935,47,Male,None,High,Lagging,Low,0.78125,3,2.496621,2.25,32
74.88802,92,Female,None,High,Lagging,Medium,1.123595,2.75,2.349999,2.25,31
75.71922,74,Female,None,High,Lagging,Low,0.90009,2.75,2.256579,1.75,30
76.38707,48,Male,None,High,Lagging,High,0.7874016,2.25,1.792208,2,33
76.55396,89,Female,None,High,Lagging,High,1.02459,2.25,1.762987,1.25,32
76.94415,75,Female,None,Medium,Lagging,Medium,0.9082652,2.25,2.094156,1.75,32
77.83855,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.243589,1.75,32
78.28221,29,Female,None,High,Lagging,Low,0.7168459,2.75,2.224684,2,30
78.66704,95,Female,None,Medium,Lagging,Low,1.25,3,2.525316,1.75,32
79.22388,90,Female,None,Medium,Lagging,Low,1.052632,2.75,2.278125,2,31
80.14646,97,Male,None,Low,Lagging,Medium,1.282051,2.25,1.864197,1.75,31
81.18581,49,Male,None,High,Lagging,Medium,0.7936508,2.25,2.10061,2,28
81.18581,41,Male,None,High,Lagging,High,0.7604563,2.5,2.158536,1.75,32
81.18581,85,Female,None,Medium,Lagging,Low,0.9633911,2.75,2.323171,2,31
81.92746,63,Male,None,Medium,Lagging,Low,0.8333333,3,2.539634,2.75,33
82.56395,61,Female,None,High,Immediate,High,0.8223684,2.25,1.759036,1.75,30
82.93282,96,Male,None,Low,Immediate,High,1.265823,2.25,1.813253,1.5,31
83.34097,53,Male,None,Medium,Lagging,Medium,0.8032128,2.5,2.065476,2,32
83.34097,40,Male,None,Medium,Lagging,Low,0.7547169,2.75,2.25,2.5,32
83.51874,45,Female,None,High,Lagging,Low,0.7722008,2.75,2.285714,2.5,31
84.29695,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.32647,2.25,32
84.49497,76,Male,None,Medium,Immediate,Low,0.9174312,2.25,1.970588,1.75,32
85.32735,81,Male,None,Low,Lagging,Low,0.9615385,3,2.421511,2.25,32
85.32735,77,Female,None,Medium,Lagging,Low,0.9225093,2.75,2.107558,2,28
86.2502,95,Male,None,Medium,Lagging,Low,1.25,3,2.508621,2.5,32
86.98389,30,Male,None,Low,Lagging,Low,0.7142857,2.75,2.206896,2.5,29
86.98389,90,Female,None,High,Lagging,Low,1.052632,2.5,2.183908,2.25,30
86.98389,91,Male,None,Low,Lagging,Low,1.123595,2.5,1.971264,2,33
87.21304,57,Male,None,Medium,Immediate,Low,0.8130081,2.75,2.321022,2,32
87.39517,76,Female,None,High,Lagging,Medium,0.9149131,2.5,2.036931,2,32
87.81796,81,Female,None,Medium,Lagging,Low,0.9433963,3,2.369318,2,29
87.81796,79,Male,None,High,Lagging,High,0.9433963,2,1.676137,1.5,30
88.22583,29,Male,None,Medium,Lagging,Low,0.7194245,2.5,2.19382,1.75,33
88.22583,81,Female,None,Low,Lagging,Low,0.9433963,2.75,2.435393,2,33
88.62576,86,Female,None,High,Lagging,Low,0.9803922,2.25,2.08427,2,30
89.00889,87,Female,None,Medium,Immediate,High,1,2.5,1.839888,1.5,33
89.54971,36,Male,None,Low,Lagging,Low,0.7490637,2.5,2.155556,2.25,31
89.54971,91,Female,None,High,Lagging,Low,1.086957,3,2.366667,2.25,31
90.38359,72,Male,None,High,Lagging,Low,0.8849558,2.5,1.997252,1.5,33
90.38359,35,Female,None,Low,Lagging,High,0.723589,2.25,1.799451,2,32
91.89124,45,Female,WheelChair,High,Immediate,Low,0.8580009,2.75,2.309784,2,30
92.92348,60,Male,None,Medium,Immediate,Low,0.8130081,3,2.494624,2.75,33
93.42074,80,Female,None,Low,Lagging,Low,0.9372071,2.5,2.281915,1.75,32
94.28456,95,Male,None,Low,Lagging,Low,1.25,2.75,2.315789,2,30
94.28456,52,Female,None,Medium,Lagging,Medium,0.7980846,2.25,1.986842,2,31
94.45739,27,Female,None,Medium,Lagging,Low,0.7072136,3,2.678948,2.5,32
94.45739,34,Male,None,Medium,Lagging,Low,0.7462686,2.75,2.355263,2.25,31
96.80405,26,Male,WheelChair,Medium,Lagging,Low,0.7742935,2.75,2.051547,1.5,33
97.01767,67,Female,None,Low,Lagging,Medium,0.8474576,2.25,1.905612,1.75,32
97.5635,30,Female,None,Medium,Lagging,Low,0.7117438,3,2.318878,2,29
97.5635,68,Female,None,Low,Lagging,Medium,0.8547009,2.5,2.196429,2,32
97.5635,95,Male,None,High,Lagging,Low,1.25,2.5,2.331633,2.25,31
97.89106,97,Female,None,Low,Lagging,Low,1.470588,2.75,2.229592,2.25,32
98.13103,55,Male,None,Low,Lagging,Medium,0.8,2.5,2.073232,1.75,31
98.13103,89,Male,WakingStick,Medium,Lagging,High,1.22549,2.25,1.770202,1.25,31
98.74652,44,Male,None,Low,Immediate,Low,0.7782102,2.75,2.199495,2.25,30
99.02316,30,Male,None,Low,Lagging,Medium,0.7142857,2.75,2.2875,2.25,30
99.52484,73,Female,None,Medium,Lagging,High,0.8912656,2.25,1.64,1.5,29
99.52484,30,Female,None,Low,Lagging,Low,0.7117438,2.75,2.14,2,32
99.52484,89,Male,None,High,Lagging,Low,1.041667,3,2.345001,2.5,32
100.3264,65,Male,None,High,Immediate,Low,0.8333333,3,2.683168,2.5,33
100.3264,62,Male,None,High,Lagging,Low,0.8264462,3,2.455446,1.75,32
101.714,29,Female,None,Low,Lagging,Low,0.7168459,2.75,2.120098,2.5,30
101.714,59,Male,None,Medium,Lagging,Medium,0.8264462,2.75,2.115197,1.75,32
102.4134,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.058252,2.5,31
102.8278,60,Male,None,Medium,Lagging,Medium,0.8130081,2.75,2.400486,2,32
103.2534,71,Female,None,Medium,Lagging,Low,0.8741258,2.75,2.418269,2.5,32
103.2534,93,Female,None,High,Lagging,Low,1.149425,3,2.271635,2.5,30
103.5787,31,Male,None,Low,Lagging,Low,0.7220216,3,2.478365,2.25,31
104.3573,70,Female,None,Medium,Lagging,Low,0.8643043,2.75,2.397619,2,32
104.3573,36,Female,None,High,Lagging,Low,0.7194245,3,2.423809,2.25,31
104.549,43,Male,None,High,Immediate,Low,0.7722008,3,2.602381,2,32
105.2057,42,Male,None,Low,Lagging,High,0.7662836,2.5,1.733491,1.5,31
105.2057,99,Female,None,High,Lagging,Medium,1.785714,2.25,1.804245,1.75,31
105.791,80,Male,None,Medium,Lagging,Low,0.952381,3,2.582547,2.25,31
105.9814,75,Female,None,Low,Lagging,Low,0.9082652,2.25,2,2,30
106.2041,33,Male,None,Low,Immediate,Low,0.7380074,3,2.516355,2.75,30
106.2041,51,Female,None,Low,Lagging,Low,0.7936508,3,2.5,2.25,31
107.5323,98,Female,None,Medium,Lagging,Low,1.587302,2.75,2.282408,2.25,31
108.3514,53,Female,None,Low,Immediate,Low,0.8038585,2.75,2.451834,2,32
108.3514,63,Male,None,Medium,Lagging,Low,0.8333333,2.75,2.286697,2.25,33
108.8129,73,Male,None,Low,Immediate,Low,0.8928571,2.5,2.444955,2,33
109.2247,84,Female,None,Low,Immediate,Low,0.9587728,2.75,2.075,2.5,31
109.2247,76,Female,None,Medium,Lagging,Low,0.9149131,3,2.565909,2.5,30
109.462,88,Male,None,Low,Lagging,Low,1.030928,2.5,2.338637,2,32
109.657,27,Male,None,Medium,Lagging,Low,0.7042254,2.75,2.338637,2.5,31
110.7887,90,Male,None,Medium,Lagging,Medium,1.111111,2.25,1.914414,2,33
111.3499,80,Female,None,Low,Lagging,Low,0.9372071,2.75,2.247767,2.75,30
113.6756,34,Female,None,Low,Immediate,Low,0.7215007,3,2.28728,2.25,30
114.736,20,Female,None,Low,Immediate,Low,0.6993007,2.75,2.47174,2.5,30
115.5885,44,Male,None,Medium,Lagging,Medium,0.7782102,2.75,2.241379,1.75,30
116.4028,84,Male,None,High,Lagging,Medium,0.990099,2.75,2.30342,2.25,33
116.4028,33,Female,None,Medium,Immediate,Low,0.7204611,2.75,2.333333,2.25,33
117.2611,67,Male,None,Low,Lagging,Low,0.8474576,2.75,2.277542,2.5,32
117.4203,71,Female,None,High,Lagging,Low,0.8741258,3,2.300848,2,31
117.5183,40,Male,None,Low,Immediate,Low,0.7547169,2.75,2.019068,2.75,32
117.9758,45,Male,None,High,Lagging,Medium,0.7692308,2.75,2.163135,1.5,31
117.9758,49,Female,None,High,Immediate,Low,0.7905138,2.75,2.368644,2,31
119.1828,44,Female,None,Medium,Lagging,Low,0.7806401,2.75,2.210417,2.25,32
121.5359,51,Male,None,High,Lagging,Medium,0.7905138,2.75,2.329918,1.75,30
121.898,89,Female,None,High,Lagging,Low,1.02459,2.75,2.264345,2,32
122.5401,49,Male,None,Low,Lagging,Low,0.7936508,3,2.581301,2.5,28
123.2308,22,Male,None,Low,Lagging,Low,0.6802721,3,2.538306,2.25,33
123.2308,80,Male,None,Medium,Lagging,Low,0.952381,2.75,2.459677,2.25,32
124.0421,73,Male,None,Low,Lagging,Low,0.8928571,2.75,2.362,2.5,30
124.3489,74,Male,None,Medium,Immediate,Low,0.9009009,2.75,2.458,2,32
125.088,47,Male,None,High,Lagging,Low,0.78125,2.75,2.347221,2,31
125.6558,28,Male,WheelChair,Low,Lagging,Low,0.7908264,3,2.56746,2.5,32
125.8395,30,Male,None,Low,Lagging,Low,0.7142857,3,2.583333,2.75,33
125.8395,91,Female,None,High,Lagging,Low,1.086957,3,2.609127,1.5,32
126.5913,51,Female,None,High,Lagging,Low,0.7936508,2.75,2.397638,2,30
127.0365,68,Female,None,High,Lagging,Low,0.8547009,2.75,2.507812,2,32
127.7497,41,Male,None,High,Lagging,Low,0.7604563,2.5,2.375,2,29
128.3775,73,Male,None,Low,Lagging,Low,0.8928571,2.5,2.038759,1.5,31
128.3775,68,Female,None,Low,Lagging,Low,0.8547009,3,2.602713,2.5,33
128.3775,89,Female,None,Medium,Lagging,High,1.02459,2.25,1.726744,1,30
128.809,31,Female,None,High,Lagging,Low,0.7107321,3,2.430233,1.5,31
128.809,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.302326,2.25,31
129.2449,38,Female,None,Low,Lagging,Low,0.7204611,2.75,2.276922,1.5,31
130.7029,34,Male,None,High,Lagging,Low,0.7462686,2.75,2.398855,2,33
131.2463,20,Male,None,Low,Lagging,Low,0.6666667,2.25,2.015152,2,33
131.2463,36,Female,None,Low,Lagging,Medium,0.7194245,2.5,2.261364,1.5,32
132.1143,83,Male,None,Medium,Lagging,Medium,0.9803922,2.5,2.18797,2,31
132.809,57,Female,None,High,Lagging,Low,0.8116883,2.75,2.137218,2,32
133.808,56,Male,None,Low,Immediate,Low,0.8064516,3,2.311567,2.25,33
134.4466,79,Male,None,Medium,Lagging,Low,0.9433963,2.75,2.201852,2,32
136.1957,46,Male,None,Low,Lagging,High,0.7751938,2.5,2.266423,2,32
137.2664,61,Female,None,High,Lagging,Low,0.8223684,2.75,2.414856,2.5,32
138.1984,33,Male,None,Medium,Lagging,Low,0.7380074,2.75,2.314748,2.25,32
139.0596,44,Female,None,Low,Lagging,Low,0.7806401,3,2.239286,2.25,32
139.7238,31,Male,None,Low,Lagging,Low,0.7220216,3,2.375,2.25,31
140.7025,44,Male,None,High,Lagging,Low,0.7782102,3,2.450354,2.25,32
140.7025,88,Male,None,Medium,Immediate,High,1.030928,2.25,1.765958,1.75,32
141.4996,35,Male,None,Low,Lagging,Low,0.7407407,2.25,2.079225,2.25,30
141.4996,95,Female,None,Medium,Lagging,Low,1.25,3,2.496478,2.25,32
141.7158,92,Male,None,Medium,Lagging,High,1.136364,2.25,1.982394,2,31
142.3296,57,Female,None,Low,Immediate,Low,0.8116883,3,2.260489,2.25,33
143.1396,47,Male,None,Medium,Lagging,Low,0.78125,3,2.439236,2.25,30
143.9418,48,Female,None,Low,Lagging,Low,0.7849293,3,2.550348,2.25,31
144.7682,61,Male,WheelChair,High,Immediate,Low,0.9107468,3,2.589656,2,31
145.093,82,Female,None,Low,Lagging,Low,0.9487666,2.25,1.958904,2,31
145.5969,79,Female,None,Medium,Lagging,Low,0.9328358,2.75,2.150685,2.25,33
145.5969,25,Male,None,Low,Immediate,Low,0.6896551,3,2.467465,2.75,32
145.7138,25,Male,None,Low,Lagging,Low,0.6896551,2.75,2.267123,2,31
145.993,69,Male,None,Low,Lagging,Low,0.862069,2.75,2.340136,2.25,32
147.2471,94,Male,None,Low,Lagging,High,1.162791,2.5,1.684122,2.25,33
147.5316,60,Female,None,Medium,Immediate,Medium,0.8130081,2.75,2.290541,1.75,32
148.952,70,Female,None,Low,Lagging,Medium,0.8643043,2.75,2.17953,2,32
150.0025,24,Male,None,Low,Lagging,Low,0.6944444,2.75,2.34,2,31
151.9766,65,Male,None,Medium,Lagging,Low,0.8333333,2.75,2.376645,2.5,32
152.5137,63,Female,None,Low,Lagging,Low,0.8319467,2.75,2.388889,1.75,30
153.0091,76,Female,None,Low,Immediate,High,0.9149131,2.5,1.892157,1.5,30
154.6903,81,Male,None,Low,Lagging,Low,0.9615385,2.75,2.258064,2.5,32
155.2039,30,Female,None,High,Lagging,Low,0.7117438,3,2.524039,2.5,31
156.0673,74,Female,None,Low,Immediate,Medium,0.90009,2.5,2.278663,2,31
157.0607,50,Female,None,High,Lagging,Low,0.7874016,2.75,2.275317,2,30
159.5133,50,Male,None,Low,Immediate,Low,0.7843137,3,2.507814,2.5,30
160.9904,65,Male,None,Low,Lagging,High,0.8333333,2.5,2.054347,1.5,31
162.9189,98,Female,None,Medium,Immediate,Low,1.587302,3,2.239264,2.25,31
164.3088,85,Female,None,Low,Lagging,Medium,0.9633911,2.25,1.795454,1.5,30
165.4469,53,Female,None,Low,Lagging,Low,0.8038585,2.75,2.340361,2,32
165.4469,60,Male,None,Medium,Lagging,Low,0.8130081,2.75,2.338855,2,32
165.4469,87,Female,None,Low,Lagging,Medium,1,2.75,2.010542,1.75,32
166.4379,57,Male,None,Low,Lagging,High,0.8130081,2.5,2.004491,2,30
167.0128,51,Male,None,Low,Lagging,Low,0.7905138,3,2.561377,2.75,32
167.7758,95,Female,None,High,Lagging,Low,1.25,3,2.433035,2.5,31
168.6338,90,Male,None,Low,Lagging,Low,1.111111,3,2.508875,2.5,31
169.6336,74,Male,None,Low,Lagging,Low,0.9009009,2.75,2.182353,2,32
170.6032,81,Female,None,Low,Lagging,Low,0.9433963,2.75,1.903509,2.5,30
171.1057,60,Male,None,Low,Lagging,Low,0.8130081,3,2.462209,2.25,32
171.9905,34,Male,None,High,Lagging,Low,0.7462686,3,2.699128,1.75,31
171.9905,74,Male,None,Low,Lagging,Medium,0.9009009,2.75,2.360464,2.25,32
172.2565,34,Male,None,Low,Lagging,Low,0.7462686,2.75,2.196532,2.25,32
173.7579,78,Male,None,Medium,Lagging,Low,0.9345794,2.75,2.255746,1.75,31
174.0025,29,Male,None,Low,Immediate,Low,0.7194245,2.75,2.25,1.5,30
174.662,68,Male,None,Medium,Lagging,Low,0.8547009,3,2.511428,2.25,33
174.662,84,Female,None,Low,Lagging,Low,0.9587728,2.25,2,2,31
175.3674,89,Female,None,Low,Immediate,Low,1.02459,3,2.343749,2.25,31
176.2118,91,Female,None,Low,Lagging,Low,1.086957,2.75,2.073446,2,33
176.2118,86,Female,None,Medium,Lagging,Low,0.9803922,3,2.480226,2.25,30
178.8376,64,Male,None,Low,Lagging,Low,0.8403361,3,2.282122,2,31
179.0841,93,Female,None,Low,Lagging,Low,1.149425,2.5,2.051388,2.25,30
179.7955,42,Male,None,Low,Lagging,Low,0.7662836,3,2.572222,2.5,31
181.0286,73,Male,None,Low,Lagging,Medium,0.8928571,2.75,2.217033,2.25,31
185.0188,77,Male,None,High,Lagging,Low,0.9259259,3,2.447581,2.25,29
186.4261,48,Female,None,Low,Immediate,Low,0.7849293,3,2.517379,2.25,32
187.6073,63,Female,None,Low,Lagging,Low,0.8319467,2.75,2.315159,2,32
188.2103,70,Female,None,Low,Lagging,Low,0.8643043,2.75,2.31746,2,32
191.8965,84,Female,None,Low,Lagging,Low,0.9587728,3,2.588542,3,32
193.5342,72,Male,None,Low,Lagging,Medium,0.8849558,2.5,2.048969,2,32
193.7446,44,Male,None,Medium,Immediate,Low,0.7782102,3,2.448455,2.25,31
199.6363,70,Female,None,Low,Lagging,Low,0.8643043,3,2.586249,2.5,32
203.1648,95,Male,None,Low,Immediate,Medium,1.25,2.75,2.015931,2.25,33
204.1056,46,Male,None,Low,Lagging,Low,0.7751938,3,2.312196,2,31
204.1056,51,Female,None,High,Lagging,Low,0.7936508,3,2.465853,2.25,32
206.0363,90,Male,None,Low,Lagging,Low,1.111111,3,2.316426,2.25,31
211.0366,85,Male,None,Low,Immediate,Low,1,3,2.382076,2.25,33
211.8252,91,Female,None,Low,Lagging,Low,1.086957,2.75,2.344339,2.25,31
214.9831,81,Female,None,Low,Lagging,Low,0.9433963,3,2.336047,2.25,32
214.9831,84,Female,None,Medium,Lagging,Low,0.9587728,3,2.443023,2.25,30
215.9292,77,Female,None,Low,Lagging,Low,0.9225093,3,2.513889,2.25,32
221.8193,96,Female,None,Low,Lagging,Low,1.388889,2.75,2.102478,2,31
223.6284,77,Female,None,Low,Lagging,Medium,0.9225093,2.75,2.162946,2.25,33
225.1441,91,Female,None,Low,Immediate,Medium,1.086957,2.75,2.266593,2,31
226.0892,78,Male,None,Low,Lagging,Low,0.9345794,2.75,2.204844,2.25,29
230.1556,89,Male,None,Low,Lagging,Low,1.041667,3,2.477273,2.25,31
239.8376,71,Male,None,Medium,Lagging,High,0.877193,2.5,2.092708,2,32
239.8376,85,Female,None,Low,Lagging,Low,0.9633911,3,2.357291,2.25,30
241.6385,23,Female,None,Low,Immediate,Low,0.691085,3,2.632232,2.75,32
245.0823,97,Female,None,Low,Lagging,Low,1.470588,2.5,2.093495,2,32
249.4174,55,Female,WakingStick,Low,Lagging,Medium,0.9411765,2.75,2.290001,2.25,30
254.0736,79,Male,None,Low,Lagging,Low,0.9433963,2.75,2.236275,2,30
