Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
31.58132,63,Male,None,Medium,Lagging,Low,0.8333333,2.5,2.179687,1.75,68
31.91664,95,Female,None,Medium,Immediate,Low,1.25,2.5,2.304688,2.25,67
32.24273,78,Male,None,Medium,Lagging,Low,0.9345794,2.75,2.454546,2.5,64
32.30881,45,Male,None,High,Immediate,Medium,0.7692308,2.25,1.901515,1.75,64
32.83079,62,Female,None,Low,Lagging,Low,0.8237233,2.75,2.477273,2.5,65
33.12,73,Female,None,Medium,Lagging,Low,0.8912656,2.75,2.463236,1.75,68
33.24097,34,Male,None,High,Immediate,Low,0.7462686,2.75,2.220588,2,65
33.43837,46,Female,None,High,Lagging,Low,0.7794232,2.75,2.286765,1.75,67
33.43837,51,Female,None,Medium,Lagging,Low,0.7936508,2.5,2.301471,2,65
33.90146,78,Female,None,Medium,Lagging,Medium,0.9276438,2.75,2.25,2,65
34.10591,66,Female,None,Medium,Immediate,Low,0.8403361,2.25,1.842857,1.75,68
34.66656,74,Female,None,High,Lagging,Low,0.90009,2.5,2.371428,1.75,68
34.66656,67,Female,None,Low,Immediate,Low,0.8474576,2.5,2.178572,2.25,67
34.73815,56,Female,None,High,Lagging,Medium,0.8064516,2.25,2.042857,2,65
35.19166,86,Male,None,Low,Lagging,Low,1.010101,2.75,2.458333,1.75,71
35.2515,48,Female,None,Medium,Immediate,Medium,0.7849293,2.5,2.097222,2.25,64
36.37798,39,Male,None,High,Lagging,Low,0.7751938,2.75,2.554054,2,64
36.37798,58,Male,None,High,Lagging,Low,0.8196721,3,2.797297,2.5,67
36.69553,55,Female,None,High,Immediate,Medium,0.8,2.5,2.033783,2,62
36.75766,23,Female,None,High,Lagging,Low,0.691085,2.75,2.25,1.75,67
36.82904,46,Male,None,High,Lagging,Low,0.7751938,3,2.432433,2,64
37.61219,38,Female,None,Low,Lagging,Low,0.7204611,3,2.532895,2.5,66
37.67975,63,Male,None,High,Lagging,Low,0.8333333,3,2.782895,2.5,66
37.80654,62,Female,None,Medium,Immediate,Low,0.8237233,2.75,2.328948,2.25,67
37.80654,34,Male,None,High,Lagging,High,0.7462686,2.25,1.907895,1.75,68
38.00561,76,Female,WheelChair,Low,Lagging,Medium,1.01657,2.25,1.934211,1.25,64
38.37468,40,Female,None,High,Lagging,Low,0.7621951,2.75,2.371795,2,62
38.37468,35,Male,None,Medium,Immediate,Low,0.7407407,2.25,1.794872,2.25,69
38.69035,65,Female,None,High,Lagging,Low,0.8354219,3,2.448718,2.25,68
39.13751,49,Male,None,High,Immediate,Medium,0.7936508,2.25,1.80625,2,69
39.31977,43,Male,None,Medium,Lagging,Medium,0.7722008,2.5,2.1375,2.25,67
39.59075,80,Male,None,Medium,Lagging,Low,0.952381,2.75,2.45,2,67
39.77052,33,Male,None,High,Lagging,Low,0.7380074,2.75,2.30625,2.25,64
39.77052,62,Male,None,High,Immediate,Medium,0.8264462,2.25,1.9875,1.75,67
40.68184,69,Male,None,High,Lagging,Low,0.862069,2.5,2.207317,2,67
40.68184,28,Male,None,Medium,Immediate,Medium,0.7117438,2.75,1.878049,2,69
40.8095,90,Female,None,High,Lagging,Low,1.052632,2.75,2.243903,1.75,66
41.01236,26,Male,None,Medium,Immediate,Low,0.6968641,2.5,2.25,2.25,64
41.08066,21,Male,None,Low,Lagging,Medium,0.6734006,2,1.803571,1.75,65
41.24982,42,Female,None,High,Lagging,Low,0.7639419,2.25,2.041667,2,63
41.38319,33,Female,None,Low,Lagging,Low,0.7204611,3,2.541667,2.5,64
41.51566,62,Male,None,Low,Immediate,Medium,0.8264462,2,1.863095,2,67
42.24129,90,Female,None,High,Immediate,High,1.052632,2.25,1.639535,1.75,70
42.706,94,Male,None,Low,Immediate,Low,1.162791,2.5,2.174419,2,61
42.79527,29,Female,None,Medium,Immediate,Low,0.7168459,3,2.209302,2.5,67
43.36969,50,Male,None,Medium,Lagging,Low,0.7843137,2.75,2.329545,2.25,70
43.43769,60,Male,None,Low,Immediate,Low,0.8130081,2.5,2.0625,2.5,65
43.95885,35,Female,None,Medium,Lagging,Low,0.723589,2.5,2.198864,1.75,67
44.03999,37,Female,None,Low,Lagging,Low,0.7183908,2.75,2.136364,2.25,67
44.22289,43,Female,None,High,Lagging,High,0.7727975,2.5,2.122223,1.75,61
44.67089,26,Female,None,Low,Lagging,Low,0.7042254,2.5,2.172222,2,67
44.67089,50,Male,None,Medium,Immediate,High,0.7843137,2,1.85,1.5,66
44.67089,83,Female,None,High,Lagging,Medium,0.9541985,2.25,1.788889,1.75,69
44.7486,42,Female,None,Low,Lagging,Low,0.7639419,2.75,2.288889,1.75,60
45.24336,22,Male,None,High,Lagging,Low,0.6802721,2.75,2.336957,2,66
45.24336,59,Male,None,High,Lagging,Medium,0.8264462,2,1.804348,1.75,62
45.24336,69,Female,None,Medium,Lagging,Low,0.8605852,2.5,2.184783,2,68
45.44407,49,Male,None,High,Immediate,High,0.7936508,2,1.820652,2,69
45.57,94,Female,None,Medium,Immediate,Low,1.176471,2.75,2.222826,2,67
45.83896,53,Female,None,Medium,Lagging,Low,0.8038585,2.5,2.277174,1.75,65
46.32293,31,Male,None,High,Lagging,Low,0.7220216,2.5,2.164894,2.25,67
46.39204,33,Female,None,Medium,Lagging,Low,0.7204611,2.5,2.079787,1.75,69
46.6782,74,Male,None,High,Immediate,Low,0.9009009,2.5,2.031915,1.75,69
46.88264,70,Male,None,Medium,Lagging,Low,0.8695652,3,2.670213,2,64
47.39244,61,Female,None,Medium,Immediate,Low,0.8223684,2.25,1.864583,1.75,68
47.58928,52,Male,None,Low,Lagging,Low,0.7968128,2.5,2.208333,2.25,67
47.58928,40,Male,None,High,Lagging,Low,0.7547169,2.5,2.098958,2.25,69
47.67437,84,Female,None,High,Lagging,Medium,0.9587728,2.25,1.776042,2,62
48.06279,95,Male,None,Medium,Lagging,Low,1.25,3,2.551021,2,70
48.69235,31,Female,None,High,Lagging,High,0.7107321,1.75,1.596939,1.25,65
48.69235,27,Female,None,High,Lagging,High,0.7072136,1.75,1.505102,1.75,66
48.87984,48,Female,None,High,Lagging,Low,0.7849293,2.5,2.096939,2.25,68
48.87984,65,Male,None,Medium,Lagging,Low,0.8333333,2.75,2.306123,2,60
49.47189,32,Male,None,High,Lagging,High,0.729927,2,1.745,1.25,67
49.47189,65,Male,None,High,Lagging,Medium,0.8333333,2.25,1.845,2.25,68
49.91438,29,Male,WheelChair,Medium,Lagging,Low,0.7993606,2.5,2.285,2.25,61
50.2208,20,Female,None,High,Lagging,Low,0.6993007,2.5,2.098039,2.25,68
50.34459,61,Male,None,High,Lagging,Low,0.8196721,3,2.323529,1.75,67
50.72031,49,Female,None,Medium,Lagging,Low,0.7905138,2.5,2.176471,2.5,66
50.78321,47,Female,None,Low,Immediate,Low,0.78125,2.75,2.117647,2.25,65
51.22184,89,Female,None,High,Lagging,Low,1.02459,3,2.139423,2,67
51.22184,82,Male,None,High,Lagging,Medium,0.9708738,2.5,2.004808,1.75,70
51.49234,73,Male,None,Medium,Lagging,Low,0.8928571,2.75,2.067308,2.25,67
51.57462,22,Female,None,High,Lagging,Low,0.7042254,2.75,2.274039,2.25,66
51.6205,74,Female,None,High,Lagging,Low,0.90009,2.5,2.110577,2,67
51.94473,34,Female,None,Low,Lagging,Low,0.7215007,2.75,2.326923,2,70
52.27275,53,Female,None,High,Lagging,Low,0.8038585,2.5,2.033019,2,61
52.27275,40,Male,None,High,Lagging,Low,0.7547169,2.75,2.179245,2.25,68
52.67963,31,Female,None,Low,Immediate,Medium,0.7107321,2.25,1.679245,1.75,67
52.87299,68,Male,None,Low,Lagging,Low,0.8547009,2.5,2.250001,1.75,64
53.0308,83,Female,None,Medium,Lagging,Low,0.9541985,2.75,2.09434,2,69
53.18819,24,Female,None,Medium,Lagging,Medium,0.7062147,2.5,2.050926,2,70
53.52586,57,Male,WakingStick,High,Immediate,High,0.9564801,2.5,1.837963,1.5,71
53.52586,24,Male,None,High,Lagging,High,0.6944444,2,1.625,1.5,70
53.65186,80,Female,None,High,Lagging,Low,0.9372071,2.75,2.393518,2.25,70
54.21799,46,Female,None,High,Lagging,Low,0.7794232,2.75,2.113636,2.25,61
54.27723,77,Female,None,High,Lagging,Low,0.9225093,2.5,2.209091,2.25,68
54.40925,55,Male,None,High,Lagging,Low,0.8,2.5,2.009091,2.25,68
54.6251,61,Male,None,Low,Immediate,Low,0.8196721,2.5,1.8,1.75,69
54.82063,47,Female,None,High,Lagging,Low,0.78125,2.25,1.95,2.25,70
55.34077,64,Female,None,Medium,Lagging,Low,0.8368201,2.75,2.34375,2.25,65
55.41183,40,Male,None,High,Lagging,Medium,0.7547169,2.25,1.852679,1.75,66
55.53592,46,Female,None,Low,Lagging,Low,0.7794232,2.5,2.183036,2,67
55.60469,62,Female,None,Medium,Lagging,Low,0.8237233,2.5,2.138392,2,63
56.00443,28,Male,None,Low,Lagging,Low,0.7117438,2.5,2.174107,2.25,68
56.00443,58,Female,None,High,Lagging,Low,0.8156607,2.5,2.200893,2.25,67
56.07399,47,Male,WheelChair,Medium,Immediate,High,0.8680556,2.25,1.513158,2,63
56.60925,78,Male,None,Medium,Lagging,Low,0.9345794,2.5,2.083333,2.25,65
57.06631,94,Male,None,Medium,Lagging,Low,1.162791,2.75,2.176725,2.25,66
57.06631,70,Female,None,Low,Lagging,Medium,0.8643043,2.5,2.155173,2.25,67
57.29025,42,Male,None,Low,Immediate,Low,0.7662836,2.75,2.340517,2.75,65
57.95982,31,Male,None,High,Lagging,Low,0.7220216,3,2.336207,2.5,69
58.0191,55,Female,None,Medium,Lagging,Medium,0.8,2.75,2.24569,2,69
58.07879,36,Female,None,Medium,Immediate,Low,0.7194245,2.5,2.076272,2.5,69
58.23476,95,Male,None,Low,Immediate,Low,1.25,2.25,1.872881,2.25,66
58.61003,98,Female,None,Low,Lagging,Low,1.587302,3,2.173729,2,63
58.61003,30,Male,None,Medium,Lagging,Low,0.7142857,2.5,2.135593,2.25,69
58.7201,27,Male,None,High,Lagging,Low,0.7042254,2.5,2.088983,2.25,63
58.87761,84,Female,None,Medium,Lagging,Medium,0.9587728,2.75,2.072034,2.75,65
58.9452,71,Male,WheelChair,Medium,Lagging,Low,0.9746588,2.75,2.194915,2.5,73
59.15932,94,Female,None,High,Lagging,Low,1.176471,2.5,2.291667,2.5,66
59.56963,48,Female,None,Medium,Lagging,Low,0.7849293,3,2.379166,1.75,69
59.71865,75,Female,None,High,Immediate,Low,0.9082652,2.75,2.054166,2.25,69
59.97462,28,Male,None,Low,Lagging,Low,0.7117438,2.75,2.137501,2.75,65
60.17158,23,Female,None,High,Lagging,High,0.691085,1.75,1.577869,1.75,67
60.25404,50,Female,None,Low,Lagging,Low,0.7874016,2.75,2.180328,2.75,68
60.71176,45,Female,None,Low,Lagging,Medium,0.7722008,2.25,1.856557,2,63
60.71176,35,Female,None,High,Lagging,Low,0.723589,3,2.168032,3,69
61.189,65,Male,None,Medium,Immediate,Low,0.8333333,2.5,2.064517,2.25,72
61.25271,42,Male,None,Medium,Lagging,Low,0.7662836,2.75,2.423387,2.75,66
61.30986,99,Male,None,Low,Lagging,Low,1.315789,3,2.439516,2,68
61.45469,26,Female,None,High,Lagging,Low,0.7042254,3,2.520162,2,66
61.98743,65,Male,None,Low,Lagging,Low,0.8333333,2.75,2.080645,2,66
61.98743,60,Male,None,Medium,Lagging,Low,0.8130081,3,2.677419,2.75,64
62.33737,70,Male,None,Medium,Lagging,Medium,0.8695652,2.25,1.912698,2,68
62.61951,64,Male,None,High,Lagging,Low,0.8403361,2.5,1.936508,1.75,67
62.61951,72,Female,None,Low,Lagging,Low,0.8833923,2.5,2.396826,2,68
62.94886,60,Female,None,High,Lagging,Medium,0.8130081,2.5,1.869048,2.5,65
63.08011,22,Female,None,Medium,Immediate,Low,0.7042254,2.5,2.210938,2.25,67
63.16864,47,Male,None,High,Immediate,Low,0.78125,2.75,2.011719,2.5,68
63.36463,20,Male,None,Medium,Lagging,Low,0.6666667,2.5,2.117188,2.25,68
63.70658,81,Female,None,Low,Lagging,Medium,0.9433963,2.5,2.070313,2.25,63
63.76439,50,Male,WheelChair,Medium,Immediate,Low,0.8714597,3,2.367187,2.5,67
64.02959,78,Male,None,Medium,Lagging,Low,0.9345794,2.75,2.136719,1.75,67
64.37415,44,Female,None,High,Lagging,Low,0.7806401,2.75,2.346154,2.25,67
64.52982,78,Female,None,Low,Lagging,Low,0.9276438,2.75,2.146155,2,66
64.65196,79,Male,None,Medium,Lagging,Low,0.9433963,2.75,2.234615,2,70
64.73991,55,Female,None,Medium,Lagging,Medium,0.8,2.25,1.688461,1.75,67
65.1239,83,Female,WheelChair,Medium,Lagging,Low,1.06022,2.75,2.19697,2.25,68
65.26422,65,Female,None,High,Lagging,Low,0.8354219,2.5,2.117424,2,65
65.26422,49,Female,None,Medium,Lagging,High,0.7905138,2,1.67803,1.5,71
66.14151,72,Female,None,High,Lagging,Low,0.8833923,2.75,2.242538,2,69
66.82291,49,Female,None,Medium,Lagging,Low,0.7905138,2.75,2.253731,2,66
67.2883,37,Female,None,High,Lagging,Low,0.7183908,3,2.3125,2.25,67
67.62975,97,Male,None,Medium,Lagging,Low,1.282051,2.5,2.0625,1.75,67
67.62975,62,Male,None,High,Lagging,Low,0.8264462,2.5,2.11397,2.25,70
68.28561,37,Male,None,Medium,Lagging,Low,0.7575758,2.5,2,2.5,65
68.35682,82,Female,None,Low,Lagging,Low,0.9487666,2.5,2.15942,2.5,65
68.51833,66,Female,None,Medium,Lagging,Low,0.8403361,2.5,2.115942,2,68
68.85658,78,Male,None,Medium,Lagging,Low,0.9345794,2.5,2.300725,2,64
69.12366,92,Female,None,Medium,Lagging,Low,1.123595,2.5,2.017857,2.25,62
69.38692,78,Male,None,Low,Lagging,Low,0.9345794,2.75,2.075,2.75,69
70.12505,75,Male,WheelChair,Medium,Lagging,Low,1.010101,2.75,2.40493,2.25,68
70.19365,62,Female,None,Low,Immediate,High,0.8237233,2.25,1.640845,1.75,68
70.31712,70,Male,WheelChair,Medium,Immediate,Low,0.9661836,2.5,2.12676,1.75,66
70.74027,60,Male,None,Medium,Lagging,Medium,0.8130081,2.25,1.827465,1.5,63
70.8652,42,Female,None,High,Lagging,Low,0.7639419,2.5,2.211268,2.5,69
71.03519,94,Female,None,High,Immediate,Low,1.176471,3,2.355634,1.75,64
71.22981,64,Male,None,High,Immediate,Low,0.8403361,2.75,2.184028,2.25,70
71.30129,55,Male,None,Medium,Lagging,Low,0.8,2.25,2.059028,1.75,61
71.4321,37,Male,None,Medium,Lagging,High,0.7575758,2.25,1.673611,1.25,63
71.68449,68,Male,None,Low,Lagging,Low,0.8547009,2.5,2.024306,2,68
71.68449,35,Male,None,Low,Lagging,Low,0.7407407,2.75,2.180556,2.75,65
72.38902,30,Male,None,Medium,Lagging,Low,0.7142857,2.75,2.15411,1.75,67
72.72018,67,Male,None,High,Lagging,Low,0.8474576,2,1.784246,1.75,66
73.32408,72,Male,None,Low,Immediate,Low,0.8849558,2.5,2.293919,2.5,64
73.51485,45,Male,None,Medium,Immediate,Low,0.7692308,2.25,2,2,72
73.58114,36,Female,None,Medium,Lagging,Low,0.7194245,2.5,2.006757,2,64
74.12325,97,Female,None,Medium,Lagging,Low,1.470588,2.5,2.083333,1.75,70
74.12325,82,Male,None,High,Lagging,Low,0.9708738,2.25,1.686667,1.5,67
74.31111,54,Female,None,Medium,Lagging,Low,0.8084074,2.25,2.06,2,66
74.75758,61,Female,None,High,Lagging,Low,0.8223684,2.5,1.826667,1.5,66
75.31953,21,Male,WheelChair,Medium,Lagging,High,0.7482229,2,1.595395,1.5,68
75.64812,79,Male,None,High,Lagging,Low,0.9433963,2.75,2,1.75,68
76.0444,94,Male,None,Low,Lagging,Low,1.162791,2.5,1.983553,1.75,69
76.38834,28,Female,None,Medium,Lagging,Low,0.7092199,2.75,2.305194,2.25,65
76.38834,31,Male,None,Low,Lagging,Low,0.7220216,2.5,2.165585,2.25,68
76.72427,71,Male,None,Low,Lagging,Low,0.877193,2.25,1.896104,1.75,61
76.79475,76,Male,None,High,Lagging,Low,0.9174312,2.5,2.288961,1.75,67
77.12144,52,Male,None,Medium,Lagging,Low,0.7968128,2.5,1.830128,1.75,67
77.21688,60,Female,None,Medium,Lagging,Low,0.8130081,2.5,2.01282,2,67
77.48134,53,Male,None,Medium,Lagging,Low,0.8032128,2.75,2.362179,2.25,61
77.80883,48,Female,None,Medium,Lagging,Low,0.7849293,2.75,2.096153,2.25,66
78.47588,29,Male,None,Medium,Lagging,Low,0.7194245,2.5,2.094936,1.75,66
78.73088,94,Female,None,Medium,Lagging,Low,1.176471,2.25,1.89557,2,72
78.87746,75,Female,None,Medium,Lagging,Medium,0.9082652,2.5,2.060127,2,71
79.06474,94,Male,None,Low,Immediate,Low,1.162791,2.5,2.23125,1.75,60
79.40887,45,Male,WheelChair,High,Lagging,Low,0.8547009,2.75,2.159375,2,63
79.82114,35,Female,None,Low,Lagging,Low,0.723589,2.5,2.271875,2.5,68
80.22686,80,Male,None,Medium,Lagging,Low,0.952381,2.5,2.012345,2,69
81.41086,92,Male,None,Low,Lagging,Low,1.136364,2.5,2.182927,2,65
81.41086,71,Female,None,Low,Immediate,Low,0.8741258,2.75,2.155488,2.25,66
82.13857,56,Male,None,Low,Lagging,High,0.8064516,2.25,1.527109,2.25,62
82.71328,34,Female,None,Low,Lagging,High,0.7215007,1.75,1.560241,1.5,66
82.71328,91,Female,None,Low,Lagging,Low,1.086957,2.75,2.156627,2,61
82.98305,79,Female,None,Low,Immediate,Low,0.9328358,2.75,2.114458,2,65
83.90649,28,Female,None,Low,Lagging,Low,0.7092199,2.75,2.345238,2.25,68
84.10301,47,Male,None,Low,Immediate,Low,0.78125,2.5,1.985294,2,68
84.31296,43,Male,None,Low,Lagging,Low,0.7722008,3,2.458824,2.75,64
84.49178,67,Male,None,Medium,Lagging,Low,0.8474576,2.5,1.994117,2,69
84.88835,39,Female,None,Low,Lagging,Low,0.7407407,2.75,2.141177,2.25,69
85.08105,24,Female,None,Low,Lagging,Low,0.7062147,2.5,2.133721,2,61
85.4153,99,Female,None,High,Immediate,High,1.785714,2.25,1.854651,2.25,71
85.48136,76,Female,None,Medium,Lagging,Medium,0.9149131,2.5,1.834302,2.5,70
86.62009,71,Male,None,Low,Lagging,Low,0.877193,2.75,1.931035,2,64
86.62009,74,Male,None,High,Lagging,Low,0.9009009,2.5,2.155172,2,70
87.04097,48,Female,None,Medium,Lagging,Low,0.7849293,2.5,1.784483,1.75,61
87.64399,41,Male,None,High,Lagging,Medium,0.7604563,2,1.727273,2,68
88.36843,94,Female,None,Medium,Immediate,Low,1.176471,3,2.171348,2,67
88.59267,45,Male,None,Low,Immediate,Low,0.7692308,2.75,2.41854,2.5,63
88.64433,63,Male,None,Low,Immediate,Low,0.8333333,2.75,2.061797,2.25,63
88.90024,74,Female,None,Medium,Lagging,Low,0.90009,2.5,2.123595,2.25,59
89.63902,51,Female,None,Medium,Lagging,Low,0.7936508,3,2.425,2.25,65
90.24194,25,Male,None,Low,Lagging,Low,0.6896551,2.25,1.928572,2,67
90.51066,85,Male,None,High,Lagging,Medium,1,2.25,1.793957,2,68
90.63588,46,Male,None,Low,Lagging,Low,0.7751938,2.75,2.041209,2,66
91.04532,94,Female,None,Low,Lagging,Low,1.176471,2.5,2.07967,2,66
91.44543,75,Male,None,Low,Lagging,Low,0.9090909,2.5,1.991848,2.25,67
91.64376,36,Male,None,Low,Lagging,Low,0.7490637,2.75,2.195653,2.75,67
93.24377,40,Male,WakingStick,Medium,Lagging,Medium,0.8879023,2.5,1.843085,2.5,69
93.24377,20,Female,None,Low,Immediate,Medium,0.6993007,2.75,2.002659,2.25,63
93.24377,84,Female,None,Medium,Lagging,Low,0.9587728,2.5,2.047872,2.25,65
93.24377,83,Female,None,Low,Immediate,Medium,0.9541985,2.75,1.712766,2.5,70
93.92682,70,Female,None,Medium,Lagging,Low,0.8643043,2.5,2.175532,2.25,68
94.4753,40,Female,None,Low,Lagging,High,0.7621951,2.5,1.689473,2.25,66
94.67596,71,Male,None,Low,Lagging,Low,0.877193,3,2.48421,2.75,63
95.2544,29,Female,None,Medium,Lagging,High,0.7168459,2.5,1.794271,1.75,63
95.56032,51,Female,None,Low,Lagging,Low,0.7936508,2.5,1.929687,2.25,66
95.85106,89,Male,None,Low,Lagging,Low,1.041667,2.75,2.286458,2.5,71
96.24444,78,Male,None,High,Lagging,Low,0.9345794,3,2.404639,1.75,65
96.6271,91,Male,None,Low,Lagging,Low,1.123595,3,2.237114,2.5,68
96.97462,84,Female,None,Medium,Lagging,Medium,0.9587728,2.25,1.824742,1.5,68
98.73573,73,Male,None,Medium,Lagging,Low,0.8928571,2.75,2.308081,2.25,69
99.06043,73,Female,None,Low,Lagging,Low,0.8912656,2.25,1.878788,1.5,69
99.4177,31,Female,None,Low,Lagging,Low,0.7107321,2.5,2.265,2.5,68
99.4177,23,Male,None,Low,Lagging,Medium,0.6872852,2.5,2.175,2.25,68
100.0955,63,Male,None,Low,Lagging,Medium,0.8333333,2.25,1.75,1.75,63
102.8058,95,Male,None,Medium,Lagging,Low,1.25,2.5,1.98301,2,67
104.7441,73,Female,None,Medium,Lagging,Low,0.8912656,2.75,2.457143,2.5,65
104.9264,94,Male,None,Low,Lagging,Low,1.162791,2.75,2.354762,2.5,68
105.8672,33,Female,None,Low,Lagging,Low,0.7204611,2.75,2.375001,2.25,68
107.5292,48,Female,None,Low,Lagging,Low,0.7849293,3,2.407408,2.25,66
107.7393,75,Male,None,Low,Lagging,Low,0.9090909,2.75,2.203704,2.25,68
108.2851,62,Male,None,Low,Lagging,Low,0.8264462,2.75,2.142202,1.75,72
108.3324,71,Male,WakingStick,Low,Immediate,High,1.031992,2.25,1.777523,2.25,64
109.1329,77,Female,None,Low,Lagging,Low,0.9225093,3,2.440909,2.5,67
109.2089,24,Female,None,Low,Lagging,Low,0.7062147,2.75,1.897728,2,68
111.6051,30,Female,None,Low,Lagging,Medium,0.7117438,2.75,2.037946,1.75,70
111.9973,51,Male,None,Low,Lagging,Medium,0.7905138,2.5,2.040179,2,71
114.3392,96,Male,None,Medium,Lagging,Low,1.265823,2.25,1.943478,2.25,70
116.7282,21,Male,None,Low,Lagging,Low,0.6734006,2.75,2.373931,2.5,66
116.8748,39,Male,WheelChair,Medium,Lagging,Medium,0.8613265,2.5,2.023505,1.75,68
117.3969,57,Male,None,Low,Lagging,Low,0.8130081,2.75,2.391949,2.5,67
118.6658,61,Male,None,Low,Lagging,Medium,0.8196721,2.5,2.046218,2.25,65
119.7946,95,Male,None,Low,Lagging,Low,1.25,2.5,1.977083,2,70
124.6048,72,Male,None,Low,Lagging,Medium,0.8849558,2.25,1.772,1.75,65
126.6643,31,Male,None,Low,Immediate,Low,0.7220216,2.25,1.996063,2,67
129.2698,98,Female,None,Medium,Lagging,Low,1.587302,2.75,2.242308,2.25,70
132.5289,90,Male,None,Low,Lagging,Low,1.111111,2.5,2.195489,2,67
133.2719,34,Male,WheelChair,Low,Lagging,Low,0.8291873,2.75,2.06903,1.5,68
135.3284,89,Male,None,Low,Lagging,Low,1.041667,2.75,2.46875,2.5,65
138.8777,39,Male,None,Low,Immediate,High,0.7751938,2.5,1.715827,1.75,66
139.9351,92,Male,None,High,Lagging,Medium,1.136364,2.5,2.266072,2,65
151.7346,64,Female,None,Low,Immediate,Low,0.8368201,2.5,2.064145,2,66
181.0127,90,Female,None,Medium,Lagging,Low,1.052632,2.75,2.237569,2.25,66
195.3907,92,Male,None,Low,Lagging,Low,1.136364,2.5,2.144132,2.25,72
