Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
39.12138,48,Female,None,Low,Immediate
39.5777,58,Female,WakingStick,High,Immediate
39.5777,21,Female,WheelChair,High,Immediate
39.90605,28,Female,WheelChair,Medium,Immediate
40.17323,54,Male,WheelChair,High,Immediate
40.41757,65,Male,None,High,Immediate
40.41757,64,Male,None,Medium,Immediate
40.89373,74,Female,WakingStick,Medium,Immediate
41.12413,97,Female,None,High,Lagging
41.12413,58,Male,WakingStick,High,Immediate
41.57555,83,Female,WheelChair,Medium,Immediate
41.93556,67,Female,WheelChair,Low,Lagging
41.93556,83,Female,None,High,Immediate
41.93556,51,Female,None,Medium,Immediate
41.93556,30,Male,WheelChair,Low,Immediate
42.48388,70,Male,None,Low,Immediate
42.48388,52,Male,None,Medium,Immediate
42.48388,47,Female,None,Medium,Immediate
42.74975,78,Male,None,Medium,Lagging
43.00282,70,Female,None,Low,Immediate
43.24111,40,Male,None,High,Immediate
43.24111,89,Male,None,Low,Immediate
43.69696,29,Male,None,Medium,Immediate
43.69696,26,Male,None,High,Immediate
44.13723,93,Male,None,Low,Lagging
44.13723,52,Male,None,High,Lagging
44.49728,43,Male,None,Medium,Immediate
44.49728,58,Female,WheelChair,High,Immediate
44.77251,44,Female,None,High,Immediate
45.02828,30,Male,WheelChair,Medium,Immediate
45.02828,76,Male,None,High,Immediate
45.2771,98,Female,WheelChair,High,Immediate
45.2771,20,Female,WheelChair,Low,Immediate
45.51801,31,Male,None,High,Immediate
45.74625,97,Female,WheelChair,High,Immediate
46.22815,64,Male,None,High,Immediate
46.46241,76,Female,None,Medium,Immediate
46.46241,46,Female,WheelChair,Medium,Immediate
46.66933,22,Male,None,Low,Immediate
47.03154,92,Male,None,High,Immediate
47.30522,64,Female,None,High,Immediate
47.57265,48,Male,WakingStick,High,Immediate
47.57265,53,Female,None,Low,Immediate
47.57265,61,Male,None,Low,Immediate
48.27567,53,Male,WheelChair,High,Immediate
48.27567,85,Female,WheelChair,Medium,Immediate
48.47538,81,Male,WheelChair,Medium,Immediate
48.81281,68,Female,None,Medium,Lagging
49.07422,78,Male,None,High,Immediate
49.31282,74,Female,WheelChair,Medium,Immediate
49.31282,73,Female,WakingStick,Low,Immediate
49.76211,29,Female,WakingStick,Low,Immediate
49.98298,34,Male,None,Low,Immediate
50.21509,78,Male,WheelChair,High,Immediate
50.21509,29,Male,None,Medium,Immediate
50.57476,51,Female,None,Medium,Immediate
51.09574,36,Female,WheelChair,Medium,Lagging
51.32957,38,Female,WakingStick,Low,Immediate
51.54619,78,Female,WheelChair,Medium,Immediate
51.54619,93,Female,WheelChair,Low,Immediate
51.77478,34,Male,None,Low,Immediate
52.05343,21,Female,None,High,Lagging
52.30181,72,Male,None,High,Immediate
52.30181,66,Female,None,Low,Immediate
52.54855,58,Male,WakingStick,Medium,Immediate
53.01662,33,Female,None,Low,Immediate
53.35552,78,Male,WakingStick,Low,Immediate
53.62138,28,Female,None,High,Immediate
53.62138,42,Female,WheelChair,High,Lagging
53.85587,86,Male,None,Medium,Immediate
54.08055,95,Female,None,High,Immediate
54.29717,59,Female,WakingStick,Medium,Immediate
54.29717,56,Male,WheelChair,High,Lagging
54.86937,34,Female,WakingStick,High,Immediate
54.86937,48,Male,WakingStick,High,Immediate
55.83384,51,Male,None,Low,Immediate
56.14616,92,Female,None,Low,Immediate
56.66582,65,Male,WakingStick,Low,Immediate
56.66582,90,Female,WakingStick,High,Immediate
57.1286,86,Male,None,Medium,Immediate
57.34529,25,Male,WheelChair,Medium,Immediate
57.64119,38,Female,WheelChair,Medium,Immediate
58.12196,66,Female,WheelChair,Low,Immediate
58.12196,20,Male,None,Low,Lagging
58.56831,29,Female,None,Low,Immediate
58.56831,46,Female,None,Low,Lagging
58.56831,93,Male,None,Medium,Immediate
58.91978,50,Female,None,Low,Lagging
59.2055,31,Female,None,Low,Immediate
59.4789,41,Female,None,Medium,Lagging
59.94386,46,Female,WakingStick,Low,Immediate
59.94386,85,Male,WheelChair,Low,Immediate
60.17922,92,Female,WheelChair,Medium,Immediate
60.38202,85,Male,None,Medium,Immediate
60.38202,82,Female,WheelChair,Low,Lagging
60.73257,91,Male,None,Low,Immediate
61.01885,30,Female,WakingStick,High,Immediate
61.01885,73,Male,WakingStick,Low,Immediate
61.27302,57,Female,WheelChair,High,Lagging
61.27302,95,Female,WakingStick,Medium,Lagging
61.51389,89,Female,None,Medium,Lagging
61.75261,76,Male,WheelChair,Low,Immediate
61.98762,22,Female,WakingStick,Medium,Lagging
61.98762,91,Male,None,Medium,Lagging
62.2107,69,Male,WakingStick,Low,Lagging
62.44367,54,Male,WakingStick,High,Lagging
62.44367,97,Male,WheelChair,Medium,Immediate
62.67781,32,Female,None,Medium,Immediate
62.67781,73,Female,None,Low,Lagging
63.01263,68,Female,WheelChair,Low,Lagging
63.27162,40,Male,None,High,Lagging
63.50358,51,Male,WheelChair,Low,Immediate
63.50358,53,Female,WheelChair,High,Immediate
63.94127,67,Female,None,Low,Immediate
64.2627,93,Male,None,High,Immediate
64.51111,54,Male,WheelChair,Medium,Lagging
64.75812,58,Female,None,Medium,Lagging
64.98747,75,Male,WheelChair,Low,Lagging
65.21368,41,Male,WheelChair,Medium,Immediate
65.42899,61,Male,None,Low,Lagging
65.42899,93,Male,WheelChair,High,Immediate
65.78322,23,Male,WheelChair,High,Lagging
65.78322,22,Female,None,High,Lagging
65.78322,62,Male,WheelChair,Medium,Immediate
66.05881,78,Female,None,High,Immediate
66.29094,92,Female,None,High,Immediate
66.51141,50,Male,WheelChair,High,Lagging
66.72385,73,Male,None,Medium,Immediate
66.72385,86,Male,None,Medium,Lagging
67.2812,95,Female,WheelChair,Low,Immediate
67.2812,41,Male,None,Low,Lagging
67.53852,55,Female,None,High,Lagging
67.53852,71,Male,None,Medium,Immediate
67.9809,60,Male,None,High,Lagging
67.9809,93,Male,WheelChair,Medium,Lagging
68.19917,58,Male,WakingStick,Low,Immediate
68.54805,62,Male,None,Low,Immediate
68.84554,50,Male,None,Medium,Immediate
69.09917,90,Male,WakingStick,High,Immediate
69.09917,92,Male,WakingStick,Low,Immediate
69.56588,31,Male,None,Medium,Immediate
69.56588,48,Female,None,Low,Lagging
69.56588,22,Female,None,Low,Lagging
69.78226,54,Male,None,High,Lagging
69.78226,49,Male,WakingStick,Low,Immediate
70.34296,50,Male,WheelChair,Medium,Lagging
70.34296,73,Female,None,High,Lagging
70.34296,82,Female,WakingStick,Low,Lagging
70.57965,35,Male,WheelChair,Medium,Immediate
70.57965,45,Male,WheelChair,High,Lagging
70.80422,95,Female,None,High,Lagging
70.80422,25,Female,WakingStick,High,Immediate
71.2461,74,Female,WakingStick,High,Lagging
71.59446,92,Male,WheelChair,Medium,Lagging
71.84961,61,Female,None,Low,Immediate
71.84961,89,Female,None,Medium,Immediate
72.08221,32,Male,None,Medium,Lagging
72.08221,88,Female,None,Low,Lagging
72.31008,26,Female,None,High,Lagging
72.75159,81,Female,None,High,Lagging
72.75159,91,Male,WheelChair,Low,Lagging
73.10207,62,Female,WheelChair,Low,Immediate
73.10207,52,Male,WheelChair,High,Lagging
73.37582,58,Male,WheelChair,Low,Lagging
73.61232,58,Female,WheelChair,Low,Lagging
73.61232,44,Male,None,Low,Lagging
73.8353,52,Female,None,Low,Immediate
74.04469,93,Female,WheelChair,Medium,Lagging
74.04469,30,Male,None,Low,Lagging
74.04469,71,Male,WakingStick,Low,Lagging
74.26707,44,Female,WheelChair,High,Lagging
74.60525,53,Male,None,Medium,Lagging
74.60525,69,Female,WakingStick,Low,Lagging
75.08897,58,Male,None,Medium,Lagging
75.08897,32,Female,None,Medium,Lagging
75.54701,39,Male,None,Low,Lagging
75.54701,21,Female,None,Low,Lagging
75.77203,49,Female,WheelChair,Low,Immediate
76.12298,70,Female,None,Low,Lagging
76.12298,36,Male,None,Medium,Lagging
76.12298,44,Male,None,Low,Immediate
76.39333,20,Male,None,Medium,Lagging
76.62635,66,Female,None,Medium,Lagging
77.0833,72,Female,None,High,Lagging
77.2992,26,Male,None,Medium,Lagging
77.2992,63,Female,None,High,Lagging
77.2992,78,Female,WheelChair,Medium,Lagging
77.2992,79,Female,None,Low,Lagging
77.6562,85,Male,None,Low,Lagging
77.91743,89,Female,WheelChair,Low,Lagging
77.91743,89,Female,WheelChair,Medium,Lagging
77.91743,94,Male,WheelChair,Medium,Immediate
78.16431,31,Male,None,Low,Lagging
78.46072,49,Female,None,High,Lagging
78.46072,89,Male,None,Low,Immediate
78.70707,28,Female,None,High,Lagging
78.9461,51,Female,WakingStick,Medium,Lagging
79.16945,72,Male,WheelChair,Medium,Immediate
79.16945,62,Female,WheelChair,Medium,Lagging
79.3764,24,Male,WheelChair,Low,Immediate
79.7038,62,Female,WakingStick,Low,Lagging
79.7038,79,Male,WakingStick,Low,Immediate
79.7038,45,Female,WheelChair,Medium,Immediate
79.95847,51,Male,WakingStick,High,Lagging
80.17165,42,Male,WheelChair,High,Lagging
80.69631,81,Male,None,High,Lagging
80.69631,22,Female,None,High,Lagging
80.93382,55,Female,WakingStick,High,Lagging
81.15041,36,Male,None,Medium,Lagging
81.68361,55,Female,WheelChair,Medium,Lagging
81.93304,82,Male,None,High,Lagging
81.93304,44,Male,None,Low,Immediate
81.93304,63,Female,WheelChair,Low,Lagging
82.1344,68,Male,WheelChair,Low,Lagging
82.1344,20,Male,WheelChair,Medium,Lagging
82.65848,47,Female,None,Low,Lagging
82.65848,62,Female,WheelChair,Low,Immediate
82.65848,75,Male,None,Medium,Lagging
82.86506,70,Male,WheelChair,Medium,Lagging
82.86506,39,Male,WakingStick,High,Lagging
83.20425,75,Female,None,Low,Immediate
83.20425,81,Female,WheelChair,Low,Immediate
83.20425,47,Female,None,High,Lagging
83.66586,26,Male,WheelChair,High,Lagging
83.88542,58,Male,WakingStick,High,Lagging
83.88542,78,Male,None,High,Lagging
84.17693,33,Male,WakingStick,Low,Lagging
84.17693,37,Female,None,Medium,Lagging
84.67384,65,Male,WheelChair,High,Immediate
84.67384,22,Female,WheelChair,Low,Lagging
84.88805,25,Male,WheelChair,High,Immediate
84.88805,74,Male,None,Low,Lagging
85.19523,91,Female,WakingStick,Low,Lagging
85.4174,70,Male,WakingStick,Low,Immediate
85.93625,22,Male,WheelChair,Low,Lagging
85.93625,42,Female,None,Medium,Lagging
85.93625,93,Male,WheelChair,Medium,Lagging
86.18539,62,Male,None,Medium,Immediate
86.39917,62,Female,None,High,Lagging
86.39917,43,Female,None,Medium,Immediate
86.9606,72,Male,WheelChair,Medium,Immediate
86.9606,40,Female,WheelChair,High,Lagging
87.20882,65,Male,None,High,Lagging
87.41516,77,Female,WheelChair,Medium,Immediate
87.60266,26,Female,WheelChair,Low,Lagging
87.60266,49,Male,WheelChair,High,Lagging
87.94109,68,Female,None,Medium,Immediate
88.18833,76,Female,None,Medium,Lagging
88.18833,23,Male,None,High,Lagging
88.18833,47,Female,None,High,Lagging
88.41967,35,Male,WakingStick,Medium,Lagging
88.9567,87,Male,WheelChair,High,Lagging
88.9567,20,Female,WakingStick,Low,Lagging
89.19857,81,Male,None,Low,Lagging
89.19857,73,Male,WakingStick,High,Lagging
89.41496,50,Female,None,High,Lagging
89.95131,35,Female,None,Low,Lagging
89.95131,71,Male,WheelChair,Low,Lagging
90.391,50,Female,WakingStick,High,Lagging
90.69859,52,Male,WakingStick,Medium,Lagging
90.69859,94,Male,None,High,Immediate
90.69859,56,Male,WheelChair,High,Lagging
90.69859,94,Male,WheelChair,High,Lagging
91.11787,68,Male,None,Medium,Lagging
91.43143,45,Male,WheelChair,High,Lagging
91.43143,87,Female,None,High,Immediate
91.66856,75,Male,None,High,Lagging
91.89603,98,Female,WheelChair,Low,Immediate
91.89603,71,Female,WheelChair,Medium,Lagging
91.89603,76,Male,None,Low,Immediate
92.09478,83,Male,WakingStick,Low,Lagging
92.43554,58,Male,None,High,Lagging
92.66744,22,Female,None,High,Lagging
92.86967,27,Female,WakingStick,Medium,Immediate
93.42935,22,Female,None,Low,Lagging
93.42935,49,Female,None,High,Lagging
93.96647,78,Female,None,Low,Lagging
93.96647,68,Male,None,Low,Lagging
94.21888,86,Male,None,Low,Lagging
94.41036,28,Female,None,Low,Lagging
94.69143,86,Male,WheelChair,Low,Immediate
94.69143,95,Female,WheelChair,Low,Lagging
95.20303,98,Female,WheelChair,Medium,Lagging
95.20303,36,Male,None,Medium,Lagging
95.20303,50,Male,None,High,Lagging
95.43696,54,Female,WheelChair,Medium,Lagging
95.63467,90,Male,WheelChair,Medium,Lagging
96.17558,87,Female,WheelChair,Medium,Lagging
96.17558,26,Male,WheelChair,Medium,Immediate
96.36871,92,Female,WheelChair,Low,Lagging
96.92162,30,Female,None,High,Lagging
96.92162,94,Female,None,High,Lagging
97.12136,77,Male,WakingStick,High,Lagging
97.44154,84,Male,WakingStick,Low,Lagging
97.66523,63,Female,WheelChair,Low,Immediate
97.88352,83,Male,WheelChair,Medium,Lagging
98.18753,62,Female,WheelChair,Medium,Lagging
98.18753,78,Female,WheelChair,Low,Lagging
98.93114,25,Male,None,Low,Lagging
99.15222,81,Female,WheelChair,Low,Lagging
99.15222,82,Male,None,Low,Lagging
99.15222,45,Male,WakingStick,High,Lagging
99.43188,37,Male,None,Low,Lagging
99.64551,98,Female,WheelChair,Low,Lagging
99.85464,90,Female,WheelChair,Low,Lagging
99.85464,66,Female,None,High,Lagging
100.205,51,Female,None,Low,Lagging
100.205,41,Female,WakingStick,Low,Lagging
100.4486,42,Male,None,Medium,Lagging
100.6523,60,Female,None,Medium,Immediate
100.9583,57,Female,None,Low,Lagging
100.9583,92,Female,None,High,Lagging
101.3608,54,Male,WakingStick,Low,Immediate
101.3608,71,Female,WheelChair,High,Lagging
101.6953,30,Female,None,Low,Immediate
101.9437,61,Female,None,Medium,Lagging
101.9437,65,Male,WakingStick,High,Lagging
101.9437,65,Female,None,High,Lagging
102.4527,52,Male,WheelChair,Low,Immediate
102.4527,60,Female,None,Medium,Immediate
102.6752,91,Male,WakingStick,Medium,Lagging
102.6752,41,Female,WakingStick,High,Lagging
103.1925,26,Female,WheelChair,Low,Lagging
103.1925,52,Female,None,High,Immediate
103.1925,91,Female,None,Low,Lagging
103.4404,82,Male,WheelChair,High,Lagging
103.6232,95,Male,WheelChair,High,Lagging
103.9542,40,Male,None,Low,Lagging
103.9542,78,Female,WheelChair,Low,Lagging
103.9542,95,Female,None,Medium,Lagging
104.3669,21,Male,WheelChair,High,Immediate
104.6942,27,Male,WheelChair,Medium,Lagging
104.6942,40,Female,None,High,Lagging
105.1107,50,Female,None,Medium,Lagging
105.4616,64,Male,None,Medium,Lagging
105.9141,97,Female,WakingStick,Low,Lagging
106.2008,54,Female,WakingStick,Low,Immediate
106.2008,83,Male,WakingStick,High,Lagging
106.6814,98,Female,WheelChair,Low,Immediate
106.8841,75,Male,None,Medium,Lagging
106.8841,39,Female,WakingStick,Low,Lagging
106.8841,70,Female,WheelChair,High,Lagging
107.1939,80,Female,WheelChair,Medium,Lagging
107.4155,54,Female,WakingStick,High,Lagging
107.4155,39,Male,None,Low,Lagging
107.6141,77,Male,None,Low,Lagging
107.9568,76,Female,WakingStick,Low,Immediate
107.9568,22,Male,WheelChair,High,Lagging
108.2235,37,Female,None,Low,Lagging
108.4592,58,Male,WheelChair,Medium,Lagging
108.4592,29,Female,None,Medium,Immediate
108.4592,84,Female,None,Medium,Lagging
108.6673,28,Female,WakingStick,Low,Lagging
108.8697,71,Male,None,Medium,Lagging
109.214,66,Male,None,Medium,Lagging
109.4465,80,Female,WheelChair,Low,Lagging
109.4465,74,Male,None,Low,Immediate
109.4465,35,Female,WheelChair,Medium,Lagging
109.642,38,Male,WakingStick,Medium,Lagging
109.642,77,Female,WheelChair,Medium,Lagging
109.9571,31,Female,WheelChair,High,Immediate
110.1801,45,Female,None,Medium,Lagging
110.1801,99,Male,None,Medium,Lagging
110.7087,46,Female,None,Medium,Lagging
110.7087,25,Male,None,Low,Lagging
110.7087,84,Male,None,Low,Immediate
110.9587,86,Female,WheelChair,High,Lagging
111.1514,64,Female,None,Low,Lagging
111.4546,32,Female,WheelChair,High,Lagging
111.6652,72,Male,None,High,Lagging
111.9508,78,Female,None,High,Lagging
111.9508,57,Female,WakingStick,Low,Immediate
112.155,58,Male,WheelChair,Medium,Lagging
112.6766,20,Female,WakingStick,High,Lagging
112.6766,96,Female,WheelChair,Low,Lagging
112.9625,56,Female,WheelChair,Medium,Lagging
112.9625,73,Male,None,Medium,Lagging
113.172,28,Female,WheelChair,Medium,Lagging
113.3739,82,Male,WakingStick,High,Lagging
113.3739,79,Male,WheelChair,Low,Lagging
113.3739,97,Male,None,Medium,Lagging
113.6998,24,Female,None,High,Immediate
113.6998,64,Male,WakingStick,Medium,Lagging
114.1169,34,Female,None,High,Lagging
114.4564,79,Female,None,Medium,Lagging
114.4564,73,Female,WheelChair,Low,Lagging
114.4564,40,Female,None,High,Lagging
114.9548,68,Female,WakingStick,Medium,Lagging
114.9548,37,Male,None,High,Lagging
114.9548,59,Female,None,Medium,Lagging
114.9548,42,Male,None,Low,Lagging
115.1537,44,Female,None,Low,Lagging
115.4707,33,Female,None,Low,Lagging
115.956,90,Male,None,High,Lagging
115.956,22,Female,None,Low,Lagging
115.956,94,Female,None,Low,Immediate
116.1424,23,Female,None,Medium,Lagging
116.1424,65,Female,None,Low,Immediate
116.449,37,Female,WakingStick,Low,Immediate
116.665,34,Female,WheelChair,Low,Lagging
116.665,92,Male,WakingStick,High,Lagging
116.665,78,Female,WheelChair,High,Lagging
116.9514,26,Female,None,Low,Lagging
117.4612,61,Female,WheelChair,Medium,Lagging
117.4612,70,Female,WheelChair,Low,Lagging
117.6794,85,Female,WheelChair,Low,Lagging
117.6794,38,Male,None,Medium,Lagging
117.6794,70,Male,WheelChair,High,Lagging
117.9589,85,Female,WheelChair,Medium,Lagging
118.1553,62,Male,WakingStick,Low,Lagging
118.1553,75,Male,None,Medium,Lagging
118.4472,62,Female,None,Medium,Lagging
118.4472,29,Female,WheelChair,Low,Lagging
118.9696,67,Male,WakingStick,High,Lagging
118.9696,69,Male,WakingStick,Medium,Lagging
119.1676,31,Male,None,Low,Lagging
119.1676,21,Male,WheelChair,Low,Immediate
119.4357,76,Female,WakingStick,Low,Lagging
119.4357,26,Female,WakingStick,High,Lagging
119.6476,60,Male,WheelChair,Medium,Lagging
119.958,91,Female,None,Low,Lagging
119.958,50,Male,WakingStick,Low,Immediate
120.1701,90,Male,WheelChair,Medium,Lagging
120.3683,49,Female,None,Low,Lagging
120.3683,79,Female,None,High,Lagging
120.3683,90,Female,WheelChair,Low,Lagging
120.7058,43,Male,None,High,Lagging
120.7058,71,Female,None,Medium,Lagging
120.9302,44,Male,None,Medium,Lagging
121.2016,52,Male,WakingStick,High,Lagging
121.3807,54,Male,WakingStick,Low,Immediate
121.3807,52,Female,WakingStick,High,Lagging
121.3807,25,Male,None,Medium,Lagging
121.7374,92,Male,WheelChair,High,Lagging
121.7374,71,Male,None,High,Lagging
121.9747,68,Female,None,Medium,Lagging
121.9747,83,Male,None,Low,Immediate
121.9747,75,Female,WheelChair,High,Lagging
122.4706,69,Female,None,Low,Lagging
122.4706,61,Female,WheelChair,Low,Lagging
122.4706,85,Male,WheelChair,Medium,Lagging
122.9608,71,Male,None,Low,Lagging
122.9608,46,Female,WheelChair,Low,Immediate
123.1664,57,Male,None,Medium,Lagging
123.4678,56,Male,WheelChair,Low,Lagging
123.4678,35,Male,None,Medium,Lagging
123.4678,64,Female,WakingStick,Medium,Immediate
123.4678,44,Female,None,High,Lagging
123.6736,37,Male,WheelChair,Medium,Lagging
123.9886,87,Female,WheelChair,High,Lagging
123.9886,69,Female,WheelChair,Low,Lagging
124.2061,57,Male,WheelChair,Medium,Lagging
124.2061,39,Male,None,High,Lagging
124.3837,83,Male,None,Low,Lagging
124.3837,88,Female,None,High,Lagging
124.9273,53,Female,WheelChair,High,Lagging
125.2209,61,Male,WheelChair,High,Lagging
125.2209,48,Male,None,High,Lagging
125.4164,29,Female,None,Medium,Lagging
125.4164,41,Female,WheelChair,Medium,Lagging
125.7016,80,Female,WakingStick,High,Lagging
125.7016,23,Female,WheelChair,Low,Lagging
125.7016,66,Female,WheelChair,Low,Immediate
126.2032,99,Male,None,Medium,Lagging
126.2032,49,Female,None,High,Lagging
126.2032,43,Female,WheelChair,Low,Lagging
126.7058,58,Male,WakingStick,High,Lagging
126.7058,71,Male,None,High,Lagging
126.7058,79,Female,None,High,Lagging
126.7058,38,Male,None,Medium,Lagging
126.9039,72,Male,None,Low,Lagging
127.2035,37,Male,None,Medium,Lagging
127.3982,61,Male,None,Low,Lagging
127.7211,89,Male,None,Low,Immediate
127.7211,31,Female,None,Medium,Lagging
127.7211,75,Female,WheelChair,High,Lagging
128.1997,39,Male,None,High,Lagging
128.1997,31,Female,WheelChair,High,Lagging
128.4489,23,Male,None,Low,Lagging
128.4489,93,Male,WakingStick,Low,Lagging
128.4489,88,Female,None,High,Lagging
128.9575,83,Female,None,High,Lagging
129.1556,57,Female,None,Medium,Lagging
129.4716,68,Female,WheelChair,Medium,Lagging
129.4716,54,Male,None,Low,Lagging
129.4716,60,Male,None,Low,Lagging
129.6761,84,Female,None,Low,Lagging
129.6761,32,Female,None,Low,Lagging
130.452,35,Female,None,Low,Lagging
130.452,42,Female,None,High,Lagging
130.452,78,Male,WheelChair,Low,Lagging
130.452,47,Male,None,Low,Lagging
130.6478,93,Female,None,High,Lagging
130.941,51,Female,WakingStick,High,Lagging
130.941,78,Female,None,Medium,Lagging
130.941,32,Male,None,Low,Lagging
131.4528,59,Male,None,High,Lagging
131.4528,24,Female,WakingStick,Medium,Lagging
131.4528,28,Female,None,Low,Lagging
131.4528,20,Male,None,High,Lagging
131.9692,30,Male,WheelChair,Low,Lagging
131.9692,97,Male,WakingStick,Medium,Immediate
132.1789,68,Male,None,Low,Lagging
132.4705,98,Female,WakingStick,Low,Immediate
132.4705,66,Male,None,High,Lagging
132.4705,21,Female,WheelChair,Medium,Lagging
132.4705,52,Male,None,High,Lagging
132.6828,44,Male,WakingStick,Low,Lagging
132.9499,32,Male,WheelChair,Low,Lagging
132.9499,64,Male,WakingStick,High,Lagging
133.4697,96,Female,WheelChair,Low,Lagging
133.4697,90,Female,WheelChair,High,Lagging
133.4697,83,Male,None,Medium,Lagging
133.6861,49,Male,None,Medium,Lagging
133.6861,73,Female,None,Low,Lagging
133.9529,38,Male,None,High,Lagging
133.9529,44,Male,WheelChair,High,Lagging
133.9529,40,Male,None,High,Lagging
134.4552,78,Female,WakingStick,Low,Immediate
134.4552,88,Male,WakingStick,High,Lagging
134.6567,65,Male,None,High,Lagging
134.9697,97,Female,WheelChair,Medium,Lagging
134.9697,54,Female,WakingStick,Medium,Lagging
134.9697,50,Male,WheelChair,High,Lagging
135.162,96,Male,None,Low,Lagging
135.4504,46,Male,WheelChair,Low,Lagging
135.6433,88,Female,None,Low,Lagging
135.6433,97,Female,WheelChair,High,Lagging
135.6433,88,Male,None,Low,Lagging
135.9685,97,Male,None,High,Lagging
135.9685,63,Female,WheelChair,Low,Lagging
136.217,68,Female,None,Medium,Lagging
136.217,90,Female,None,High,Lagging
136.4077,96,Male,WheelChair,High,Lagging
136.7086,22,Male,WheelChair,Medium,Lagging
136.7086,44,Male,None,High,Lagging
136.8933,68,Male,WakingStick,High,Lagging
137.2147,36,Female,None,High,Lagging
137.2147,90,Female,WheelChair,Medium,Lagging
137.2147,88,Female,WheelChair,Low,Immediate
137.4118,74,Female,WheelChair,Medium,Lagging
137.4118,44,Female,None,Low,Lagging
137.7004,53,Male,None,High,Lagging
137.7004,61,Male,None,Medium,Lagging
137.7004,45,Male,WakingStick,High,Lagging
137.8987,22,Male,None,Low,Lagging
138.2109,61,Male,None,Medium,Lagging
138.4095,50,Male,WheelChair,High,Lagging
138.7018,49,Female,None,Medium,Immediate
138.7018,39,Female,None,Low,Lagging
138.7018,21,Female,None,High,Lagging
139.2086,98,Male,None,High,Lagging
139.7022,40,Female,WakingStick,Low,Lagging
139.7022,94,Female,WheelChair,Medium,Lagging
139.7022,97,Male,None,Low,Lagging
139.949,54,Female,WakingStick,Low,Lagging
140.1961,66,Female,WakingStick,Low,Lagging
140.4607,38,Male,WheelChair,Low,Lagging
140.4607,32,Female,WheelChair,High,Lagging
140.4607,39,Female,WheelChair,Medium,Lagging
140.4607,78,Female,None,Low,Lagging
140.706,86,Female,None,Low,Lagging
140.706,95,Male,None,Medium,Lagging
141.1986,88,Female,None,Medium,Lagging
141.4579,76,Female,None,Low,Lagging
141.4579,32,Male,None,Medium,Lagging
141.968,55,Male,None,Low,Lagging
141.968,25,Male,None,Low,Immediate
142.1579,34,Male,WheelChair,Medium,Lagging
142.1579,94,Female,None,Medium,Lagging
142.1579,72,Male,WheelChair,Low,Immediate
142.4711,60,Male,WheelChair,Low,Immediate
142.4711,74,Female,None,High,Lagging
142.6834,59,Female,WheelChair,Medium,Lagging
142.95,86,Male,None,Low,Lagging
143.136,33,Female,None,High,Lagging
143.136,85,Female,None,Low,Lagging
143.4518,91,Male,WakingStick,High,Lagging
143.6327,77,Male,WheelChair,Medium,Lagging
143.6327,38,Female,None,Low,Lagging
143.9577,87,Female,WheelChair,High,Lagging
143.9577,65,Female,None,Medium,Lagging
144.1537,67,Female,WheelChair,Medium,Lagging
144.4551,40,Female,WheelChair,Low,Lagging
144.4551,35,Male,None,Low,Lagging
144.4551,43,Male,WheelChair,Low,Lagging
144.6449,66,Female,WheelChair,Low,Lagging
144.6449,77,Male,None,High,Lagging
144.9498,72,Female,WheelChair,Medium,Lagging
144.9498,94,Female,None,High,Lagging
145.1999,53,Male,None,Low,Lagging
