Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
60.62595,23,Male,None,High,Lagging,0.6872852,0,0,0.6,62
60.75357,58,Male,None,Medium,Lagging,0.8196721,0,0,0.6,64
60.8278,71,Male,None,Medium,Lagging,0.877193,0,0,0.6,60
60.88818,72,Female,None,High,Lagging,0.8833923,0,0,0.8,64
60.97516,87,Male,None,Medium,Lagging,1.020408,0,0,0.6,64
61.02715,39,Female,None,Medium,Lagging,0.7407407,0,0,0.8,63
61.25161,78,Female,None,Medium,Lagging,0.9276438,0,0,0.8,65
61.36231,40,Male,None,Medium,Immediate,0.7547169,0,0,0.8,67
61.60389,96,Female,None,Medium,Immediate,1.388889,0,0,0.8,62
62.01387,74,Male,None,High,Lagging,0.9009009,0,0,1,64
62.38175,71,Female,None,Low,Immediate,0.8741258,0,0,0.6,61
62.38175,73,Female,None,High,Lagging,0.8912656,0,0,0.6,62
62.5714,50,Female,None,Medium,Immediate,0.7874016,0,0,0.8,67
62.7509,88,Male,None,Medium,Lagging,1.030928,0,0,0.8,58
62.89645,25,Male,None,Medium,Immediate,0.6896551,0,0,0.6,61
62.89645,30,Female,None,Low,Lagging,0.7117438,0,0,0.6,60
63.39106,92,Female,None,High,Lagging,1.123595,0,0,0.8,65
63.39106,21,Male,None,High,Lagging,0.6734006,0,0,1.2,63
63.52118,73,Male,None,Medium,Immediate,0.8928571,0,0,0.8,65
63.63884,84,Male,None,Medium,Lagging,0.990099,0,0,0.8,61
64.36066,72,Male,None,High,Lagging,0.8849558,0,0,0.6,66
64.5546,36,Female,None,Low,Lagging,0.7194245,0,0,1.2,63
64.71046,71,Male,None,Low,Immediate,0.877193,0,0,0.8,64
65.11488,85,Male,None,Medium,Lagging,1,0,0,0.8,64
65.4751,82,Male,WakingStick,Low,Lagging,1.142205,0,0,0.8,60
65.86891,74,Male,None,Medium,Lagging,0.9009009,0,0,0.6,58
66.64812,94,Female,None,Low,Immediate,1.176471,0,0,0.6,64
66.73458,68,Female,None,Medium,Immediate,0.8547009,0,0,1,64
66.9996,45,Male,None,Low,Lagging,0.7692308,0,0,1,60
67.26955,25,Male,None,Low,Immediate,0.6896551,0,0,1.6,67
67.36835,52,Male,None,Low,Immediate,0.7968128,0,0,1.2,61
67.36835,82,Male,None,High,Lagging,0.9708738,0,0,0.6,61
67.80986,62,Female,None,Low,Lagging,0.8237233,0,0,0.8,62
67.96552,25,Male,None,Low,Lagging,0.6896551,0,0,0.6,59
68.01578,59,Male,None,Low,Lagging,0.8264462,0,0,0.8,63
68.47643,44,Male,None,Medium,Lagging,0.7782102,0,0,0.8,62
68.55247,88,Male,None,Medium,Lagging,1.030928,0,0,1,61
68.55247,62,Male,None,High,Lagging,0.8264462,0,0,0.8,60
68.70747,55,Male,None,High,Lagging,0.8,0,0,0.8,67
68.8351,67,Male,None,Low,Immediate,0.8474576,0,0,0.8,61
68.8351,83,Male,None,High,Lagging,0.9803922,0,0,0.8,65
68.90115,46,Male,None,Low,Immediate,0.7751938,0,0,0.6,65
69.63226,91,Male,None,Medium,Lagging,1.123595,0,0,0.6,62
69.72434,44,Female,None,Low,Lagging,0.7806401,0,0,0.8,67
69.9977,77,Male,None,High,Lagging,0.9259259,0,0,0.8,67
70.30024,70,Male,None,Medium,Lagging,0.8695652,0,0,0.6,64
70.30024,58,Male,None,Low,Immediate,0.8196721,0,0,0.8,66
70.30024,77,Female,None,Low,Lagging,0.9225093,0,0,0.8,64
70.44977,99,Female,None,Low,Lagging,1.785714,0,0,1,65
70.52736,76,Male,WakingStick,Low,Lagging,1.079331,0,0,1,64
70.92377,47,Male,None,Medium,Lagging,0.78125,0,0,0.8,60
70.92377,22,Female,None,Medium,Lagging,0.7042254,0,0,1,62
71.11891,44,Female,None,Low,Immediate,0.7806401,0,0,0.8,66
71.18427,64,Male,None,Medium,Lagging,0.8403361,0,0,0.8,64
71.18427,43,Male,None,Medium,Lagging,0.7722008,0,0,1.4,65
71.68508,38,Female,None,Low,Lagging,0.7204611,0,0,0.8,64
71.80504,57,Male,None,High,Lagging,0.8130081,0,0,0.8,64
71.9369,32,Male,None,Low,Lagging,0.729927,0,0,1.2,64
72.25864,50,Female,None,Low,Lagging,0.7874016,0,0,1,66
72.39096,42,Female,None,High,Lagging,0.7639419,0,0,0.8,63
73.12115,64,Female,None,High,Lagging,0.8368201,0,0,0.8,61
73.40647,54,Female,None,Low,Lagging,0.8084074,0,0,1.2,67
73.52968,94,Female,None,Medium,Lagging,1.176471,0,0,0.8,62
73.60289,64,Female,None,High,Lagging,0.8368201,0,0,0.8,66
73.93839,97,Male,None,Medium,Lagging,1.282051,0,0,1,63
75.26222,96,Male,None,Medium,Lagging,1.265823,0,0,1,60
75.53484,54,Female,None,Medium,Immediate,0.8084074,0,0,0.8,59
75.6703,65,Female,None,Low,Immediate,0.8354219,0,0,0.8,60
75.73566,44,Female,None,Low,Lagging,0.7806401,0,0,1,65
76.24389,85,Male,None,Low,Lagging,1,0,0,0.8,65
76.35826,91,Male,None,Low,Lagging,1.123595,0,0,1,66
76.35826,85,Male,None,High,Lagging,1,0,0,1.2,63
76.96367,31,Female,None,Medium,Lagging,0.7107321,0,0,0.8,64
77.15995,84,Male,None,Low,Lagging,0.990099,0,0,0.6,63
77.15995,34,Male,None,Low,Lagging,0.7462686,0,0,0.6,63
77.43959,35,Female,None,Low,Lagging,0.723589,0,0,0.8,70
77.43959,79,Male,None,Medium,Lagging,0.9433963,0,0,0.8,66
77.83919,68,Female,None,Low,Lagging,0.8547009,0,0,1.4,63
78.03519,49,Male,None,Low,Lagging,0.7936508,0,0,0.6,64
78.34789,87,Female,None,Medium,Lagging,1,0,0,1,65
78.5526,35,Female,None,Low,Lagging,0.723589,0,0,0.8,64
78.94692,87,Female,None,Medium,Lagging,1,0,0,1.2,65
79.4959,60,Male,None,Low,Lagging,0.8130081,0,0,1.6,65
79.76343,96,Female,None,High,Lagging,1.388889,0,0,1,60
79.96739,20,Male,None,Low,Lagging,0.6666667,0,0,1,65
79.96739,77,Female,None,Low,Lagging,0.9225093,0,0,1.4,65
80.21856,43,Male,None,Low,Immediate,0.7722008,0,0,0.6,63
80.71527,55,Female,None,High,Lagging,0.8,0,0,1,59
80.8931,42,Male,None,Low,Lagging,0.7662836,0,0,0.8,61
80.98569,59,Male,None,Medium,Lagging,0.8264462,0,0,0.6,59
81.1151,24,Male,None,Medium,Lagging,0.6944444,0,0,1.2,63
81.18232,26,Female,None,Medium,Lagging,0.7042254,0,0,1,62
81.5902,26,Female,None,Medium,Lagging,0.7042254,0,0,0.8,68
82.15154,80,Female,None,High,Lagging,0.9372071,0,0,1,66
82.15154,21,Male,None,Low,Immediate,0.6734006,0,0,0.8,64
82.63661,80,Female,None,Low,Immediate,0.9372071,0,0,0.8,62
82.90626,76,Male,None,High,Lagging,0.9174312,0,0,1.2,62
83.29151,78,Male,None,High,Immediate,0.9345794,0,0,0.6,69
83.56779,80,Female,None,High,Lagging,0.9372071,0,0,0.8,61
84.18206,99,Female,None,Low,Lagging,1.785714,0,0,0.8,58
84.18206,95,Female,None,Medium,Lagging,1.25,0,0,1,64
84.24886,81,Female,None,Low,Lagging,0.9433963,0,0,0.8,64
84.58655,33,Male,None,Low,Lagging,0.7380074,0,0,1,62
85.78202,49,Female,None,Medium,Lagging,0.7905138,0,0,0.6,67
86.32069,69,Male,None,Medium,Lagging,0.862069,0,0,0.6,67
86.59177,45,Female,None,Low,Lagging,0.7722008,0,0,1,68
86.92711,98,Male,None,High,Immediate,1.298701,0,0,1.2,65
86.99631,39,Male,None,Low,Lagging,0.7751938,0,0,1.2,62
87.31397,28,Male,None,Low,Immediate,0.7117438,0,0,1.2,63
87.52561,89,Female,None,Medium,Lagging,1.02459,0,0,0.8,61
87.99335,91,Male,None,Low,Lagging,1.123595,0,0,0.6,68
88.18063,54,Male,None,High,Lagging,0.8097166,0,0,1,63
88.863,95,Female,None,Medium,Immediate,1.25,0,0,0.8,65
88.863,40,Female,None,Low,Lagging,0.7621951,0,0,1.2,61
89.53057,65,Male,None,Medium,Lagging,0.8333333,0,0,0.8,65
89.53057,89,Male,None,Low,Lagging,1.041667,0,0,0.8,65
90.13783,61,Female,None,Medium,Lagging,0.8223684,0,0,1,66
90.32378,24,Male,None,Low,Immediate,0.6944444,0,0,1,64
90.85661,86,Male,None,High,Lagging,1.010101,0,0,1.2,66
91.98951,85,Male,None,High,Lagging,1,0,0,1.2,62
92.15393,49,Female,WakingStick,Medium,Lagging,0.9300163,0,0,0.8,67
92.22165,83,Male,WheelChair,Medium,Lagging,1.089325,0,0,1,65
92.55721,72,Male,None,Low,Lagging,0.8849558,0,0,1,62
93.35934,70,Female,None,Low,Lagging,0.8643043,0,0,1,62
93.55645,50,Male,None,Medium,Lagging,0.7843137,0,0,0.6,64
93.82496,99,Female,None,High,Lagging,1.785714,0,0,0.8,68
95.65401,38,Male,None,Medium,Lagging,0.7662836,0,0,1,65
95.85638,53,Female,None,High,Lagging,0.8038585,0,0,0.6,62
96.091,49,Female,None,Low,Lagging,0.7905138,0,0,0.8,62
96.22338,38,Female,None,High,Lagging,0.7204611,0,0,1.2,64
98.12012,98,Male,None,Low,Immediate,1.298701,0,0,0.6,65
98.45506,92,Female,None,Medium,Immediate,1.123595,0,0,0.6,60
99.25725,39,Male,None,Medium,Lagging,0.7751938,0,0,0.8,61
100.4613,28,Female,None,Medium,Lagging,0.7092199,0,0,0.6,64
101.2609,26,Female,None,Low,Lagging,0.7042254,0,0,1.4,62
101.9301,98,Male,None,Medium,Immediate,1.298701,0,0,0.8,59
102.6652,87,Male,None,Low,Lagging,1.020408,0,0,0.8,64
103.264,91,Female,None,Low,Lagging,1.086957,0,0,1.4,69
103.5308,37,Male,None,Medium,Lagging,0.7575758,0,0,0.8,64
103.9274,78,Female,None,Low,Immediate,0.9276438,0,0,0.8,63
104.7429,37,Female,None,Low,Lagging,0.7183908,0,0,1.2,66
106.0068,87,Female,None,Low,Lagging,1,0,0,1,67
106.606,83,Female,None,Low,Lagging,0.9541985,0,0,1,60
107.607,52,Male,None,Medium,Lagging,0.7968128,0,0,0.6,57
107.607,99,Male,WheelChair,Low,Immediate,1.461988,0,0,1,66
108.2716,90,Female,None,Low,Lagging,1.052632,0,0,1.2,66
108.542,63,Male,None,Low,Immediate,0.8333333,0,0,0.8,65
110.2084,57,Female,WheelChair,Low,Lagging,0.901876,0,0,0.8,67
110.807,55,Female,None,Low,Lagging,0.8,0,0,0.8,62
111.2865,92,Male,None,Medium,Lagging,1.136364,0,0,0.8,57
111.7449,93,Male,None,Low,Lagging,1.149425,0,0,1,64
112.0705,88,Female,None,Low,Lagging,1.01833,0,0,0.8,64
112.8752,54,Male,None,Low,Lagging,0.8097166,0,0,1,61
114.6765,86,Female,None,Medium,Lagging,0.9803922,0,0,0.8,63
115.4073,73,Female,None,Medium,Lagging,0.8912656,0,0,0.8,65
115.8068,59,Female,None,Low,Immediate,0.8223684,0,0,1.2,64
116.2765,43,Female,None,Low,Lagging,0.7727975,0,0,0.8,63
116.8737,85,Female,None,Medium,Lagging,0.9633911,0,0,1,62
119.8756,77,Male,None,Low,Lagging,0.9259259,0,0,0.8,63
122.8362,30,Female,None,Low,Lagging,0.7117438,0,0,1.2,60
123.0669,63,Female,None,Low,Lagging,0.8319467,0,0,0.8,66
124.5169,93,Female,None,Low,Immediate,1.149425,0,0,1.2,61
124.786,88,Female,None,Low,Lagging,1.01833,0,0,1,63
124.9893,69,Female,None,Low,Lagging,0.8605852,0,0,1,65
126.0535,62,Male,None,Low,Lagging,0.8264462,0,0,0.8,65
126.5816,71,Female,None,Low,Lagging,0.8741258,0,0,1,62
126.7162,60,Female,None,Low,Lagging,0.8130081,0,0,0.8,67
128.6687,74,Male,None,Low,Lagging,0.9009009,0,0,1,59
131.1799,93,Male,None,High,Lagging,1.149425,0,0,1,60
131.517,98,Male,None,Medium,Lagging,1.298701,0,0,1,62
133.8586,68,Male,None,Low,Lagging,0.8547009,0,0,1,62
139.7178,99,Female,None,Low,Lagging,1.785714,0,0,1,67
141.3823,56,Female,None,Low,Lagging,0.8064516,0,0,1,64
144.4517,55,Male,None,Low,Lagging,0.8,0,0,0.8,66
145.2319,81,Female,None,Low,Lagging,0.9433963,0,0,1,62
147.8904,88,Female,None,Low,Lagging,1.01833,0,0,0.8,67
148.4938,63,Male,None,Low,Lagging,0.8333333,0,0,1,63
159.2219,99,Female,None,Medium,Lagging,1.785714,0,0,1,58
161.0308,96,Female,None,Low,Lagging,1.388889,0,0,1,61
167.0228,78,Male,None,Low,Lagging,0.9345794,0,0,1,65
171.1627,97,Female,None,Low,Immediate,1.470588,0,0,1,63
187.8242,94,Female,None,Low,Lagging,1.176471,0,0,1,61
