Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
258.4158,45,Female,None,Low,Immediate
258.6599,30,Female,None,Low,Lagging
258.9012,51,Male,None,Low,Lagging
259.4099,71,Female,None,High,Lagging
259.4099,81,Female,None,Low,Lagging
259.7209,71,Female,WheelChair,High,Lagging
259.7209,66,Female,None,Medium,Lagging
259.9914,21,Female,None,Medium,Lagging
260.5162,51,Male,WakingStick,Medium,Lagging
260.7752,93,Male,None,Low,Lagging
260.7752,31,Male,None,Medium,Lagging
261.0061,80,Female,None,Low,Lagging
261.246,54,Male,None,High,Lagging
261.4931,24,Male,None,Low,Lagging
261.7345,86,Female,WakingStick,Medium,Lagging
261.7345,69,Male,None,Medium,Lagging
261.7345,22,Male,WheelChair,High,Lagging
261.9715,77,Female,None,Low,Lagging
262.2183,32,Male,None,Medium,Lagging
262.4579,59,Male,None,Medium,Lagging
262.4579,83,Female,None,Low,Lagging
262.6933,22,Male,None,Medium,Lagging
262.9376,66,Male,None,Medium,Lagging
262.9376,59,Male,None,Medium,Lagging
263.6803,96,Female,None,Medium,Lagging
263.6803,40,Male,None,Medium,Lagging
264.149,90,Female,None,High,Lagging
264.3865,59,Male,None,Medium,Lagging
264.3865,24,Male,None,Medium,Lagging
264.6382,74,Male,None,Medium,Lagging
264.6382,75,Female,None,Low,Lagging
264.6382,65,Male,None,Low,Lagging
264.8899,53,Male,None,Low,Lagging
265.4005,79,Female,None,Low,Lagging
265.4005,51,Female,None,Medium,Lagging
265.6486,37,Female,None,High,Lagging
266.1585,82,Female,None,Medium,Lagging
266.1585,90,Female,None,Low,Lagging
266.3882,55,Female,None,High,Lagging
266.6165,52,Female,None,High,Lagging
266.6165,31,Male,None,Medium,Lagging
267.2985,38,Male,None,Medium,Lagging
267.2985,46,Male,None,Medium,Lagging
267.2985,22,Male,None,Medium,Lagging
267.5165,77,Female,None,High,Lagging
267.7516,27,Female,None,Low,Lagging
267.7516,66,Male,None,Low,Lagging
267.9865,37,Female,None,High,Lagging
268.222,46,Female,None,Low,Lagging
268.4415,81,Female,None,High,Lagging
268.4415,50,Male,None,High,Lagging
268.9217,90,Male,None,Medium,Lagging
268.9217,32,Female,None,High,Lagging
269.1568,34,Female,None,Low,Lagging
269.1568,93,Male,None,Low,Lagging
269.6273,68,Female,None,Medium,Lagging
269.6273,99,Male,None,Medium,Lagging
270.124,64,Female,None,High,Lagging
270.3781,22,Female,None,Medium,Lagging
270.3781,37,Male,None,High,Lagging
270.6006,94,Male,None,High,Lagging
270.8245,72,Male,None,Low,Lagging
270.8245,80,Male,None,Medium,Lagging
271.0695,30,Female,None,Low,Lagging
271.3178,77,Female,None,High,Lagging
271.5648,35,Female,None,High,Lagging
271.8216,65,Female,None,Low,Lagging
272.0713,50,Male,None,Medium,Lagging
272.0713,60,Female,None,Medium,Lagging
272.5704,30,Female,None,Low,Lagging
272.5704,82,Female,None,Medium,Lagging
272.8247,51,Male,None,High,Lagging
273.3002,59,Female,None,Medium,Lagging
273.739,47,Male,None,High,Lagging
273.9619,56,Male,None,Medium,Lagging
274.1884,80,Male,None,Low,Lagging
274.6422,71,Female,None,High,Lagging
274.6422,84,Female,None,Medium,Lagging
274.8633,24,Male,None,Low,Lagging
275.7156,90,Male,None,High,Lagging
275.7156,50,Female,WakingStick,Low,Lagging
275.9013,87,Male,None,High,Lagging
275.9013,50,Female,None,Medium,Lagging
276.0877,91,Female,None,Medium,Lagging
276.8211,37,Male,WakingStick,Medium,Lagging
276.8211,45,Male,None,Medium,Lagging
276.8211,80,Female,None,High,Lagging
276.8211,96,Female,None,High,Lagging
277.3297,49,Female,WheelChair,High,Lagging
277.5504,83,Female,None,Low,Lagging
277.7663,27,Female,None,Low,Lagging
277.9883,39,Male,None,Low,Lagging
277.9883,85,Male,None,High,Lagging
278.8517,74,Female,None,High,Lagging
279.0522,61,Female,None,High,Lagging
279.0522,39,Male,None,High,Lagging
279.257,84,Female,None,Medium,Lagging
279.7103,20,Female,None,Low,Lagging
279.7103,96,Female,None,Low,Lagging
280.1662,44,Female,None,Medium,Lagging
280.1662,73,Female,None,High,Lagging
280.6495,66,Male,None,Medium,Lagging
280.8922,89,Female,None,Low,Lagging
280.8922,27,Female,None,Low,Lagging
280.8922,87,Female,None,Low,Lagging
281.357,63,Female,None,High,Lagging
281.357,24,Female,WakingStick,Low,Lagging
281.834,74,Female,None,High,Lagging
281.834,92,Female,None,High,Lagging
282.0649,77,Female,None,Low,Lagging
282.2961,70,Male,None,Low,Immediate
282.2961,29,Female,None,High,Lagging
282.7521,49,Male,None,Low,Lagging
282.962,42,Female,None,Low,Lagging
282.962,98,Male,None,Low,Lagging
283.1528,68,Female,None,Medium,Lagging
283.1528,86,Male,None,Low,Lagging
283.5996,64,Female,WheelChair,High,Lagging
283.8169,44,Female,None,Low,Lagging
283.8169,79,Female,None,High,Lagging
284.0342,87,Male,None,Low,Lagging
284.2713,84,Female,None,High,Lagging
284.5224,82,Male,None,Low,Lagging
285.0363,55,Female,None,Medium,Lagging
285.0363,84,Female,None,Low,Lagging
285.0363,82,Male,WakingStick,High,Lagging
285.3032,49,Male,None,High,Lagging
285.8006,73,Female,None,Low,Lagging
286.0714,29,Female,None,Medium,Lagging
286.3531,40,Female,None,Medium,Lagging
286.6125,75,Male,None,High,Lagging
286.8905,92,Female,None,Medium,Lagging
286.8905,22,Male,None,Medium,Lagging
287.4437,61,Male,None,High,Lagging
287.4437,54,Male,None,Medium,Lagging
287.7044,72,Male,None,Low,Lagging
287.7044,90,Male,None,High,Lagging
287.7044,73,Male,None,Medium,Lagging
287.9537,38,Female,None,Low,Lagging
287.9537,31,Female,None,Low,Lagging
288.4493,77,Male,None,Low,Lagging
288.7077,50,Male,None,Low,Lagging
288.7077,63,Female,None,High,Lagging
288.7077,44,Male,None,High,Lagging
288.9628,61,Male,None,Low,Lagging
289.2165,60,Male,None,Medium,Lagging
289.4652,30,Male,None,Medium,Lagging
289.4652,68,Female,None,Low,Lagging
289.7064,25,Female,None,High,Lagging
289.7064,52,Female,None,Low,Lagging
290.1687,66,Male,None,High,Lagging
290.4018,47,Male,None,Low,Lagging
290.6357,60,Female,None,High,Lagging
291.1056,89,Female,None,Low,Lagging
291.3345,86,Male,None,High,Lagging
291.751,66,Female,None,Low,Lagging
291.751,32,Male,None,High,Lagging
291.751,82,Male,None,Low,Lagging
291.978,21,Female,None,High,Lagging
291.978,24,Female,None,Low,Lagging
292.5357,20,Male,None,Low,Lagging
292.5357,75,Female,None,Low,Immediate
292.5357,65,Male,None,Low,Lagging
292.5357,66,Male,None,High,Lagging
292.775,67,Male,WheelChair,Medium,Lagging
293.2174,31,Female,None,High,Lagging
293.4359,62,Female,None,High,Lagging
293.4359,45,Male,None,Low,Lagging
293.4359,31,Male,None,Medium,Lagging
293.6443,80,Male,None,Medium,Lagging
293.8764,42,Female,None,High,Lagging
294.0992,40,Female,None,High,Lagging
294.3144,22,Female,None,High,Lagging
294.5262,56,Male,None,Medium,Lagging
294.5262,26,Male,None,Low,Lagging
294.973,62,Male,None,Medium,Lagging
294.973,31,Female,None,High,Lagging
295.2024,33,Female,None,Medium,Lagging
295.4214,69,Female,None,High,Lagging
295.6532,46,Female,None,High,Lagging
295.8964,94,Male,None,High,Lagging
296.1462,63,Female,None,Low,Lagging
296.1462,88,Male,None,Low,Lagging
296.4017,31,Male,None,Medium,Lagging
296.8803,24,Female,None,High,Lagging
296.8803,84,Female,None,Low,Lagging
297.1194,45,Male,None,High,Lagging
297.1194,36,Female,None,High,Lagging
297.6066,67,Male,None,High,Lagging
297.8542,27,Male,WheelChair,Low,Lagging
298.073,54,Female,None,Medium,Lagging
298.073,38,Female,None,Low,Lagging
298.2991,36,Male,None,Low,Lagging
298.7907,92,Male,None,High,Lagging
299.0554,60,Male,None,Medium,Lagging
299.0554,76,Female,None,Low,Lagging
299.2979,84,Female,None,Low,Lagging
299.7699,62,Male,None,Medium,Lagging
300.0638,42,Female,None,Low,Lagging
300.0638,63,Male,None,Low,Lagging
300.5424,73,Male,None,Medium,Lagging
301.1909,97,Male,None,Medium,Lagging
301.1909,29,Female,None,High,Lagging
301.1909,92,Male,None,High,Lagging
301.3906,59,Female,None,Low,Lagging
301.5815,52,Female,None,Low,Lagging
301.8981,74,Female,None,Low,Lagging
301.8981,49,Male,None,Low,Lagging
301.8981,83,Male,None,Medium,Lagging
302.1676,56,Female,None,Medium,Lagging
302.1676,57,Male,None,High,Lagging
302.4431,46,Male,None,High,Lagging
302.7106,79,Female,None,Medium,Lagging
302.7106,83,Male,None,High,Lagging
302.9768,97,Female,None,Low,Immediate
303.2198,76,Female,None,Medium,Lagging
303.2198,73,Female,None,Low,Lagging
303.456,28,Male,None,Medium,Lagging
303.688,99,Male,None,High,Lagging
303.9148,28,Male,None,High,Lagging
304.3514,21,Female,None,Low,Lagging
304.5644,30,Male,None,High,Lagging
304.5644,69,Male,None,Medium,Lagging
304.5644,78,Female,None,Medium,Lagging
304.7833,31,Female,WheelChair,Low,Lagging
304.7833,35,Male,None,Medium,Lagging
305.261,57,Male,None,Low,Lagging
305.261,37,Male,None,Low,Lagging
305.261,49,Male,None,High,Lagging
305.7223,46,Male,None,Medium,Lagging
305.9477,76,Female,None,Low,Lagging
306.1724,38,Female,None,Medium,Lagging
306.3823,42,Female,None,Medium,Lagging
306.5953,42,Male,None,Low,Lagging
306.8253,98,Female,None,Low,Lagging
307.0716,48,Male,None,Medium,Lagging
307.0716,30,Male,None,Low,Lagging
307.0716,21,Female,None,High,Lagging
307.5205,43,Female,None,Medium,Lagging
307.7402,39,Male,None,Low,Lagging
307.7402,52,Female,None,Low,Lagging
307.9574,66,Male,None,Low,Lagging
308.5985,84,Female,None,Medium,Lagging
308.5985,31,Male,None,Low,Lagging
308.7976,59,Female,None,High,Lagging
308.7976,20,Female,None,Low,Lagging
309.0197,60,Male,None,Low,Lagging
309.0197,46,Male,None,Low,Lagging
309.0197,71,Female,None,Low,Lagging
309.6717,61,Female,None,High,Lagging
309.867,34,Male,None,Low,Lagging
309.867,83,Female,None,High,Lagging
310.137,35,Male,None,Medium,Lagging
310.366,76,Male,None,Medium,Lagging
310.366,58,Male,None,Low,Lagging
310.6034,74,Male,None,Medium,Lagging
310.8283,33,Male,None,Low,Lagging
311.0526,49,Female,None,High,Lagging
311.2624,70,Female,None,High,Lagging
311.2624,36,Female,None,High,Lagging
311.7128,54,Male,None,Low,Lagging
312.1432,65,Male,None,Medium,Lagging
312.562,78,Female,None,High,Lagging
312.562,31,Male,None,Low,Lagging
312.7845,28,Female,None,High,Lagging
312.7845,32,Male,None,Medium,Lagging
313.0388,55,Male,None,Medium,Lagging
313.0388,96,Female,None,Medium,Lagging
313.6927,42,Female,None,High,Lagging
313.8884,68,Male,None,Medium,Lagging
313.8884,98,Female,None,High,Lagging
314.2021,93,Male,None,Low,Lagging
314.4428,59,Female,None,Medium,Lagging
314.4428,48,Female,None,High,Lagging
314.4428,42,Female,None,Low,Lagging
314.6711,22,Male,None,High,Lagging
314.6711,78,Female,None,High,Lagging
314.9005,39,Female,None,Low,Lagging
314.9005,25,Female,None,Medium,Lagging
315.5945,49,Female,None,High,Lagging
315.5945,46,Male,None,High,Lagging
315.5945,29,Female,None,Medium,Lagging
315.9942,67,Male,None,High,Lagging
316.209,41,Female,None,High,Lagging
316.453,59,Female,None,Medium,Lagging
316.6899,79,Male,None,Low,Lagging
316.6899,56,Male,None,Low,Lagging
317.1471,80,Male,None,Low,Lagging
317.1471,83,Female,None,Low,Lagging
317.3705,25,Male,None,High,Lagging
318.0013,62,Male,None,High,Lagging
318.0013,75,Female,None,High,Lagging
318.0013,71,Male,None,Low,Lagging
318.1877,60,Male,None,Low,Lagging
318.1877,29,Female,None,Low,Lagging
318.6948,21,Male,None,Low,Lagging
318.6948,88,Female,WheelChair,Low,Lagging
318.9055,47,Male,None,Medium,Lagging
319.1201,70,Male,None,Low,Lagging
319.3352,91,Female,None,Low,Lagging
319.7773,51,Male,None,Low,Lagging
319.9832,35,Male,None,Low,Lagging
319.9832,93,Male,None,Medium,Lagging
319.9832,68,Male,None,Medium,Lagging
320.381,70,Female,None,Medium,Lagging
320.381,93,Female,None,High,Lagging
320.7896,54,Female,None,High,Lagging
321.083,41,Male,None,High,Lagging
321.3148,76,Female,None,Low,Lagging
321.3148,56,Female,None,High,Lagging
321.5359,97,Female,None,High,Lagging
321.752,78,Male,None,Low,Lagging
321.752,85,Male,None,Medium,Lagging
321.9683,74,Male,WheelChair,Medium,Lagging
322.3888,86,Male,None,Low,Lagging
322.3888,58,Female,None,Low,Lagging
322.6059,23,Male,None,Medium,Lagging
323.192,47,Male,WheelChair,High,Lagging
323.192,44,Female,None,High,Lagging
323.192,76,Female,None,Low,Lagging
323.4021,84,Male,None,Low,Lagging
323.7009,54,Female,WheelChair,High,Lagging
323.7009,30,Male,None,Medium,Lagging
323.9392,81,Female,None,Medium,Lagging
324.1584,31,Male,None,Low,Lagging
324.1584,45,Female,None,High,Lagging
324.3692,68,Male,None,Medium,Lagging
324.5816,81,Male,None,Low,Lagging
324.9983,41,Female,None,High,Lagging
325.2092,39,Male,None,Medium,Lagging
325.2092,74,Male,None,High,Lagging
325.4123,26,Male,None,Low,Lagging
325.6118,47,Female,None,Low,Lagging
325.8206,40,Male,None,Medium,Lagging
325.8206,22,Female,WheelChair,Low,Lagging
326.0255,63,Female,None,High,Lagging
326.0255,70,Male,None,Low,Lagging
326.0255,89,Female,None,High,Lagging
326.5617,97,Female,None,Low,Lagging
326.8165,61,Male,None,Low,Lagging
327.0377,58,Male,None,High,Lagging
327.0377,29,Female,None,Low,Lagging
327.2479,71,Female,None,Medium,Lagging
327.2479,49,Female,None,Medium,Lagging
327.4599,41,Male,None,Low,Lagging
327.8595,87,Male,None,Medium,Lagging
328.0597,30,Male,None,Low,Lagging
328.2583,29,Female,None,Medium,Lagging
328.4764,46,Male,None,Low,Lagging
328.696,58,Male,None,Low,Lagging
328.9197,59,Female,None,Low,Lagging
329.1306,82,Male,None,Low,Lagging
329.1306,76,Female,None,Low,Lagging
329.3546,20,Female,None,Medium,Lagging
329.3546,89,Female,None,High,Lagging
329.3546,26,Female,None,Medium,Lagging
329.769,71,Male,None,Low,Lagging
329.769,53,Male,None,High,Lagging
330.0679,75,Male,None,High,Lagging
330.0679,43,Male,None,Medium,Lagging
330.0679,42,Female,None,Low,Lagging
330.0679,73,Female,None,High,Lagging
330.5186,41,Male,None,Medium,Lagging
330.5186,35,Male,None,Low,Lagging
330.7261,97,Male,None,Medium,Lagging
330.7261,85,Female,None,Medium,Lagging
331.128,29,Female,None,High,Lagging
331.128,58,Male,None,Low,Lagging
331.6057,88,Female,None,High,Lagging
331.6057,93,Female,None,High,Lagging
331.6057,21,Female,None,Low,Lagging
331.6057,62,Female,None,Medium,Lagging
331.8445,86,Male,None,Low,Lagging
332.0678,30,Male,None,High,Lagging
332.277,86,Female,None,High,Lagging
332.277,57,Female,None,Low,Lagging
332.4779,67,Male,None,Low,Lagging
332.4779,29,Female,None,Medium,Lagging
332.8791,43,Female,None,Low,Lagging
333.0663,39,Female,None,Low,Lagging
333.0663,65,Female,WakingStick,Medium,Lagging
333.3651,26,Female,None,Low,Lagging
333.3651,57,Male,None,Low,Lagging
333.3651,54,Male,None,High,Lagging
333.593,85,Male,None,Low,Lagging
333.9891,35,Male,None,Medium,Lagging
334.2296,49,Male,None,High,Lagging
334.4358,34,Female,None,Low,Lagging
334.4358,49,Male,None,Low,Lagging
334.9237,49,Female,None,High,Lagging
335.1614,88,Female,None,Low,Lagging
335.7645,53,Female,None,High,Lagging
335.9556,70,Female,None,High,Lagging
336.2512,47,Female,None,High,Lagging
336.4872,44,Male,None,High,Lagging
336.4872,43,Male,None,Medium,Lagging
336.9276,96,Female,None,Medium,Lagging
336.9276,97,Male,None,Low,Lagging
337.1274,92,Male,None,High,Lagging
337.3181,33,Female,None,Medium,Lagging
337.7181,54,Male,None,Low,Lagging
337.7181,59,Male,None,Medium,Lagging
337.7181,55,Female,None,High,Lagging
337.9174,83,Male,None,High,Lagging
337.9174,79,Male,WakingStick,Low,Lagging
338.4523,76,Male,None,Low,Lagging
338.4523,66,Male,None,Low,Lagging
338.4523,96,Female,None,High,Lagging
338.6752,78,Male,None,Medium,Lagging
338.9078,62,Female,None,Low,Lagging
338.9078,40,Male,None,Low,Lagging
339.3791,41,Male,None,Low,Lagging
339.3791,52,Female,None,Low,Lagging
339.3791,30,Male,None,Low,Lagging
339.5782,74,Male,WheelChair,Low,Lagging
339.7812,40,Male,None,High,Lagging
340.2121,34,Male,None,Medium,Lagging
340.2121,20,Male,None,Low,Lagging
340.2121,31,Female,None,Medium,Lagging
340.2121,79,Female,None,High,Lagging
340.7069,33,Female,None,High,Lagging
340.9446,65,Male,None,Low,Lagging
340.9446,34,Female,None,Medium,Lagging
341.1492,78,Female,None,High,Lagging
341.3526,73,Female,None,Low,Lagging
341.3526,92,Male,None,Low,Lagging
341.7685,25,Female,None,High,Lagging
341.7685,70,Male,WheelChair,High,Lagging
341.7685,92,Male,None,Low,Lagging
341.9561,34,Male,None,Low,Lagging
341.9561,73,Male,None,High,Lagging
342.2143,44,Male,None,High,Lagging
342.433,44,Male,None,Low,Lagging
342.6345,56,Female,None,High,Lagging
342.8249,91,Male,None,High,Lagging
342.8249,62,Male,WheelChair,Medium,Lagging
343.0142,31,Male,None,High,Lagging
343.3194,24,Male,None,Low,Lagging
343.3194,92,Female,None,Low,Lagging
343.5684,57,Male,None,Low,Lagging
343.7903,29,Female,None,Low,Lagging
343.7903,25,Male,None,Medium,Lagging
344.0036,32,Male,None,Medium,Lagging
344.2221,42,Female,None,Low,Lagging
344.2221,86,Female,None,High,Lagging
344.413,63,Male,None,Low,Lagging
344.6068,58,Male,None,High,Lagging
345.0002,68,Female,None,Low,Lagging
345.0002,94,Male,None,High,Lagging
345.0002,31,Male,None,High,Lagging
345.3158,70,Female,None,Medium,Lagging
345.5683,38,Female,None,Low,Lagging
345.5683,77,Female,None,Medium,Lagging
345.7882,52,Male,None,Low,Lagging
345.9922,29,Female,None,Medium,Lagging
345.9922,80,Female,None,Medium,Lagging
346.4054,49,Male,None,Low,Lagging
346.6105,21,Female,None,High,Lagging
346.6105,56,Male,None,Low,Lagging
346.6105,57,Male,None,Low,Lagging
347.2842,51,Female,None,Medium,Lagging
347.2842,46,Female,None,Medium,Lagging
347.2842,59,Female,None,Medium,Lagging
347.6972,94,Female,None,Low,Lagging
347.6972,35,Female,None,High,Lagging
347.8846,86,Male,None,High,Lagging
348.1725,77,Female,None,High,Lagging
348.4038,95,Female,None,Medium,Lagging
348.4038,23,Male,None,High,Lagging
348.4038,85,Female,None,Low,Lagging
348.4038,67,Male,None,High,Lagging
348.806,90,Female,None,Medium,Lagging
348.9893,26,Male,None,High,Lagging
348.9893,40,Male,None,Low,Lagging
349.2571,65,Male,None,High,Lagging
349.4903,29,Male,None,Low,Lagging
349.4903,74,Female,None,High,Lagging
349.4903,96,Female,None,Medium,Lagging
349.4903,41,Male,None,High,Lagging
349.7005,69,Male,None,Medium,Lagging
349.7005,23,Male,None,High,Lagging
350.0921,87,Male,None,High,Lagging
350.0921,47,Female,None,Low,Lagging
350.5681,27,Male,None,Medium,Lagging
350.5681,78,Female,None,Low,Lagging
350.5681,27,Male,None,High,Lagging
350.7784,27,Male,None,Medium,Lagging
350.7784,60,Female,None,High,Lagging
351.1451,53,Male,None,High,Lagging
351.446,62,Male,None,High,Lagging
351.6695,29,Male,None,Medium,Lagging
351.6695,45,Male,None,Low,Lagging
351.6695,61,Female,None,Low,Lagging
351.6695,84,Female,None,Low,Lagging
351.8701,81,Female,None,High,Lagging
352.2395,82,Female,WheelChair,Medium,Lagging
352.2395,20,Female,None,Low,Lagging
352.529,43,Male,None,High,Lagging
352.953,29,Female,None,High,Lagging
352.953,39,Female,WheelChair,High,Lagging
353.1406,25,Male,None,Low,Lagging
353.4035,95,Female,None,Medium,Lagging
353.4035,40,Male,None,Low,Lagging
353.4035,54,Male,None,High,Lagging
353.8064,34,Female,None,Low,Lagging
353.9933,66,Female,None,Low,Lagging
354.2605,47,Female,None,Low,Lagging
354.4584,92,Female,None,Medium,Lagging
354.6452,53,Female,None,Low,Lagging
354.6452,49,Male,None,Low,Lagging
354.6452,76,Male,None,Medium,Lagging
354.9196,60,Male,None,Low,Lagging
355.1201,23,Female,None,High,Lagging
355.4914,65,Female,None,High,Lagging
355.4914,80,Male,None,Low,Lagging
355.7772,99,Male,None,High,Lagging
355.9996,91,Male,None,Medium,Lagging
356.1898,41,Male,None,High,Lagging
356.371,37,Male,None,High,Lagging
356.371,85,Male,None,Medium,Lagging
356.6448,43,Male,None,Medium,Lagging
356.6448,80,Female,None,Low,Lagging
357.045,34,Male,None,High,Lagging
357.2232,96,Female,None,Medium,Lagging
357.2232,92,Male,None,Low,Lagging
357.5294,33,Male,None,Medium,Lagging
357.5294,22,Female,None,Low,Lagging
357.7638,32,Female,None,Low,Lagging
357.9686,92,Male,None,Low,Lagging
357.9686,97,Male,None,Medium,Lagging
357.9686,52,Female,None,High,Lagging
358.411,52,Female,None,High,Lagging
358.6006,93,Female,None,High,Lagging
359.0197,54,Female,None,Low,Lagging
359.0197,96,Female,None,Low,Lagging
359.0197,68,Male,None,Medium,Lagging
359.2788,21,Male,None,Low,Lagging
359.2788,54,Female,None,High,Lagging
359.4936,51,Male,None,Low,Lagging
359.6905,93,Female,None,High,Lagging
359.8676,97,Male,None,High,Lagging
360.1393,91,Male,None,Medium,Lagging
360.3358,29,Female,None,Medium,Lagging
360.3358,99,Female,None,Medium,Lagging
360.5162,87,Female,None,High,Lagging
360.5162,34,Male,None,High,Lagging
360.7789,28,Female,None,Medium,Lagging
360.9698,85,Male,None,Medium,Lagging
361.1472,39,Male,None,Medium,Lagging
361.4548,80,Female,None,Medium,Lagging
361.4548,42,Female,None,High,Lagging
361.7035,46,Female,None,High,Lagging
361.9155,28,Male,None,Medium,Lagging
361.9155,37,Male,None,Medium,Lagging
362.097,32,Female,None,High,Lagging
362.097,97,Male,None,High,Lagging
362.097,26,Female,None,Low,Lagging
362.3229,22,Male,None,Low,Lagging
362.5216,76,Female,None,Low,Lagging
362.5216,57,Male,None,Low,Lagging
362.7895,33,Female,None,High,Lagging
363.0065,81,Female,None,High,Lagging
363.1982,52,Male,None,Medium,Lagging
363.3666,63,Female,None,Low,Lagging
363.646,80,Male,None,Medium,Lagging
363.646,62,Female,None,High,Lagging
363.8499,86,Female,None,Low,Lagging
363.8499,30,Female,None,Low,Lagging
364.3019,32,Male,None,Low,Lagging
364.3019,47,Male,None,Low,Lagging
364.3019,97,Male,None,High,Lagging
364.4988,48,Female,None,High,Lagging
364.4988,39,Female,WheelChair,Low,Lagging
364.4988,32,Female,None,High,Lagging
364.9157,80,Male,None,Low,Lagging
364.9157,23,Female,None,High,Lagging
364.9157,56,Female,None,Low,Lagging
365.0893,54,Female,None,High,Lagging
365.3906,60,Female,None,High,Lagging
365.601,30,Female,None,Low,Lagging
365.601,65,Female,None,Low,Lagging
365.601,49,Male,None,Medium,Lagging
365.783,44,Male,None,Low,Lagging
365.783,82,Female,None,Medium,Lagging
366.0472,24,Female,None,High,Lagging
366.4101,85,Male,None,High,Lagging
366.4101,70,Female,None,High,Lagging
366.4101,24,Female,None,High,Lagging
366.4101,79,Female,None,Low,Lagging
366.6831,83,Male,WheelChair,High,Lagging
366.8816,73,Female,None,Low,Lagging
367.3408,32,Male,None,High,Lagging
367.3408,20,Male,None,High,Lagging
367.3408,88,Male,None,Low,Lagging
367.5302,94,Male,None,High,Lagging
367.9822,82,Male,None,Medium,Lagging
367.9822,21,Female,None,Medium,Lagging
368.1716,64,Female,None,Medium,Lagging
368.1716,82,Female,None,Medium,Lagging
368.5925,36,Female,None,Medium,Lagging
368.5925,37,Female,None,High,Lagging
368.842,90,Male,None,Medium,Lagging
368.842,47,Male,None,Medium,Lagging
369.0208,97,Male,None,High,Lagging
369.2784,30,Female,None,Low,Lagging
369.2784,58,Female,None,High,Lagging
369.4651,56,Female,None,Low,Lagging
369.6567,25,Female,None,Low,Lagging
369.6567,87,Female,None,Low,Lagging
369.8512,71,Male,None,Low,Lagging
370.1483,68,Female,WheelChair,High,Lagging
370.3568,92,Female,None,Medium,Lagging
370.3568,50,Female,None,Low,Lagging
370.539,94,Female,None,Medium,Lagging
370.7915,93,Male,None,Medium,Lagging
371.2405,53,Male,None,Low,Lagging
371.2405,23,Female,None,Low,Lagging
371.4341,48,Female,None,Medium,Lagging
371.4341,26,Male,None,High,Lagging
371.5932,59,Female,None,Medium,Lagging
371.8878,76,Male,None,Medium,Lagging
372.2841,50,Female,None,Low,Lagging
372.4552,70,Male,None,High,Lagging
372.4552,74,Female,None,Low,Lagging
372.7618,54,Female,None,Low,Lagging
372.972,66,Male,None,High,Lagging
372.972,83,Female,None,Low,Lagging
373.1578,85,Female,None,Low,Lagging
373.3881,53,Female,None,Low,Lagging
373.5831,47,Male,None,Medium,Lagging
373.8318,62,Male,None,Low,Lagging
374.0246,82,Male,None,Medium,Lagging
374.0246,64,Female,None,Medium,Lagging
374.2016,21,Female,None,High,Lagging
374.2016,96,Male,None,Medium,Lagging
374.4836,84,Female,None,Low,Lagging
374.4836,20,Male,None,High,Lagging
374.7005,91,Female,None,Medium,Lagging
374.8725,59,Female,None,Low,Lagging
374.8725,33,Female,None,Low,Lagging
375.3214,72,Female,None,Medium,Lagging
375.3214,73,Male,None,Medium,Lagging
375.3214,44,Male,None,Medium,Lagging
375.5603,87,Male,None,Low,Lagging
375.7572,80,Male,None,High,Lagging
375.9438,26,Male,None,Medium,Lagging
375.9438,31,Male,None,Low,Lagging
376.2179,94,Female,None,Low,Lagging
376.2179,33,Male,None,High,Lagging
376.2179,75,Female,None,High,Lagging
376.406,42,Male,None,Low,Lagging
376.8642,60,Male,WheelChair,Low,Lagging
377.0614,64,Male,None,Low,Lagging
377.0614,48,Female,None,Low,Lagging
377.0614,37,Male,None,Medium,Lagging
377.0614,88,Male,None,Medium,Lagging
377.4825,68,Male,None,Medium,Lagging
377.4825,24,Female,None,Medium,Lagging
377.7259,43,Male,None,Low,Lagging
377.7259,84,Female,None,Low,Lagging
378.1295,47,Female,None,Medium,Lagging
378.1295,43,Female,None,Low,Lagging
378.1295,34,Female,None,Medium,Lagging
378.1295,35,Female,None,Medium,Lagging
378.3782,50,Female,None,Low,Lagging
378.8331,22,Female,None,High,Lagging
378.8331,85,Male,None,Medium,Lagging
378.8331,83,Male,None,Low,Lagging
379.1841,75,Female,None,Medium,Lagging
379.6411,50,Male,None,Low,Lagging
379.6411,73,Female,None,High,Lagging
379.6411,85,Male,None,High,Lagging
379.9082,94,Male,None,High,Lagging
379.9082,89,Male,None,Low,Lagging
380.3055,91,Male,None,Medium,Lagging
380.5446,92,Male,WheelChair,High,Lagging
380.7192,60,Female,None,Low,Lagging
380.9826,90,Male,None,High,Lagging
381.1624,99,Female,None,Medium,Lagging
381.1624,37,Female,None,High,Lagging
381.4146,65,Female,None,Medium,Lagging
381.4146,76,Female,None,High,Lagging
381.5982,26,Female,None,Medium,Lagging
381.8453,48,Female,None,Low,Lagging
381.8453,40,Male,None,Low,Lagging
382.0296,43,Female,None,Low,Lagging
382.0296,36,Female,None,Medium,Lagging
382.2843,53,Male,None,High,Lagging
382.4691,68,Female,None,High,Lagging
382.7318,57,Female,None,Medium,Lagging
382.7318,75,Male,None,Medium,Lagging
382.7318,76,Female,None,Low,Lagging
382.7318,94,Female,None,Medium,Lagging
382.9205,60,Female,None,Low,Lagging
383.3647,83,Female,None,Low,Lagging
383.5559,74,Female,None,Medium,Lagging
383.5559,47,Female,None,Low,Lagging
