Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
14.77861,51,Female,None,High,Immediate,Low,0.7936508,1.4,0.8933333,0.8,71
15.96481,88,Female,None,High,Immediate,Low,1.01833,1.4,0.875,1,69
16.3976,39,Male,None,High,Immediate,Medium,0.7751938,1.6,1.176471,1.2,65
18.74479,34,Female,None,High,Immediate,Low,0.7215007,1.4,0.8736842,0.8,68
19.22029,26,Female,None,High,Immediate,Medium,0.7042254,1.6,1.04,0.8,69
19.45452,70,Female,None,Low,Immediate,Low,0.8643043,1.4,0.8100001,0.8,69
19.60358,62,Male,None,High,Immediate,Medium,0.8264462,1.6,0.98,0.8,66
19.92133,21,Female,None,High,Immediate,Low,0.7012623,1.4,0.7,0.6,66
20.28804,20,Male,None,High,Immediate,Low,0.6666667,1.4,0.7904762,0.6,67
20.42186,23,Female,None,Medium,Immediate,Low,0.691085,1.4,0.8666667,0.8,70
20.62152,50,Female,None,High,Immediate,Low,0.7874016,1.4,0.6952381,0.6,66
21.71639,49,Male,None,High,Immediate,Medium,0.7936508,1.6,1.190909,1,62
22.27558,37,Female,None,High,Lagging,Medium,0.7183908,1.6,1.269565,1.2,67
22.27558,26,Male,None,Low,Immediate,Low,0.6968641,1.4,0.8608696,0.8,69
24.97374,45,Female,None,High,Lagging,Low,0.7722008,1.4,1.016,0.6,68
26.03896,34,Female,None,Medium,Immediate,Low,0.7215007,1.4,0.8296296,1,72
26.03896,40,Female,None,Low,Immediate,Low,0.7621951,1.4,0.8814815,1,66
26.79172,25,Female,None,High,Immediate,Low,0.7017544,1.4,0.9777778,1,67
27.2978,20,Male,WheelChair,Medium,Lagging,Low,0.7407407,1.4,0.9785715,0.8,64
28.44098,58,Female,None,High,Lagging,Low,0.8156607,1.4,0.9103448,0.8,66
28.44098,97,Female,None,Medium,Immediate,Low,1.470588,1.4,0.7241379,0.6,67
29.17444,69,Male,None,Medium,Immediate,Low,0.862069,1.4,0.8466666,0.8,65
30.46969,97,Male,None,Medium,Lagging,Low,1.282051,1.4,0.9870967,0.8,68
30.46969,68,Male,None,Medium,Lagging,Low,0.8547009,1.4,1.012903,0.8,70
30.46969,73,Female,None,Medium,Immediate,Low,0.8912656,1.4,0.8580646,0.6,65
30.46969,47,Female,None,High,Lagging,Low,0.78125,1.4,1.051613,0.8,69
31.27533,93,Female,None,High,Lagging,Low,1.149425,1.4,0.8875002,0.6,68
31.27533,83,Female,None,Medium,Lagging,Low,0.9541985,1.4,0.85,0.6,64
31.27533,20,Female,None,High,Lagging,Low,0.6993007,1.4,0.89375,0.8,69
32.53975,47,Female,None,Medium,Lagging,Medium,0.78125,1.6,1.109091,0.8,70
32.53975,62,Female,None,Low,Lagging,Low,0.8237233,1.4,1.00606,0.8,64
32.53975,35,Male,None,High,Lagging,Low,0.7407407,1.4,0.9757574,0.6,66
34.55561,38,Female,None,Medium,Immediate,Low,0.7204611,1.4,0.8285714,0.8,67
34.55561,72,Male,None,High,Lagging,Low,0.8849558,1.4,1.011429,0.8,65
34.55561,87,Female,None,Medium,Immediate,Low,1,1.4,0.7942857,0.6,64
34.55561,61,Male,None,Low,Immediate,Low,0.8196721,1.4,0.8571429,0.8,58
34.55561,65,Female,None,High,Lagging,High,0.8354219,1.8,1.354286,1,65
34.55561,30,Male,None,High,Lagging,Low,0.7142857,1.4,1.068571,0.6,63
34.55561,83,Male,None,Low,Immediate,Low,0.9803922,1.4,0.8171428,0.8,67
35.2786,43,Female,None,Low,Lagging,Low,0.7727975,1.4,0.8777778,0.6,67
35.2786,41,Male,None,High,Lagging,High,0.7604563,1.8,1.433333,1.2,65
35.2786,52,Male,None,Medium,Lagging,Low,0.7968128,1.4,0.9111112,0.6,67
35.2786,24,Female,None,Low,Lagging,Medium,0.7062147,1.6,1.216667,1,70
35.2786,80,Female,None,Low,Lagging,Low,0.9372071,1.4,0.8555557,0.6,66
35.2786,38,Male,None,High,Lagging,Low,0.7662836,1.4,0.7722222,0.8,66
36.39035,26,Male,None,Medium,Lagging,Low,0.6968641,1.4,0.9135134,0.8,68
36.39035,36,Female,None,Low,Immediate,Low,0.7194245,1.4,0.881081,0.8,62
36.39035,54,Male,None,Low,Lagging,Low,0.8097166,1.4,0.945946,0.6,67
36.39035,75,Female,None,Low,Immediate,Low,0.9082652,1.4,0.827027,0.8,64
36.39035,56,Female,None,Medium,Immediate,Low,0.8064516,1.4,0.8216217,0.8,65
36.39035,33,Male,None,Low,Immediate,Low,0.7380074,1.4,0.6864865,0.6,67
37.11975,52,Female,None,Low,Immediate,Low,0.7980846,1.4,0.6842106,0.6,62
37.11975,58,Female,None,Medium,Lagging,High,0.8156607,1.8,1.273684,1,68
38.16114,33,Female,None,High,Lagging,Low,0.7204611,1.4,1.071795,0.8,67
38.16114,61,Male,None,Medium,Lagging,Low,0.8196721,1.4,0.9384615,0.6,68
38.16114,36,Male,None,Low,Lagging,Medium,0.7490637,1.6,1.102564,0.8,66
38.16114,23,Male,None,High,Immediate,Low,0.6872852,1.4,0.6615385,0.6,71
38.16114,50,Female,None,High,Immediate,Medium,0.7874016,1.6,0.9794872,1,67
38.16114,24,Male,None,High,Lagging,Low,0.6944444,1.4,0.8923078,0.6,65
38.78745,28,Male,None,Low,Lagging,Low,0.7117438,1.4,0.9487181,0.6,68
39.16114,57,Female,None,Medium,Lagging,Low,0.8116883,1.4,0.805,0.6,64
39.16114,46,Male,None,Low,Immediate,Medium,0.7751938,1.6,1.01,1,62
39.16114,34,Male,None,Low,Lagging,Low,0.7462686,1.4,0.995,0.8,67
40.11796,60,Male,None,High,Lagging,Low,0.8130081,1.4,1.039024,0.8,64
40.11796,90,Female,None,High,Immediate,Low,1.052632,1.4,0.8634146,0.6,67
40.11796,72,Male,None,Medium,Lagging,Low,0.8849558,1.4,0.9219512,0.6,64
40.69852,51,Male,None,High,Lagging,Low,0.7905138,1.4,0.795122,0.8,65
40.69852,29,Female,None,Medium,Immediate,Low,0.7168459,1.4,0.9219512,0.8,63
41.05099,85,Male,None,Medium,Lagging,Low,1,1.4,0.9761907,0.8,67
41.05099,62,Female,None,High,Lagging,Low,0.8237233,1.4,0.8809523,0.8,63
41.05099,44,Female,None,High,Lagging,Low,0.7806401,1.4,0.9761907,0.8,69
41.86322,61,Female,None,High,Lagging,Low,0.8223684,1.4,0.8428573,0.8,66
42.32112,22,Male,None,Low,Lagging,Low,0.6802721,1.4,0.8,0.6,61
42.32112,51,Male,None,High,Lagging,Low,0.7905138,1.4,0.9534883,0.8,66
42.68916,94,Female,None,High,Lagging,Low,1.176471,1.4,0.9255815,0.8,68
42.68916,67,Female,None,High,Lagging,Low,0.8474576,1.4,1.055814,0.8,66
43.57375,48,Female,None,Medium,Lagging,Low,0.7849293,1.4,1.018182,1,68
43.98968,87,Male,None,Low,Immediate,Medium,1.020408,1.6,0.8727273,0.8,69
44.23196,32,Male,None,High,Immediate,Low,0.729927,1.4,0.6355555,0.6,64
44.47982,47,Male,None,High,Lagging,Low,0.78125,1.4,0.9955558,0.8,66
44.47982,67,Female,None,High,Immediate,Low,0.8474576,1.4,1.008889,1,69
44.67385,52,Female,None,Medium,Immediate,Low,0.7980846,1.4,0.7777779,0.8,67
44.67385,29,Female,None,High,Lagging,Low,0.7168459,1.4,0.9022222,0.6,65
45.46827,51,Male,None,Low,Lagging,Low,0.7905138,1.4,0.9869564,0.8,64
45.46827,92,Male,None,High,Immediate,Medium,1.136364,1.6,0.8347825,0.8,64
45.82476,71,Female,None,High,Lagging,Medium,0.8741258,1.6,1.056522,1,65
46.04091,78,Male,WheelChair,Low,Lagging,Medium,1.038422,1.6,1.165957,1,70
46.71896,77,Female,WakingStick,Medium,Lagging,High,1.085305,1.8,1.204255,1,66
47.09642,55,Male,None,High,Lagging,Low,0.8,1.4,0.8500001,0.6,65
47.71312,53,Female,None,Low,Lagging,Low,0.8038585,1.4,0.9125,0.8,69
47.71312,76,Female,None,High,Lagging,Low,0.9149131,1.4,1.045833,1,62
47.71312,33,Male,None,High,Lagging,Low,0.7380074,1.4,0.9375,0.6,64
47.71312,92,Female,None,Medium,Immediate,Medium,1.123595,1.6,1.016667,0.8,69
47.71312,25,Male,None,High,Lagging,Low,0.6896551,1.4,0.9208333,0.8,67
47.71312,72,Male,None,Medium,Lagging,Low,0.8849558,1.4,0.8666666,0.6,66
48.31388,64,Female,None,High,Immediate,Low,0.8368201,1.4,0.9306122,0.8,63
48.48684,87,Male,None,Medium,Lagging,Low,1.020408,1.4,0.7877551,0.8,68
48.48684,62,Male,None,Medium,Lagging,Medium,0.8264462,1.6,0.9918367,0.8,62
48.48684,22,Male,None,Medium,Lagging,Medium,0.6802721,1.6,1.146939,0.8,67
48.90363,30,Male,None,High,Immediate,Low,0.7142857,1.4,0.7469388,0.6,66
49.42012,66,Female,None,High,Lagging,Low,0.8403361,1.4,0.964,0.8,64
49.42012,25,Male,None,Low,Lagging,Low,0.6896551,1.4,0.972,0.8,71
