Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
42.11057,84,Male,None,High,Immediate
42.65785,32,Male,None,Low,Immediate
42.65785,23,Male,None,High,Immediate
42.92866,51,Male,None,Medium,Immediate
42.92866,96,Male,None,Medium,Immediate
42.92866,80,Male,None,High,Immediate
43.19352,66,Female,None,High,Immediate
43.76966,86,Female,None,Medium,Immediate
43.76966,78,Male,None,Medium,Immediate
44.05049,55,Male,None,High,Immediate
44.05049,91,Male,None,Medium,Immediate
44.33307,54,Female,None,Low,Immediate
44.61605,80,Male,None,Low,Immediate
44.61605,73,Male,None,High,Immediate
44.61605,65,Male,None,Medium,Immediate
44.61605,20,Female,None,High,Immediate
44.89578,62,Female,None,Medium,Immediate
44.89578,65,Female,None,Low,Immediate
44.89578,42,Female,None,High,Immediate
45.17675,55,Male,None,Medium,Immediate
45.17675,90,Male,WheelChair,Medium,Immediate
45.73434,46,Female,None,Low,Immediate
45.73434,61,Female,None,High,Immediate
45.73434,23,Female,None,High,Immediate
46.00078,36,Female,None,Low,Immediate
46.00078,44,Female,None,High,Immediate
46.00078,91,Female,None,High,Lagging
46.25465,79,Female,None,Medium,Immediate
46.52097,39,Female,None,Medium,Immediate
46.52097,22,Female,None,Low,Immediate
46.78664,39,Male,WakingStick,High,Immediate
47.04813,48,Male,None,Medium,Immediate
47.04813,49,Male,None,High,Immediate
47.04813,98,Male,None,Medium,Immediate
47.31719,24,Male,None,High,Immediate
47.58978,52,Male,None,High,Immediate
47.85618,89,Female,None,Medium,Immediate
47.85618,21,Male,None,Low,Immediate
48.13498,73,Female,None,High,Immediate
48.40813,98,Male,None,High,Immediate
48.67356,43,Male,None,Low,Immediate
48.67356,97,Male,None,Medium,Immediate
48.67356,85,Female,None,High,Lagging
49.21801,60,Female,None,Medium,Immediate
49.21801,47,Female,None,Medium,Lagging
49.49134,58,Male,None,Low,Immediate
49.74628,51,Male,None,High,Immediate
50.02035,92,Female,None,High,Immediate
50.02035,64,Male,None,High,Immediate
50.02035,34,Male,None,High,Immediate
50.29552,82,Male,None,Low,Immediate
50.56956,27,Female,None,High,Immediate
50.56956,64,Female,None,High,Immediate
50.56956,33,Female,None,Medium,Immediate
50.83084,26,Female,None,Medium,Immediate
50.83084,60,Male,None,Low,Lagging
50.83084,32,Male,None,High,Lagging
50.83084,38,Male,WheelChair,High,Immediate
51.09666,22,Male,None,High,Immediate
51.09666,63,Male,None,Medium,Immediate
51.37299,49,Female,None,Medium,Immediate
51.91163,79,Male,None,Low,Immediate
52.17212,83,Male,None,Medium,Immediate
52.17212,89,Female,None,Medium,Immediate
52.17212,34,Male,None,Low,Immediate
52.45044,96,Male,None,High,Immediate
52.71986,29,Male,None,High,Immediate
53.00698,77,Male,None,Low,Immediate
53.00698,64,Male,None,Medium,Immediate
53.55967,70,Female,None,High,Immediate
53.83453,79,Female,None,Low,Immediate
53.83453,89,Female,None,Low,Lagging
54.11491,38,Male,None,High,Immediate
54.11491,85,Female,None,Low,Immediate
54.38376,76,Female,None,Medium,Immediate
54.38376,94,Female,None,High,Immediate
54.63752,90,Female,None,Medium,Immediate
54.63752,77,Female,None,Medium,Immediate
54.95159,72,Male,None,Medium,Immediate
55.26675,88,Male,None,High,Immediate
55.26675,68,Female,None,Low,Immediate
55.26675,28,Female,None,Medium,Immediate
55.5679,20,Male,None,Low,Immediate
55.5679,48,Female,None,Low,Immediate
55.85627,95,Female,None,Low,Immediate
55.85627,22,Female,WakingStick,High,Immediate
55.85627,29,Female,None,Medium,Immediate
56.01785,50,Female,None,Medium,Immediate
56.48273,75,Female,None,High,Immediate
56.48273,86,Male,None,High,Immediate
56.48273,78,Female,None,High,Immediate
56.72393,66,Male,None,Medium,Lagging
56.96066,77,Female,None,High,Immediate
57.25508,57,Male,None,Low,Immediate
57.25508,35,Male,None,High,Immediate
57.53827,52,Male,None,Medium,Lagging
57.53827,85,Female,None,High,Immediate
57.53827,26,Male,None,Low,Immediate
57.80637,51,Male,None,Low,Immediate
57.80637,61,Female,None,Medium,Lagging
57.80637,36,Female,None,Medium,Immediate
58.06172,49,Female,None,Low,Immediate
58.06172,94,Male,None,Medium,Immediate
58.06172,86,Male,None,High,Immediate
58.56946,31,Female,None,Medium,Immediate
58.56946,27,Male,None,Low,Immediate
58.56946,99,Female,None,High,Immediate
58.84032,47,Male,None,Medium,Immediate
58.84032,20,Male,None,High,Immediate
58.84032,54,Male,None,Medium,Immediate
59.38621,89,Male,None,High,Immediate
59.56864,33,Female,None,Medium,Immediate
59.56864,85,Male,None,Low,Immediate
59.79359,87,Male,None,High,Immediate
60.04432,83,Female,WakingStick,High,Immediate
60.04432,43,Female,None,Low,Immediate
60.04432,35,Female,None,Low,Immediate
60.30601,98,Female,None,High,Immediate
60.30601,94,Male,None,High,Immediate
60.6292,79,Female,None,Low,Immediate
60.93967,86,Male,None,Medium,Immediate
60.93967,36,Male,None,High,Immediate
60.93967,41,Male,None,Low,Immediate
61.29153,74,Male,None,Low,Immediate
61.29153,88,Female,None,High,Lagging
61.60441,78,Female,None,High,Lagging
61.60441,88,Male,None,High,Immediate
61.95408,90,Male,None,High,Immediate
62.27614,56,Female,None,High,Immediate
62.27614,64,Female,None,High,Immediate
62.27614,83,Male,None,Medium,Immediate
62.57948,20,Female,None,Low,Immediate
62.57948,86,Male,None,Low,Immediate
62.57948,77,Male,None,High,Immediate
62.91933,27,Male,None,Medium,Immediate
62.91933,68,Female,None,High,Immediate
63.28054,42,Female,None,Low,Immediate
63.28054,96,Male,None,Medium,Lagging
63.61004,98,Female,WheelChair,Medium,Immediate
63.61004,50,Male,None,Medium,Immediate
63.61004,85,Female,None,High,Immediate
63.95237,28,Female,None,High,Immediate
64.35315,77,Male,None,High,Immediate
64.35315,82,Male,None,High,Immediate
64.74566,77,Male,None,High,Immediate
65.07755,90,Female,None,Low,Immediate
65.07755,81,Female,None,High,Immediate
65.77524,74,Female,None,Medium,Immediate
65.77524,78,Female,WheelChair,Medium,Immediate
66.09013,69,Male,None,Low,Immediate
66.09013,61,Female,None,Medium,Immediate
66.09013,75,Female,None,High,Immediate
66.09013,63,Male,None,Low,Immediate
66.73611,89,Male,None,High,Immediate
66.73611,72,Female,None,High,Immediate
67.02351,84,Male,None,Low,Lagging
67.28526,95,Male,None,Low,Immediate
67.28526,50,Female,None,High,Immediate
67.59529,31,Female,None,Low,Immediate
67.59529,59,Female,None,High,Immediate
67.59529,95,Female,None,High,Lagging
67.59529,37,Female,None,Low,Immediate
67.94212,56,Female,None,Medium,Immediate
67.94212,33,Female,None,High,Immediate
68.24049,69,Male,None,High,Immediate
68.24049,69,Female,None,Medium,Immediate
68.24049,94,Male,None,Medium,Immediate
68.51913,29,Male,None,Medium,Lagging
68.51913,89,Male,None,High,Immediate
68.51913,81,Female,None,Low,Immediate
68.84393,63,Male,WheelChair,Low,Lagging
68.84393,61,Female,None,Low,Immediate
69.13836,66,Female,None,Low,Lagging
69.13836,72,Female,None,Low,Immediate
69.13836,68,Female,None,High,Immediate
69.47002,78,Male,None,High,Immediate
69.76211,20,Female,None,Low,Immediate
69.76211,73,Female,None,Low,Immediate
70.08846,65,Male,None,Medium,Immediate
70.08846,64,Male,None,Low,Immediate
70.08846,39,Male,None,High,Immediate
70.38247,80,Male,WheelChair,High,Immediate
70.66149,57,Male,None,Low,Lagging
70.66149,35,Female,None,Low,Immediate
70.98281,51,Female,None,Low,Immediate
71.3316,61,Male,None,High,Lagging
71.3316,95,Male,None,Low,Immediate
71.3316,40,Female,None,Low,Immediate
71.3316,77,Male,None,High,Immediate
71.639,41,Female,None,High,Immediate
71.92944,48,Male,None,Medium,Immediate
71.92944,37,Female,None,High,Immediate
72.52364,26,Male,None,Low,Lagging
72.52364,89,Female,None,Low,Immediate
72.52364,82,Male,None,Low,Immediate
72.52364,80,Male,None,Low,Immediate
73.06195,41,Female,None,High,Lagging
73.06195,52,Female,WheelChair,High,Immediate
73.06195,45,Male,None,Low,Immediate
73.64563,78,Female,None,High,Immediate
73.64563,92,Female,None,Medium,Immediate
73.64563,47,Male,None,High,Immediate
73.94063,87,Male,None,Medium,Immediate
73.94063,42,Male,None,Medium,Immediate
73.94063,55,Male,None,Medium,Lagging
73.94063,58,Female,None,Low,Immediate
74.27774,60,Female,None,Low,Immediate
74.27774,29,Female,None,High,Immediate
74.58383,94,Female,None,High,Immediate
74.91106,52,Male,None,Low,Lagging
74.91106,50,Male,None,Low,Immediate
74.91106,71,Female,None,High,Lagging
75.19274,32,Male,None,Low,Immediate
75.4646,83,Male,WheelChair,Medium,Lagging
75.7692,27,Female,None,High,Lagging
75.7692,85,Male,None,Low,Lagging
75.7692,96,Male,None,Low,Immediate
75.7692,89,Female,None,Low,Immediate
76.09547,36,Male,None,Low,Immediate
76.09547,82,Female,None,High,Immediate
76.3968,37,Female,None,Low,Immediate
76.3968,97,Male,None,High,Immediate
76.67301,79,Female,None,Low,Immediate
76.94449,52,Male,None,High,Lagging
76.94449,58,Male,None,Medium,Immediate
77.26461,65,Female,None,Medium,Immediate
77.26461,72,Female,None,Medium,Immediate
77.26461,60,Male,None,High,Immediate
77.62177,35,Female,None,Low,Immediate
77.62177,78,Male,None,High,Lagging
77.96949,65,Female,None,High,Immediate
77.96949,94,Female,None,Low,Immediate
78.30432,95,Female,None,Medium,Immediate
78.63348,63,Male,None,Low,Immediate
78.63348,75,Female,None,High,Immediate
78.93651,64,Male,None,Medium,Immediate
78.93651,94,Male,WheelChair,High,Lagging
78.93651,68,Male,WakingStick,High,Immediate
79.47053,75,Female,None,Medium,Immediate
79.7183,87,Male,None,High,Immediate
79.7183,52,Male,None,Medium,Immediate
79.7183,64,Male,None,Medium,Immediate
79.95667,23,Female,None,Medium,Immediate
80.19587,87,Male,None,Low,Immediate
80.68241,59,Male,None,High,Lagging
80.68241,53,Male,None,Medium,Lagging
80.91592,59,Male,None,High,Immediate
81.15257,93,Female,None,Low,Immediate
81.15257,50,Male,None,Medium,Immediate
81.39614,99,Male,None,Low,Immediate
81.39614,34,Female,None,High,Immediate
81.88141,54,Male,None,Low,Immediate
81.88141,65,Male,None,Low,Immediate
82.1191,71,Male,None,Low,Lagging
82.1191,70,Female,None,High,Immediate
82.35015,26,Female,None,Low,Immediate
82.82315,86,Female,None,Medium,Lagging
82.82315,23,Male,WheelChair,High,Immediate
82.82315,64,Female,None,Low,Immediate
83.08352,48,Male,None,Medium,Immediate
83.32203,92,Male,None,Low,Immediate
83.55278,50,Male,None,Medium,Immediate
83.79144,67,Male,None,Medium,Immediate
83.79144,98,Male,None,High,Immediate
84.02438,68,Female,None,Low,Immediate
84.26161,30,Male,None,Low,Immediate
84.50215,40,Female,None,Medium,Immediate
84.73602,88,Male,None,Low,Immediate
84.73602,34,Male,None,Low,Lagging
84.73602,57,Male,None,High,Immediate
84.97054,98,Female,None,High,Immediate
85.19433,78,Female,None,High,Lagging
85.43924,51,Male,None,High,Immediate
85.68781,21,Female,None,Medium,Immediate
85.68781,77,Male,None,Medium,Immediate
85.68781,32,Female,None,High,Lagging
85.9313,54,Female,None,Low,Lagging
86.17116,27,Female,None,High,Immediate
86.17116,90,Male,None,Medium,Lagging
86.40383,65,Female,None,Low,Immediate
86.63786,97,Female,None,Low,Lagging
86.87471,41,Male,None,Medium,Immediate
87.10843,73,Female,None,Low,Immediate
87.10843,77,Male,None,Medium,Immediate
87.33118,70,Male,None,Low,Immediate
87.33118,89,Female,None,Low,Immediate
87.33118,32,Female,None,High,Immediate
87.55806,65,Male,None,Medium,Immediate
87.80034,34,Female,None,High,Lagging
88.03402,38,Male,None,Low,Lagging
88.26821,74,Female,None,Medium,Immediate
88.26821,59,Male,None,Medium,Lagging
88.26821,66,Female,None,Medium,Lagging
88.51363,26,Female,None,Low,Immediate
88.78085,86,Male,None,Low,Immediate
88.78085,39,Female,None,High,Immediate
88.78085,41,Female,None,Medium,Immediate
89.03782,53,Male,None,High,Lagging
89.03782,55,Male,None,Medium,Lagging
89.29044,44,Male,None,Low,Immediate
89.53528,48,Female,None,Medium,Immediate
89.7901,24,Male,None,Low,Immediate
89.7901,74,Male,None,Medium,Lagging
90.02907,85,Male,WakingStick,Medium,Lagging
90.02907,48,Male,None,Medium,Lagging
90.02907,58,Female,None,High,Immediate
90.26035,20,Female,None,Low,Lagging
90.49409,57,Male,None,Low,Immediate
90.49409,46,Female,None,Low,Immediate
90.49409,42,Male,None,High,Immediate
90.72774,55,Female,None,Low,Lagging
90.72774,75,Male,None,Medium,Lagging
90.9457,52,Female,None,Medium,Immediate
91.17116,93,Male,None,Low,Lagging
91.6088,97,Female,None,High,Immediate
91.6088,45,Female,None,Low,Immediate
91.6088,21,Female,None,Low,Lagging
92.03812,36,Male,None,Medium,Lagging
92.03812,24,Male,None,Medium,Lagging
92.25153,86,Male,None,Low,Lagging
92.25153,47,Male,None,Medium,Immediate
92.46386,28,Male,None,Medium,Lagging
92.46386,92,Female,None,Medium,Immediate
92.91125,70,Female,None,High,Lagging
93.12576,83,Male,None,Low,Immediate
93.12576,44,Female,None,Medium,Lagging
93.33121,48,Female,None,Medium,Lagging
93.33121,30,Male,None,Medium,Immediate
93.33121,32,Male,None,High,Lagging
93.75648,49,Female,None,Medium,Lagging
93.97054,32,Female,None,High,Lagging
94.17811,79,Female,None,Low,Immediate
94.17811,30,Female,None,Low,Immediate
94.17811,65,Female,None,Low,Lagging
94.40529,92,Male,None,Low,Immediate
94.63036,82,Male,None,Medium,Lagging
94.63036,92,Male,None,Low,Lagging
94.8506,91,Male,None,High,Immediate
95.09298,63,Male,None,Medium,Lagging
95.35101,25,Female,None,High,Immediate
95.35101,90,Male,None,High,Lagging
95.8865,85,Male,None,Low,Lagging
96.12104,91,Male,None,High,Immediate
96.12104,95,Female,None,High,Lagging
96.12104,72,Male,None,High,Lagging
96.34336,55,Female,None,High,Lagging
96.58215,87,Male,None,Low,Lagging
96.8126,86,Male,None,Medium,Immediate
97.04236,84,Male,None,Medium,Lagging
97.26105,59,Female,None,Low,Immediate
97.48294,28,Male,None,High,Immediate
97.48294,47,Male,None,Low,Lagging
97.70802,90,Male,None,High,Lagging
97.70802,88,Male,None,High,Immediate
97.70802,38,Male,None,High,Immediate
97.93411,83,Male,None,Low,Immediate
98.20158,72,Male,None,Medium,Lagging
98.44202,58,Female,None,Medium,Lagging
98.44202,41,Male,None,Low,Immediate
98.44202,35,Female,None,Medium,Lagging
98.66646,89,Female,None,Medium,Lagging
98.66646,56,Male,None,Medium,Immediate
98.88363,86,Female,WakingStick,Low,Immediate
99.09967,56,Male,None,Medium,Lagging
99.09967,81,Male,None,Low,Immediate
99.3149,87,Male,None,Medium,Lagging
99.53406,90,Male,None,Low,Immediate
99.53406,67,Female,None,High,Immediate
99.74888,60,Female,None,High,Lagging
99.74888,73,Female,None,Medium,Immediate
100.1692,68,Male,None,Medium,Immediate
100.1692,65,Male,None,High,Lagging
100.1692,80,Female,None,Medium,Lagging
100.1692,41,Female,None,Medium,Lagging
100.3669,53,Female,None,Low,Lagging
100.3669,49,Male,None,High,Immediate
100.569,76,Male,None,Low,Lagging
100.7794,34,Female,WakingStick,Medium,Immediate
100.9959,67,Male,None,Low,Lagging
100.9959,29,Female,None,High,Lagging
100.9959,92,Female,None,High,Lagging
101.2105,33,Female,None,Low,Immediate
101.4177,66,Female,None,Low,Lagging
101.6324,89,Female,None,Low,Immediate
101.8524,54,Male,None,Medium,Lagging
101.8524,84,Male,None,Low,Immediate
102.0657,33,Male,None,Low,Lagging
102.2731,93,Male,None,Low,Lagging
102.4889,80,Male,None,Low,Immediate
102.6914,21,Male,None,Low,Lagging
102.6914,88,Female,WheelChair,High,Immediate
103.1099,31,Female,None,High,Lagging
103.1099,69,Female,None,Low,Lagging
103.3057,62,Male,None,High,Lagging
103.4996,35,Female,None,High,Immediate
103.4996,85,Male,None,Low,Immediate
103.704,93,Male,None,High,Lagging
104.1081,96,Male,None,Medium,Lagging
104.1081,72,Female,None,High,Lagging
104.3003,68,Male,None,Low,Lagging
104.4984,37,Female,None,Medium,Lagging
104.9029,61,Male,None,Medium,Immediate
104.9029,88,Male,None,Low,Immediate
105.3048,25,Female,None,Medium,Lagging
105.3048,52,Female,None,Medium,Lagging
105.4986,97,Male,None,High,Lagging
105.4986,83,Male,None,Low,Lagging
105.4986,58,Male,None,High,Lagging
105.6883,59,Female,None,Medium,Immediate
105.6883,67,Male,None,High,Lagging
105.882,78,Male,None,Medium,Immediate
106.0815,47,Female,None,High,Lagging
106.2816,47,Female,None,Low,Lagging
106.4829,31,Female,None,Medium,Immediate
106.4829,80,Female,None,Medium,Lagging
106.8853,45,Female,None,Medium,Immediate
106.8853,76,Male,None,Medium,Lagging
107.0865,73,Male,None,Low,Lagging
107.2786,59,Male,None,Low,Immediate
107.6817,71,Female,None,Medium,Lagging
107.8791,32,Female,None,High,Lagging
108.072,61,Female,None,Medium,Lagging
108.2822,63,Male,None,High,Immediate
108.4836,96,Male,None,Medium,Lagging
108.4836,32,Female,None,High,Lagging
108.4836,61,Male,None,Low,Immediate
108.8877,41,Male,None,Medium,Immediate
109.0841,66,Female,None,High,Lagging
109.4596,50,Female,None,High,Immediate
109.4596,85,Male,None,Low,Lagging
109.4596,85,Male,None,Low,Lagging
109.8457,90,Female,WakingStick,Medium,Immediate
110.0311,30,Female,None,Low,Lagging
110.42,58,Female,None,Medium,Immediate
110.42,38,Male,None,Low,Lagging
110.42,99,Female,None,Medium,Immediate
110.6131,82,Male,None,Low,Lagging
110.9942,35,Male,None,Low,Immediate
110.9942,36,Male,None,High,Lagging
110.9942,29,Male,None,Medium,Lagging
111.3732,76,Male,None,Medium,Lagging
111.3732,33,Male,None,Medium,Immediate
111.5853,22,Male,None,High,Immediate
111.793,77,Male,None,High,Lagging
111.793,82,Male,None,High,Lagging
112.0041,53,Female,None,Low,Immediate
112.2082,68,Female,None,Medium,Lagging
112.2082,52,Female,None,Medium,Lagging
112.2082,21,Female,None,High,Lagging
112.6093,50,Female,None,High,Lagging
112.6093,54,Female,None,High,Lagging
112.9982,76,Male,None,Medium,Lagging
112.9982,40,Male,None,Medium,Lagging
112.9982,51,Female,None,Low,Immediate
113.1955,49,Female,None,High,Lagging
113.5911,78,Female,None,Low,Lagging
113.7773,65,Male,None,High,Lagging
114.1787,29,Male,None,Medium,Lagging
114.1787,96,Male,None,High,Immediate
114.3713,98,Male,None,Medium,Lagging
114.5555,71,Female,WheelChair,High,Lagging
115.0026,83,Male,None,Low,Lagging
115.0026,67,Male,None,High,Lagging
115.2265,58,Male,None,High,Lagging
115.2265,96,Female,None,Medium,Lagging
115.6265,53,Male,None,High,Lagging
115.6265,37,Male,None,High,Lagging
115.6265,67,Male,None,Medium,Lagging
115.8242,53,Female,None,High,Lagging
116.0173,75,Male,None,Low,Immediate
116.2375,90,Female,None,High,Lagging
116.2375,98,Female,None,Medium,Lagging
116.4566,42,Female,None,Medium,Lagging
116.6783,29,Female,None,Medium,Lagging
116.6783,83,Male,None,Low,Lagging
117.3032,78,Male,None,Low,Immediate
117.3032,88,Male,WheelChair,Low,Immediate
117.489,99,Male,None,Medium,Lagging
117.666,44,Male,None,Medium,Lagging
117.8565,37,Female,None,High,Immediate
118.0573,44,Male,None,Medium,Lagging
118.0573,80,Female,None,Medium,Lagging
118.2669,50,Male,None,Medium,Lagging
118.4632,95,Female,None,Medium,Immediate
118.6598,71,Female,None,Medium,Lagging
118.6598,57,Male,None,Low,Immediate
118.6598,75,Female,None,Low,Immediate
119.0556,78,Female,None,High,Lagging
119.0556,23,Female,None,High,Lagging
119.4229,93,Female,None,Low,Lagging
119.7943,72,Female,None,Low,Immediate
119.9876,86,Male,None,Low,Lagging
120.1631,75,Male,None,Low,Immediate
120.3511,57,Male,None,Medium,Lagging
120.3511,82,Female,None,High,Lagging
120.3511,68,Female,None,Low,Lagging
120.5418,39,Female,None,Medium,Immediate
120.9455,67,Male,None,Medium,Lagging
121.1374,96,Female,None,High,Immediate
121.1374,53,Male,None,Medium,Lagging
121.3352,87,Female,None,High,Lagging
121.7254,22,Female,None,Medium,Immediate
121.7254,97,Male,None,Medium,Lagging
121.9198,24,Female,None,High,Lagging
121.9198,88,Male,None,Low,Immediate
121.9198,37,Male,None,Low,Immediate
121.9198,50,Female,None,High,Immediate
122.3035,79,Female,None,Medium,Lagging
122.3035,33,Female,None,High,Lagging
122.3035,93,Male,None,High,Lagging
122.6888,70,Male,None,Low,Immediate
122.8759,29,Female,None,Medium,Lagging
123.0659,33,Female,None,High,Immediate
123.0659,77,Male,None,Low,Lagging
123.4507,89,Female,None,High,Lagging
123.6354,66,Male,None,Low,Immediate
123.6354,23,Male,None,Medium,Lagging
123.6354,88,Female,None,Low,Lagging
123.8186,42,Male,None,Medium,Immediate
124.0108,89,Male,None,Medium,Lagging
124.1981,71,Male,None,Medium,Lagging
124.5771,74,Male,None,High,Lagging
124.7642,32,Female,None,Low,Immediate
124.7642,91,Male,None,Low,Lagging
124.7642,90,Male,None,Low,Immediate
125.3019,32,Male,None,High,Lagging
125.4738,60,Male,None,Medium,Immediate
125.4738,82,Female,None,High,Lagging
125.4738,66,Female,None,High,Lagging
125.6477,93,Male,None,Low,Immediate
125.8222,53,Female,None,Medium,Lagging
126.002,33,Male,None,Medium,Lagging
126.002,28,Female,None,High,Immediate
126.5459,29,Male,None,Medium,Lagging
126.5459,64,Female,None,Medium,Lagging
126.7137,97,Female,None,Medium,Lagging
126.7137,71,Female,None,Low,Lagging
126.7137,97,Female,None,High,Lagging
127.0563,21,Female,None,Medium,Immediate
127.413,60,Male,None,High,Lagging
127.5913,80,Female,None,Medium,Lagging
127.7512,70,Female,None,High,Lagging
127.7512,53,Male,None,High,Lagging
127.9223,72,Female,None,Medium,Lagging
127.9223,83,Male,None,Low,Immediate
127.9223,88,Female,None,Medium,Lagging
128.4698,72,Male,None,Medium,Lagging
128.6401,81,Female,None,High,Lagging
128.6401,78,Male,None,Medium,Lagging
128.8128,96,Female,None,Medium,Lagging
128.995,65,Male,None,Low,Lagging
128.995,58,Female,None,Low,Immediate
129.1732,74,Female,None,Low,Lagging
129.1732,70,Male,None,High,Lagging
129.35,49,Female,None,Low,Immediate
129.35,67,Female,None,Medium,Lagging
129.35,68,Female,None,Low,Immediate
129.887,23,Male,None,High,Lagging
129.887,64,Female,None,Medium,Lagging
130.0558,52,Female,None,High,Lagging
130.0558,22,Male,None,Low,Lagging
130.2285,45,Male,None,Medium,Lagging
130.4028,42,Female,None,Low,Immediate
130.5898,74,Female,None,Low,Lagging
130.5898,90,Male,None,Low,Immediate
130.7677,31,Male,None,Medium,Lagging
131.1431,45,Female,None,Medium,Immediate
131.3211,60,Male,None,Low,Lagging
131.3211,22,Female,None,Medium,Immediate
131.6748,85,Female,None,Low,Lagging
131.6748,89,Female,None,High,Lagging
131.8557,37,Female,None,Low,Immediate
132.0391,93,Male,None,Low,Lagging
132.0391,61,Male,None,Low,Lagging
132.421,29,Female,None,High,Lagging
132.421,59,Male,None,Medium,Lagging
132.5938,49,Male,None,Medium,Lagging
132.5938,74,Female,None,Low,Lagging
132.5938,45,Female,None,High,Lagging
132.7685,27,Male,WheelChair,Low,Immediate
132.9391,82,Female,None,High,Lagging
133.3141,85,Female,None,Medium,Lagging
133.3141,28,Male,None,High,Lagging
133.3141,41,Female,None,High,Lagging
133.5038,39,Female,None,High,Lagging
133.5038,39,Female,None,Medium,Lagging
133.6805,81,Female,None,High,Lagging
133.6805,28,Female,None,High,Lagging
133.6805,42,Female,None,High,Lagging
134.0416,46,Female,None,Low,Immediate
134.3841,88,Female,None,Low,Lagging
134.5533,89,Male,None,Low,Lagging
134.5533,72,Male,None,Medium,Lagging
134.5533,48,Male,None,Low,Lagging
134.9163,62,Female,None,High,Lagging
134.9163,87,Female,None,Low,Immediate
135.1189,73,Female,None,High,Lagging
135.3122,39,Female,None,High,Lagging
135.5216,46,Female,None,Low,Immediate
135.7077,92,Male,None,Low,Immediate
135.8921,36,Female,None,Low,Immediate
136.2861,87,Female,None,Low,Lagging
136.2861,58,Female,None,High,Lagging
136.4859,89,Male,None,Medium,Lagging
136.4859,90,Female,None,Low,Lagging
136.6659,20,Female,None,Low,Immediate
137.0311,68,Female,None,Low,Lagging
137.0311,56,Female,None,Low,Lagging
137.0311,72,Female,None,Low,Lagging
137.3709,28,Female,None,High,Lagging
137.5386,83,Female,None,High,Lagging
137.7205,46,Male,None,High,Lagging
