Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit
55.72817,61,Female,None,High,Lagging,0.8223684,0,0,0.8223684
56.03219,34,Male,None,Low,Lagging,0.7462686,0,0,0.7462686
56.70313,90,Male,None,High,Lagging,1.111111,0,0,1.111111
56.70313,20,Male,None,Low,Immediate,0.6666667,0,0,0.6666667
57.02508,55,Male,None,Low,Lagging,0.8,0,0,0.8
57.23219,66,Female,None,Low,Lagging,0.8403361,0,0,0.8403361
57.23219,64,Female,None,Low,Lagging,0.8368201,0,0,0.8368201
57.69714,71,Male,None,Low,Lagging,0.877193,0,0,0.877193
57.69714,49,Male,None,High,Lagging,0.7936508,0,0,0.7936508
57.69714,66,Female,WheelChair,High,Immediate,0.9337067,0,0,0.9337067
58.01968,85,Male,None,Low,Immediate,1,0,0,1
58.24899,21,Female,None,Low,Immediate,0.7012623,0,0,0.7012623
58.51667,53,Male,None,Medium,Lagging,0.8032128,0,0,0.8032128
58.51667,96,Female,None,Low,Immediate,1.388889,0,0,1.388889
58.77826,81,Male,None,High,Lagging,0.9615385,0,0,0.9615385
58.77826,47,Female,None,Low,Lagging,0.78125,0,0,0.78125
59.28449,54,Male,None,High,Lagging,0.8097166,0,0,0.8097166
59.47713,47,Female,None,Medium,Lagging,0.78125,0,0,0.78125
59.77243,45,Male,None,Medium,Lagging,0.7692308,0,0,0.7692308
59.77243,50,Male,None,High,Lagging,0.7843137,0,0,0.7843137
59.77243,31,Male,None,Low,Immediate,0.7220216,0,0,0.7220216
59.77243,54,Female,None,High,Lagging,0.8084074,0,0,0.8084074
60.27571,93,Male,None,High,Lagging,1.149425,0,0,1.149425
60.46617,38,Female,None,High,Immediate,0.7204611,0,0,0.7204611
60.46617,61,Female,None,Low,Immediate,0.8223684,0,0,0.8223684
61.02755,21,Female,None,Medium,Lagging,0.7012623,0,0,0.7012623
61.20362,32,Female,None,Medium,Lagging,0.7158197,0,0,0.7158197
61.53032,83,Female,None,High,Lagging,0.9541985,0,0,0.9541985
61.74572,80,Female,None,High,Lagging,0.9372071,0,0,0.9372071
62.02398,33,Male,WakingStick,Low,Immediate,0.868244,0,0,0.868244
62.02398,27,Female,None,Low,Lagging,0.7072136,0,0,0.7072136
62.54376,95,Male,None,Medium,Lagging,1.25,0,0,1.25
62.54376,72,Female,None,Medium,Lagging,0.8833923,0,0,0.8833923
62.54376,75,Female,None,Medium,Immediate,0.9082652,0,0,0.9082652
62.54376,60,Male,None,Low,Lagging,0.8130081,0,0,0.8130081
62.75216,34,Male,None,Low,Lagging,0.7462686,0,0,0.7462686
63.02151,33,Male,None,Medium,Lagging,0.7380074,0,0,0.7380074
63.2071,58,Female,None,Low,Lagging,0.8156607,0,0,0.8156607
63.2071,24,Male,None,High,Lagging,0.6944444,0,0,0.6944444
63.5128,37,Male,WheelChair,High,Immediate,0.8417508,0,0,0.8417508
63.69498,72,Female,None,Medium,Lagging,0.8833923,0,0,0.8833923
63.69498,44,Female,None,Medium,Immediate,0.7806401,0,0,0.7806401
64.01263,47,Male,None,Medium,Immediate,0.78125,0,0,0.78125
64.20138,24,Female,None,High,Lagging,0.7062147,0,0,0.7062147
64.52929,80,Female,None,Medium,Lagging,0.9372071,0,0,0.9372071
64.52929,64,Female,None,Medium,Immediate,0.8368201,0,0,0.8368201
64.52929,41,Female,None,Low,Lagging,0.761035,0,0,0.761035
64.73748,31,Male,None,High,Lagging,0.7220216,0,0,0.7220216
65.00877,21,Male,None,High,Lagging,0.6734006,0,0,0.6734006
65.52165,52,Female,None,Medium,Lagging,0.7980846,0,0,0.7980846
65.52165,80,Female,None,Medium,Lagging,0.9372071,0,0,0.9372071
65.52165,48,Female,None,Medium,Lagging,0.7849293,0,0,0.7849293
65.52165,80,Male,None,Low,Immediate,0.952381,0,0,0.952381
65.69792,60,Male,None,Medium,Lagging,0.8130081,0,0,0.8130081
66.03793,28,Female,None,Low,Lagging,0.7092199,0,0,0.7092199
66.23367,64,Male,None,Low,Immediate,0.8403361,0,0,0.8403361
66.23367,71,Female,WheelChair,Low,Lagging,0.971251,0,0,0.971251
66.23367,35,Male,None,Low,Immediate,0.7407407,0,0,0.7407407
66.53121,49,Male,None,Medium,Lagging,0.7936508,0,0,0.7936508
66.7044,68,Female,None,Low,Immediate,0.8547009,0,0,0.8547009
67.03073,49,Female,None,High,Lagging,0.7905138,0,0,0.7905138
67.03073,51,Female,None,Low,Lagging,0.7936508,0,0,0.7936508
67.46076,55,Female,None,Low,Lagging,0.8,0,0,0.8
67.46076,88,Male,None,High,Lagging,1.030928,0,0,1.030928
67.76706,69,Female,None,High,Lagging,0.8605852,0,0,0.8605852
67.96432,44,Female,None,High,Lagging,0.7806401,0,0,0.7806401
68.29055,47,Female,None,Low,Immediate,0.78125,0,0,0.78125
68.29055,28,Male,None,Low,Immediate,0.7117438,0,0,0.7117438
68.29055,61,Male,None,High,Lagging,0.8196721,0,0,0.8196721
68.29055,21,Female,None,Low,Lagging,0.7012623,0,0,0.7012623
68.97887,83,Female,None,High,Lagging,0.9541985,0,0,0.9541985
69.27624,49,Male,None,Low,Lagging,0.7936508,0,0,0.7936508
69.27624,30,Male,None,Low,Immediate,0.7142857,0,0,0.7142857
69.77682,57,Male,None,High,Lagging,0.8130081,0,0,0.8130081
69.77682,83,Male,None,High,Immediate,0.9803922,0,0,0.9803922
70.28035,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
70.48116,46,Female,None,Medium,Lagging,0.7794232,0,0,0.7794232
70.48116,63,Male,None,Low,Lagging,0.8333333,0,0,0.8333333
70.7665,78,Male,None,Low,Immediate,0.9345794,0,0,0.9345794
70.7665,79,Male,None,Medium,Lagging,0.9433963,0,0,0.9433963
71.26748,84,Female,None,Low,Immediate,0.9587728,0,0,0.9587728
71.26748,30,Female,None,Low,Lagging,0.7117438,0,0,0.7117438
71.26748,71,Female,None,Low,Lagging,0.8741258,0,0,0.8741258
71.26748,72,Male,None,Low,Lagging,0.8849558,0,0,0.8849558
71.76951,43,Female,None,High,Lagging,0.7727975,0,0,0.7727975
71.95101,59,Male,None,High,Lagging,0.8264462,0,0,0.8264462
71.95101,59,Male,None,Medium,Immediate,0.8264462,0,0,0.8264462
72.46938,72,Female,None,High,Immediate,0.8833923,0,0,0.8833923
72.46938,23,Male,None,Low,Lagging,0.6872852,0,0,0.6872852
72.46938,48,Female,None,Medium,Immediate,0.7849293,0,0,0.7849293
72.77051,64,Male,None,Low,Lagging,0.8403361,0,0,0.8403361
73.26698,61,Male,None,Low,Immediate,0.8196721,0,0,0.8196721
73.26698,84,Male,None,High,Lagging,0.990099,0,0,0.990099
73.26698,65,Female,None,Low,Lagging,0.8354219,0,0,0.8354219
73.26698,34,Male,None,Low,Lagging,0.7462686,0,0,0.7462686
73.26698,28,Male,None,Low,Lagging,0.7117438,0,0,0.7117438
73.7479,32,Male,None,Medium,Lagging,0.729927,0,0,0.729927
73.93685,74,Female,None,Medium,Lagging,0.90009,0,0,0.90009
74.26402,84,Male,None,Medium,Immediate,0.990099,0,0,0.990099
74.48213,63,Male,None,High,Lagging,0.8333333,0,0,0.8333333
75.03381,30,Female,None,High,Lagging,0.7117438,0,0,0.7117438
75.52774,56,Female,None,Low,Lagging,0.8064516,0,0,0.8064516
75.52774,45,Female,WheelChair,High,Lagging,0.8580009,0,0,0.8580009
75.52774,33,Male,WheelChair,High,Lagging,0.8200082,0,0,0.8200082
75.7687,41,Male,None,Low,Lagging,0.7604563,0,0,0.7604563
76.27167,44,Male,None,Low,Lagging,0.7782102,0,0,0.7782102
76.27167,61,Female,None,Low,Lagging,0.8223684,0,0,0.8223684
76.53449,53,Male,None,High,Lagging,0.8032128,0,0,0.8032128
76.73425,60,Male,None,Low,Lagging,0.8130081,0,0,0.8130081
77.20275,25,Female,None,High,Lagging,0.7017544,0,0,0.7017544
77.52871,34,Male,None,Low,Immediate,0.7462686,0,0,0.7462686
77.71381,55,Female,None,High,Lagging,0.8,0,0,0.8
78.04028,63,Female,None,Low,Lagging,0.8319467,0,0,0.8319467
78.04028,72,Male,None,Medium,Immediate,0.8849558,0,0,0.8849558
78.24476,24,Male,None,High,Lagging,0.6944444,0,0,0.6944444
78.5145,39,Female,None,Low,Lagging,0.7407407,0,0,0.7407407
79.00993,34,Male,None,Low,Lagging,0.7462686,0,0,0.7462686
79.00993,27,Male,None,Low,Lagging,0.7042254,0,0,0.7042254
79.00993,93,Male,None,Low,Lagging,1.149425,0,0,1.149425
79.521,97,Female,None,Medium,Lagging,1.470588,0,0,1.470588
79.71992,94,Female,None,Low,Immediate,1.176471,0,0,1.176471
80.03004,80,Male,WakingStick,Low,Lagging,1.120448,0,0,1.120448
80.22922,85,Male,None,Low,Lagging,1,0,0,1
80.53407,42,Male,None,Medium,Lagging,0.7662836,0,0,0.7662836
80.53407,89,Female,None,High,Lagging,1.02459,0,0,1.02459
80.70511,75,Female,None,High,Lagging,0.9082652,0,0,0.9082652
81.04121,76,Male,None,Low,Lagging,0.9174312,0,0,0.9174312
81.52212,33,Male,None,Low,Lagging,0.7380074,0,0,0.7380074
81.52212,21,Male,None,Medium,Lagging,0.6734006,0,0,0.6734006
81.7033,54,Female,None,High,Lagging,0.8084074,0,0,0.8084074
81.7033,57,Male,None,Low,Lagging,0.8130081,0,0,0.8130081
82.03656,24,Male,None,Medium,Immediate,0.6944444,0,0,0.6944444
82.25338,76,Male,WheelChair,Low,Lagging,1.019368,0,0,1.019368
82.25338,31,Female,None,High,Lagging,0.7107321,0,0,0.7107321
82.45093,49,Female,None,Medium,Immediate,0.7905138,0,0,0.7905138
82.7693,69,Female,None,High,Lagging,0.8605852,0,0,0.8605852
82.96655,68,Male,None,High,Lagging,0.8547009,0,0,0.8547009
82.96655,54,Male,None,Medium,Lagging,0.8097166,0,0,0.8097166
83.27271,91,Female,None,Low,Lagging,1.086957,0,0,1.086957
83.78055,73,Female,WakingStick,High,Lagging,1.048548,0,0,1.048548
83.78055,23,Male,None,Low,Lagging,0.6872852,0,0,0.6872852
84.2709,94,Female,None,Medium,Lagging,1.176471,0,0,1.176471
84.2709,81,Female,None,Medium,Lagging,0.9433963,0,0,0.9433963
84.2709,42,Male,WheelChair,High,Lagging,0.8514261,0,0,0.8514261
84.52589,86,Female,None,High,Lagging,0.9803922,0,0,0.9803922
84.52589,61,Female,None,Low,Immediate,0.8223684,0,0,0.8223684
84.78015,66,Female,None,Low,Lagging,0.8403361,0,0,0.8403361
84.95435,54,Male,None,Medium,Lagging,0.8097166,0,0,0.8097166
84.95435,66,Male,None,Medium,Lagging,0.8403361,0,0,0.8403361
85.29188,33,Male,None,High,Lagging,0.7380074,0,0,0.7380074
85.48249,46,Female,None,Medium,Lagging,0.7794232,0,0,0.7794232
85.48249,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
85.48249,27,Male,None,Medium,Lagging,0.7042254,0,0,0.7042254
85.97707,57,Female,None,Medium,Lagging,0.8116883,0,0,0.8116883
86.2775,93,Female,None,Low,Lagging,1.149425,0,0,1.149425
86.50457,38,Female,None,High,Lagging,0.7204611,0,0,0.7204611
86.76279,29,Male,None,High,Lagging,0.7194245,0,0,0.7194245
87.00884,38,Female,None,Medium,Lagging,0.7204611,0,0,0.7204611
87.00884,89,Female,None,Low,Immediate,1.02459,0,0,1.02459
87.28238,90,Female,None,Medium,Lagging,1.052632,0,0,1.052632
87.52388,60,Female,None,Medium,Lagging,0.8130081,0,0,0.8130081
88.02328,82,Female,None,High,Lagging,0.9487666,0,0,0.9487666
88.69957,42,Male,None,Medium,Lagging,0.7662836,0,0,0.7662836
88.69957,34,Male,None,Low,Lagging,0.7462686,0,0,0.7462686
89.52012,38,Female,WheelChair,Medium,Lagging,0.8005123,0,0,0.8005123
89.76222,92,Male,None,High,Lagging,1.136364,0,0,1.136364
90.02846,21,Female,None,Low,Lagging,0.7012623,0,0,0.7012623
90.02846,94,Female,None,Low,Lagging,1.176471,0,0,1.176471
90.53749,27,Female,None,Low,Immediate,0.7072136,0,0,0.7072136
90.53749,52,Female,None,Medium,Lagging,0.7980846,0,0,0.7980846
90.53749,80,Male,None,High,Lagging,0.952381,0,0,0.952381
90.72723,59,Female,None,Medium,Lagging,0.8223684,0,0,0.8223684
90.72723,81,Male,None,Low,Lagging,0.9615385,0,0,0.9615385
91.20938,98,Male,WheelChair,Medium,Lagging,1.443002,0,0,1.443002
91.20938,97,Male,None,High,Lagging,1.282051,0,0,1.282051
91.53515,27,Female,WheelChair,High,Lagging,0.7857928,0,0,0.7857928
91.53515,49,Female,None,High,Lagging,0.7905138,0,0,0.7905138
92.01617,77,Male,None,Medium,Lagging,0.9259259,0,0,0.9259259
92.01617,56,Female,None,High,Lagging,0.8064516,0,0,0.8064516
92.01617,43,Female,None,Medium,Immediate,0.7727975,0,0,0.7727975
92.01617,34,Male,None,High,Lagging,0.7462686,0,0,0.7462686
92.28409,73,Female,None,High,Lagging,0.8912656,0,0,0.8912656
92.55003,86,Male,None,Medium,Lagging,1.010101,0,0,1.010101
92.55003,52,Female,WheelChair,Low,Lagging,0.8867607,0,0,0.8867607
92.55003,71,Male,None,Low,Lagging,0.877193,0,0,0.877193
92.73354,22,Female,None,Medium,Lagging,0.7042254,0,0,0.7042254
92.73354,92,Male,None,Low,Immediate,1.136364,0,0,1.136364
93.03316,40,Male,None,High,Lagging,0.7547169,0,0,0.7547169
93.22568,61,Male,None,Low,Lagging,0.8196721,0,0,0.8196721
93.5363,82,Male,WheelChair,Low,Lagging,1.078749,0,0,1.078749
93.5363,66,Female,None,High,Immediate,0.8403361,0,0,0.8403361
93.73533,23,Female,None,Low,Lagging,0.691085,0,0,0.691085
94.02555,79,Male,None,High,Lagging,0.9433963,0,0,0.9433963
94.27528,51,Male,None,Medium,Lagging,0.7905138,0,0,0.7905138
94.27528,24,Female,None,Low,Lagging,0.7062147,0,0,0.7062147
94.27528,24,Male,None,High,Lagging,0.6944444,0,0,0.6944444
95.01549,49,Female,None,Medium,Lagging,0.7905138,0,0,0.7905138
95.01549,69,Female,None,Medium,Lagging,0.8605852,0,0,0.8605852
95.53948,72,Female,None,High,Lagging,0.8833923,0,0,0.8833923
95.53948,55,Female,None,Medium,Lagging,0.8,0,0,0.8
95.53948,22,Male,None,High,Lagging,0.6802721,0,0,0.6802721
95.73114,86,Female,None,Medium,Lagging,0.9803922,0,0,0.9803922
95.73114,73,Male,None,Medium,Immediate,0.8928571,0,0,0.8928571
96.03699,39,Female,None,Low,Lagging,0.7407407,0,0,0.7407407
96.03699,72,Female,None,Medium,Lagging,0.8833923,0,0,0.8833923
96.51656,77,Female,None,Low,Immediate,0.9225093,0,0,0.9225093
96.51656,29,Male,None,Medium,Lagging,0.7194245,0,0,0.7194245
96.51656,72,Female,None,Low,Lagging,0.8833923,0,0,0.8833923
96.51656,26,Female,None,Low,Lagging,0.7042254,0,0,0.7042254
96.51656,34,Female,None,Low,Lagging,0.7215007,0,0,0.7215007
97.03086,75,Male,None,Medium,Lagging,0.9090909,0,0,0.9090909
97.03086,26,Female,None,Low,Lagging,0.7042254,0,0,0.7042254
97.03086,48,Female,None,Low,Lagging,0.7849293,0,0,0.7849293
97.21672,39,Male,None,Low,Lagging,0.7751938,0,0,0.7751938
97.50523,96,Male,None,High,Lagging,1.265823,0,0,1.265823
97.50523,50,Male,None,Medium,Lagging,0.7843137,0,0,0.7843137
98.04068,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
98.04068,74,Male,None,Low,Lagging,0.9009009,0,0,0.9009009
98.04068,27,Male,None,Medium,Lagging,0.7042254,0,0,0.7042254
98.04068,54,Male,None,Low,Lagging,0.8097166,0,0,0.8097166
98.53462,41,Female,None,High,Lagging,0.761035,0,0,0.761035
98.70392,28,Male,None,High,Lagging,0.7117438,0,0,0.7117438
99.02378,46,Male,WakingStick,Low,Lagging,0.9119928,0,0,0.9119928
99.19914,29,Male,None,Medium,Lagging,0.7194245,0,0,0.7194245
99.19914,36,Male,None,High,Lagging,0.7490637,0,0,0.7490637
99.51989,89,Female,None,Medium,Lagging,1.02459,0,0,1.02459
99.51989,85,Male,None,High,Lagging,1,0,0,1
100.0379,45,Female,None,Medium,Lagging,0.7722008,0,0,0.7722008
100.2014,49,Female,None,Medium,Lagging,0.7905138,0,0,0.7905138
100.2014,30,Male,None,Low,Lagging,0.7142857,0,0,0.7142857
100.2014,91,Female,None,High,Lagging,1.086957,0,0,1.086957
100.5278,68,Male,None,Low,Lagging,0.8547009,0,0,0.8547009
100.7169,47,Female,None,Low,Lagging,0.78125,0,0,0.78125
101.1994,69,Female,None,Low,Lagging,0.8605852,0,0,0.8605852
101.1994,21,Male,None,Low,Lagging,0.6734006,0,0,0.6734006
101.5107,37,Female,None,Low,Lagging,0.7183908,0,0,0.7183908
102.0209,53,Male,None,Low,Immediate,0.8032128,0,0,0.8032128
102.0209,58,Female,None,High,Lagging,0.8156607,0,0,0.8156607
102.5027,73,Male,None,Low,Lagging,0.8928571,0,0,0.8928571
102.5027,74,Female,None,Low,Lagging,0.90009,0,0,0.90009
102.5027,76,Female,None,Low,Lagging,0.9149131,0,0,0.9149131
102.7718,72,Female,None,Medium,Lagging,0.8833923,0,0,0.8833923
102.9422,24,Male,None,Low,Lagging,0.6944444,0,0,0.6944444
102.9422,64,Female,None,High,Lagging,0.8368201,0,0,0.8368201
102.9422,29,Female,None,Low,Lagging,0.7168459,0,0,0.7168459
103.2856,54,Female,None,Medium,Lagging,0.8084074,0,0,0.8084074
103.9751,67,Female,None,Medium,Lagging,0.8474576,0,0,0.8474576
104.2728,36,Male,None,High,Lagging,0.7490637,0,0,0.7490637
104.2728,27,Male,None,Low,Lagging,0.7042254,0,0,0.7042254
104.4661,99,Female,None,Medium,Lagging,1.785714,0,0,1.785714
104.7635,71,Female,WakingStick,Low,Lagging,1.028383,0,0,1.028383
104.7635,30,Female,None,Medium,Lagging,0.7117438,0,0,0.7117438
105.0305,77,Female,None,Low,Lagging,0.9225093,0,0,0.9225093
105.2693,36,Female,None,Medium,Lagging,0.7194245,0,0,0.7194245
105.2693,78,Female,None,Medium,Lagging,0.9276438,0,0,0.9276438
105.2693,91,Male,None,Medium,Lagging,1.123595,0,0,1.123595
105.2693,25,Male,None,Low,Lagging,0.6896551,0,0,0.6896551
106.0322,25,Male,None,Low,Lagging,0.6896551,0,0,0.6896551
106.0322,55,Male,None,High,Lagging,0.8,0,0,0.8
106.0322,58,Female,None,Low,Lagging,0.8156607,0,0,0.8156607
