UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
327,9.540065,30,Male,None,High,Immediate,Medium,0.7142857,2.5,1.975,1.75,37
304,11.35968,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2.3125,2.5,36
226,12.93387,20,Female,None,High,Immediate,Low,0.6993007,2.25,1.961538,2,36
332,14.2191,25,Male,None,High,Immediate,Low,0.6896551,2.25,2.107143,2,36
33,14.72437,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.45,2.25,37
319,15.58249,32,Male,None,Medium,Immediate,Low,0.729927,2.75,2.421875,2.25,37
301,16.16029,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,1.90625,1.5,36
225,17.26914,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.514706,2.25,37
212,19.40567,55,Male,None,High,Immediate,High,0.8,2.25,1.7,1.5,34
278,20.0049,20,Female,None,Low,Immediate,High,0.6993007,2.25,1.7,1.25,36
220,20.34752,20,Female,None,Medium,Immediate,Low,0.6993007,2.5,1.928571,2,34
307,20.34752,56,Male,None,Medium,Immediate,High,0.8064516,2,1.654762,1.5,35
87,22.49757,64,Male,None,Low,Lagging,Low,0.8403361,2.75,2.315217,2.25,35
324,24.18918,20,Female,None,High,Lagging,Low,0.6993007,3,2.40625,2.25,35
292,24.99018,20,Male,None,High,Immediate,Low,0.6666667,3,2.35,2.25,35
125,25.34028,33,Female,None,High,Immediate,Medium,0.7204611,2.25,1.807692,1.75,36
298,25.74481,20,Male,None,Low,Immediate,Low,0.6666667,2.5,2.182692,2.25,37
242,26.13561,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.25,2.25,35
1,26.93739,87,Male,None,Medium,Lagging,Low,1.020408,2.75,2.138889,2,37
360,28.16791,42,Male,None,High,Immediate,Low,0.7662836,2.5,2.276786,2,35
89,28.97031,29,Male,WheelChair,High,Lagging,Low,0.7194245,3,2.413793,2,37
308,29.19534,85,Male,None,Medium,Immediate,Medium,1,2.25,1.767241,2,36
320,29.68043,35,Female,None,Medium,Lagging,Low,0.723589,3,2.558333,2.5,35
300,29.74603,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.316667,2,33
39,31.15539,82,Female,None,High,Immediate,Low,0.9487666,2.75,2.185484,2,34
36,31.69824,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.320313,2,36
119,31.79299,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.453125,1.75,35
235,31.85046,20,Male,None,Medium,Lagging,Low,0.6666667,2.5,2.34375,2,36
3,32.80397,20,Female,None,Medium,Lagging,Medium,0.6993007,2.75,2.393939,2,34
118,33.75743,46,Female,None,Low,Lagging,Low,0.7794232,3,2.419117,2.25,35
378,34.23872,31,Female,None,High,Immediate,Low,0.7107321,3,2.338235,2,35
331,34.37374,33,Female,None,Medium,Lagging,High,0.7204611,2,1.821428,1.5,34
345,34.87136,46,Male,None,High,Immediate,Medium,0.7751938,2.5,2.092857,2,36
93,35.07278,20,Female,None,Medium,Immediate,Low,0.6993007,2.75,2.192857,2,37
377,35.34328,20,Female,None,Medium,Lagging,Medium,0.6993007,2.25,1.986111,1.75,36
312,36.01023,20,Female,None,Low,Lagging,Low,0.6993007,2.75,2.472222,2.25,32
41,36.01023,31,Male,None,High,Lagging,Low,0.7220216,2.75,2.416667,1.75,36
27,36.59604,40,Female,None,Medium,Lagging,High,0.7621951,2.25,1.939189,1.5,37
369,36.66304,21,Female,None,Medium,Immediate,Low,0.7012623,3,2.587838,2.5,36
328,36.92761,20,Female,None,Medium,Lagging,Medium,0.6993007,2.5,2.047297,1.5,33
221,37.26151,41,Female,None,Medium,Lagging,High,0.761035,2.25,1.817567,1.5,34
334,37.55184,81,Male,None,Low,Immediate,Low,0.9615385,3,2.44079,2.25,36
362,37.95102,35,Male,None,High,Lagging,Low,0.7407407,2.75,2.302632,2.25,33
277,38.02002,20,Female,WheelChair,Low,Lagging,Low,0.7770008,2.5,2.381579,2.5,36
299,38.24977,46,Male,None,High,Lagging,High,0.7751938,2,1.763158,1.5,34
46,38.46687,20,Male,None,High,Immediate,Low,0.6666667,3,2.628205,2.5,36
230,38.86541,51,Male,None,High,Lagging,Low,0.7905138,2.75,2.224359,1.75,36
34,38.99984,42,Male,None,Low,Lagging,Low,0.7662836,2.5,2.25,2.25,35
140,39.06661,49,Female,None,Low,Immediate,Low,0.7905138,2.5,1.99359,2,37
86,39.13281,20,Male,None,Low,Lagging,High,0.6666667,2.25,1.839743,1.25,36
65,39.61026,20,Female,None,High,Immediate,Medium,0.6993007,2.5,2.05,2.25,35
258,39.61026,38,Female,None,High,Lagging,Low,0.7204611,2.75,2.15,2,36
355,39.74368,57,Male,None,Medium,Lagging,Low,0.8130081,3,2.38125,2,35
239,40.20715,24,Female,None,Medium,Lagging,Low,0.7062147,2.75,1.99375,1.75,35
325,40.26313,57,Male,None,High,Lagging,Low,0.8130081,2.5,2.20625,1.75,35
335,40.34211,24,Male,None,Low,Lagging,High,0.6944444,2.25,1.878049,1.75,35
338,41.21719,56,Female,None,Low,Lagging,Low,0.8064516,3,2.536585,2.5,37
214,41.21719,32,Female,None,High,Lagging,Low,0.7158197,2.75,2.207317,2.25,36
323,41.36627,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,2.125,2.25,35
71,41.36627,24,Female,None,Low,Immediate,Low,0.7062147,2.5,2.142858,2.25,35
317,41.52465,29,Male,None,Low,Lagging,Low,0.7194245,2.75,2.238095,2,36
213,41.52465,55,Male,None,High,Lagging,Low,0.8,2.75,2.327381,2,35
313,41.92334,20,Female,None,Low,Lagging,Medium,0.6993007,2.25,1.952381,2.25,35
70,41.99111,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.273809,2,36
10,42.432,40,Female,None,High,Immediate,Medium,0.7621951,2.75,2.174419,2,35
100,42.63049,45,Female,None,Medium,Lagging,Low,0.7722008,2.75,2.517442,2.25,35
218,43.29644,20,Male,WheelChair,Medium,Lagging,Low,0.6666667,2.75,1.906977,2.75,36
38,43.43597,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.3125,2.25,36
26,43.90049,20,Female,None,High,Lagging,Low,0.6993007,2.75,2.5,2.5,34
