UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
146,7.466438,20,Female,None,High,Immediate,Low,0.6993007,2.25,2,2,14
136,11.82611,29,Male,None,Low,Immediate,Low,0.7194245,2.5,2.333333,2.5,15
138,14.43436,42,Female,None,Medium,Immediate,Low,0.7639419,2.75,2.25,2.5,15
71,17.15801,26,Female,None,High,Lagging,Low,0.7042254,2.75,2.388889,2.25,16
143,18.17851,20,Female,None,Low,Immediate,Low,0.6993007,2.5,2.197368,2.25,16
162,21.17172,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.261364,2.25,16
103,21.17172,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.397727,2,16
158,22.23956,29,Male,None,Medium,Immediate,Low,0.7194245,2.75,2.195652,2.75,15
21,23.16745,20,Male,None,Low,Lagging,Low,0.6666667,3,2.770833,2.75,16
124,23.16745,23,Male,None,Medium,Lagging,Low,0.6872852,2.75,2.489583,2.75,15
152,24.83573,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.46,2,15
149,25.63243,58,Female,None,High,Lagging,Low,0.8156607,2.75,2.480769,2.25,16
33,25.89921,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,2.221154,2,15
125,26.22704,38,Female,None,High,Immediate,Low,0.7204611,2.75,2.305556,2.25,16
154,26.22704,38,Female,None,Low,Immediate,Low,0.7204611,2.75,2.055556,2.5,16
148,26.76044,20,Male,None,High,Lagging,Low,0.6666667,2.5,2.259259,1.75,16
150,28.71344,53,Female,None,Low,Lagging,Medium,0.8038585,2.5,2.293103,1.75,13
141,29.38169,20,Female,None,Low,Lagging,High,0.6993007,2,1.716667,1.5,16
34,29.65734,62,Female,None,High,Immediate,High,0.8237233,2,1.733333,2,16
7,29.65734,20,Male,None,High,Immediate,Low,0.6666667,2.5,2.066667,2,14
110,30.94028,34,Male,None,Low,Immediate,Low,0.7462686,2.5,2.274194,2.25,16
51,30.94028,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.370968,2.25,14
145,30.94028,20,Female,None,Medium,Lagging,High,0.6993007,2,1.58871,1.25,16
37,30.94028,34,Male,None,High,Lagging,High,0.7462686,2.5,1.959677,2,15
118,30.94028,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.403226,2.25,15
39,31.34235,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.359375,2,16
131,31.47648,20,Male,None,High,Lagging,Low,0.6666667,2.75,2.203125,1.5,14
20,33.55254,24,Male,None,High,Lagging,Low,0.6944444,2.75,2.161765,2.5,16
19,34.08212,20,Female,None,Medium,Immediate,Low,0.6993007,3,2.786765,2.75,16
142,35.21552,90,Male,None,High,Lagging,Low,1.111111,2.25,2.215278,2.25,14
11,36.75206,20,Male,None,High,Lagging,Medium,0.6666667,2.5,2.162162,2,16
114,37.2839,20,Male,None,Low,Immediate,High,0.6666667,2.5,1.881579,1.75,16
61,37.68287,25,Male,None,Medium,Immediate,Low,0.6896551,3,2.592105,2.25,13
68,39.86003,46,Female,WheelChair,Low,Immediate,Low,0.8660258,2.75,2,1.75,16
54,40.94455,56,Male,None,High,Immediate,Low,0.8064516,3,2.420732,1.75,15
108,41.07533,20,Female,None,High,Immediate,Low,0.6993007,2.75,2.432927,2,14
18,41.61178,29,Female,None,High,Lagging,Low,0.7168459,2.5,2.202381,2,15
53,41.61178,20,Female,None,Medium,Lagging,Low,0.6993007,2.5,2.166667,2.25,16
63,41.87627,20,Male,None,High,Lagging,Low,0.6666667,3,2.25,2.5,16
35,42.21821,20,Male,None,High,Immediate,Low,0.6666667,3,2.348837,2,15
140,42.88359,38,Male,None,High,Lagging,Low,0.7662836,2.75,2.406977,2.25,14
105,43.1482,27,Male,None,High,Lagging,Low,0.7042254,3,2.471591,2.25,16
57,44.08266,29,Male,None,High,Lagging,Medium,0.7194245,2.25,1.875,1.75,14
115,44.402,20,Male,WheelChair,High,Lagging,High,0.7407407,2.25,1.872222,1.75,15
