UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
312,7.759648,20,Female,None,High,Immediate,Low,0.6993007,2.16,1.765,1.74,32
171,12.21663,20,Male,None,Medium,Immediate,Low,0.6666667,2.4,1.763333,1.74,33
32,12.21663,20,Female,None,Low,Lagging,Low,0.6993007,2.84,2.306667,1.74,35
33,15.10664,24,Male,None,Medium,Immediate,Low,0.6944444,2.94,2.24,1.94,35
228,16.0612,20,Female,None,Medium,Lagging,Low,0.6993007,2.94,2.29,1.94,34
233,17.17424,20,Female,None,High,Lagging,Low,0.6993007,2.84,2.281176,1.84,36
28,17.70815,20,Male,None,Medium,Lagging,Medium,0.6666667,2.8,2.085556,1.36,34
337,19.23322,20,Female,None,Medium,Immediate,Low,0.6993007,2.84,1.836842,1.5,35
98,19.23322,30,Female,None,High,Immediate,Low,0.7117438,2.94,2.015789,1.94,35
238,19.57709,25,Female,None,Medium,Immediate,Low,0.7017544,2.94,2.086,1.84,35
359,21.94879,20,Male,None,Low,Immediate,Medium,0.6666667,2.36,1.811818,1.7,34
130,21.94879,20,Female,None,High,Immediate,Low,0.6993007,2.94,2.028182,2.44,35
31,21.94879,44,Male,None,Medium,Immediate,Medium,0.7782102,2.7,1.891818,2.3,35
232,21.94879,84,Male,None,Medium,Lagging,Medium,0.990099,2.8,2.131818,1.8,33
297,22.42635,42,Female,None,High,Immediate,Low,0.7639419,2.5,1.932174,1.74,32
29,22.88527,36,Male,None,Low,Lagging,Medium,0.7490637,2.8,2.243478,1.9,32
97,22.88527,54,Female,None,Medium,Immediate,Low,0.8084074,2.84,2.166087,2.44,35
307,23.20468,37,Female,None,High,Lagging,Low,0.7183908,2.84,2.322609,1.74,35
360,23.2783,28,Male,None,Low,Immediate,Medium,0.7117438,2.8,1.99913,1.7,36
103,23.43537,20,Male,None,High,Immediate,High,0.6666667,2.86,1.9825,2.36,31
86,24.38169,35,Male,None,High,Immediate,Low,0.7407407,2.34,1.8288,1.94,35
229,24.38169,61,Male,None,Low,Lagging,Low,0.8196721,2.84,2.296,1.84,34
110,25.12153,31,Female,None,Low,Immediate,Low,0.7107321,2.44,1.9544,1.94,34
75,25.93144,20,Male,None,Low,Lagging,Low,0.6666667,2.84,2.044615,1.94,34
140,26.06231,46,Male,None,Low,Lagging,Low,0.7751938,2.84,1.948462,1.4,35
125,26.57731,20,Female,None,Low,Lagging,Low,0.6993007,2.94,2.026667,1.84,36
145,26.72849,41,Female,None,High,Lagging,Low,0.761035,2.84,1.825926,1.84,33
94,27.83427,24,Female,None,Medium,Lagging,Medium,0.7062147,2.8,2.065,1.7,35
137,28.09444,29,Male,WheelChair,Low,Lagging,High,0.7993606,2.76,1.860714,1.76,33
274,28.50554,20,Female,WheelChair,High,Immediate,Low,0.7770008,2.84,2.114483,1.74,34
138,28.64735,20,Female,None,High,Lagging,Low,0.6993007,2.84,2.16,1.84,32
154,28.76538,35,Male,None,Medium,Lagging,Low,0.7407407,2.84,1.733104,1.06,35
286,28.90127,20,Male,None,High,Immediate,Low,0.6666667,2.84,2.27931,1.74,34
34,29.29974,83,Female,None,Low,Immediate,Low,0.9541985,2.94,2.133103,1.74,33
96,29.56494,20,Male,None,Low,Lagging,Low,0.6666667,2.84,2.115333,1.74,35
143,29.56494,31,Male,WheelChair,High,Immediate,High,0.8022463,2.76,1.704,1.76,35
162,29.97733,20,Female,None,Low,Immediate,Low,0.6993007,2.74,2.344667,1.84,32
142,30.10612,20,Female,None,Medium,Lagging,Low,0.6993007,2.84,2.042667,1.84,33
65,30.38121,20,Female,None,Medium,Immediate,Medium,0.6993007,2.8,1.770968,1.8,33
356,31.6104,20,Male,None,High,Immediate,Low,0.6666667,2.44,1.908125,1.94,34
345,31.6104,20,Female,None,Medium,Immediate,Medium,0.6993007,2.9,2.02625,1.9,31
141,31.6104,36,Female,None,High,Lagging,Medium,0.7194245,2.8,1.879375,1.7,35
242,31.6104,49,Male,None,High,Immediate,Low,0.7936508,2.84,1.885,1.84,34
104,32.87005,44,Female,None,High,Immediate,Low,0.7806401,2.84,2.018788,1.84,35
87,33.40679,20,Male,None,Medium,Lagging,Low,0.6666667,2.94,2.198823,1.84,33
66,34.31657,20,Female,None,Low,Lagging,Low,0.6993007,2.94,2.087647,1.84,34
43,34.72309,38,Female,None,High,Lagging,Low,0.7204611,2.94,2.486858,1.94,35
78,34.98745,20,Male,None,Medium,Lagging,Low,0.6666667,2.5,2.069143,1.84,35
327,35.9276,38,Female,None,Medium,Lagging,Low,0.7204611,2.6,2.347778,1.84,35
102,36.05743,92,Female,None,High,Lagging,Low,1.123595,2.94,1.921666,1.84,34
234,36.33934,26,Male,None,Medium,Lagging,Low,0.6968641,2.5,2.141081,1.74,36
248,36.53355,38,Male,None,Medium,Immediate,Low,0.7662836,2.44,1.865405,1.6,32
127,36.63476,40,Female,None,Low,Immediate,Low,0.7621951,2.84,2.148108,1.84,33
112,36.90953,26,Male,None,Medium,Lagging,Low,0.6968641,2.84,2.110271,1.94,35
291,37.06538,41,Male,None,Medium,Immediate,High,0.7604563,2.76,1.952973,1.66,33
131,37.18883,20,Male,None,Medium,Lagging,Low,0.6666667,2.94,2.384324,1.84,35
251,37.45299,45,Female,None,Medium,Immediate,Medium,0.7722008,2.46,1.704737,1.12,32
174,37.8608,20,Male,None,High,Immediate,Low,0.6666667,2.84,1.88579,1.84,35
241,38.1228,20,Female,None,Medium,Lagging,Medium,0.6993007,2.8,2.071052,1.8,35
12,38.89616,20,Male,None,High,Lagging,Low,0.6666667,2.84,2.048718,1.84,35
166,38.89616,30,Female,None,Medium,Lagging,Low,0.7117438,2.84,2.482564,1.74,34
246,39.31303,20,Female,None,High,Lagging,Low,0.6993007,2.84,1.982051,1.74,34
323,39.86435,66,Female,None,Medium,Lagging,Medium,0.8403361,2.8,2.5005,1.7,33
107,41.32328,20,Male,None,Low,Lagging,Low,0.6666667,2.84,2.396667,1.84,34
14,41.32328,20,Male,None,High,Lagging,Low,0.6666667,2.84,1.572381,1.16,35
117,41.32328,34,Male,None,High,Lagging,Low,0.7462686,2.84,2.010952,1.84,36
212,41.32328,35,Female,None,High,Immediate,Low,0.723589,2.74,2.15619,1.84,36
123,42.25166,40,Male,None,High,Immediate,Low,0.7547169,2.84,1.993334,1.5,36
115,42.37342,53,Male,None,High,Lagging,Low,0.8032128,2.84,2.186977,1.74,36
10,42.6406,86,Male,None,Medium,Lagging,Low,1.010101,2.94,1.900465,1.5,33
230,43.31729,20,Female,None,High,Lagging,Low,0.6993007,2.84,2.494418,1.74,33
170,43.31729,20,Female,None,High,Lagging,Low,0.6993007,2.94,2.358604,1.94,34
344,43.43837,33,Female,None,Low,Lagging,Low,0.7204611,2.84,2.305454,1.5,34
295,43.43837,55,Male,None,Low,Lagging,Low,0.8,2.84,2.481364,1.94,34
347,43.98149,28,Female,None,Low,Lagging,Medium,0.7092199,2.8,2.288636,1.36,34
326,44.11135,25,Male,None,Low,Lagging,Low,0.6896551,2.4,2.073637,1.84,32
63,44.63076,20,Male,None,Medium,Immediate,Low,0.6666667,2.26,1.661778,1.84,35
118,45.03514,25,Male,None,Low,Lagging,Low,0.6896551,2.84,2.115556,1.74,33
186,45.97163,42,Male,None,Medium,Lagging,Medium,0.7662836,2.9,2.047827,1.8,32
52,46.34506,20,Female,None,High,Immediate,Medium,0.6993007,2.9,1.960426,1.9,34
158,46.34506,57,Male,WheelChair,Medium,Immediate,Medium,0.9033424,2.46,1.890638,1.8,35
318,46.59026,20,Male,None,Medium,Lagging,Medium,0.6666667,2.12,1.89149,1.86,35
99,47.29744,58,Female,None,Low,Lagging,Low,0.8156607,2.84,2.261276,1.84,32
45,47.42583,89,Male,None,Low,Lagging,Medium,1.041667,2.8,2.270833,1.8,35
30,47.97304,20,Female,WalkingStick,High,Lagging,Low,0.8227067,2.74,2.078334,1.4,34
299,47.97304,24,Female,WheelChair,Medium,Lagging,Low,0.784683,2.74,2.07875,2.74,33
284,48.11014,43,Female,None,High,Lagging,Low,0.7727975,2.84,2.279583,1.84,33
305,48.48859,72,Male,None,Low,Lagging,Medium,0.8849558,2.8,2.157959,1.8,35
222,48.61292,59,Female,None,High,Lagging,Low,0.8223684,2.74,2.217143,1.74,33
183,48.74531,34,Female,None,Medium,Immediate,Low,0.7215007,2.44,1.70449,1.4,35
93,48.87214,25,Female,None,High,Lagging,Low,0.7017544,2.84,2.218775,2.34,34
317,49.13763,28,Female,WheelChair,High,Lagging,Low,0.7880221,2.16,1.914286,1.16,34
147,49.27521,46,Male,None,Medium,Lagging,Low,0.7751938,2.6,2.139591,1.84,35
231,49.41152,33,Male,None,High,Lagging,Low,0.7380074,2.84,1.9808,1.74,34
320,49.82624,46,Female,None,High,Lagging,High,0.7794232,2.42,1.978401,1.76,34
164,50.3022,20,Female,None,High,Lagging,Low,0.6993007,2.16,1.9944,1.5,31
288,50.3022,20,Male,None,High,Lagging,Low,0.6666667,2.74,2.0136,2.34,34
163,51.03914,44,Female,None,High,Lagging,Low,0.7806401,2.94,2.228235,1.16,35
95,51.03914,59,Female,None,Low,Lagging,Low,0.8223684,2.84,1.936471,2,35
121,51.03914,66,Female,None,Medium,Immediate,Low,0.8403361,2.84,1.974902,1.74,34
124,51.49888,20,Female,None,Low,Immediate,Medium,0.6993007,2.8,2.276923,1.8,34
165,51.65188,20,Male,None,High,Immediate,Low,0.6666667,2.94,2.096153,1.5,31
116,51.92374,20,Female,None,Low,Lagging,Medium,0.6993007,2.8,1.994615,1.36,35
135,51.92374,55,Female,None,High,Lagging,Low,0.8,2.94,2.350769,1.84,36
296,52.50018,33,Female,None,Medium,Lagging,High,0.7204611,2.86,2.466416,2.26,36
244,52.92555,20,Female,None,High,Lagging,Low,0.6993007,2.94,2.269811,1.5,34
61,52.92555,36,Male,None,High,Immediate,Low,0.7490637,2.94,2.29283,1.84,35
13,53.205,57,Female,None,Low,Lagging,Low,0.8116883,2.94,2.030944,1.84,32
278,53.58438,20,Female,None,Low,Immediate,Low,0.6993007,2.84,2.164445,2.84,34
272,53.72531,20,Female,None,Low,Immediate,Low,0.6993007,2.5,1.344074,1.16,35
5,54.02268,58,Male,None,Low,Lagging,Medium,0.8196721,2.9,1.92,1.8,34
