UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
302,15.15659,34,Male,None,High,Immediate,Low,0.7462686,2.75,2.583333,2.75,34
74,17.23756,35,Female,None,High,Immediate,Medium,0.723589,2.25,1.911765,2,34
288,18.96172,78,Male,None,Low,Immediate,Low,0.9345794,2.75,2.394737,2.5,33
351,19.66221,21,Female,None,Medium,Immediate,Low,0.7012623,2.75,2.1625,2,35
210,19.77657,78,Female,None,High,Immediate,Medium,0.9276438,2.25,2.1375,2.25,35
300,19.77657,72,Male,None,Medium,Immediate,High,0.8849558,2.5,1.9875,1.5,33
308,20.40785,47,Male,None,Medium,Immediate,Low,0.78125,2.75,2.333333,2.75,32
301,20.40785,51,Male,None,High,Immediate,Low,0.7905138,2.5,2.273809,2,34
280,22.18797,86,Female,None,High,Immediate,Low,0.9803922,2.25,2.068182,2,34
299,22.61757,78,Female,None,Low,Immediate,Medium,0.9276438,2.5,2,2.25,35
352,22.61757,69,Male,None,Medium,Immediate,Low,0.862069,2.5,2.195652,2.25,33
37,23.15441,39,Male,None,High,Lagging,Low,0.7751938,2.75,2.652174,2.75,32
338,23.85561,44,Female,None,Medium,Immediate,Low,0.7806401,2.5,2.21875,2.5,33
39,24.88637,62,Female,None,High,Lagging,Low,0.8237233,2.75,2.71,2.5,35
307,28.0979,96,Female,None,Low,Immediate,Low,1.388889,2.75,2.339286,2.25,32
31,28.54195,37,Female,None,High,Lagging,Low,0.7183908,2.5,2.362069,2,34
83,28.54195,86,Male,None,High,Immediate,Low,1.010101,2.75,2.12069,2,32
199,28.71139,61,Male,None,Medium,Immediate,Low,0.8196721,2.5,2.051724,1.75,34
279,28.9436,68,Male,None,Medium,Immediate,Low,0.8547009,2.25,2.103448,2.25,35
43,29.05889,61,Female,None,High,Lagging,Low,0.8223684,2.5,2.310345,2,33
197,29.29254,30,Male,None,Low,Lagging,Low,0.7142857,2.75,2.474138,2.25,34
220,31.8259,44,Female,None,Medium,Immediate,Low,0.7806401,2.5,2.25,1.75,33
262,31.8259,92,Male,None,Medium,Immediate,Medium,1.136364,2.25,1.6875,2,33
332,31.8259,55,Female,None,Medium,Immediate,Medium,0.8,2.25,2.015625,2,33
1,32.18525,52,Female,None,High,Lagging,Medium,0.7980846,2.75,2.101563,1.5,32
78,32.8058,21,Male,None,Medium,Lagging,Medium,0.6734006,2.75,2.280303,2.25,33
335,33.27367,38,Male,None,High,Immediate,Low,0.7662836,2.5,2.257576,2.25,30
40,33.38868,65,Female,None,High,Lagging,Low,0.8354219,2.25,2.102941,2,34
303,34.47343,36,Male,None,Low,Lagging,Low,0.7490637,2.75,2.578571,2.5,35
70,35.324,62,Female,None,High,Immediate,Low,0.8237233,2.75,2.229167,2.25,33
316,35.56356,93,Female,None,Medium,Immediate,Low,1.149425,2.5,1.895833,1.5,34
271,35.79713,74,Female,None,High,Immediate,Low,0.90009,3,2.416667,2.75,34
101,36.40331,60,Female,None,High,Immediate,Low,0.8130081,2.25,2.195946,2.25,32
200,36.66025,85,Female,None,Medium,Immediate,Low,0.9633911,2.75,2.263514,2,34
256,37.97274,67,Male,None,High,Immediate,Low,0.8474576,2.5,2.164474,2,35
226,39.56216,78,Male,None,High,Immediate,Low,0.9345794,2.5,2.16875,2,34
313,39.56216,73,Female,None,High,Immediate,Low,0.8912656,2.5,1.95,2.5,33
203,40.42203,74,Female,None,High,Immediate,Low,0.90009,2.5,2.115854,2.5,34
291,41.69134,25,Female,None,High,Lagging,Low,0.7017544,3,2.75,2.5,32
348,41.69134,86,Female,None,Medium,Immediate,Low,0.9803922,2.5,1.845238,2,32
317,42.37098,40,Male,None,Medium,Lagging,Low,0.7547169,2.75,2.412791,2.25,34
145,43.21902,47,Female,None,High,Immediate,Medium,0.78125,2.5,2.180233,1.75,34
130,43.56755,69,Female,None,High,Lagging,Low,0.8605852,2.75,2.306818,2.25,32
106,44.03505,52,Male,None,Medium,Lagging,Low,0.7968128,3,2.551136,2.5,33
34,44.6686,34,Male,None,High,Lagging,Low,0.7462686,2.5,2.138889,2.5,35
142,44.90746,37,Male,None,Medium,Lagging,Low,0.7575758,2.5,2.116667,1.75,33
