UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
158,12.66001,55,Male,None,Low,Immediate,Low,0.8,2.75,2.365385,2.75,31
291,17.73745,58,Male,None,Medium,Immediate,Low,0.8196721,2.5,2.055556,2,33
296,19.038,66,Male,None,Medium,Immediate,Low,0.8403361,2.5,2.052632,2,32
9,22.59233,25,Female,None,Medium,Lagging,Low,0.7017544,3,2.76087,2.5,31
36,22.59233,32,Male,None,Medium,Lagging,Low,0.729927,3,2.826087,2.5,28
294,22.59233,46,Female,None,Low,Immediate,Low,0.7794232,2.5,2.163043,2.25,31
284,24.24317,89,Male,None,Medium,Immediate,Low,1.041667,2.75,2.40625,2.25,32
116,25.89745,25,Male,None,Medium,Immediate,Low,0.6896551,3,2.384615,2.25,33
31,26.05986,94,Female,None,High,Immediate,Low,1.176471,2.75,2.240385,2,33
30,27.05459,46,Female,None,High,Lagging,Low,0.7794232,3,2.740741,2.75,32
1,27.45685,46,Female,None,Low,Lagging,Low,0.7794232,2.75,2.383929,2.25,31
122,27.59188,37,Male,None,Low,Immediate,Low,0.7575758,2.5,2.044643,2,33
75,28.58379,30,Female,None,Low,Immediate,Low,0.7117438,2.75,2.413793,2,30
280,28.79822,72,Female,None,High,Immediate,Low,0.8833923,2.75,2.37069,2,29
43,28.93028,39,Female,None,High,Lagging,Medium,0.7407407,2.75,2.336207,2.25,32
217,29.20067,64,Female,None,High,Lagging,Low,0.8368201,2.75,2.362069,2,33
24,29.99632,79,Male,None,Medium,Lagging,Medium,0.9433963,2.75,2.225,1.75,31
81,32.7781,87,Female,None,Medium,Lagging,Low,1,2.75,2.227273,1.75,30
228,32.7781,38,Male,None,High,Immediate,Medium,0.7662836,2.5,1.992424,1.75,31
68,32.7781,75,Female,None,High,Immediate,Low,0.9082652,2.25,1.871212,1.75,32
67,32.7781,78,Male,None,Low,Immediate,Low,0.9345794,2.5,2.007576,1.75,31
324,33.92315,49,Female,None,High,Immediate,Low,0.7905138,2.75,2.308824,2.25,32
65,33.92315,75,Female,None,High,Immediate,Low,0.9082652,2.25,1.779412,1.75,33
69,33.92315,69,Male,None,High,Immediate,Low,0.862069,2.75,2.139706,2.25,32
322,34.35452,46,Female,None,Medium,Immediate,Low,0.7794232,2.75,2.335714,2.25,32
269,35.00924,48,Female,None,High,Immediate,High,0.7849293,2.25,1.614286,1.25,31
325,35.00924,38,Female,None,High,Immediate,Low,0.7204611,2.75,2.214286,2.25,33
61,35.47274,40,Female,None,Medium,Immediate,Low,0.7621951,2.75,2.194444,2,32
326,36.75842,73,Female,None,Low,Immediate,Low,0.8912656,2.75,2.29054,2.5,32
38,36.85766,28,Male,None,High,Lagging,Medium,0.7117438,2.75,2.472973,2.25,32
150,37.69506,70,Female,None,High,Immediate,High,0.8643043,2.25,1.328947,1,30
312,37.96023,43,Female,WheelChair,High,Immediate,Medium,0.8586639,2.25,1.822368,2.25,32
232,38.54557,38,Male,None,High,Immediate,Low,0.7662836,3,2.442308,2.25,31
131,38.54557,69,Male,None,Medium,Immediate,High,0.862069,2,1.532051,1.75,31
37,39.4329,69,Male,None,High,Lagging,Low,0.862069,3,2.45,2,33
99,39.4329,77,Female,None,High,Immediate,Low,0.9225093,2.5,2.25625,2,33
230,39.96626,55,Female,None,Low,Immediate,Low,0.8,2.75,2.1625,1.75,29
212,40.09797,22,Female,None,Medium,Immediate,Low,0.7042254,2.75,2.375,2.5,33
79,40.09797,34,Male,None,High,Immediate,Low,0.7462686,3,2.34375,2.25,29
205,42.03574,72,Female,None,High,Immediate,Low,0.8833923,2.5,2.297619,2.25,33
66,42.03574,52,Male,None,High,Lagging,Low,0.7968128,2.75,2.238095,1.75,33
114,42.03574,52,Male,None,High,Lagging,Low,0.7968128,2.75,2.226191,2,29
209,42.03574,73,Female,None,High,Immediate,Low,0.8912656,3,2.422619,2.25,31
155,42.03574,41,Female,WalkingStick,Low,Lagging,Low,0.8953353,3,2.678571,2.5,32
125,42.83253,38,Male,None,High,Lagging,Low,0.7662836,3,2.639535,2.5,32
204,42.83253,54,Male,None,Low,Immediate,Low,0.8097166,2.5,2.313953,2.25,31
203,43.67797,21,Female,None,Low,Lagging,Low,0.7012623,2.75,2.522727,2.5,30
96,43.67797,38,Male,None,High,Lagging,Low,0.7662836,2.75,2.397727,2.25,30
107,43.81131,23,Male,None,Medium,Lagging,Low,0.6872852,2.75,2.420455,2.25,30
244,44.53487,39,Male,None,Medium,Immediate,Low,0.7751938,3,2.327778,3,30
84,45.1552,82,Female,None,Low,Lagging,Low,0.9487666,2.75,2.2,2,32
157,45.42192,57,Female,None,High,Lagging,Low,0.8116883,2.75,2.434783,2,31
130,45.69111,31,Male,None,Medium,Lagging,Low,0.7220216,2.75,2.396739,2,31
83,45.69111,46,Female,None,Medium,Lagging,Medium,0.7794232,2.5,2.076087,1.5,29
161,46.09165,53,Male,None,Medium,Lagging,Low,0.8032128,2.5,2.293478,2,31
52,46.50451,39,Female,None,Medium,Immediate,Medium,0.7407407,2,1.664894,1.5,32
133,48.48214,71,Male,None,Medium,Lagging,Low,0.877193,2.75,2.270408,2,31
71,48.48214,89,Male,None,Low,Lagging,Low,1.041667,2.75,2.096939,2.25,31
115,48.95035,61,Female,None,High,Lagging,Low,0.8223684,2.75,2.505102,2.25,30
207,50.01973,77,Female,WheelChair,Low,Lagging,Low,0.9225093,2.75,2.355,2,32
309,50.44434,81,Male,None,Medium,Lagging,High,0.9615385,2,1.710784,1.5,32
