UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
349,7.463055,39,Female,None,High,Immediate,Low,0.7407407,2.25,2,2.25,39
339,16.51518,59,Female,None,Medium,Immediate,Low,0.8223684,3,2.485294,2.5,39
312,18.96889,23,Female,WheelChair,Medium,Immediate,Low,0.7678722,2.5,2.315789,2.25,37
381,19.34314,49,Female,None,Medium,Immediate,Low,0.7905138,2.5,2.1875,2.25,37
40,20.13004,77,Female,None,Medium,Immediate,Low,0.9225093,2.25,2.1,2.25,37
175,23.11986,61,Female,None,High,Immediate,Medium,0.8223684,2.25,1.858696,2,36
319,23.11986,31,Male,None,High,Immediate,Low,0.7220216,2.75,2.554348,2.5,37
100,24.60785,26,Female,None,Low,Lagging,Low,0.7042254,2.75,2.39,2.5,36
37,24.60785,28,Female,None,High,Immediate,Low,0.7092199,3,2.62,2.5,39
370,24.60785,37,Female,None,Medium,Immediate,Low,0.7183908,2.5,2.23,2,36
331,24.60785,95,Male,None,Medium,Immediate,Low,1.25,2.75,2.39,2.25,38
89,25.86308,60,Female,None,Medium,Immediate,Low,0.8130081,2.75,2.125,1.75,37
218,27.21342,40,Male,None,Medium,Lagging,Low,0.7547169,2.75,2.453704,2.25,37
15,27.21342,36,Female,None,High,Lagging,Low,0.7194245,2.75,2.324074,2.25,38
325,27.21342,80,Male,None,High,Immediate,Low,0.952381,2.5,2.009259,2,35
167,27.48672,43,Female,None,High,Lagging,Low,0.7727975,2.75,2.303571,2,39
295,27.88779,21,Female,None,High,Immediate,Low,0.7012623,2.5,2.017857,1.75,35
101,28.68715,58,Male,None,Medium,Immediate,Low,0.8196721,3,2.413793,3,37
107,29.32571,25,Male,None,Low,Immediate,Low,0.6896551,2.5,2.116667,2,37
391,29.85299,60,Female,None,Medium,Immediate,Low,0.8130081,2.75,2.3,1.75,38
293,30.64614,57,Male,None,High,Immediate,High,0.8130081,2,1.677419,1.25,37
230,32.87621,91,Male,None,High,Immediate,Medium,1.123595,2.25,1.765152,1.5,38
148,32.87621,78,Male,None,High,Lagging,Low,0.9345794,2.75,2.159091,2,39
310,32.87621,28,Female,None,High,Immediate,Medium,0.7092199,2.25,1.916667,1.75,34
225,32.87621,55,Female,None,Low,Immediate,Low,0.8,3,2.265152,2,38
68,34.33678,60,Female,None,Medium,Lagging,Low,0.8130081,3,2.485714,2.25,36
299,34.33678,80,Male,None,Medium,Immediate,Low,0.952381,2.25,1.921429,2,38
173,35.65783,98,Female,None,High,Immediate,Low,1.587302,2.75,2.048611,2,38
141,35.65783,22,Male,None,Low,Lagging,Low,0.6802721,3,2.430556,2.25,36
157,36.98274,68,Female,None,Low,Lagging,Low,0.8547009,2.75,2.304054,2.25,39
139,37.3644,80,Male,None,Medium,Lagging,Low,0.952381,2.75,2.375,2,35
358,37.3644,63,Male,None,Medium,Immediate,Low,0.8333333,2.75,2.315789,2.25,38
351,37.75751,80,Male,None,Medium,Immediate,Low,0.952381,2.25,1.861842,1.75,38
70,37.96383,87,Female,None,Medium,Immediate,Low,1,3,2.578947,2.5,37
39,38.76379,70,Male,None,High,Lagging,Low,0.8695652,2.5,2.26282,1.75,39
153,38.76379,57,Female,None,High,Immediate,Low,0.8116883,2.5,2.044872,2,36
371,38.76379,58,Male,None,Low,Immediate,Low,0.8196721,2.5,2.217949,2.25,39
242,39.40494,21,Female,None,Low,Lagging,Low,0.7012623,2.75,2.075,2,36
38,39.76599,63,Male,WheelChair,Medium,Lagging,Low,0.9259259,2.5,2.2625,1.75,38
383,39.93455,47,Female,None,High,Immediate,Low,0.78125,2.75,2.2375,2.25,36
11,40.79084,44,Male,None,Low,Immediate,Medium,0.7782102,2.5,2.097561,2.25,37
21,40.79084,21,Female,None,High,Lagging,Low,0.7012623,2.75,2.378049,2.75,37
221,43.30081,59,Male,None,High,Lagging,Low,0.8264462,2.75,2.459302,2.75,37
274,43.30081,91,Male,WheelChair,High,Immediate,Low,1.248439,2.75,2.063953,2.75,37
184,43.30081,27,Female,None,Low,Immediate,Low,0.7072136,3,2.261628,2.5,38
