UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
314,8.513031,34,Female,None,Low,Immediate,Low,0.7215007,2.5,2.222222,2.5,37
313,8.513031,26,Male,None,Medium,Immediate,Low,0.6968641,2.5,2.25,2.25,37
335,9.52746,20,Male,None,Low,Immediate,Low,0.6666667,2.75,2.3,2.25,34
36,12.16687,79,Female,None,Medium,Immediate,Medium,0.9328358,2.25,1.875,1.75,35
44,12.16687,33,Male,None,High,Lagging,Low,0.7380074,2.75,2.229167,2,36
324,12.16687,87,Female,None,Medium,Immediate,Medium,1,2.5,2.166667,2.25,35
321,14.76527,25,Female,None,Medium,Immediate,High,0.7017544,1.75,1.316667,1.5,33
329,15.34204,34,Female,None,High,Immediate,Low,0.7215007,2.5,1.984375,2,36
37,16.77509,85,Male,None,High,Immediate,Medium,1,2.25,1.838235,1.75,34
285,19.82215,28,Male,None,High,Immediate,Low,0.7117438,2.75,2.1375,2,36
232,21.91569,82,Female,None,Low,Immediate,High,0.9487666,1.75,1.715909,1.75,36
218,21.91569,53,Male,None,High,Immediate,Medium,0.8032128,2.25,1.875,2.25,35
359,22.13341,27,Female,None,High,Immediate,Low,0.7072136,3,2.590909,2.75,34
105,22.39435,57,Female,None,Low,Immediate,Low,0.8116883,2.5,2.228261,2.25,35
372,23.94557,67,Male,None,High,Immediate,High,0.8474576,2.25,1.96875,2,36
228,24.31396,69,Male,None,Low,Immediate,Low,0.862069,2,1.947917,2,34
92,24.44487,22,Male,None,Low,Immediate,Low,0.6802721,2.75,2.31,2,35
356,24.78075,21,Male,None,Medium,Immediate,Medium,0.6734006,2.5,1.83,1.75,33
294,26.94405,68,Male,None,High,Immediate,Medium,0.8547009,2.25,1.962963,2.25,37
29,26.94405,56,Male,None,Medium,Lagging,Low,0.8064516,2.75,2.296296,2.25,37
148,27.61203,36,Male,None,High,Immediate,Low,0.7490637,2.5,2.205357,2.5,33
35,28.72943,68,Male,None,High,Immediate,Low,0.8547009,2.75,2.060345,2,37
231,29.26582,43,Female,None,Medium,Immediate,Medium,0.7727975,2.25,1.948276,1.75,37
41,31.16404,55,Male,None,Low,Lagging,Medium,0.8,2.75,2.41129,2.25,33
147,31.16404,93,Male,None,Medium,Immediate,Low,1.149425,2.25,1.927419,2,37
11,31.16404,38,Male,None,High,Immediate,Medium,0.7662836,2.75,2.153226,2,37
353,31.54368,73,Female,None,Medium,Immediate,Low,0.8912656,2.75,2.390625,2.5,35
165,32.48555,60,Male,None,Medium,Lagging,Low,0.8130081,2.5,2.280303,2,33
169,33.15317,56,Female,None,High,Lagging,Low,0.8064516,3,2.439394,2,36
235,33.55552,42,Female,None,Low,Immediate,Low,0.7639419,2.75,2.492647,2.25,36
15,34.97884,38,Female,None,Medium,Lagging,Low,0.7204611,2.5,2.221429,2,36
21,35.84552,80,Male,None,Low,Immediate,Low,0.952381,2.5,2.076389,2,35
39,36.27049,37,Female,WalkingStick,Medium,Lagging,Low,0.8451657,2.75,2.368056,2,35
246,36.67305,55,Female,None,High,Lagging,Low,0.8,3,2.432432,2.25,37
26,37.47284,41,Female,None,Medium,Immediate,Medium,0.761035,2.25,1.763158,1.75,36
255,37.54051,45,Male,None,Medium,Lagging,Low,0.7692308,2.75,2.355263,2.25,33
168,38.29147,85,Female,None,High,Lagging,Medium,0.9633911,2.5,2.105263,2,34
104,38.6912,74,Male,None,Medium,Immediate,Medium,0.9009009,2.5,2.025641,2,37
38,39.02456,61,Male,WheelChair,High,Lagging,Medium,0.9107468,2.5,2.070513,1.25,36
34,39.09181,86,Male,None,Low,Lagging,Medium,1.010101,2.75,2.403846,2,35
118,39.75972,27,Male,None,High,Lagging,Low,0.7042254,2.75,2.24375,2.25,33
90,40.02514,84,Female,None,Medium,Immediate,Medium,0.9587728,2.25,1.975,2,36
238,40.97185,29,Female,None,High,Lagging,Low,0.7168459,2.5,2.091463,1.5,37
242,41.51972,21,Female,None,High,Lagging,Low,0.7012623,2.25,2.154762,2,34
115,41.5849,45,Female,None,Low,Immediate,Medium,0.7722008,2,1.869048,2,35
127,42.53061,72,Male,None,High,Immediate,Low,0.8849558,2.5,2.168605,2,36
303,42.93064,33,Male,None,Medium,Lagging,Medium,0.7380074,2.25,2.186047,2.25,36
283,43.13028,25,Male,None,Low,Lagging,Low,0.6896551,2.75,2.331395,2,37
110,45.07192,80,Female,None,High,Lagging,Low,0.9372071,2.5,2.133333,2,36
42,45.20226,67,Male,None,High,Lagging,Low,0.8474576,2.75,2.388889,2,36
333,45.27243,71,Male,None,High,Lagging,Medium,0.877193,2.25,2.077778,1.5,35
154,45.27243,77,Male,None,Medium,Immediate,High,0.9259259,2,1.522222,1.75,36
290,46.2188,38,Female,None,High,Lagging,Low,0.7204611,2.75,2.326087,1.75,37
286,46.81722,22,Male,None,Low,Lagging,Low,0.6802721,2.5,2.180851,1.75,35
6,47.08522,55,Female,None,High,Lagging,Low,0.8,2.75,2.138298,2.25,35
19,47.35117,54,Male,None,Low,Immediate,Low,0.8097166,2.75,2.125,2,34
316,47.40691,24,Male,None,High,Lagging,Low,0.6944444,2.25,2.213542,2.25,35
33,48.49913,61,Female,None,Medium,Lagging,Low,0.8223684,2.5,2.158163,2.25,35
188,48.56427,74,Female,None,Medium,Immediate,Low,0.90009,2.5,2.153061,2.25,35
186,49.2323,62,Female,None,High,Immediate,High,0.8237233,2,1.647959,1.25,36
332,49.76371,28,Female,None,Medium,Lagging,Low,0.7092199,2.75,2.34,2,35
93,50.38809,78,Male,None,High,Lagging,Low,0.9345794,3,2.431373,2,34
217,50.78573,80,Male,WheelChair,High,Lagging,Low,1.058201,2.75,2.196079,1.75,34
298,50.98471,67,Female,None,Medium,Immediate,Low,0.8474576,2.75,2.245098,2,35
76,51.18555,56,Female,None,Low,Immediate,High,0.8064516,2.25,1.558824,1.5,34
81,51.31797,75,Male,None,Medium,Lagging,Low,0.9090909,2.75,2.367647,2.25,33
135,51.98549,49,Male,None,Low,Lagging,Low,0.7936508,2.75,2.182692,1.75,36
272,52.18774,55,Female,None,High,Immediate,Medium,0.8,2.5,2.014423,2,33
131,52.52028,33,Female,None,Low,Lagging,Low,0.7204611,2.5,2.20283,2,33
103,52.65462,49,Male,None,Medium,Lagging,Low,0.7936508,2.75,2.264151,2,33
140,53.12119,21,Male,None,High,Immediate,Low,0.6734006,2.75,2.169811,2,33
30,53.12119,29,Male,None,Medium,Lagging,Low,0.7194245,2.75,2.325472,1.5,36
66,53.38695,32,Male,None,High,Lagging,Low,0.729927,2.75,2.236111,2.5,35
309,53.85377,89,Female,None,High,Lagging,Low,1.02459,2.75,2.300926,2.25,36
230,53.92136,82,Female,None,Medium,Lagging,Low,0.9487666,2.75,2.208333,2.5,36
4,54.37193,21,Female,None,High,Immediate,Medium,0.7012623,2.5,2.090909,2,36
17,54.97184,81,Male,None,Medium,Lagging,Low,0.9615385,2.75,2.127273,2.5,37
85,55.17134,93,Female,None,Medium,Lagging,Low,1.149425,2.75,2.227273,2,36
331,55.37164,90,Female,None,Low,Lagging,Low,1.052632,2.5,2.169643,2,36
175,56.2456,30,Male,None,High,Lagging,Low,0.7142857,2.25,2.089286,2.25,34
305,56.51211,57,Male,None,Medium,Lagging,Medium,0.8130081,2.25,1.872807,2.25,34
2,56.5779,35,Male,None,High,Lagging,Low,0.7407407,2.75,2.175439,2.25,36
5,56.71193,46,Male,WheelChair,High,Lagging,Low,0.8613265,2.75,2.087719,2.25,34
79,56.84617,62,Male,None,High,Immediate,Low,0.8264462,2.75,2.092105,2,36
75,57.37792,28,Female,None,High,Lagging,Low,0.7092199,2.75,2.163793,2,34
306,57.57875,73,Female,None,Low,Lagging,High,0.8912656,2,1.668103,1,36
219,57.97837,88,Male,None,Low,Lagging,Low,1.030928,2.75,2.318965,2.5,32
312,58.37017,35,Male,None,Low,Lagging,Low,0.7407407,2.5,2.237288,2,37
171,58.50311,67,Female,None,High,Lagging,Low,0.8474576,2.75,2.372881,2.5,35
280,58.83626,38,Male,None,Low,Lagging,Low,0.7662836,2.5,2.258475,2.25,35
236,58.90238,87,Female,None,Medium,Lagging,Medium,1,2.5,1.987288,2.5,33
323,59.16965,41,Female,None,Medium,Lagging,Low,0.761035,2.5,2.275424,2.5,35
334,59.236,93,Male,None,Medium,Lagging,Low,1.149425,2.25,2.021186,1.75,36
318,59.63587,87,Male,None,Low,Lagging,Medium,1.020408,2.5,1.966667,1.75,34
22,59.83484,91,Female,None,Low,Lagging,Low,1.086957,2.75,2.354167,2.25,36
43,59.90168,31,Female,None,Low,Lagging,Low,0.7107321,3,2.429167,2.5,36
310,60.79112,49,Male,None,High,Lagging,Medium,0.7936508,2.5,2.098361,1.5,35
99,60.79112,97,Male,None,Medium,Lagging,Medium,1.282051,2.75,1.860656,2.75,36
243,60.92408,37,Male,None,Low,Lagging,Low,0.7575758,2.75,2.311476,2.75,34
12,60.99125,27,Female,None,High,Lagging,High,0.7072136,2.25,1.721311,1.5,36
187,61.19153,86,Female,None,High,Immediate,Low,0.9803922,2.75,2.090164,2.5,34
1,61.72379,89,Male,None,High,Lagging,Low,1.041667,3,2.370968,2.75,34
209,62.15554,65,Male,None,Medium,Immediate,Low,0.8333333,2.75,2.306452,2.25,35
325,62.15554,74,Female,None,High,Lagging,Low,0.90009,2.75,2.326613,2.5,35
288,62.35693,68,Male,None,Medium,Lagging,Medium,0.8547009,2.5,2.154762,2,36
330,62.68921,26,Female,None,Medium,Lagging,Low,0.7042254,2.75,2.436508,2.75,33
222,63.02238,93,Male,None,High,Lagging,Low,1.149425,3,2.448413,2.25,36
132,63.41339,33,Female,None,High,Lagging,Low,0.7204611,3,2.554688,2.25,32
48,63.95664,53,Female,None,High,Lagging,Medium,0.8038585,2.5,1.96875,2,35
83,64.20267,67,Female,None,Low,Lagging,High,0.8474576,2.25,2.027344,2,36
296,64.26895,22,Male,None,High,Lagging,Low,0.6802721,2.5,2.199219,2,34
252,64.66759,68,Male,None,Medium,Lagging,Low,0.8547009,3,2.373077,2.25,34
239,64.86747,69,Male,None,High,Lagging,Medium,0.862069,2.25,1.984615,2,32
80,65.00237,60,Male,None,Medium,Lagging,Low,0.8130081,2.75,2.338462,2.5,33
82,65.33537,69,Female,None,Low,Lagging,Low,0.8605852,3,2.284091,2.5,34
18,65.60148,64,Female,None,High,Lagging,Medium,0.8368201,2.5,2.212121,1.75,33
371,65.60148,97,Male,None,Low,Lagging,Low,1.282051,3,2.284091,1.5,37
178,66.1767,64,Male,None,Low,Lagging,Low,0.8403361,2.75,2.215909,2.5,37
344,66.30959,61,Male,None,Medium,Lagging,Low,0.8196721,2.25,1.973485,1.75,35
284,66.30959,50,Female,None,High,Lagging,High,0.7874016,2.25,2.011364,2.25,31
109,66.64175,60,Female,None,Low,Lagging,High,0.8130081,2.25,2.014925,2,35
183,66.64175,23,Male,None,High,Immediate,Low,0.6872852,2.75,2.238806,1.75,34
270,66.64175,41,Female,None,High,Lagging,Medium,0.761035,2.75,2.100746,2.25,35
3,67.24194,26,Male,None,Low,Lagging,Low,0.6968641,2.75,2.182836,1.75,35
56,67.37677,26,Male,None,Medium,Immediate,Medium,0.6968641,2.5,2.036765,1.75,36
214,68.04286,58,Female,None,High,Immediate,Low,0.8156607,2.5,2.073529,1.75,36
362,68.19595,43,Male,None,Low,Lagging,Low,0.7722008,3,2.566176,2.5,34
130,68.19595,56,Male,None,High,Immediate,Low,0.8064516,2.5,2.172794,1.75,36
113,68.86101,95,Male,None,High,Immediate,Low,1.25,2.75,2.126812,2,35
254,68.99651,94,Female,None,Medium,Immediate,Low,1.176471,2.75,2.17029,2,34
16,69.32848,23,Male,None,Low,Lagging,Medium,0.6872852,2.75,2.182143,2.25,36
320,69.52901,39,Female,None,High,Lagging,Medium,0.7407407,2.5,2.285714,2,33
166,70.14545,53,Female,None,High,Lagging,Low,0.8038585,2.75,2.428571,1.75,36
87,70.14545,86,Female,None,High,Lagging,Low,0.9803922,3,2.346429,2.5,35
304,70.34449,37,Male,None,High,Lagging,Low,0.7575758,2.5,2.161972,1.75,35
338,70.76655,44,Female,None,Medium,Lagging,Low,0.7806401,2.5,2.380282,1.75,34
95,70.76655,25,Female,None,High,Lagging,Low,0.7017544,2.75,2.415493,2.5,36
205,71.16544,23,Female,None,Low,Immediate,Medium,0.691085,2.5,1.887324,1.75,36
121,71.56422,53,Male,None,Medium,Immediate,Low,0.8032128,2.75,2.333333,2,37
72,71.76562,52,Male,None,Low,Lagging,Low,0.7968128,2.75,2.288194,2.25,35
50,71.89769,21,Female,None,High,Lagging,Low,0.7012623,2.75,2.465278,2.5,34
125,72.24738,54,Male,None,Medium,Immediate,Low,0.8097166,2.75,2.302083,2,36
157,72.24738,77,Female,None,Low,Lagging,Low,0.9225093,2.75,2.055556,2.25,35
159,72.3809,80,Male,None,Medium,Lagging,Low,0.952381,2.5,2.164384,2,36
62,72.5126,44,Male,None,High,Lagging,Low,0.7782102,2.5,2.054795,2,34
319,72.58031,92,Male,None,Medium,Lagging,Low,1.136364,2.75,2.349315,2,35
307,73.51308,45,Male,None,High,Lagging,Low,0.7692308,3,2.489865,2.25,36
266,73.71906,68,Male,None,Low,Immediate,Medium,0.8547009,2,1.847973,1.5,35
63,74.20348,63,Female,None,Medium,Lagging,Low,0.8319467,2.75,2.037162,2.5,34
138,74.27021,41,Male,None,Low,Lagging,Low,0.7604563,3,2.672297,2.5,36
248,74.27021,33,Female,None,Low,Lagging,Medium,0.7204611,2.5,2.206081,2,36
126,74.73676,84,Male,None,Medium,Immediate,Low,0.990099,2.75,2.066667,2,35
300,75.3372,71,Female,None,Low,Lagging,Low,0.8741258,2.75,2.286184,2.25,36
295,75.73741,21,Female,None,Low,Lagging,Low,0.7012623,2.5,2.069079,1.75,37
70,76.0046,39,Male,None,High,Lagging,Low,0.7751938,2.5,1.911184,2.5,35
326,76.14596,65,Female,None,Medium,Lagging,Low,0.8354219,2.75,2.3125,2.25,36
73,76.87808,48,Female,None,High,Lagging,Medium,0.7849293,2.25,1.75,2.25,36
58,77.00996,55,Male,None,High,Lagging,Low,0.8,2.25,1.993507,2.25,35
184,77.14407,81,Male,None,Medium,Immediate,Medium,0.9615385,2.75,2.11039,1.25,35
336,77.2114,31,Female,WheelChair,Low,Lagging,Low,0.7897023,3,2.584416,2.75,35
172,77.94494,46,Female,None,Medium,Lagging,Low,0.7794232,3,2.657051,2.5,36
179,78.42537,59,Female,None,Medium,Lagging,Low,0.8223684,3,2.414557,2.25,34
361,78.42537,92,Male,None,Low,Lagging,Low,1.136364,2.75,2.316456,2.5,36
162,78.69156,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.411392,1.75,35
174,78.95807,26,Male,None,Low,Immediate,Low,0.6968641,3,2.518987,2.25,36
351,79.42892,97,Male,None,Low,Lagging,Low,1.282051,2.75,2.2125,2.25,33
119,80.29179,68,Female,None,Low,Lagging,Medium,0.8547009,2.5,2.053125,2,36
350,80.35927,84,Male,None,Low,Lagging,Low,0.990099,2.75,2.33642,2,35
201,80.73586,68,Female,None,High,Immediate,Low,0.8547009,2.75,2.262346,2,34
193,81.00268,43,Female,None,High,Immediate,Low,0.7727975,2.75,2.16358,2.75,34
343,81.60191,89,Male,None,High,Lagging,Medium,1.041667,2.5,1.807927,1.75,35
71,82.19488,57,Male,None,High,Lagging,Medium,0.8130081,2.5,1.908537,2,35
124,82.72834,28,Male,None,High,Lagging,Low,0.7117438,2.75,2.192771,2.25,34
293,84.20361,92,Male,None,Low,Immediate,Low,1.136364,3,2.375,2.25,35
120,84.87015,35,Male,None,Medium,Immediate,Low,0.7407407,3,2.461765,2.25,34
9,85.33681,90,Male,None,High,Immediate,Low,1.111111,3,2.44186,2.25,36
289,85.60079,57,Male,None,Low,Lagging,Medium,0.8130081,2.5,1.985465,1.75,35
106,85.73653,46,Male,None,Low,Lagging,Medium,0.7751938,2.5,1.985465,2.25,36
65,87.33626,74,Female,None,High,Lagging,Low,0.90009,2.5,2.090909,2,33
31,87.73705,76,Male,None,Low,Lagging,Medium,0.9174312,2.75,2.193182,2,35
221,88.39443,41,Female,None,High,Lagging,Low,0.761035,3,2.519663,2.75,36
250,88.59712,53,Female,None,Medium,Lagging,Low,0.8038585,3,2.384831,2.5,36
244,89.1961,36,Female,None,Medium,Lagging,High,0.7194245,2.5,2.174157,2.25,37
237,89.3279,68,Female,None,High,Lagging,Low,0.8547009,3,2.447222,2.25,35
84,89.92889,78,Male,WheelChair,Medium,Lagging,Low,0.9345794,2.75,2.258333,2,34
46,89.99624,85,Female,None,Medium,Lagging,Low,0.9633911,3,2.361111,2.25,35
245,90.90594,45,Male,None,High,Lagging,Low,0.7692308,3,2.258242,2.5,36
199,90.90594,90,Male,None,High,Immediate,Medium,1.111111,2.5,1.826923,2.25,36
340,91.57261,61,Female,None,Medium,Lagging,Low,0.8223684,2.5,2.203804,2.25,36
47,91.63779,35,Male,None,Medium,Lagging,Low,0.7407407,2.75,2.247283,2.25,36
247,92.77332,62,Male,None,High,Lagging,Low,0.8264462,2.75,2.486559,2,36
223,93.84031,92,Female,None,Medium,Lagging,Medium,1.123595,2.5,2.234043,1.75,35
91,94.41888,94,Female,None,High,Lagging,Low,1.176471,2.75,2.197368,2.5,35
23,94.68526,36,Male,None,Medium,Lagging,Low,0.7490637,3,2.407895,2,36
149,94.95208,60,Female,None,Medium,Lagging,Low,0.8130081,2.75,2.392105,2.5,36
277,95.61929,28,Female,None,High,Lagging,Low,0.7092199,3,2.515625,2.5,37
337,95.75372,93,Male,None,High,Lagging,Low,1.149425,2.75,2.346354,2.5,36
200,95.88531,88,Male,None,High,Immediate,Medium,1.030928,2.5,1.90625,2.5,32
123,96.19928,71,Male,None,High,Lagging,Low,0.877193,2.75,2.393229,2,37
328,96.99852,63,Female,None,Low,Lagging,Low,0.8319467,3,2.518041,2.5,36
51,97.40053,47,Female,None,Medium,Lagging,Low,0.78125,2.75,2.326531,2.5,35
122,97.40053,86,Male,None,Medium,Lagging,Low,1.010101,2.75,2.196429,2,34
275,98.44096,90,Female,None,High,Lagging,Low,1.052632,2.5,2.00505,2,33
241,99.84132,46,Male,None,Medium,Lagging,Medium,0.7751938,2.75,2.28,2,37
182,100.0415,91,Female,WalkingStick,Medium,Immediate,Medium,1.278772,2.5,1.975,1.75,37
198,100.3578,35,Female,None,Low,Lagging,High,0.723589,2.25,1.933168,2,35
141,100.6461,72,Female,None,Low,Immediate,Low,0.8833923,2.75,2.405941,2.5,35
67,100.6461,22,Male,None,Medium,Lagging,Low,0.6802721,2.75,2.15099,2.25,36
257,100.6461,75,Male,WheelChair,High,Lagging,Low,1.010101,2.75,2.282178,2.25,35
