UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
46,12.00319,21,Female,None,Low,Lagging,Low,0.7012623,2.75,0,2,32
33,12.65195,20,Female,None,High,Lagging,Low,0.6993007,3,0,2.5,36
311,14.01086,73,Female,None,Low,Immediate,Low,0.8912656,2.75,0,2.75,32
229,17.59918,53,Male,None,Medium,Immediate,Low,0.8032128,2.5,0,2.25,34
333,17.80005,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,0,2.25,33
233,18.3562,39,Female,None,Medium,Immediate,Low,0.7407407,2.5,0,2,34
37,19.09977,26,Female,None,Low,Lagging,Low,0.7042254,3,0,2.25,33
104,19.2996,20,Male,None,Low,Immediate,Low,0.6666667,2.5,0,2.5,35
94,20.36346,20,Male,None,Medium,Immediate,Medium,0.6666667,2.75,0,2.25,35
259,21.77669,20,Female,None,Low,Immediate,Medium,0.6993007,2,0,1.75,36
340,21.77669,33,Female,None,Medium,Immediate,Medium,0.7204611,2,0,1.75,34
310,21.77669,32,Female,None,Medium,Immediate,Low,0.7158197,2.75,0,2.5,36
302,21.77669,32,Female,None,Low,Immediate,Low,0.7158197,2.75,0,2.25,36
95,21.77669,29,Female,None,Medium,Immediate,High,0.7168459,2.25,0,1.25,34
97,22.09298,20,Female,None,Low,Lagging,Low,0.6993007,2.75,0,2.25,34
303,22.50287,20,Female,None,High,Immediate,Medium,0.6993007,2.25,0,2,33
10,22.64437,20,Male,None,High,Lagging,Low,0.6666667,2.75,0,2.25,35
47,22.8402,49,Male,None,Low,Immediate,Low,0.7936508,2.75,0,2,36
291,22.94058,22,Male,None,High,Immediate,High,0.6802721,2.25,0,2.25,35
3,23.84218,20,Female,WheelChair,Low,Lagging,Low,0.6993007,3,0,2.25,34
136,24.04225,20,Female,WheelChair,Low,Lagging,Low,0.6993007,2.75,0,2,34
341,24.38384,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,0,2,36
294,24.38384,29,Male,None,High,Immediate,High,0.7194245,2,0,1.75,32
331,24.38384,20,Female,None,Low,Immediate,Low,0.6993007,2.75,0,2.25,35
138,24.51272,20,Female,None,High,Immediate,High,0.6993007,2,0,1.5,35
277,24.71153,35,Female,None,Medium,Immediate,Low,0.723589,2.75,0,2.25,34
284,26.38062,71,Female,None,Low,Immediate,Low,0.8741258,2.25,0,1.5,36
20,26.51924,20,Female,None,High,Immediate,Low,0.6993007,2.5,0,2.25,33
295,26.71956,20,Male,None,Low,Immediate,Low,0.6666667,2.75,0,2,34
134,27.71971,36,Male,None,High,Immediate,Medium,0.7490637,2.25,0,2,33
36,28.35635,77,Male,None,High,Immediate,Low,0.9259259,2.75,0,2.25,36
11,29.00326,44,Male,None,Medium,Lagging,Low,0.7782102,2.5,0,2,35
170,29.10227,20,Male,None,High,Lagging,Low,0.6666667,2.75,0,2,33
108,31.66385,20,Female,None,High,Immediate,Medium,0.6993007,2.5,0,2.25,35
