UniqueID,Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Emergency Training,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
318,10.06108,20,Male,None,Medium,Immediate,Low,0.6666667,2.5,2.028076,2,36
317,11.72043,20,Male,None,High,Immediate,Low,0.6666667,2.25,2.002625,2,36
320,12.81562,20,Female,None,Medium,Immediate,Low,0.6993007,2.25,1.993988,2,33
35,14.90193,20,Female,None,Medium,Lagging,Low,0.6993007,3,2.259674,2.25,37
29,17.63454,35,Female,None,Medium,Immediate,Low,0.723589,2.75,2.250058,2.25,36
327,18.71547,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.016352,2,35
8,18.8798,74,Female,None,High,Immediate,High,0.90009,2.25,1.500038,1.5,36
276,19.29646,20,Male,None,Low,Immediate,Medium,0.6666667,2,1.406271,1.25,33
173,19.88211,58,Male,None,High,Immediate,Medium,0.8196721,2.25,2.171899,2.25,34
97,21.70514,20,Female,None,High,Immediate,Low,0.6993007,2.5,2.437283,2.5,36
237,21.70514,41,Female,None,High,Immediate,Low,0.761035,2.75,2.624957,2.75,36
7,21.96861,38,Female,None,High,Lagging,Low,0.7204611,2.75,1.751071,1.75,37
177,22.34271,44,Male,None,Medium,Immediate,High,0.7782102,2.25,1.757885,1.75,36
92,22.62119,39,Female,None,Low,Lagging,Low,0.7407407,2.75,2.310331,2.25,36
362,22.87119,20,Male,WheelChair,High,Immediate,Low,0.7407407,2.5,2.000207,2,34
96,24.33067,29,Female,None,High,Immediate,Low,0.7168459,3,2.140267,2.25,37
36,25.01385,21,Male,None,Medium,Lagging,Low,0.6734006,2.75,2.59436,2.5,36
94,25.18069,20,Female,WheelChair,High,Immediate,Low,0.7770008,2.5,2.005867,2.25,34
355,26.32399,32,Female,None,Low,Immediate,Low,0.7158197,2.5,1.999527,2,36
370,26.75778,25,Male,None,High,Immediate,Low,0.6896551,2.5,2.054785,2,37
364,27.34212,20,Male,None,Medium,Immediate,Medium,0.6666667,2,1.751953,1.75,36
221,28.37662,20,Female,None,High,Immediate,Low,0.6993007,2.5,2.255453,2.25,36
86,28.46006,39,Male,None,High,Immediate,Low,0.7751938,2.75,2.000029,2,34
99,28.62865,20,Male,None,Medium,Immediate,Low,0.6666667,2.75,2.287963,2.25,37
47,28.96198,59,Female,None,Low,Lagging,Low,0.8223684,3,2.023451,2,36
113,31.23303,20,Female,None,High,Immediate,Medium,0.6993007,2.25,1.75012,1.75,32
308,31.23303,33,Male,None,High,Lagging,Low,0.7380074,2.75,2.004028,2,35
299,32.02523,46,Male,None,High,Lagging,Low,0.7751938,2.75,2.005005,2,35
356,32.2993,44,Female,None,Medium,Immediate,Low,0.7806401,2.5,2.48407,2.5,36
329,32.71745,38,Male,None,High,Lagging,Low,0.7662836,2.5,2.466797,2.5,34
147,33.30009,20,Male,None,Low,Lagging,Low,0.6666667,2.75,1.999129,2,36
226,34.04885,54,Female,None,High,Immediate,High,0.8084074,2,1.750183,1.75,34
297,34.67585,20,Female,None,High,Lagging,Medium,0.6993007,2.5,1.596466,1.5,37
39,35.34407,32,Female,None,High,Lagging,Medium,0.7158197,2.75,2.257263,2.25,35
225,35.76103,36,Female,None,High,Immediate,High,0.7194245,2.5,1.750165,1.75,33
304,36.0102,20,Female,None,Low,Lagging,Low,0.6993007,2.25,1.729675,1.75,35
134,36.0102,56,Female,None,High,Lagging,Low,0.8064516,3,2.511672,2.5,35
218,37.05025,20,Male,None,Medium,Lagging,Low,0.6666667,3,2.500036,2.75,36
319,37.2159,41,Male,WalkingStick,Medium,Lagging,Low,0.8946544,2.5,1.908569,1.75,35
360,37.79918,66,Male,None,Medium,Immediate,Medium,0.8403361,2.25,1.687504,1.75,35
331,37.88248,47,Female,None,High,Lagging,Low,0.78125,2.75,2.25784,2.25,37
321,38.32042,54,Female,None,Medium,Lagging,Medium,0.8084074,2.5,1.969749,2,37
251,38.42199,21,Female,None,Medium,Immediate,High,0.7012623,2,1.867195,1.75,37
125,38.75623,42,Male,None,Medium,Lagging,Low,0.7662836,2.75,2.249914,2.25,35
13,39.33781,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,1.691407,1.75,36
149,39.50982,33,Female,WheelChair,Medium,Immediate,Low,0.8005123,2.5,2.231641,2,35
141,39.75935,20,Male,None,Medium,Lagging,Low,0.6666667,2.75,1.758087,1.75,36
259,39.75935,32,Female,None,High,Immediate,Low,0.7158197,2.5,2.297134,2.5,34
306,40.00991,20,Female,None,Low,Lagging,Medium,0.6993007,2.5,2.159683,2,36
127,40.35653,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.250002,2.25,33
351,41.04778,47,Female,WheelChair,Medium,Immediate,Low,0.8680556,2.25,2.039429,2.25,35
57,41.33199,20,Male,None,Low,Lagging,Low,0.6666667,2.75,2.249998,2.25,35
